,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,pypi_monthly_downloads,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
0,best-of-ml-python - Computer Vision,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-02-02 15:54:18.000,2022-02-02 14:33:56,204.0,26.0,805,234.0,98.0,21.0,6212,2022-01-13 18:07:49.000,2022.01.13,38.0,20.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-02-02 14:26:52.000,2022-02-02 14:26:52,110.0,28.0,92,49.0,69.0,2.0,1420,2022-02-02 14:26:59.000,2022.01.27,32.0,7.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000,2022-02-02 14:27:25.000,2022-02-02 14:27:24,95.0,27.0,20,17.0,63.0,5.0,405,2022-02-02 14:27:30.000,2022.01.27,30.0,2.0,1.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-02-02 14:26:52.000,2022-02-02 14:26:52,110.0,28.0,92,49.0,69.0,2.0,1420,2022-02-02 14:26:59.000,2022.01.27,32.0,7.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-02-02 15:54:18.000,2022-02-02 14:33:56,204.0,26.0,805,234.0,98.0,21.0,6212,2022-01-13 18:07:49.000,2022.01.13,38.0,20.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,python-patterns,faif/python-patterns,Collection of design patterns/idioms in Python.,True,algorithms,https://github.com/faif/python-patterns,https://github.com/faif/python-patterns,,2012-06-06 21:02:35.000,2021-12-23 16:35:09.000,2021-12-07 20:49:02,793.0,5.0,6007,1658.0,307.0,63.0,30166,,,,119.0,12.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,best-of-ml-python - NLP,ml-tooling/best-of-ml-python,Collection of text processing and NLP libraries.,True,text,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python#text-data--nlp,CC-BY-SA-4.0,2020-11-29 19:41:36.000,2022-02-03 14:05:06.000,2022-02-02 14:33:56,204.0,26.0,805,234.0,98.0,21.0,6212,2022-01-13 18:07:49.000,2022.01.13,38.0,20.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,protobuf,protocolbuffers/protobuf,Protocol Buffers - Googles data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000,2022-02-03 01:09:56.000,2022-02-02 23:10:15,9010.0,174.0,13689,2085.0,4598.0,3883.0,52871,2022-01-28 17:29:22.000,3.19.4,100.0,918.0,995.0,47,True,protobuf,conda-forge/protobuf,google-protobuf,32567459.0,4053040.0,209008.0,192115.0,https://pypi.org/project/protobuf,2022-01-28 17:29:22.000,14268.0,https://anaconda.org/conda-forge/protobuf,2022-02-01 04:48:11.005,7132031.0,https://www.npmjs.com/package/google-protobuf,2020-07-21 05:32:24.522,2625.0,3592125.0,1.0,,,,,,,,,,,
8,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2022-02-03 13:46:29.000,2022-02-03 02:43:03,52299.0,215.0,21514,1981.0,46621.0,29013.0,52005,2022-02-01 17:29:38.000,5.3.0,289.0,6514.0,1541.0,45,True,ansible,conda-forge/ansible,,,9193.0,23899.0,19848.0,https://pypi.org/project/ansible,2022-02-01 17:29:38.000,4051.0,https://anaconda.org/conda-forge/ansible,2022-02-01 21:09:54.236,496462.0,,,,,1.0,,,,,,,,,,,
9,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2022-02-03 09:47:54.000,2022-01-13 22:49:06,2073.0,36.0,1177,185.0,889.0,1221.0,11971,2021-10-10 18:08:47.000,8.0.3,44.0,318.0,72.0,45,True,click,conda-forge/click,,,92371186.0,776320.0,708142.0,https://pypi.org/project/click,2021-10-10 18:07:30.000,68178.0,https://anaconda.org/conda-forge/click,2021-11-02 05:24:47.889,11863879.0,,,,,1.0,92194114.0,,,,,,,,,,
10,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000,2022-02-03 02:49:17.822,2022-02-02 19:12:53,4126.0,150.0,1505,238.0,586.0,2293.0,6994,2022-02-02 20:11:30.000,1.20.47,988.0,127.0,275.0,44,True,boto3,conda-forge/boto3,,,200242644.0,169764.0,154021.0,https://pypi.org/project/boto3,2022-02-02 20:11:30.000,15743.0,https://anaconda.org/conda-forge/boto3,2022-02-03 02:49:17.822,8323513.0,,,,,1.0,200110525.0,,,,,,,,,,
11,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2022-02-02 19:48:22.000,2022-02-02 19:46:40,14820.0,246.0,787,83.0,430.0,6265.0,4857,2022-01-21 01:38:33.000,rel_1_4_31,243.0,523.0,212.0,44,True,SQLAlchemy,conda-forge/sqlalchemy,,35984.0,47349835.0,393098.0,347972.0,https://pypi.org/project/SQLAlchemy,2022-01-21 01:38:17.000,45126.0,https://anaconda.org/conda-forge/sqlalchemy,2022-01-21 11:08:12.227,6173319.0,,,,,1.0,47247394.0,,,,,,,,,,
12,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000,2022-02-03 12:07:38.000,2022-01-31 04:22:59,8857.0,193.0,958,119.0,4966.0,1811.0,4563,2021-12-14 22:11:02.000,36.0.1,96.0,249.0,54.0,44,True,cryptography,conda-forge/cryptography,,,79401608.0,257206.0,237507.0,https://pypi.org/project/cryptography,2021-12-14 22:11:02.000,19699.0,https://anaconda.org/conda-forge/cryptography,2021-12-17 01:16:22.583,18588226.0,,,,,1.0,79069676.0,,,,,,,,,,
13,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000,2022-02-03 08:37:44.132,2022-02-02 22:20:22,9917.0,170.0,3038,574.0,2835.0,3335.0,11959,2022-02-02 20:11:22.000,1.22.47,1396.0,360.0,624.0,43,True,awscli,conda-forge/awscli,,745.0,116778696.0,2981.0,1.0,https://pypi.org/project/awscli,2022-02-02 20:11:22.000,2980.0,https://anaconda.org/conda-forge/awscli,2022-02-03 08:37:44.132,10110968.0,,,,,1.0,116627768.0,,,,,,,,,,
14,redis,redis/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000,2022-02-03 14:28:51.000,2022-02-03 12:37:26,1832.0,149.0,2086,337.0,901.0,961.0,9997,2022-01-27 11:28:05.000,4.1.2,79.0,293.0,101.0,43,True,redis,conda-forge/redis-py,,,19618413.0,158923.0,132305.0,https://pypi.org/project/redis,2022-01-27 11:28:05.000,26618.0,https://anaconda.org/conda-forge/redis-py,2022-01-27 14:58:19.676,591593.0,,,,,1.0,19609584.0,,,,,,,,,,
15,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2022-02-03 00:31:47.075,2022-02-02 19:12:36,8489.0,196.0,852,64.0,1749.0,724.0,1091,2022-02-02 20:11:04.000,1.23.47,1385.0,169.0,184.0,43,True,botocore,conda-forge/botocore,,,206917858.0,122877.0,114885.0,https://pypi.org/project/botocore,2022-02-02 20:11:04.000,7992.0,https://anaconda.org/conda-forge/botocore,2022-02-03 00:31:47.075,11352164.0,,,,,1.0,206748423.0,,,,,,,,,,
16,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2022-02-03 10:07:00.577,2022-02-01 13:53:25,3105.0,84.0,4135,696.0,3018.0,5373.0,24874,2022-01-06 16:55:10.000,2.2.3,144.0,426.0,707.0,42,True,docker-compose,conda-forge/docker-compose,,161422602.0,4572022.0,9522.0,8311.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000,1211.0,https://anaconda.org/conda-forge/docker-compose,2022-02-03 10:07:00.577,183689.0,,,,,2.0,1877273.0,,,,,,,,,,
17,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000,2022-02-03 08:57:14.000,2022-02-03 08:07:14,10662.0,549.0,1651,311.0,16631.0,5466.0,2361,2022-02-02 23:12:36.000,azure-batch_12.0.0,100.0,384.0,896.0,42,True,azure-storage-blob,conda-forge/azure-storage-blob,,,31314501.0,2324.0,1843.0,https://pypi.org/project/azure-storage-blob,2021-12-14 17:13:31.000,481.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414,346565.0,,,,,1.0,31306442.0,,,,,,,,,,
18,rich,Textualize/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-02-01 14:11:59.000,2022-01-31 17:59:16,2679.0,300.0,1105,527.0,577.0,631.0,34645,2022-01-28 14:51:24.000,11.1.0,152.0,146.0,41.0,41,True,rich,conda-forge/rich,,,3292575.0,12599.0,11222.0,https://pypi.org/project/rich,2022-01-28 14:50:09.000,1377.0,https://anaconda.org/conda-forge/rich,2022-01-28 16:47:39.334,602865.0,,,,,1.0,3260846.0,2.0,,,,,,,,,
19,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2022-02-01 22:40:48.000,2022-01-17 21:30:39,1199.0,59.0,822,87.0,1451.0,1292.0,9033,2021-12-31 15:42:38.000,1.9.0,85.0,252.0,425.0,41,True,pydantic,conda-forge/pydantic,,,16559113.0,51174.0,48615.0,https://pypi.org/project/pydantic,2021-12-31 15:42:38.000,2559.0,https://anaconda.org/conda-forge/pydantic,2022-01-01 17:10:51.611,1457143.0,,,,,1.0,16519731.0,,,,,,,,,,
20,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000,2022-02-01 07:04:57.000,2022-01-25 16:00:30,9091.0,12.0,1380,314.0,6932.0,3339.0,3791,2022-01-19 17:37:50.000,2.1.0,100.0,320.0,26.0,41,True,google-cloud-storage,conda-forge/google-cloud-storage,,,38436711.0,1619.0,,https://pypi.org/project/google-cloud-storage,2022-01-19 17:37:50.000,1619.0,https://anaconda.org/conda-forge/google-cloud-storage,2022-01-13 17:05:06.288,1129682.0,,,,,1.0,38416539.0,,,,,,,,,,
21,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2022-02-03 11:50:39.000,2022-02-01 18:46:47,5922.0,222.0,370,19.0,505.0,1230.0,841,2022-01-06 11:16:52.000,2.11.2,54.0,693.0,369.0,41,True,pygments,conda-forge/pygments,,,37149327.0,323930.0,287954.0,https://pypi.org/project/pygments,2022-01-06 11:16:10.000,35976.0,https://anaconda.org/conda-forge/pygments,2022-01-07 18:32:26.643,9941790.0,,,,,1.0,37007302.0,,,,,,,,,,
22,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2022-02-03 07:44:50.000,2022-02-03 07:44:43,2479.0,96.0,2706,642.0,1849.0,1715.0,17401,2021-12-09 21:03:05.000,v2.0.5,18.0,537.0,132.0,40,True,flatbuffers,conda-forge/flatbuffers,flatbuffers,42396.0,5072917.0,2183.0,1776.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000,192.0,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701,298667.0,https://www.npmjs.com/package/flatbuffers,2021-09-27 22:43:28.508,215.0,232196.0,1.0,4835933.0,,,,,,,,,,
23,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2022-02-02 22:02:36.000,2022-02-02 22:02:36,12608.0,56.0,2800,615.0,3268.0,3641.0,14293,2020-12-10 00:57:59.000,2.0.0,36.0,559.0,903.0,40,True,kivy,conda-forge/kivy,,24707.0,249002.0,6671.0,6102.0,https://pypi.org/project/kivy,2022-02-01 00:04:48.000,569.0,https://anaconda.org/conda-forge/kivy,2021-04-22 22:28:11.323,219524.0,,,,,1.0,243617.0,,,,,,,,,,
24,pulumi,pulumi/pulumi,"Pulumi - Developer-First Infrastructure as Code. Your Cloud, Your Language, Your Way.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000,2022-02-03 12:56:28.000,2022-02-03 07:10:16,6735.0,258.0,612,155.0,4118.0,3169.0,11286,2022-01-28 19:38:53.023,3.23.2,3296.0,150.0,1348.0,40,True,pulumi,,@pulumi/pulumi,10215.0,691029.0,1672.0,1196.0,https://pypi.org/project/pulumi,2022-02-01 03:36:33.000,109.0,,,,https://www.npmjs.com/package/@pulumi/pulumi,2022-02-01 03:36:55.592,367.0,569632.0,2.0,121215.0,,,,,,,,,,
25,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2022-01-30 07:52:38.000,2022-01-19 23:54:19,4387.0,15.0,1312,201.0,430.0,2086.0,8903,2021-10-28 14:29:58.000,3.14.8,173.0,146.0,1.0,40,True,peewee,conda-forge/peewee,,,744317.0,18699.0,15113.0,https://pypi.org/project/peewee,2021-10-28 14:29:19.000,3586.0,https://anaconda.org/conda-forge/peewee,2022-01-19 13:56:11.184,374128.0,,,,,1.0,738733.0,,,,,,,,,,
26,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000,2022-02-02 21:26:25.000,2021-10-14 17:25:22,3217.0,,1479,187.0,1475.0,1092.0,5559,2021-10-07 22:56:32.000,5.0.3,76.0,396.0,445.0,40,True,docker,conda-forge/docker-py,,,31021077.0,32768.0,29565.0,https://pypi.org/project/docker,2021-10-07 22:54:50.000,3203.0,https://anaconda.org/conda-forge/docker-py,2021-12-07 17:23:18.883,1896550.0,,,,,2.0,30992771.0,,,,,,,,,,
27,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2022-02-03 10:10:40.000,2022-02-02 09:10:33,1040.0,117.0,287,54.0,396.0,434.0,4079,2021-12-29 13:21:45.000,21.4.0,24.0,118.0,91.0,40,True,attrs,conda-forge/attrs,,,78778949.0,356020.0,339441.0,https://pypi.org/project/attrs,2021-12-29 13:15:06.000,16579.0,https://anaconda.org/conda-forge/attrs,2021-12-29 17:41:00.692,13045256.0,,,,,1.0,78557843.0,,,,,,,,,,
28,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000,2022-02-03 14:01:38.000,2022-02-02 19:26:50,1417.0,44.0,1072,358.0,956.0,897.0,3524,2022-02-01 17:06:44.000,7.17.0,93.0,183.0,38.0,40,True,elasticsearch,conda-forge/elasticsearch,,1101.0,10598995.0,31939.0,26039.0,https://pypi.org/project/elasticsearch,2022-02-01 17:05:07.000,5900.0,https://anaconda.org/conda-forge/elasticsearch,2022-02-01 18:59:36.133,491685.0,,,,,1.0,10591697.0,,,,,,,,,,
29,Faker,joke2k/faker,Faker is a Python package that generates fake data for you.,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000,2022-02-02 20:16:17.000,2022-02-01 16:06:37,2848.0,48.0,1567,220.0,1057.0,406.0,13676,2022-01-31 23:23:39.000,12.0.0,197.0,436.0,178.0,39,True,Faker,conda-forge/faker,,,9070.0,50878.0,48067.0,https://pypi.org/project/Faker,2022-01-31 23:23:35.000,2811.0,https://anaconda.org/conda-forge/faker,2022-02-01 19:19:51.708,535151.0,,,,,1.0,,,,,,,,,,,
30,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2022-01-20 14:45:39.000,2022-01-08 19:29:57,3597.0,40.0,1770,321.0,667.0,618.0,7454,2022-01-08 19:30:31.000,2.9.2,126.0,162.0,915.0,39,True,paramiko,conda-forge/paramiko,,,23883644.0,64843.0,52342.0,https://pypi.org/project/paramiko,2022-01-08 19:30:31.000,12501.0,https://anaconda.org/conda-forge/paramiko,2022-01-09 06:54:21.340,1560415.0,,,,,2.0,23859638.0,,,,,,,,,,
31,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2022-01-31 15:15:29.000,2022-01-24 21:26:46,820.0,58.0,210,48.0,125.0,150.0,1325,2021-09-29 10:35:50.000,1.1.2,31.0,60.0,17.0,39,True,greenlet,conda-forge/greenlet,,,37786717.0,120467.0,110306.0,https://pypi.org/project/greenlet,2022-01-20 14:58:26.000,10161.0,https://anaconda.org/conda-forge/greenlet,2021-11-02 11:46:08.722,2151329.0,,,,,1.0,37748975.0,,,,,,,,,,
32,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000,2022-01-31 22:49:39.837,2021-12-27 18:28:18,2759.0,17.0,1561,245.0,939.0,504.0,16170,2021-06-14 08:02:40.000,2.0.0,32.0,263.0,233.0,38,True,cookiecutter,conda-forge/cookiecutter,,,1281329.0,12449.0,11026.0,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000,1423.0,https://anaconda.org/conda-forge/cookiecutter,2022-01-31 22:49:39.837,235281.0,,,,,1.0,1277920.0,,,,,,,,,,
33,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2022-01-31 21:33:06.000,2022-01-20 13:20:21,1352.0,13.0,609,134.0,633.0,389.0,7741,2022-01-27 15:57:18.000,1.2.2,62.0,256.0,66.0,38,True,arrow,conda-forge/arrow,,,5161228.0,29336.0,24822.0,https://pypi.org/project/arrow,2022-01-27 15:47:11.000,4514.0,https://anaconda.org/conda-forge/arrow,2022-01-27 20:04:47.163,869040.0,,,,,1.0,5148634.0,,,,,,,,,,
34,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2022-01-30 18:23:43.000,2022-01-30 18:23:42,3036.0,38.0,587,80.0,850.0,979.0,5922,2021-11-15 03:51:11.000,3.14.1,163.0,198.0,131.0,38,True,marshmallow,conda-forge/marshmallow,,,11469269.0,49812.0,39852.0,https://pypi.org/project/marshmallow,2021-11-15 03:51:11.000,9960.0,https://anaconda.org/conda-forge/marshmallow,2021-11-15 15:33:32.513,925512.0,,,,,2.0,11455031.0,,,,,,,,,,
35,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2022-01-27 10:55:12.000,2021-08-03 19:54:21,2155.0,,1193,152.0,930.0,1164.0,4707,2020-09-30 07:33:37.000,2.0.1,36.0,206.0,208.0,38,True,kafka-python,conda-forge/kafka-python,,1680.0,5995208.0,10352.0,9080.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,1272.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,260411.0,,,,,2.0,5990622.0,,,,,,,,,,
36,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000,2022-01-29 21:14:45.719,2022-01-24 22:07:01,3942.0,35.0,1163,133.0,1041.0,1240.0,3670,2021-05-04 10:26:37.000,0.23.1,66.0,373.0,365.0,38,True,mongoengine,conda-forge/mongoengine,,,737324.0,19083.0,15546.0,https://pypi.org/project/mongoengine,2021-05-04 10:26:37.000,3537.0,https://anaconda.org/conda-forge/mongoengine,2022-01-29 21:14:45.719,144671.0,,,,,2.0,735133.0,,,,,,,,,,
37,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2022-02-03 14:29:17.000,2022-02-03 03:12:36,4931.0,65.0,1025,231.0,842.0,,3508,2021-12-07 23:55:30.000,4.0.1,123.0,190.0,4.0,38,True,pymongo,conda-forge/pymongo,,,14037186.0,19344.0,,https://pypi.org/project/pymongo,2021-12-07 23:55:30.000,19344.0,https://anaconda.org/conda-forge/pymongo,2022-01-19 17:25:30.989,562134.0,,,,,2.0,14028920.0,,,,,,,,,,
38,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2022-01-29 13:42:55.588,2021-12-29 12:48:23,2975.0,17.0,424,67.0,270.0,1086.0,2479,2021-12-31 09:56:47.000,2.9.3,53.0,121.0,34.0,38,False,psycopg2,psycopg2,,,15991954.0,463463.0,402585.0,https://pypi.org/project/psycopg2,2021-12-29 15:27:12.000,60861.0,https://anaconda.org/anaconda/psycopg2,2022-01-29 13:42:55.588,64359.0,,,,,2.0,15991096.0,,17.0,,,,,,,,
39,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2022-01-22 14:41:53.000,2021-10-12 09:58:53,1552.0,,389,40.0,591.0,369.0,1735,2021-07-14 08:19:18.000,2.8.2,31.0,126.0,276.0,38,True,python-dateutil,conda-forge/python-dateutil,,34707.0,146192666.0,702749.0,637717.0,https://pypi.org/project/python-dateutil,2021-12-15 13:43:20.170,65032.0,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171,21284967.0,,,,,1.0,145883771.0,,,,,,,,,,
40,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2022-02-03 01:39:38.000,2022-02-03 01:39:38,5742.0,179.0,1394,211.0,2532.0,1959.0,9360,2022-01-05 21:34:56.000,4.56.0,172.0,18.0,646.0,37,True,pysimplegui,conda-forge/pysimplegui,,,93804.0,4523.0,4318.0,https://pypi.org/project/pysimplegui,2022-01-05 21:34:56.000,205.0,https://anaconda.org/conda-forge/pysimplegui,2022-01-06 21:28:42.186,45880.0,,,,,2.0,92275.0,,,,,,,,,,
41,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000,2022-02-01 03:57:02.000,2022-02-01 03:57:02,1016.0,5.0,1338,226.0,422.0,572.0,6751,2021-01-09 11:33:39.000,1.0.2,37.0,112.0,22.0,37,True,PyMySQL,conda-forge/pymysql,,,15867377.0,115747.0,105427.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000,10320.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582,472022.0,,,,,2.0,15858300.0,,,,,,,,,,
42,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2022-02-01 18:43:42.000,2022-02-01 18:43:42,1416.0,77.0,2442,137.0,673.0,941.0,4514,2021-12-15 22:11:59.000,21.7.0,69.0,142.0,88.0,37,True,kubernetes,conda-forge/kubernetes,,,6593086.0,1105.0,,https://pypi.org/project/kubernetes,2022-01-31 21:21:34.000,1105.0,https://anaconda.org/conda-forge/kubernetes,2022-01-27 04:03:57.200,264686.0,,,,,3.0,6587455.0,,,,,,,,,,
