,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,updated_github_id,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
196,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-11-05 11:42:51.413,2020-10-20 23:43:16,177.0,,93,30.0,79.0,31.0,54.0,1297,2018-01-03 17:03:36.000,1.6.1,10.0,16.0,28,False,blessings,conda-forge/blessings,,,1606401.0,8171.0,6715.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,1456.0,1602992.0,https://anaconda.org/conda-forge/blessings,2021-11-05 11:42:51.413,197750.0,,,,,3.0,,,,,,,,,,,
197,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2022-02-26 02:22:59.576,2022-02-25 21:08:19,1091.0,22.0,136,37.0,80.0,1.0,127.0,975,2022-02-25 21:17:56.000,16.4.0,15.0,46.0,28,True,path,conda-forge/path,,,695890.0,96.0,,https://pypi.org/project/path,2022-02-25 21:17:43.000,96.0,689026.0,https://anaconda.org/conda-forge/path,2022-02-26 02:22:59.576,185345.0,,,,,3.0,,,,,,,,,,,
198,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-12-26 18:57:42.000,2021-01-11 13:12:20,381.0,,149,27.0,88.0,36.0,134.0,934,2021-01-11 13:28:44.000,0.4.0,28.0,23.0,28,False,sshtunnel,conda-forge/sshtunnel,,,1988554.0,3385.0,3141.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,244.0,1987356.0,https://anaconda.org/conda-forge/sshtunnel,2021-11-08 08:54:58.940,79114.0,,,,,3.0,,,,,,,,,,,
199,sqlitedict,RaRe-Technologies/sqlitedict,"Persistent dict, backed by sqlite3 and pickle, multithread-safe.",,data-structures,https://github.com/RaRe-Technologies/sqlitedict,https://github.com/RaRe-Technologies/sqlitedict,Apache-2.0,2011-07-19 14:09:09.000,2022-03-04 16:01:23.014,2022-03-04 13:06:53,280.0,9.0,104,26.0,64.0,28.0,60.0,783,2022-03-04 13:11:52.000,2.0.0,19.0,34.0,28,True,sqlitedict,conda-forge/sqlitedict,,,134612.0,1666.0,1479.0,https://pypi.org/project/sqlitedict,2022-03-04 13:11:52.000,187.0,134009.0,https://anaconda.org/conda-forge/sqlitedict,2022-03-04 16:01:23.014,24158.0,,,,,2.0,,,,,,,,,,,
200,pyahocorasick,WojciechMula/pyahocorasick,Python module (C extension and plain python) implementing Aho-Corasick algorithm.,,text,https://github.com/WojciechMula/pyahocorasick,https://github.com/WojciechMula/pyahocorasick,BSD-3-Clause,2013-05-30 19:55:46.000,2022-03-08 17:41:40.000,2022-03-05 21:27:57,445.0,28.0,98,18.0,51.0,21.0,94.0,687,2022-02-20 12:46:39.000,1.4.3,25.0,24.0,28,True,pyahocorasick,conda-forge/pyahocorasick,,,328594.0,1023.0,931.0,https://pypi.org/project/pyahocorasick,2022-02-20 12:46:39.000,92.0,325872.0,https://anaconda.org/conda-forge/pyahocorasick,2022-02-23 21:16:38.880,138852.0,,,,,3.0,3.0,,,,,,,,,,
201,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2021-11-20 18:05:10.000,2021-11-20 18:05:09,427.0,,103,26.0,124.0,63.0,96.0,635,2020-05-31 23:52:03.000,2.6,17.0,55.0,28,True,parsedatetime,conda-forge/parsedatetime,,,3283999.0,5284.0,4061.0,https://pypi.org/project/parsedatetime,2020-05-31 23:50:56.000,1223.0,3282438.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,103041.0,,,,,3.0,,,,,,,,,,,
202,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2022-01-31 22:32:42.000,2021-11-02 15:19:31,486.0,,320,34.0,238.0,33.0,119.0,614,2020-04-17 20:27:24.000,3.9.0,35.0,65.0,28,True,pysolr,conda-forge/pysolr,,,142980.0,3802.0,2527.0,https://pypi.org/project/pysolr,2021-10-19 00:38:41.000,1275.0,142697.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,17307.0,,,,,3.0,,,,,,,,,,,
203,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2022-03-02 20:48:45.000,2021-10-26 14:27:29,598.0,,122,12.0,88.0,25.0,163.0,454,2019-08-15 12:04:18.000,1.6.1,42.0,49.0,28,True,pylibmc,conda-forge/pylibmc,,,162686.0,6182.0,3799.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,2383.0,160171.0,https://anaconda.org/conda-forge/pylibmc,2021-11-07 21:41:59.314,171087.0,,,,,2.0,,,,,,,,,,,
204,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2022-02-16 22:57:21.000,2022-02-11 01:29:20,699.0,7.0,52,19.0,294.0,118.0,193.0,267,2021-10-21 21:42:56.000,1.12.0,61.0,30.0,28,True,param,conda-forge/param,,,365630.0,3241.0,3114.0,https://pypi.org/project/param,2021-11-19 20:40:36.000,127.0,357773.0,https://anaconda.org/conda-forge/param,2021-10-21 16:37:46.866,463587.0,,,,,3.0,,,,,,,,,,,
205,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2022-03-09 10:18:59.000,2022-01-27 14:59:05,833.0,9.0,51,101.0,266.0,2.0,248.0,166,2021-08-26 11:18:59.000,2.15.0,47.0,31.0,28,True,cloudant,conda-forge/cloudant,,,118118.0,1926.0,1640.0,https://pypi.org/project/cloudant,2021-08-26 11:14:04.000,286.0,116762.0,https://anaconda.org/conda-forge/cloudant,2021-08-26 14:15:46.968,89497.0,,,,,3.0,,,,,,,,,,,
206,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2021-11-16 18:51:42.603,2021-10-29 12:36:44,258.0,,49,5.0,58.0,3.0,64.0,151,2021-10-26 13:46:12.000,4.0.2,37.0,25.0,28,True,tzlocal,conda-forge/tzlocal,,,21521337.0,3568.0,,https://pypi.org/project/tzlocal,2021-10-29 12:36:37.000,3568.0,21508532.0,https://anaconda.org/conda-forge/tzlocal,2021-11-16 18:51:42.603,883549.0,,,,,3.0,,,,,,,,,,,
207,ordered-set,rspeer/ordered-set,A mutable set that remembers the order of its entries. One of Pythons missing data types.,,data-structures,https://github.com/rspeer/ordered-set,https://github.com/rspeer/ordered-set,MIT,2012-08-17 21:55:21.000,2022-01-28 18:01:59.000,2022-01-26 15:43:13,156.0,10.0,35,29.0,46.0,2.0,35.0,144,2022-01-26 14:38:48.000,4.1.0,18.0,18.0,28,True,ordered-set,conda-forge/ordered-set,,,4763824.0,282.0,,https://pypi.org/project/ordered-set,2022-01-26 14:38:48.000,282.0,4762085.0,https://anaconda.org/conda-forge/ordered-set,2022-01-26 18:24:17.544,123512.0,,,,,2.0,,,,,,,,,,,
208,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2022-02-06 15:10:43.000,2022-02-06 15:10:40,452.0,11.0,24,2.0,30.0,,48.0,24,2021-12-31 00:02:27.000,3.7.0,33.0,13.0,28,False,zipp,conda-forge/zipp,,,86864776.0,3483.0,,https://pypi.org/project/zipp,2021-12-31 00:02:16.000,3483.0,86567542.0,https://anaconda.org/conda-forge/zipp,2022-02-02 19:03:20.594,10997679.0,,,,,3.0,,,,,,,,,,,
209,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2022-03-09 07:51:04.000,2018-09-16 00:24:03,572.0,,734,151.0,287.0,125.0,168.0,5778,2018-09-16 00:34:48.000,0.7.0,26.0,85.0,27,False,powerline-shell,,,,2268.0,80.0,76.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,2268.0,,,,,,,,3.0,,,,,,,,,,,
210,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2022-01-26 13:07:45.000,2021-09-16 11:35:28,1934.0,,251,148.0,288.0,86.0,346.0,2899,2021-09-16 11:36:30.000,0.8.3,16.0,37.0,27,True,flexx,conda-forge/flexx,,,2347.0,123.0,102.0,https://pypi.org/project/flexx,2021-09-16 11:36:30.000,21.0,1094.0,https://anaconda.org/conda-forge/flexx,2021-09-16 19:11:47.303,85239.0,,,,,3.0,,,,,,,,,,,
211,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-12-23 16:42:55.000,2018-12-05 18:23:06,1112.0,,462,102.0,184.0,243.0,505.0,1835,2018-12-05 19:18:21.000,3.1.1,51.0,62.0,27,False,mongo-connector,,,,8352.0,154.0,118.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,36.0,8352.0,,,,,,,,3.0,,,,,,,,,,,
212,Phoenix,wxWidgets/Phoenix,"wxPythons Project Phoenix. A new implementation of wxPython, better, stronger, faster than he was before.",,gui-dev,https://github.com/wxWidgets/Phoenix,https://github.com/wxWidgets/Phoenix,wxWindows,2012-07-17 06:22:25.000,2022-03-08 21:07:35.000,2022-03-07 18:13:34,5310.0,78.0,431,105.0,820.0,466.0,828.0,1747,2018-03-23 21:06:34.000,wxPython-4.0.0,12.0,111.0,27,False,wx,conda-forge/wxpython,,1914.0,6943.0,74.0,,https://pypi.org/project/wx,2016-08-17 03:22:15.000,74.0,,https://anaconda.org/conda-forge/wxpython,2021-12-01 17:41:46.398,393583.0,,,,,3.0,,,,,,,,,,,
213,gin-config,google/gin-config,Gin provides a lightweight configuration framework for Python.,,configuration,https://github.com/google/gin-config,https://github.com/google/gin-config,Apache-2.0,2018-06-27 20:21:12.000,2022-03-04 18:26:10.000,2022-03-04 18:26:05,146.0,1.0,96,22.0,97.0,41.0,38.0,1454,2021-11-03 08:11:33.000,0.5.0,12.0,21.0,27,True,gin-config,conda-forge/gin-config,,,333516.0,3657.0,3580.0,https://pypi.org/project/gin-config,2021-11-03 08:11:33.000,77.0,333343.0,https://anaconda.org/conda-forge/gin-config,2022-01-07 04:22:23.890,3827.0,,,,,3.0,,,,,,,,,,,
214,questionary,tmbo/questionary,"Python library to build pretty command line user prompts Easy to use multi-select lists, confirmations, free text..",,cli-helpers,https://github.com/tmbo/questionary,https://github.com/tmbo/questionary,MIT,2018-12-01 17:55:17.000,2022-03-02 21:21:31.000,2022-03-02 21:21:30,468.0,47.0,53,18.0,121.0,23.0,71.0,830,2021-07-15 10:11:00.000,1.10.0,20.0,30.0,27,True,questionary,conda-forge/questionary,,,1221427.0,179.0,,https://pypi.org/project/questionary,2021-07-15 10:11:00.000,179.0,1221114.0,https://anaconda.org/conda-forge/questionary,2021-07-15 12:34:52.920,4706.0,,,,,3.0,,,,,,,,,,,
215,SDV,sdv-dev/SDV,"Synthetic Data Generation for tabular, relational and time series data.",,data-loading,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,MIT,2018-05-11 15:56:50.000,2022-03-09 20:31:14.000,2022-03-09 02:59:40,973.0,29.0,126,34.0,253.0,153.0,304.0,818,2021-12-22 20:35:56.000,0.13.1,64.0,39.0,27,True,sdv,conda-forge/sdv,,,11617.0,57.0,53.0,https://pypi.org/project/sdv,2022-03-09 02:59:35.000,4.0,11565.0,https://anaconda.org/conda-forge/sdv,2021-12-23 19:10:58.462,158.0,,,,,3.0,,,,,,,,,,,
216,piccolos,piccolo-orm/piccolo,"A fast, user friendly ORM and query builder which supports asyncio.",,db-clients,https://github.com/piccolo-orm/piccolo,https://github.com/piccolo-orm/piccolo,MIT,2018-10-27 20:53:26.000,2022-03-09 18:32:39.000,2022-03-09 18:32:38,1490.0,116.0,40,13.0,244.0,45.0,107.0,718,2022-03-09 10:02:19.000,0.70.1,179.0,25.0,27,True,piccolo,,,,9512.0,54.0,49.0,https://pypi.org/project/piccolo,2022-03-09 10:03:22.000,5.0,9512.0,,,,,,,,3.0,,,,,,,,,,,
217,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2022-02-02 12:44:03.000,2021-01-22 10:01:54,166.0,,69,27.0,40.0,9.0,28.0,563,2019-10-30 09:56:06.000,2.5.0,14.0,24.0,27,False,munch,conda-forge/munch,,,2995192.0,769.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,769.0,2972223.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,1653800.0,,,,,3.0,,,,,,,,,,,
218,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2021-10-21 15:52:19.000,2021-10-21 15:52:19,288.0,,43,10.0,49.0,10.0,113.0,528,,,8.0,12.0,27,True,dataclasses,conda-forge/dataclasses,,,10748563.0,31455.0,29888.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,1567.0,10651938.0,https://anaconda.org/conda-forge/dataclasses,2021-08-14 16:30:22.806,4444789.0,,,,,3.0,,,,,,,,,,,
219,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-12-07 19:48:31.000,2021-12-07 15:55:36,801.0,,131,24.0,102.0,65.0,54.0,480,2019-08-26 22:02:52.000,1.11.0,59.0,86.0,27,True,beaker,conda-forge/beaker,,,278976.0,4641.0,3281.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,1360.0,278013.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,57827.0,,,,,3.0,,,,,,,,,,,
220,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2022-03-08 20:29:25.000,2022-02-19 08:49:05,653.0,10.0,38,8.0,62.0,10.0,89.0,438,2020-11-16 12:53:09.000,0.9.4,54.0,18.0,27,True,python-rapidjson,conda-forge/python-rapidjson,,,648451.0,2415.0,2176.0,https://pypi.org/project/python-rapidjson,2022-02-19 08:50:40.000,239.0,634559.0,https://anaconda.org/conda-forge/python-rapidjson,2022-02-19 11:06:19.408,861332.0,,,,,3.0,,,,,,,,,,,
221,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000,2021-12-13 14:13:34.000,2021-12-13 14:13:34,262.0,1.0,25,6.0,39.0,,21.0,253,2021-10-22 09:01:52.000,2.4.2,32.0,11.0,27,True,srsly,conda-forge/srsly,,,4127354.0,16923.0,16670.0,https://pypi.org/project/srsly,2021-10-22 09:01:52.000,253.0,4108884.0,https://anaconda.org/conda-forge/srsly,2021-12-07 12:35:38.777,683426.0,,,,,3.0,,,,,,,,,,,
222,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2022-01-11 15:10:11.000,2022-01-11 15:10:11,127.0,1.0,46,9.0,28.0,6.0,65.0,219,2019-07-15 09:33:00.000,3.3.0,24.0,19.0,27,True,futures,conda-forge/futures,,,23126655.0,37637.0,29635.0,https://pypi.org/project/futures,2021-10-09 11:11:46.000,8002.0,23108979.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1184292.0,,,,,3.0,,,,,,,,,,,
223,gino,python-gino/gino,GINO Is Not ORM - a Python asyncio ORM on SQLAlchemy core.,,db-clients,https://github.com/python-gino/gino,https://github.com/python-gino/gino,BSD-3-Clause,2017-07-21 04:27:01.000,2022-02-12 20:37:35.000,2022-02-12 20:29:45,1128.0,9.0,137,50.0,472.0,52.0,260.0,2355,2020-06-08 23:55:55.000,1.0.1,50.0,46.0,26,True,gino,,,,29386.0,42.0,,https://pypi.org/project/gino,2022-02-12 20:37:35.000,42.0,29386.0,,,,,,,,3.0,,,,,,,,,,,
224,pyston,pyston/pyston,A faster and highly-compatible implementation of the Python programming language.,,python-implementations,https://github.com/pyston/pyston,https://github.com/pyston/pyston,Apache-2.0,2021-03-01 22:38:24.000,2022-03-10 00:01:00.000,2022-03-01 00:54:53,107167.0,134.0,62,29.0,128.0,16.0,40.0,1951,2022-02-02 15:12:53.000,pyston_2.3.2,4.0,1032.0,26,True,,,,7648.0,764.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,
225,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2021-08-15 10:32:43.000,2016-06-07 04:02:12,95.0,,146,30.0,48.0,46.0,13.0,1781,2014-12-15 01:15:08.000,1.3.3,11.0,15.0,26,False,retrying,conda-forge/retrying,,,7705904.0,2118.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,2118.0,7692725.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,869863.0,,,,,3.0,,,,,,,,,,,
226,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2022-03-05 09:40:48.000,2021-12-05 13:34:44,738.0,,44,24.0,37.0,72.0,63.0,994,2021-11-28 18:09:04.000,1.6.1,81.0,19.0,26,True,strictyaml,conda-forge/strictyaml,,,78126.0,667.0,569.0,https://pypi.org/project/strictyaml,2021-11-28 18:09:04.000,98.0,75416.0,https://anaconda.org/conda-forge/strictyaml,2021-11-28 22:19:03.546,127381.0,,,,,3.0,,,,,,,,,,,
227,anytree,c0fec0de/anytree,Python tree data library.,,data-structures,https://github.com/c0fec0de/anytree,https://github.com/c0fec0de/anytree,Apache-2.0,2016-08-27 09:42:38.000,2022-02-23 05:33:03.000,2020-02-20 19:54:46,393.0,,102,24.0,43.0,33.0,115.0,668,2020-01-15 01:22:23.000,2.8.0,26.0,17.0,26,False,anytree,conda-forge/anytree,,,704852.0,195.0,,https://pypi.org/project/anytree,2020-01-15 01:22:23.000,195.0,704314.0,https://anaconda.org/conda-forge/anytree,2020-04-19 21:51:50.756,12391.0,,,,,3.0,,,,,,,,,,,
228,aiocache,aio-libs/aiocache,"Asyncio cache manager for redis, memcached and memory.",,caching,https://github.com/aio-libs/aiocache,https://github.com/aio-libs/aiocache,BSD-3-Clause,2016-09-30 09:25:51.000,2022-01-21 23:03:35.000,2020-12-04 20:46:52,442.0,,100,18.0,317.0,50.0,205.0,636,2020-10-14 10:18:49.000,0.11.1,40.0,29.0,26,False,aiocache,,,,90594.0,782.0,688.0,https://pypi.org/project/aiocache,2019-07-31 05:46:03.000,94.0,90594.0,,,,,,,,3.0,,,,,,,,,,,
229,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2021-04-25 18:43:44.000,2021-02-08 18:27:40,284.0,,152,37.0,47.0,30.0,183.0,578,2019-05-14 14:17:26.000,1.2.0,12.0,19.0,26,False,happybase,conda-forge/happybase,,,105529.0,825.0,599.0,https://pypi.org/project/happybase,2019-05-14 14:17:26.000,226.0,104473.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,72894.0,,,,,3.0,,,,,,,,,,,
230,janus,aio-libs/janus,Thread-safe asyncio-aware queue for Python.,,data-structures,https://github.com/aio-libs/janus,https://github.com/aio-libs/janus,Apache-2.0,2015-06-08 15:45:28.000,2022-03-07 04:29:16.000,2022-03-07 04:29:15,536.0,28.0,32,20.0,370.0,2.0,32.0,577,2021-12-17 09:06:26.000,1.0.0,18.0,23.0,26,True,janus,conda-forge/janus,,,275552.0,92.0,,https://pypi.org/project/janus,2021-12-17 09:00:32.000,92.0,275301.0,https://anaconda.org/conda-forge/janus,2021-12-17 16:01:40.259,8286.0,,,,,3.0,,,,,,,,,,,
231,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2022-01-15 22:10:28.000,2022-01-01 17:18:49,578.0,6.0,80,15.0,25.0,5.0,61.0,423,2018-12-21 10:20:02.000,0.5.1,22.0,23.0,26,True,pyscreenshot,,,,94405.0,1687.0,1442.0,https://pypi.org/project/pyscreenshot,2021-04-18 19:30:22.000,245.0,94405.0,,,,,,,,3.0,,,,,,,,,,,
232,umongo,Scille/umongo,"sync/async MongoDB ODM, yes.",,db-clients,https://github.com/Scille/umongo,https://github.com/Scille/umongo,MIT,2016-03-09 16:34:42.000,2021-12-23 11:43:01.519,2021-12-23 08:38:05,810.0,8.0,64,18.0,181.0,41.0,151.0,394,2021-10-16 08:20:21.000,3.0.1,53.0,15.0,26,True,umongo,conda-forge/umongo,,,100734.0,3813.0,3799.0,https://pypi.org/project/umongo,2021-12-23 08:52:40.000,14.0,100675.0,https://anaconda.org/conda-forge/umongo,2021-12-23 11:43:01.519,356.0,,,,,3.0,,,,,,,,,,,
233,python-benedict,fabiocaccamo/python-benedict,"dict subclass with keylist/keypath support, normalized I/O operations (base64, csv, ini, json, pickle, plist, query-..",,data-structures,https://github.com/fabiocaccamo/python-benedict,https://github.com/fabiocaccamo/python-benedict,MIT,2019-05-17 11:13:40.000,2022-02-28 18:07:23.000,2022-02-28 18:07:13,450.0,40.0,24,11.0,17.0,8.0,58.0,354,2022-02-17 23:40:03.000,0.25.0,43.0,3.0,26,True,python-benedict,conda-forge/python-benedict,,,370256.0,696.0,685.0,https://pypi.org/project/python-benedict,2022-02-17 23:40:03.000,11.0,368057.0,https://anaconda.org/conda-forge/python-benedict,2022-02-21 17:51:13.152,35189.0,,,,,3.0,,,,,,,,,,,
234,tabulator-py,frictionlessdata/tabulator-py,Python library for reading and writing tabular data via streams.,,data-loading,https://github.com/frictionlessdata/tabulator-py,https://github.com/frictionlessdata/tabulator-py,MIT,2015-08-24 05:34:38.000,2021-06-01 12:40:01.000,2021-03-22 13:33:48,657.0,,44,21.0,162.0,,178.0,218,2021-03-21 07:47:00.000,1.53.5,141.0,27.0,26,True,tabulator,conda-forge/tabulator-py,,,311313.0,791.0,718.0,https://pypi.org/project/tabulator,2021-03-21 07:47:00.000,73.0,310506.0,https://anaconda.org/conda-forge/tabulator-py,2018-07-24 12:57:07.018,46024.0,,,,,3.0,,,,,,,,,,,
235,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2021-08-24 06:21:27.000,2021-08-24 06:21:12,149.0,,31,6.0,24.0,18.0,25.0,194,2021-08-09 23:11:59.000,1.8.0,14.0,13.0,26,True,send2trash,conda-forge/send2trash,,,8528166.0,2690.0,,https://pypi.org/project/send2trash,2021-08-21 03:44:45.000,2690.0,8441023.0,https://anaconda.org/conda-forge/send2trash,2021-08-09 12:16:59.375,4357160.0,,,,,3.0,,,,,,,,,,,
236,sqlmodel,tiangolo/sqlmodel,"SQL databases in Python, designed for simplicity, compatibility, and robustness.",,db-clients,https://github.com/tiangolo/sqlmodel,https://github.com/tiangolo/sqlmodel,MIT,2021-08-24 14:26:53.000,2022-03-09 05:35:32.000,2022-02-13 17:14:34,79.0,31.0,269,106.0,108.0,157.0,49.0,6959,2021-12-28 11:30:21.000,0.0.6,6.0,10.0,25,True,sqlmodel,conda-forge/sqlmodel,,,59868.0,24.0,,https://pypi.org/project/sqlmodel,2021-12-28 11:30:21.000,24.0,59783.0,https://anaconda.org/conda-forge/sqlmodel,2021-12-28 19:15:59.901,599.0,,,,,3.0,,,['pydantic'],,,,,,,,
237,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2022-02-11 01:56:29.000,2018-08-07 19:46:34,339.0,,167,89.0,78.0,22.0,82.0,3883,2018-08-24 22:08:05.000,0.7.0,13.0,30.0,25,False,storm,,,,3779.0,120.0,44.0,https://pypi.org/project/storm,2021-12-15 13:44:40.226,76.0,3779.0,,,,,,,,3.0,,,,,,,,,,,
238,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2022-02-21 14:29:30.000,2021-08-22 15:06:26,43.0,,81,34.0,81.0,21.0,111.0,1945,2021-08-22 15:08:47.000,5.4.1,50.0,1.0,25,True,python-box,conda-forge/python-box,,30.0,1050710.0,261.0,,https://pypi.org/project/python-box,2022-02-12 14:58:41.000,261.0,1045893.0,https://anaconda.org/conda-forge/python-box,2021-08-22 18:15:07.539,226399.0,,,,,3.0,,,,,,,,,,,
239,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00,939.0,,218,45.0,231.0,104.0,64.0,1250,2016-10-12 10:37:57.000,0.20.0,30.0,88.0,25,False,fabtools,,,,2924.0,468.0,279.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,189.0,2924.0,,,,,,,,3.0,,,,,,,,,,,
