,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,updated_github_id,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
285,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2021-09-21 15:42:49.000,2021-09-21 15:42:45,261.0,,36,9.0,33.0,6.0,35.0,136,2020-07-27 18:27:16.000,0.8.0,23.0,18.0,20,True,filedepot,,,,4809.0,525.0,474.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,51.0,4809.0,,,,,,,,3.0,,,,,,,,,,,
286,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26,32.0,,15,3.0,9.0,4.0,13.0,94,2018-02-09 00:32:14.000,1.1.2,4.0,6.0,20,False,stopit,conda-forge/stopit,,,116062.0,1161.0,1052.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,109.0,112263.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,189982.0,,,,,3.0,,,,,,,,,,,
287,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2021-09-07 23:52:51.000,2020-02-09 19:26:00,103.0,,118,60.0,3.0,,40.0,1409,2016-09-11 02:13:18.000,1.2,3.0,4.0,19,False,pypattyrn,,,,5676.0,26.0,23.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,3.0,5676.0,,,,,,,,3.0,,,,,,,,,,,
288,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000,2022-02-15 00:01:59.000,2021-07-05 14:51:17,327.0,,46,18.0,104.0,52.0,41.0,482,2021-05-12 00:01:27.000,0.3.5,10.0,10.0,19,True,odmantic,,,,12541.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000,,12541.0,,,,,,,,3.0,,,,,,,,,,,
289,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000,2022-01-05 03:28:15.000,2021-02-17 20:59:41,132.0,,13,4.0,8.0,14.0,5.0,168,2020-12-04 17:53:17.000,0.1.12,14.0,3.0,19,False,gsheetsdb,,,,39195.0,190.0,186.0,https://pypi.org/project/gsheetsdb,2022-01-05 03:28:15.000,4.0,39195.0,,,,,,,,3.0,,,,,,,,,,,
290,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000,2022-02-03 10:05:19.000,2021-04-02 11:44:23,130.0,,7,5.0,6.0,3.0,5.0,87,2018-08-02 15:41:30.000,1.1.0,6.0,2.0,19,False,coolname,conda-forge/coolname,,,67716.0,361.0,324.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000,37.0,66605.0,https://anaconda.org/conda-forge/coolname,2021-11-07 23:17:43.319,16669.0,,,,,3.0,,,,,,,,,,,
291,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000,2022-03-02 11:27:15.000,2021-10-13 20:21:59,525.0,,11,8.0,8.0,16.0,2.0,73,2019-03-26 17:03:46.000,0.7.2,4.0,42.0,19,False,docopt-ng,,,,8739.0,71.0,65.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000,6.0,8739.0,,,,,,,,3.0,,,,,,,,,,,
292,borb,jorisschellekens/borb,"borb is a library for reading, creating and manipulating PDF files in python.",,data-loading,https://github.com/jorisschellekens/borb,https://github.com/jorisschellekens/borb,,2020-11-07 14:04:37.000,2022-03-06 12:07:53.000,2022-03-06 12:06:36,54.0,6.0,86,29.0,2.0,5.0,74.0,2554,2022-03-06 12:07:53.000,2.0.21,34.0,1.0,18,False,ptext-joris-schellekens,conda-forge/borb,,,387.0,35.0,35.0,https://pypi.org/project/ptext-joris-schellekens,2021-07-20 11:34:32.000,,6.0,https://anaconda.org/conda-forge/borb,2022-03-01 20:16:42.794,2667.0,,,,,3.0,,,,,,,,,,,
293,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000,2020-08-13 16:59:05.000,2020-08-02 07:43:02,247.0,,55,33.0,44.0,12.0,56.0,1053,2020-06-21 20:04:58.000,0.12.1,6.0,29.0,18,False,colout,,,,943.0,4.0,4.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000,,943.0,,,,,,,,3.0,,,,,,,,,,,
294,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000,2022-03-02 20:40:17.000,2021-11-18 16:33:36,85.0,,53,16.0,26.0,37.0,29.0,678,2021-11-18 16:35:33.000,1.3,16.0,6.0,18,True,csvs-to-sqlite,,,,3159.0,5.0,,https://pypi.org/project/csvs-to-sqlite,2021-11-18 16:36:40.000,5.0,3159.0,,,,,,,,3.0,,,,,,,,,,,
295,rtoml,samuelcolvin/rtoml,A better TOML library for python implemented in rust.,,serialization,https://github.com/samuelcolvin/rtoml,https://github.com/samuelcolvin/rtoml,MIT,2020-01-07 22:30:25.000,2022-01-10 22:54:40.000,2021-12-05 10:40:37,54.0,,16,3.0,28.0,5.0,4.0,130,2021-12-05 11:02:51.000,0.7.1,11.0,8.0,18,True,rtoml,,,,5964.0,43.0,32.0,https://pypi.org/project/rtoml,2021-12-05 11:02:51.000,11.0,5964.0,,,,,,,,3.0,,,,,,,,,,,
296,aioprometheus,claws/aioprometheus,A Prometheus Python client library for asyncio-based applications.,,db-clients,https://github.com/claws/aioprometheus,https://github.com/claws/aioprometheus,MIT,2016-06-18 12:53:23.000,2022-03-10 04:35:59.000,2022-03-10 04:35:59,116.0,3.0,12,8.0,52.0,5.0,16.0,110,2021-09-19 03:16:22.000,21.9.0,23.0,11.0,18,True,aioprometheus,,,,15126.0,98.0,88.0,https://pypi.org/project/aioprometheus,2021-10-19 11:52:33.000,10.0,15126.0,,,,,,,,3.0,,,,,,,,,,,
297,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000,2019-02-12 13:08:18.000,2016-10-11 00:37:04,34.0,,275,86.0,15.0,26.0,5.0,1310,2012-07-24 09:27:02.000,0.1.0,1.0,9.0,17,False,wssh,,,,85.0,15.0,10.0,https://pypi.org/project/wssh,2012-07-24 09:27:02.000,5.0,85.0,,,,,,,,3.0,,,,,,,,,,,
298,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000,2021-09-18 11:33:53.000,2021-08-11 18:33:11,106029.0,,57,34.0,39.0,11.0,255.0,802,,,,998.0,17,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
299,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2021-07-12 08:04:42.000,2021-07-12 08:04:42,371.0,,11,10.0,34.0,3.0,20.0,207,2021-03-10 16:40:20.000,1.2.1,23.0,7.0,17,True,validr,,,,8734.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000,4.0,8734.0,,,,,,,,3.0,,,,,,,,,,,
300,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000,2019-02-13 18:15:09.000,2018-10-12 11:40:26,216.0,,24,18.0,9.0,7.0,6.0,633,2018-09-18 21:25:30.000,1.0.19,19.0,6.0,16,False,lazydata,,,,51.0,11.0,9.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000,2.0,51.0,,,,,,,,3.0,,,,,,,,,,,
301,psycopg3,psycopg/psycopg,New generation PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg,https://github.com/psycopg/psycopg,LGPL-3.0,2020-03-15 04:15:53.000,2022-03-05 10:30:11.000,2022-03-02 23:48:15,1892.0,136.0,53,28.0,87.0,20.0,102.0,618,,,,20.0,16,True,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
302,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000,2022-03-04 04:14:49.000,2022-02-15 06:51:27,194.0,8.0,9,2.0,16.0,13.0,12.0,86,2022-02-15 06:59:08.000,1.9.2,28.0,6.0,16,False,cleverdict,,,,561.0,17.0,14.0,https://pypi.org/project/cleverdict,2022-02-15 06:59:08.000,3.0,561.0,,,,,,,,3.0,,,,,,,,,,,
303,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09,221.0,,22,11.0,3.0,5.0,1.0,688,2018-11-22 02:36:13.000,0.0.78,57.0,2.0,15,False,supersqlite,,,,906.0,10.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000,1.0,906.0,,,,,,,,3.0,,,,,,,,,,,
304,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2022-02-26 05:07:25.000,2022-01-19 16:40:48,257.0,1.0,18,7.0,24.0,15.0,20.0,488,2020-09-13 06:06:09.000,0.2.3,24.0,11.0,15,True,pugsql,,,,3504.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000,1.0,3504.0,,,,,,,,3.0,,,,,,,,,,,
305,asyncer,tiangolo/asyncer,"Asyncer, async and await, focused on developer experience.",,async,https://github.com/tiangolo/asyncer,https://github.com/tiangolo/asyncer,MIT,2022-01-04 21:14:39.000,2022-02-14 12:29:02.000,2022-02-13 17:15:26,36.0,36.0,20,11.0,15.0,3.0,2.0,579,2022-01-04 21:45:45.000,0.0.1,1.0,7.0,14,True,asyncer,conda-forge/asyncer,,,4476.0,,,https://pypi.org/project/asyncer,2022-01-04 21:45:45.000,,4432.0,https://anaconda.org/conda-forge/asyncer,2022-01-10 21:56:44.672,89.0,,,,,3.0,,,,,,,,,,,
306,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000,2021-10-04 19:28:16.000,2018-01-15 02:44:36,5.0,,8,,2.0,1.0,,54,2018-01-15 02:19:08.000,0.1.1,1.0,1.0,14,False,millify,,,,40793.0,181.0,176.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000,5.0,40793.0,,,,,,,,3.0,,,,,,,,,,,
307,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000,2020-04-15 08:28:06.000,2020-04-15 08:28:04,1489.0,,31,28.0,10.0,4.0,13.0,328,,,,12.0,11,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
308,dataklasses,dabeaz/dataklasses,A different spin on dataclasses.,,data-validation,https://github.com/dabeaz/dataklasses,https://github.com/dabeaz/dataklasses,,2021-12-19 23:40:48.000,2022-01-07 12:58:17.000,2022-01-07 12:58:15,17.0,17.0,25,18.0,5.0,1.0,2.0,705,,,,3.0,7,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
