,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url
12,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000,2021-10-14 12:51:16.000,2021-10-12 12:10:26.000,3963.0,5239.0,23834.0,2021-09-30 16:35:15.000,2.0.1,144.0,426.0,602.0,36,True,6067.0,conda-forge/docker-compose,docker-compose,156136256.0,4554812.0,9816.0,7614.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000,2202.0,1904139.0,https://anaconda.org/conda-forge/docker-compose,2021-05-10 13:39:50.707,163249.0,2.0,,,,,,,,
13,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000,2021-10-14 14:43:11.000,2021-10-14 14:05:17.000,2016.0,872.0,9700.0,2020-06-01 21:30:33.000,3.5.3,66.0,262.0,46.0,36,True,1640.0,,redis,,17149587.0,49438.0,,https://pypi.org/project/redis,2020-06-01 21:30:33.000,49438.0,17149587.0,,,,1.0,redis/redis-py,,,,,,,
14,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354,2021-10-12 10:50:26.000,2021-10-12 10:50:26.000,718.0,1191.0,751.0,2021-08-15 10:57:14.000,2.10.0,51.0,654.0,352.0,36,True,5651.0,conda-forge/pygments,pygments,,33421673.0,324046.0,256280.0,https://pypi.org/project/pygments,2021-08-15 10:53:28.000,67766.0,33293810.0,https://anaconda.org/conda-forge/pygments,2021-08-16 13:08:39.439,8438969.0,1.0,,,,,,,,
15,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000,2021-10-14 14:31:04.000,2021-10-14 14:31:04.000,21184.0,28678.0,50325.0,2021-10-13 20:52:58.000,4.7.0,276.0,6467.0,1577.0,35,True,,conda-forge/ansible,ansible,,4703376.0,26259.0,18605.0,https://pypi.org/project/ansible,2021-10-13 20:52:58.000,7654.0,4695155.0,https://anaconda.org/conda-forge/ansible,2021-10-13 23:14:17.023,411098.0,2.0,,,,,,,,
16,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000,2021-10-11 14:51:55.000,2021-10-07 21:58:10.000,2642.0,1643.0,16904.0,2021-05-10 19:33:05.000,2.0.0,18.0,515.0,137.0,35,True,2377.0,conda-forge/flatbuffers,flatbuffers,33998.0,4426158.0,1300.0,1128.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000,172.0,4421642.0,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701,268453.0,1.0,,,,,,,,
17,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2021-10-13 12:16:43.000,2021-10-12 21:46:47.000,704.0,1231.0,7789.0,2021-05-11 20:28:54.000,1.8.2,82.0,233.0,400.0,35,True,1133.0,conda-forge/pydantic,pydantic,,11599533.0,34288.0,33900.0,https://pypi.org/project/pydantic,2021-05-11 20:28:54.000,388.0,11568249.0,https://anaconda.org/conda-forge/pydantic,2021-08-31 22:21:19.794,1032394.0,1.0,,,,,,,,
18,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000,2021-10-14 06:16:22.000,2021-10-13 07:28:15.000,1163.0,1225.0,3589.0,2021-05-04 10:21:01.000,0.23.1,66.0,371.0,365.0,35,True,3896.0,conda-forge/mongoengine,mongoengine,,759986.0,21339.0,14627.0,https://pypi.org/project/mongoengine,2021-05-04 10:26:37.000,6712.0,757753.0,https://anaconda.org/conda-forge/mongoengine,2020-12-17 17:41:13.762,138475.0,1.0,,,,,,,,
19,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000,2021-10-14 03:57:15.000,2021-10-13 21:08:04.000,1003.0,,3434.0,2021-07-13 23:28:00.000,3.12.0,118.0,186.0,3.0,35,True,4848.0,conda-forge/pymongo,pymongo,,13971220.0,35862.0,,https://pypi.org/project/pymongo,2021-07-13 23:07:51.000,35862.0,13963571.0,https://anaconda.org/conda-forge/pymongo,2021-07-13 21:39:17.404,489546.0,1.0,,,,,,,,
20,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000,2021-10-11 21:34:45.000,2021-09-22 11:56:08.000,414.0,1057.0,2345.0,2021-06-17 06:09:44.000,2.9.1,47.0,118.0,32.0,35,False,2951.0,psycopg2,psycopg2,,11056211.0,492298.0,373086.0,https://pypi.org/project/psycopg2,2021-06-17 01:04:02.000,119212.0,11055430.0,https://anaconda.org/anaconda/psycopg2,2021-02-04 16:14:22.899,55504.0,1.0,,0.0,,,,,,
21,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000,2021-09-22 15:50:19.000,2021-04-17 10:40:57.000,436.0,266.0,2093.0,2020-01-21 16:37:03.000,4.8.0,17.0,92.0,175.0,35,True,1551.0,conda-forge/pexpect,pexpect,3962.0,26131210.0,181638.0,150936.0,https://pypi.org/project/pexpect,2020-01-21 16:37:03.000,30702.0,26043147.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189,5809461.0,1.0,,,,,,,,
22,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000,2021-10-13 19:40:49.000,2021-10-13 19:12:51.000,348.0,217.0,1622.0,2021-01-20 22:07:31.000,5.4.1,30.0,39.0,209.0,35,True,314.0,conda-forge/pyyaml,pyyaml,,119710592.0,491498.0,377162.0,https://pypi.org/project/pyyaml,2021-10-13 19:39:42.000,114336.0,119497923.0,https://anaconda.org/conda-forge/pyyaml,2021-08-17 01:35:20.884,13610822.0,1.0,,,,,,,,
23,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054,2021-09-17 16:49:12.000,2021-05-05 15:42:19.000,217.0,173.0,828.0,2021-05-05 14:18:17.000,1.16.0,28.0,63.0,108.0,35,True,525.0,conda-forge/six,six,,175287335.0,1240580.0,996560.0,https://pypi.org/project/six,2021-05-05 14:18:17.000,244020.0,174998939.0,https://anaconda.org/conda-forge/six,2021-05-05 18:46:13.986,18745760.0,1.0,,,,,,,,
24,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000,2021-10-14 13:32:42.000,2021-10-08 12:05:42.000,2778.0,3589.0,13533.0,2020-12-10 00:57:59.000,2.0.0,35.0,553.0,884.0,34,True,12547.0,conda-forge/kivy,kivy,23819.0,87981.0,6297.0,5423.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000,874.0,82325.0,https://anaconda.org/conda-forge/kivy,2021-04-22 22:28:11.323,209582.0,1.0,,,,,,,,
25,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000,2021-10-13 01:36:45.240,2021-10-10 18:08:13.000,1177.0,1182.0,11477.0,2021-10-10 18:08:47.000,8.0.3,44.0,312.0,72.0,34,True,,conda-forge/click,click,,156181.0,732427.0,622965.0,https://pypi.org/project/click,2021-10-10 18:07:30.000,109462.0,,https://anaconda.org/conda-forge/click,2021-10-13 01:36:45.240,9839461.0,1.0,,,,,,,,
26,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000,2021-10-14 14:57:05.000,2021-10-14 14:39:51.000,1225.0,669.0,10107.0,2021-10-14 12:50:20.000,1.13.1,31.0,323.0,386.0,34,True,2081.0,,datasets,,497396.0,1859.0,1841.0,https://pypi.org/project/datasets,2021-10-14 12:39:28.000,18.0,497396.0,,,,1.0,,,2.0,,,,,
27,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000,2021-10-14 13:28:49.000,2021-10-14 13:28:15.000,1293.0,2045.0,8648.0,2021-03-19 15:54:38.000,3.14.4,169.0,145.0,2.0,34,True,4353.0,conda-forge/peewee,peewee,,533360.0,20626.0,14162.0,https://pypi.org/project/peewee,2021-03-19 15:53:58.000,6464.0,527664.0,https://anaconda.org/conda-forge/peewee,2021-03-19 18:31:56.532,358882.0,1.0,,,,,,,,
28,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000,2021-10-13 14:53:17.000,2021-10-13 14:53:13.000,569.0,497.0,7334.0,2019-10-03 15:18:40.000,2.0.10,81.0,193.0,450.0,34,True,2569.0,,prompt_toolkit,,24243125.0,6216.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000,6216.0,24243125.0,,,,1.0,,,,,,,,
29,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000,2021-10-13 02:55:37.000,2021-10-01 19:38:28.000,603.0,395.0,4976.0,2021-10-01 19:33:04.000,2.1.6,35.0,124.0,155.0,34,True,1332.0,conda-forge/watchdog,watchdog,,4053501.0,54842.0,40990.0,https://pypi.org/project/watchdog,2021-10-01 19:31:44.000,13852.0,4041185.0,https://anaconda.org/conda-forge/watchdog,2021-10-02 06:24:02.094,763609.0,1.0,,,,,,,,
30,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000,2021-10-14 14:20:49.000,2021-08-03 19:54:21.000,1164.0,1160.0,4582.0,2020-09-30 07:33:37.000,2.0.1,36.0,206.0,199.0,34,True,2155.0,conda-forge/kafka-python,kafka-python,1677.0,5341650.0,10023.0,8003.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000,2020.0,5336872.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284,252253.0,1.0,,,,,,,,
31,python-dotenv,theskumar/python-dotenv,Get and set values in your .env file in local and production servers.,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000,2021-10-09 11:00:36.958,2021-10-09 08:17:30.000,276.0,172.0,4359.0,2021-10-09 08:20:11.000,0.19.1,39.0,71.0,18.0,34,True,302.0,conda-forge/python-dotenv,python-dotenv,,12364600.0,164776.0,155422.0,https://pypi.org/project/python-dotenv,2021-10-09 08:20:11.000,9354.0,12344956.0,https://anaconda.org/conda-forge/python-dotenv,2021-10-09 11:00:36.958,1159013.0,1.0,,,,,,,,
32,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207,2021-10-13 20:06:13.000,2021-10-13 20:05:55.000,713.0,6092.0,4356.0,2021-09-23 01:57:56.000,rel_1_4_25,237.0,508.0,190.0,34,True,,conda-forge/sqlalchemy,SQLAlchemy,31653.0,43886346.0,397594.0,313888.0,https://pypi.org/project/SQLAlchemy,2021-09-23 01:57:47.000,83706.0,43795802.0,https://anaconda.org/conda-forge/sqlalchemy,2021-09-23 08:18:30.276,5088865.0,1.0,,,,,,,,
33,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000,2021-10-10 21:55:21.000,2021-10-10 17:18:47.000,313.0,375.0,1738.0,2021-10-08 11:01:12.000,3.11.0,37.0,112.0,60.0,34,True,2581.0,conda-forge/pycryptodomex,pycryptodomex,,12792889.0,34275.0,32733.0,https://pypi.org/project/pycryptodomex,2021-10-08 11:01:12.000,1542.0,12782649.0,https://anaconda.org/conda-forge/pycryptodomex,2021-10-09 16:45:43.121,471073.0,1.0,,,,,,,,
34,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000,2021-10-12 09:58:53.000,2021-10-12 09:58:53.000,378.0,367.0,1670.0,2021-07-14 08:19:18.000,2.8.2,24.0,126.0,258.0,34,True,1552.0,conda-forge/python-dateutil,python-dateutil,34627.0,285989.0,690111.0,573483.0,https://pypi.org/project/python-dateutil,2021-07-14 08:19:18.000,116628.0,,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171,18560819.0,1.0,,,,,,,,
35,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2021-10-13 13:39:24.938,2021-10-13 02:46:57.000,199.0,108.0,1552.0,2021-10-13 03:23:26.000,1.13.2,42.0,21.0,28.0,34,True,609.0,conda-forge/wrapt,wrapt,,35252681.0,21338.0,,https://pypi.org/project/wrapt,2021-10-13 03:23:26.000,21338.0,35180090.0,https://anaconda.org/conda-forge/wrapt,2021-10-13 13:39:24.938,4500701.0,1.0,,,,,,,,
36,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2021-10-13 00:07:51.000,2021-10-13 00:07:51.000,185.0,170.0,1272.0,2020-04-05 22:23:00.000,pyparsing_2.4.7,53.0,36.0,26.0,34,True,842.0,conda-forge/pyparsing,pyparsing,5935.0,69091295.0,440232.0,381210.0,https://pypi.org/project/pyparsing,2021-10-02 05:31:08.000,59022.0,68849893.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,15439511.0,1.0,,,,,,,,
37,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000,2021-07-07 21:26:34.000,2021-06-22 05:13:38.000,254.0,194.0,1138.0,2020-06-13 02:43:44.000,0.18.2,50.0,105.0,190.0,34,True,1842.0,conda-forge/future,future,,28176324.0,201356.0,172988.0,https://pypi.org/project/future,2019-10-31 00:58:13.000,28368.0,28101678.0,https://anaconda.org/conda-forge/future,2021-06-29 14:20:52.276,4702735.0,2.0,,,,,,,,
38,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000,2021-10-14 06:32:41.685,2021-10-13 18:09:16.000,819.0,692.0,1040.0,2021-10-13 19:11:02.000,1.21.61,1321.0,165.0,183.0,34,True,9524.0,conda-forge/botocore,botocore,,153333.0,115942.0,101824.0,https://pypi.org/project/botocore,2021-10-13 19:11:02.000,14118.0,,https://anaconda.org/conda-forge/botocore,2021-10-14 06:32:41.685,9660018.0,2.0,,,,,,,,
39,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-10-14 00:45:39.000,2021-10-12 08:50:37.000,937.0,530.0,30067.0,2021-10-06 13:09:30.000,10.12.0,136.0,118.0,25.0,33,True,2302.0,conda-forge/rich,rich,,2257737.0,7481.0,7481.0,https://pypi.org/project/rich,2021-10-06 13:08:03.000,0.0,2231147.0,https://anaconda.org/conda-forge/rich,2021-10-06 20:41:59.786,398859.0,2.0,,,,,,,,
40,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000,2021-10-11 13:29:42.000,2021-08-10 18:17:01.000,464.0,219.0,8102.0,2021-08-10 19:41:14.000,0.16.0,76.0,42.0,51.0,33,True,892.0,conda-forge/uvloop,uvloop,346.0,11720299.0,30315.0,27865.0,https://pypi.org/project/uvloop,2021-08-10 19:41:14.000,2450.0,11712093.0,https://anaconda.org/conda-forge/uvloop,2021-08-11 12:19:52.444,393675.0,1.0,,,,,,,,
41,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000,2021-10-14 11:02:59.000,2021-10-14 11:02:59.000,263.0,394.0,3691.0,2021-05-07 09:39:42.000,21.2.0,22.0,106.0,102.0,33,True,,conda-forge/attrs,attrs,,88022135.0,314179.0,286195.0,https://pypi.org/project/attrs,2021-05-07 09:32:13.000,27984.0,87821424.0,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094,11039115.0,1.0,,,,,,,,
42,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000,2021-08-20 17:21:45.000,2021-08-06 03:44:53.000,225.0,133.0,3672.0,2020-09-24 15:50:48.000,0.11.1,24.0,69.0,108.0,33,True,1164.0,conda-forge/toolz,toolz,,8166589.0,52680.0,47160.0,https://pypi.org/project/toolz,2020-09-24 15:50:48.000,5520.0,8085859.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101,5166753.0,1.0,,,,,,,,
43,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2021-10-14 06:58:29.000,2021-10-09 22:05:17.000,486.0,545.0,3395.0,2021-10-09 22:34:51.000,4.1.0,45.0,91.0,59.0,33,True,,conda-forge/jsonschema,jsonschema,,36469699.0,205998.0,174938.0,https://pypi.org/project/jsonschema,2021-10-09 22:34:47.000,31060.0,36349677.0,https://anaconda.org/conda-forge/jsonschema,2021-10-10 14:16:46.652,7921475.0,1.0,,,,,,,,
44,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000,2021-10-12 13:25:07.000,2021-10-05 12:46:57.000,493.0,262.0,2382.0,,,20.0,73.0,18.0,33,True,516.0,conda-forge/pycparser,pycparser,,61233163.0,286083.0,253801.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000,32282.0,61033313.0,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956,12390757.0,2.0,,,,,,,,
45,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000,2021-10-13 18:46:54.000,2021-10-13 18:46:47.000,179.0,171.0,2149.0,2021-09-17 13:03:17.000,8.10.0,36.0,80.0,12.0,33,True,1219.0,conda-forge/more-itertools,more-itertools,2369.0,139679.0,127218.0,112310.0,https://pypi.org/project/more-itertools,2021-09-17 13:03:17.000,14908.0,,https://anaconda.org/conda-forge/more-itertools,2021-09-17 15:41:02.937,7540466.0,1.0,,,,,,,,
46,xlwings,xlwings/xlwings,xlwings is a BSD-licensed Python library that makes it easy to call Python from Excel and vice versa. It works with..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000,2021-09-24 16:03:53.000,2021-09-07 14:05:09.000,382.0,1036.0,2117.0,2021-08-26 13:51:24.000,0.24.9,108.0,55.0,336.0,33,True,2219.0,conda-forge/xlwings,xlwings,26582.0,698676.0,19880.0,18776.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000,1104.0,690962.0,https://anaconda.org/conda-forge/xlwings,2021-08-27 07:37:55.706,376720.0,1.0,,,,,,,,
47,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000,2021-08-21 19:45:33.000,2021-08-21 19:45:33.000,418.0,,1934.0,2020-12-11 10:14:20.000,2.0.1,24.0,51.0,3.0,33,True,503.0,conda-forge/xlrd,xlrd,,10897411.0,96257.0,82683.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000,13574.0,10865698.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639,1744220.0,1.0,,,,,,,,
48,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000,2021-10-14 14:08:41.000,2021-10-14 14:08:41.000,84.0,85.0,610.0,2021-09-11 05:30:14.000,5.1.0,37.0,25.0,2.0,33,True,372.0,conda-forge/decorator,decorator,,39391779.0,291490.0,245018.0,https://pypi.org/project/decorator,2021-09-11 05:30:14.000,46472.0,39245241.0,https://anaconda.org/conda-forge/decorator,2021-09-11 07:57:08.687,9231930.0,2.0,,,,,,,,
49,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000,2021-09-30 17:11:13.000,2021-06-17 18:03:13.000,1169.0,142.0,20260.0,2021-01-22 18:12:10.000,0.4.0,9.0,46.0,106.0,32,True,259.0,conda-forge/fire,fire,,1536946.0,10467.0,9299.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000,1168.0,1534248.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738,140307.0,2.0,,,,,,,,
50,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000,2021-10-14 10:57:11.000,2021-10-05 03:16:07.000,590.0,375.0,7616.0,2021-10-01 19:51:47.000,1.2.0,60.0,243.0,67.0,32,True,1327.0,conda-forge/arrow,arrow,,12193.0,29792.0,22370.0,https://pypi.org/project/arrow,2021-10-01 19:51:47.000,7422.0,,https://anaconda.org/conda-forge/arrow,2021-10-04 15:53:12.541,792605.0,2.0,,,,,,,,
51,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000,2021-10-13 12:54:20.800,2021-10-09 22:09:53.000,1729.0,598.0,7256.0,2021-10-09 21:45:55.000,2.8.0,122.0,160.0,882.0,32,True,,conda-forge/paramiko,paramiko,,17392399.0,70761.0,47961.0,https://pypi.org/project/paramiko,2021-10-09 21:45:55.000,22800.0,17371701.0,https://anaconda.org/conda-forge/paramiko,2021-10-13 12:54:20.800,1262638.0,2.0,,,,,,,,
52,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2021-10-09 07:17:40.000,2021-10-08 06:02:24.000,1123.0,901.0,7022.0,2021-02-26 20:45:53.000,4.2.2,36.0,157.0,126.0,32,True,2325.0,conda-forge/supervisor,supervisor,,781217.0,10146.0,6362.0,https://pypi.org/project/supervisor,2021-02-26 20:45:53.000,3784.0,778556.0,https://anaconda.org/conda-forge/supervisor,2021-03-04 19:30:40.641,173005.0,2.0,,,,,,,,
53,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000,2021-10-09 20:48:05.000,2021-10-02 07:23:14.000,1286.0,566.0,6637.0,2021-01-09 11:33:39.000,1.0.2,35.0,111.0,20.0,32,True,,conda-forge/pymysql,PyMySQL,,13596995.0,114098.0,95672.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000,18426.0,13589055.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582,381138.0,2.0,,,,,,,,
54,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000,2021-10-13 06:41:15.000,2021-08-29 16:15:25.000,441.0,390.0,5876.0,2021-05-15 03:40:51.000,1.14.2,35.0,81.0,10.0,32,True,1218.0,conda-forge/sh,sh,,2053757.0,12211.0,7753.0,https://pypi.org/project/sh,2021-05-15 03:40:51.000,4458.0,2051937.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441,111036.0,2.0,,,,,,,,
55,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2021-10-11 21:09:21.000,2021-10-11 21:09:21.000,577.0,962.0,5762.0,2021-07-21 21:51:07.000,3.13.0,161.0,190.0,129.0,32,True,,conda-forge/marshmallow,marshmallow,,9574603.0,51848.0,33666.0,https://pypi.org/project/marshmallow,2021-07-21 21:51:07.000,18182.0,9561727.0,https://anaconda.org/conda-forge/marshmallow,2021-07-23 13:43:59.278,785441.0,2.0,,,,,,,,
