,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url
100,typing,python/typing,Python static typing home. Contains the source for typing_extensions and the documentation. Also hosts a user help..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000,2021-10-08 22:03:45.000,2021-10-07 22:11:00.000,162.0,479.0,1036.0,2019-06-19 22:31:20.000,3.7.4,16.0,69.0,122.0,30,True,578.0,conda-forge/typing,typing,,7664718.0,8434.0,,https://pypi.org/project/typing,2021-05-01 18:03:55.000,8434.0,7653387.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905,759233.0,2.0,,,,,,,,
101,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000,2021-10-14 07:26:00.000,2021-02-27 09:27:40.000,157.0,245.0,878.0,2020-01-25 14:40:31.000,0.10.9,26.0,29.0,129.0,30,True,744.0,conda-forge/py4j,py4j,,16880855.0,8561.0,7479.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000,1082.0,16863093.0,https://anaconda.org/conda-forge/py4j,2020-06-10 17:37:08.340,1101265.0,2.0,,,,,,,,
102,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000,2021-10-12 13:46:03.000,2021-10-12 13:46:03.000,100.0,100.0,679.0,2021-08-25 16:25:59.000,1.0.0,18.0,38.0,42.0,30,True,,conda-forge/pluggy,pluggy,,29921537.0,18818.0,,https://pypi.org/project/pluggy,2021-08-25 16:25:59.000,18818.0,29781542.0,https://anaconda.org/conda-forge/pluggy,2021-09-13 09:04:51.148,7559736.0,2.0,,,,,,,,
103,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000,2021-09-28 20:21:46.000,2021-09-28 20:21:42.000,35.0,20.0,251.0,2020-06-23 16:10:28.000,0.2.5,17.0,11.0,10.0,30,True,223.0,conda-forge/wcwidth,wcwidth,,17690454.0,239535.0,214201.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000,25334.0,17582153.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691,7581118.0,2.0,,,,,,,,
104,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2021-06-06 22:58:00.000,2018-08-27 18:02:16.000,552.0,175.0,7464.0,2014-06-16 11:18:57.000,0.6.2,11.0,31.0,251.0,29,False,447.0,conda-forge/docopt,docopt,,16121.0,77157.0,55907.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,21250.0,,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,1063989.0,2.0,,,,,,,,
105,csvkit,wireservice/csvkit,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",,data-loading,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000,2021-10-08 18:06:14.000,2021-10-08 18:06:12.000,558.0,774.0,4738.0,2021-07-13 21:14:14.000,1.0.6,34.0,100.0,64.0,29,True,1767.0,conda-forge/csvkit,csvkit,,49954.0,1648.0,946.0,https://pypi.org/project/csvkit,2021-07-13 21:14:14.000,702.0,48944.0,https://anaconda.org/conda-forge/csvkit,2021-07-13 23:18:29.990,55551.0,2.0,,,,,,,,
106,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000,2021-10-14 06:28:12.000,2021-10-14 06:28:11.000,118.0,61.0,2649.0,2018-06-30 04:16:20.000,1.10.3,48.0,28.0,5.0,29,True,943.0,conda-forge/funcy,funcy,,663707.0,4501.0,3639.0,https://pypi.org/project/funcy,2021-05-10 07:17:44.000,862.0,661031.0,https://anaconda.org/conda-forge/funcy,2021-05-10 11:02:01.155,152574.0,2.0,,,,,,,,
107,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000,2021-09-29 08:13:34.000,2021-09-29 08:13:34.000,303.0,167.0,2568.0,2020-03-23 21:47:05.000,0.13.5,35.0,33.0,275.0,29,True,758.0,,keyboard,,202309.0,4938.0,4654.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000,284.0,202309.0,,,,3.0,,,,,,,,
108,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000,2021-10-10 20:58:28.000,2021-10-10 10:42:34.000,170.0,149.0,2495.0,2021-10-10 10:43:43.000,0.5.3,34.0,36.0,94.0,29,True,288.0,conda-forge/databases,databases,,144320.0,2924.0,2864.0,https://pypi.org/project/databases,2021-10-10 10:43:43.000,60.0,140636.0,https://anaconda.org/conda-forge/databases,2021-09-15 07:53:50.982,117911.0,3.0,,,,,,,,
109,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000,2021-10-13 05:29:23.000,2021-10-13 05:29:22.000,149.0,125.0,2311.0,2020-11-09 00:03:50.000,2.3.0,40.0,20.0,20.0,29,True,613.0,,sortedcontainers,,8559823.0,3220.0,,https://pypi.org/project/sortedcontainers,2021-05-16 22:03:41.000,3220.0,8559823.0,,,,2.0,,,,,,,,
110,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000,2021-09-07 21:18:56.000,2021-09-06 16:41:14.000,213.0,61.0,1618.0,2020-12-10 19:35:32.000,4.0.0,12.0,43.0,61.0,29,True,347.0,conda-forge/chardet,chardet,,239904.0,72714.0,,https://pypi.org/project/chardet,2020-12-10 19:35:32.000,72714.0,,https://anaconda.org/conda-forge/chardet,2021-06-28 23:17:42.798,13434675.0,1.0,,,-5.0,,,,,
111,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000,2021-10-14 14:34:12.000,2021-10-14 12:33:27.000,291.0,1025.0,1611.0,2021-10-06 17:33:40.000,2.0.0,25.0,83.0,592.0,29,True,1574.0,conda-forge/ibis-framework,ibis-framework,,173522.0,254.0,206.0,https://pypi.org/project/ibis-framework,2021-10-06 17:33:40.000,48.0,170387.0,https://anaconda.org/conda-forge/ibis-framework,2021-10-07 01:26:47.970,206950.0,3.0,,,,,,,,
112,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000,2021-10-06 10:39:43.000,2021-10-06 10:39:43.000,177.0,317.0,1215.0,2021-02-05 22:34:35.000,2.0.5,17.0,73.0,29.0,29,True,1006.0,,pygsheets,,2322691.0,901.0,797.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000,104.0,2322691.0,,,,3.0,,,,,,,,
113,py2neo,py2neo-org/py2neo,Py2neo is a comprehensive Neo4j driver library and toolkit for Python.,,db-clients,https://github.com/py2neo-org/py2neo,https://github.com/py2neo-org/py2neo,Apache-2.0,2011-07-03 10:01:07.000,2021-10-14 10:46:07.862,2021-10-14 07:26:14.000,218.0,745.0,1034.0,2021-10-14 07:46:17.000,2021.2.3,114.0,33.0,8.0,29,True,2931.0,conda-forge/py2neo,py2neo,,97203.0,1114.0,,https://pypi.org/project/py2neo,2021-10-14 07:46:17.000,1114.0,96441.0,https://anaconda.org/conda-forge/py2neo,2021-10-14 10:46:07.862,39661.0,3.0,,,,,,,,
114,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000,2021-09-24 11:42:32.000,2021-06-25 08:12:31.000,294.0,243.0,994.0,2021-05-30 09:23:19.000,2.1.3,19.0,72.0,28.0,29,True,743.0,,redis-py-cluster,2794.0,1920453.0,1249.0,955.0,https://pypi.org/project/redis-py-cluster,2021-05-30 09:21:45.000,294.0,1920419.0,,,,3.0,,,,,,,,
115,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2021-10-11 00:30:24.000,2021-10-06 13:53:24.000,94.0,119.0,542.0,2021-10-03 23:08:01.000,1.5.3,26.0,48.0,54.0,29,True,314.0,conda-forge/configargparse,configargparse,,1570775.0,8365.0,6019.0,https://pypi.org/project/configargparse,2021-10-03 00:17:22.000,2346.0,1567114.0,https://anaconda.org/conda-forge/configargparse,2021-10-04 14:51:00.922,227022.0,2.0,,,,,,,,
116,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2021-10-13 16:35:38.000,2021-10-02 20:26:40.000,162.0,225.0,493.0,2021-10-02 01:23:33.000,2021.10.0,40.0,77.0,66.0,29,True,,conda-forge/s3fs,s3fs,,16207172.0,5505.0,5057.0,https://pypi.org/project/s3fs,2021-10-02 01:23:33.000,448.0,16171821.0,https://anaconda.org/conda-forge/s3fs,2021-10-02 20:44:08.465,2297851.0,3.0,,,,,,,,
117,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000,2021-09-22 02:14:06.488,2021-08-25 19:27:09.000,60.0,88.0,485.0,2019-03-09 18:00:51.000,1.10.0,16.0,21.0,11.0,29,True,450.0,conda-forge/scandir,scandir,,3863182.0,16667.0,12519.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000,4148.0,3844866.0,https://anaconda.org/conda-forge/scandir,2021-09-22 02:14:06.488,1153938.0,2.0,,,,,,,,
118,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000,2021-10-08 22:41:43.015,2021-10-08 19:43:55.000,203.0,427.0,452.0,2021-10-08 20:56:54.000,7.1.1,90.0,96.0,3.0,29,True,1048.0,conda-forge/minio,minio,,713031.0,2226.0,1882.0,https://pypi.org/project/minio,2021-10-08 19:43:49.000,344.0,711372.0,https://anaconda.org/conda-forge/minio,2021-10-08 22:41:43.015,46473.0,3.0,,,,,,,,
119,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2021-10-05 02:21:14.000,2021-10-05 02:21:10.000,105.0,118.0,236.0,2020-07-28 14:18:17.000,1.4.0,31.0,35.0,28.0,29,True,760.0,conda-forge/asn1crypto,asn1crypto,,114588.0,95665.0,82161.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,13504.0,,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,5958577.0,2.0,,,,,,,,
120,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2021-10-13 21:45:00.000,2021-08-09 16:38:29.000,992.0,278.0,11660.0,2021-08-10 09:20:38.000,1.6.1,20.0,91.0,103.0,28,True,3787.0,,tink,938.0,224642.0,13.0,13.0,https://pypi.org/project/tink,2021-08-10 09:20:38.000,0.0,224623.0,,,,3.0,,,,,,,,
121,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2021-10-14 10:49:44.000,2021-10-14 10:49:44.000,1248.0,1757.0,8530.0,2021-09-30 19:18:19.000,4.49.0,157.0,18.0,647.0,28,True,5422.0,conda-forge/pysimplegui,pysimplegui,,1559.0,3649.0,3567.0,https://pypi.org/project/pysimplegui,2021-09-30 19:18:19.000,82.0,,https://anaconda.org/conda-forge/pysimplegui,2021-10-09 20:29:18.150,40543.0,2.0,,,,,,,,
122,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000,2021-10-11 06:26:38.000,2021-10-11 06:26:24.000,306.0,91.0,5615.0,2021-05-17 01:20:20.000,21.0.0,49.0,72.0,41.0,28,True,1498.0,conda-forge/boltons,boltons,23.0,7708.0,2235.0,1743.0,https://pypi.org/project/boltons,2021-05-17 01:20:20.000,492.0,,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359,501049.0,2.0,,,,,,,,
123,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000,2021-08-11 18:59:22.000,2021-08-11 18:59:22.000,274.0,250.0,4083.0,2021-04-22 17:03:25.000,1.5.0,51.0,75.0,14.0,28,True,683.0,,dataset,,84193.0,3128.0,2100.0,https://pypi.org/project/dataset,2021-04-22 17:03:25.000,1028.0,84193.0,,,,3.0,,,,,,,,
124,phonenumbers,daviddrysdale/python-phonenumbers,Python port of Google's libphonenumber.,,text,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000,2021-10-14 11:56:29.000,2021-10-14 11:55:07.000,362.0,126.0,2850.0,2021-10-14 09:20:59.000,8.12.35,186.0,25.0,4.0,28,True,,conda-forge/phonenumbers,phonenumbers,,2260127.0,2280.0,,https://pypi.org/project/phonenumbers,2021-10-14 09:20:59.000,2280.0,2252569.0,https://anaconda.org/conda-forge/phonenumbers,2021-10-14 11:19:55.243,483734.0,2.0,,,,,,,,
125,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000,2021-10-02 17:05:09.835,2021-10-01 22:00:25.000,87.0,161.0,2428.0,2021-10-01 22:21:12.000,3.6.4,73.0,13.0,21.0,28,True,432.0,conda-forge/orjson,orjson,,2321319.0,3536.0,3508.0,https://pypi.org/project/orjson,2021-10-01 22:21:12.000,28.0,2309084.0,https://anaconda.org/conda-forge/orjson,2021-10-02 17:05:09.835,220230.0,3.0,,,,,,,,
126,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000,2021-10-09 20:47:15.000,2021-09-03 02:30:40.000,321.0,256.0,1966.0,2021-01-01 13:12:02.000,2.0.3,31.0,68.0,15.0,28,True,,conda-forge/mysqlclient,mysqlclient,5187.0,3316020.0,13536.0,,https://pypi.org/project/mysqlclient,2021-01-01 13:12:02.000,13536.0,3312722.0,https://anaconda.org/conda-forge/mysqlclient,2021-01-04 18:11:27.841,115677.0,3.0,,,,,,,,
127,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000,2021-10-11 07:36:41.000,2021-10-04 09:00:58.000,375.0,324.0,1891.0,2021-10-04 09:07:18.000,1.1.0,21.0,104.0,267.0,28,True,1428.0,conda-forge/dateparser,dateparser,,995.0,10010.0,8596.0,https://pypi.org/project/dateparser,2021-10-04 09:07:18.000,1414.0,,https://anaconda.org/conda-forge/dateparser,2021-10-05 16:43:24.840,56762.0,2.0,,,,,,,,
128,python-dependency-injector,ets-labs/python-dependency-injector,Dependency injection framework for Python.,,utilities,https://github.com/ets-labs/python-dependency-injector,https://github.com/ets-labs/python-dependency-injector,BSD-3-Clause,2015-01-04 13:23:05.000,2021-10-14 02:04:23.000,2021-09-28 18:59:28.000,110.0,314.0,1625.0,2021-09-28 20:16:59.000,4.36.2,282.0,22.0,42.0,28,True,1907.0,,dependency-injector,,367481.0,642.0,632.0,https://pypi.org/project/dependency-injector,2021-09-28 20:16:59.000,10.0,367481.0,,,,2.0,,,,,,,,
129,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2021-10-13 15:55:36.412,2021-10-13 12:20:06.000,234.0,95.0,1334.0,2021-10-13 12:24:46.000,1.6.1,29.0,53.0,12.0,28,True,328.0,conda-forge/emoji,emoji,,496.0,29523.0,27567.0,https://pypi.org/project/emoji,2021-10-13 12:24:46.000,1956.0,,https://anaconda.org/conda-forge/emoji,2021-10-13 15:55:36.412,15873.0,3.0,,,,,,,,
130,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-10-06 06:41:48.000,2020-10-20 23:43:16.000,93.0,54.0,1252.0,2018-01-03 17:03:36.000,1.6.1,10.0,16.0,30.0,28,True,177.0,conda-forge/blessings,blessings,,1752217.0,8417.0,5941.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,1749577.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,139943.0,3.0,,,,,,,,
131,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000,2021-05-25 18:11:56.000,2021-05-12 17:25:01.000,85.0,49.0,1110.0,2021-05-05 23:39:30.000,5.0.2,37.0,30.0,1.0,28,True,214.0,conda-forge/python-slugify,python-slugify,,8496.0,25097.0,20773.0,https://pypi.org/project/python-slugify,2021-05-05 23:39:30.000,4324.0,,https://anaconda.org/conda-forge/python-slugify,2021-05-06 02:25:34.618,518310.0,2.0,,,,,,,,
132,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2021-10-12 22:38:10.000,2021-10-07 20:07:44.000,53.0,355.0,892.0,2021-08-19 19:57:14.000,2.1.1,130.0,21.0,42.0,28,True,890.0,conda-forge/omegaconf,omegaconf,,694885.0,1985.0,1977.0,https://pypi.org/project/omegaconf,2021-08-19 19:57:14.000,8.0,677301.0,https://anaconda.org/conda-forge/omegaconf,2021-08-23 02:38:39.316,369282.0,2.0,,,,,,,,
133,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2021-10-12 10:42:09.000,2021-09-12 17:12:01.000,107.0,382.0,737.0,2021-09-12 17:16:43.000,23.2.1,167.0,97.0,31.0,28,True,,conda-forge/keyring,keyring,,9480551.0,5932.0,,https://pypi.org/project/keyring,2021-09-12 17:16:33.000,5932.0,9461464.0,https://anaconda.org/conda-forge/keyring,2021-09-12 21:26:30.138,1240661.0,3.0,,,,,,,,
134,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000,2021-10-07 03:54:43.000,2021-09-29 19:46:42.000,275.0,205.0,633.0,2021-09-29 20:35:45.000,.0.11.3.1,35.0,159.0,17.0,28,True,932.0,conda-forge/holidays,holidays,161.0,2736196.0,558.0,,https://pypi.org/project/holidays,2021-09-29 21:01:31.000,558.0,2708997.0,https://anaconda.org/conda-forge/holidays,2021-09-29 23:52:22.757,897566.0,2.0,,,,,,,,
135,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2021-10-12 21:08:59.000,2021-10-12 16:20:18.000,320.0,117.0,598.0,2020-04-17 20:27:24.000,3.9.0,34.0,64.0,35.0,28,True,474.0,conda-forge/pysolr,pysolr,,124284.0,4902.0,2404.0,https://pypi.org/project/pysolr,2020-04-17 20:16:24.000,2498.0,123986.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,16708.0,3.0,,,,,,,,
136,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000,2021-02-26 23:52:05.000,2020-10-14 22:37:57.000,62.0,70.0,258.0,2016-08-26 14:28:03.000,5.0.6,16.0,22.0,68.0,28,True,309.0,conda-forge/configobj,configobj,,1577365.0,21694.0,15520.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,6174.0,1569624.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,301902.0,2.0,,,,,,,,
137,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2021-10-09 11:11:46.000,2020-01-09 23:00:40.000,46.0,64.0,218.0,2019-07-15 09:33:00.000,3.3.0,24.0,18.0,6.0,28,False,126.0,conda-forge/futures,futures,,23095792.0,43046.0,28164.0,https://pypi.org/project/futures,2021-10-09 11:11:46.000,14882.0,23076861.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1173779.0,3.0,,,,,,,,
138,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000,2021-10-05 13:05:17.000,2018-08-02 23:45:26.000,39.0,11.0,101.0,2017-10-13 09:25:14.000,0.6.0,15.0,16.0,20.0,28,False,144.0,conda-forge/isodate,isodate,,34535955.0,19068.0,15414.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000,3654.0,34518233.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700,1187386.0,2.0,,,,,,,,
139,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,MIT,2014-10-18 08:28:33.000,2021-10-04 00:16:59.000,2021-09-30 08:22:56.000,19.0,31.0,65.0,2021-07-05 12:15:12.000,2.3.6,12.0,13.0,4.0,28,False,430.0,conda-forge/pathlib2,pathlib2,,5399918.0,48281.0,40459.0,https://pypi.org/project/pathlib2,2021-07-05 12:15:12.000,7822.0,5370790.0,https://anaconda.org/conda-forge/pathlib2,2021-07-05 20:03:02.659,1835089.0,3.0,jazzband/pathlib2,,,,,,,
140,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000,2021-09-25 17:56:23.000,2021-09-03 00:01:28.000,4059.0,93.0,19827.0,2020-10-04 14:44:02.000,0.1.4,5.0,174.0,167.0,27,True,923.0,,algorithms,,1155.0,66.0,52.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000,14.0,1155.0,,,,1.0,,,,,,,,
141,pulumi,pulumi/pulumi,"Pulumi - Modern Infrastructure as Code. Any cloud, any language.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000,2021-10-14 11:58:57.000,2021-10-13 22:29:52.000,561.0,2948.0,10192.0,2021-10-06 20:09:28.000,3.14.0,2680.0,137.0,1299.0,27,True,6424.0,,pulumi,5272.0,101.0,1047.0,959.0,https://pypi.org/project/pulumi,2021-10-12 19:08:53.000,88.0,,,,,3.0,,,,,,,,
142,Records,kennethreitz/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz/records,https://github.com/kennethreitz/records,ISC,2014-12-24 15:20:23.000,2021-05-30 20:31:56.812,2020-12-22 07:29:21.000,557.0,81.0,6714.0,2019-02-21 13:34:41.000,0.5.3,10.0,37.0,61.0,27,True,325.0,conda-forge/records,records,,195282.0,1122.0,822.0,https://pypi.org/project/records,2019-02-21 13:34:41.000,300.0,194918.0,https://anaconda.org/conda-forge/records,2021-05-30 20:31:56.812,19662.0,3.0,,,,,,,,
143,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000,2021-10-12 22:46:09.000,2021-07-22 10:34:49.000,463.0,298.0,4608.0,2020-08-17 18:18:21.000,0.14.0,36.0,37.0,137.0,27,True,256.0,,eel,,42704.0,2673.0,2603.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000,70.0,42704.0,,,,2.0,,,,,,,,
144,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000,2021-10-12 20:35:53.000,2021-10-04 15:34:02.000,461.0,379.0,3967.0,2021-10-04 15:39:13.000,0.8.10,44.0,69.0,7.0,27,True,913.0,conda-forge/transitions,transitions,,1236.0,2141.0,1789.0,https://pypi.org/project/transitions,2021-10-04 15:32:32.000,352.0,,https://anaconda.org/conda-forge/transitions,2021-10-04 20:08:49.407,34608.0,1.0,,,,,,,,
145,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000,2021-09-23 20:52:19.000,2021-03-12 19:34:14.000,172.0,64.0,2444.0,2021-02-01 10:52:02.000,0.7.4,24.0,61.0,71.0,27,True,394.0,conda-forge/schema,schema,,1260.0,4189.0,3179.0,https://pypi.org/project/schema,2021-02-01 10:52:02.000,1010.0,,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832,34045.0,3.0,,,,,,,,
