,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
61,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917000,2021-10-11 22:13:12.000000,2021-10-11 21:44:41.000000,58.0,18.0,23.0,183.0,2016-07-14 08:21:41.000000,2016.6.1,102.0,16.0,32,True,603.0,conda-forge/pytz,pytz,,75959469.0,1037158.0,882222.0,https://pypi.org/project/pytz,2021-10-02 03:56:30.000000,154936.0,75686716.0,https://anaconda.org/conda-forge/pytz,2021-10-05 16:44:12.949000,17729008.0,2.0,,,,,,,,,,
62,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-10-20 21:15:05.000000,2021-10-16 16:44:12.000000,939.0,25.0,533.0,30304.0,2021-10-06 13:09:30.000000,10.12.0,136.0,127.0,31,True,2350.0,conda-forge/rich,rich,,27178.0,7703.0,7703.0,https://pypi.org/project/rich,2021-10-06 13:08:03.000000,0.0,,https://anaconda.org/conda-forge/rich,2021-10-06 20:41:59.786000,407679.0,2.0,,,,,,,,,,
63,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000000,2021-10-19 12:45:42.000000,2021-10-18 22:18:36.000000,2645.0,138.0,1647.0,16938.0,2021-05-10 19:33:05.000000,2.0.0,18.0,516.0,31,True,2379.0,conda-forge/flatbuffers,flatbuffers,34259.0,4543.0,1314.0,1142.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000000,172.0,,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701000,270018.0,2.0,,,,,,,,,,
64,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000000,2021-10-15 23:28:57.000000,2021-10-15 23:27:06.000000,1847.0,424.0,1269.0,13071.0,2021-01-19 01:10:03.000000,2.6.0,120.0,133.0,31,True,1489.0,conda-forge/fabric,fabric,,1104982.0,292.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000000,292.0,1104293.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129000,42731.0,3.0,,,,,,,,,,
65,pulumi,pulumi/pulumi,"Pulumi - Modern Infrastructure as Code. Any cloud, any language.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000000,2021-10-21 10:46:34.000000,2021-10-20 18:16:56.000000,566.0,1318.0,2961.0,10266.0,2021-10-20 20:24:21.000000,3.16.0,2689.0,137.0,31,True,6445.0,,pulumi,5476.0,78040.0,1080.0,992.0,https://pypi.org/project/pulumi,2021-10-20 20:24:21.000000,88.0,77935.0,,,,3.0,,,,,,,,,,
66,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000000,2021-10-20 22:32:41.000000,2021-06-26 14:30:47.000000,810.0,110.0,241.0,9097.0,2021-04-10 10:48:19.000000,1.1.0,24.0,45.0,31,True,372.0,conda-forge/schedule,schedule,,1590013.0,16476.0,14280.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000000,2196.0,1589583.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940000,9476.0,3.0,,,,,,,,,,
67,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2021-06-09 20:39:28.000000,2020-04-26 05:15:03.000000,420.0,70.0,136.0,4560.0,2019-02-11 07:00:26.000000,0.12.0,27.0,41.0,31,False,205.0,conda-forge/xmltodict,xmltodict,,12881965.0,39769.0,31535.0,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,12862837.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,1185948.0,2.0,,,,,,,,,,
68,python-dotenv,theskumar/python-dotenv,Get and set values in your .env file in local and production servers.,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000000,2021-10-09 11:00:36.958000,2021-10-09 08:17:30.000000,276.0,18.0,172.0,4376.0,2021-10-09 08:20:11.000000,0.19.1,39.0,71.0,31,True,302.0,conda-forge/python-dotenv,python-dotenv,,19993.0,166933.0,157579.0,https://pypi.org/project/python-dotenv,2021-10-09 08:20:11.000000,9354.0,,https://anaconda.org/conda-forge/python-dotenv,2021-10-09 11:00:36.958000,1179597.0,2.0,,,,,,,,,,
69,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000000,2021-10-21 11:33:12.000000,2021-10-21 11:33:12.000000,933.0,57.0,1732.0,4375.0,2021-09-30 01:26:46.000000,35.0.0,94.0,246.0,31,True,,conda-forge/cryptography,cryptography,,309807.0,243338.0,209450.0,https://pypi.org/project/cryptography,2021-09-30 01:26:46.000000,33888.0,,https://anaconda.org/conda-forge/cryptography,2021-10-15 01:01:07.197000,16110011.0,2.0,,,,,,,,,,
70,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2021-10-21 14:38:58.000000,2021-10-17 17:35:19.000000,570.0,35.0,203.0,4026.0,2020-12-05 14:56:28.000000,3.0.0,38.0,113.0,31,True,1130.0,conda-forge/tablib,tablib,,862398.0,14354.0,11996.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,861257.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,67364.0,2.0,,,,,,,,,,
71,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000000,2021-09-29 08:25:06.000000,2021-08-12 12:56:06.000000,707.0,91.0,1110.0,3342.0,2021-07-15 15:37:49.000000,7.4.0,33.0,125.0,31,True,1013.0,,elasticsearch-dsl,90.0,1645392.0,6725.0,5169.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000000,1556.0,1645386.0,,,,2.0,,,,,,,,,,
72,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000000,2021-10-15 00:46:49.000000,2021-08-19 18:05:12.000000,459.0,77.0,731.0,2216.0,2021-08-19 20:25:00.000000,4.0.32,50.0,45.0,31,True,384.0,conda-forge/pyodbc,pyodbc,,12843139.0,3262.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000000,3262.0,12832170.0,https://anaconda.org/conda-forge/pyodbc,2021-08-20 00:32:20.584000,548467.0,2.0,,,,,,,,,,
73,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000000,2021-10-21 13:12:40.000000,2021-10-21 07:55:31.000000,1525.0,1048.0,4758.0,2201.0,2021-10-20 06:35:30.000000,azure-mgmt-hybridkubernetes_1.1.0,100.0,361.0,31,True,,conda-forge/azure-storage-blob,azure-storage-blob,,33085069.0,2139.0,1759.0,https://pypi.org/project/azure-storage-blob,2021-09-20 21:21:17.000000,380.0,33077449.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-09-20 23:44:34.414000,297184.0,2.0,,,,,,,,,,
74,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000000,2021-10-13 12:50:56.440000,2021-09-20 21:59:20.000000,195.0,40.0,195.0,1698.0,2021-09-23 01:45:02.000000,0.12.2,44.0,87.0,31,True,444.0,conda-forge/voluptuous,voluptuous,,1629291.0,6079.0,3855.0,https://pypi.org/project/voluptuous,2021-09-23 01:45:02.000000,2224.0,1627155.0,https://anaconda.org/conda-forge/voluptuous,2021-10-13 12:50:56.440000,134577.0,2.0,,2.0,,,,,,,,
75,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000000,2021-10-12 08:46:38.000000,2021-10-09 06:53:10.000000,118.0,15.0,128.0,1591.0,2021-06-28 19:33:04.000000,0.18.0,70.0,59.0,31,True,640.0,conda-forge/pyrsistent,pyrsistent,,179015.0,111597.0,108153.0,https://pypi.org/project/pyrsistent,2021-06-28 19:33:04.000000,3444.0,,https://anaconda.org/conda-forge/pyrsistent,2021-06-29 16:46:51.429000,6444558.0,1.0,,,,,,,,,,
76,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000000,2021-08-24 08:40:04.326000,2021-08-24 04:41:14.000000,313.0,17.0,166.0,1433.0,2021-08-24 04:57:02.000000,3.17.5,98.0,37.0,31,True,606.0,conda-forge/simplejson,simplejson,5405.0,27882.0,109951.0,70959.0,https://pypi.org/project/simplejson,2021-08-24 04:57:02.000000,38992.0,,https://anaconda.org/conda-forge/simplejson,2021-08-24 08:40:04.326000,1417980.0,2.0,,,,,,,,,,
77,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000000,2021-10-21 13:53:46.000000,2021-10-13 09:41:19.000000,203.0,18.0,139.0,1289.0,2021-09-29 10:35:50.000000,1.1.2,30.0,56.0,31,True,652.0,conda-forge/greenlet,greenlet,,28831.0,110698.0,90918.0,https://pypi.org/project/greenlet,2021-09-29 10:35:50.000000,19780.0,,https://anaconda.org/conda-forge/greenlet,2021-09-29 16:16:35.050000,1528082.0,2.0,,,,,,,,,,
78,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000000,2021-07-07 21:26:34.000000,2021-06-22 05:13:38.000000,254.0,190.0,194.0,1138.0,2020-06-13 02:43:44.000000,0.18.2,50.0,105.0,31,True,1842.0,conda-forge/future,future,,75587.0,202648.0,174280.0,https://pypi.org/project/future,2019-10-31 00:58:13.000000,28368.0,,https://anaconda.org/conda-forge/future,2021-06-29 14:20:52.276000,4762028.0,2.0,,,,,,,,,,
79,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000000,2021-05-25 18:11:56.000000,2021-05-12 17:25:01.000000,84.0,1.0,49.0,1112.0,2021-05-05 23:39:30.000000,5.0.2,37.0,30.0,31,True,214.0,conda-forge/python-slugify,python-slugify,,4262994.0,25332.0,21008.0,https://pypi.org/project/python-slugify,2021-05-05 23:39:30.000000,4324.0,4254236.0,https://anaconda.org/conda-forge/python-slugify,2021-05-06 02:25:34.618000,534280.0,2.0,,,,,,,,,,
80,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000000,2021-10-20 21:26:57.000000,2021-10-11 17:57:41.000000,116.0,15.0,181.0,1099.0,2021-09-30 10:26:20.000000,4.2.4,39.0,7.0,31,True,225.0,conda-forge/cachetools,cachetools,,46889787.0,4436.0,,https://pypi.org/project/cachetools,2021-09-30 10:26:20.000000,4436.0,46833068.0,https://anaconda.org/conda-forge/cachetools,2021-09-30 14:11:39.848000,3403178.0,1.0,,,,,,,,,,
81,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000000,2021-10-19 18:48:53.384000,2021-10-19 07:53:40.000000,255.0,186.0,157.0,831.0,2021-10-19 07:55:02.000000,0.37.9,205.0,102.0,31,True,1252.0,conda-forge/sqlalchemy-utils,sqlalchemy-utils,,2517547.0,15298.0,11948.0,https://pypi.org/project/sqlalchemy-utils,2021-10-19 07:55:02.000000,3350.0,2511997.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-10-19 18:48:53.384000,338581.0,2.0,,,,,,,,,,
82,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000000,2021-10-20 22:38:04.000000,2021-10-15 20:06:13.000000,128.0,70.0,328.0,300.0,2021-10-07 17:25:24.000000,2.28.1,108.0,102.0,31,True,1319.0,,google-cloud-bigquery,,15871374.0,10849.0,9599.0,https://pypi.org/project/google-cloud-bigquery,2021-10-07 17:25:24.000000,1250.0,15871374.0,,,,2.0,,,,,,,,,,
83,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000000,2021-10-19 23:07:12.000000,2021-10-19 23:07:09.000000,63.0,10.0,113.0,260.0,2021-10-03 20:29:00.000000,5.2.0,125.0,37.0,31,True,977.0,conda-forge/multidict,multidict,1551.0,58771331.0,5340.0,,https://pypi.org/project/multidict,2021-10-03 20:27:04.000000,5340.0,58715785.0,https://anaconda.org/conda-forge/multidict,2021-10-04 08:06:28.424000,2942718.0,1.0,,,,,,,,,,
84,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000000,2021-10-20 20:04:10.000000,2021-08-03 19:54:21.000000,1164.0,199.0,1162.0,4598.0,2020-09-30 07:33:37.000000,2.0.1,36.0,206.0,30,True,2155.0,conda-forge/kafka-python,kafka-python,1677.0,4788.0,10091.0,8071.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000000,2020.0,,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284000,252764.0,2.0,,,,,,,,,,
85,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000000,2021-10-14 11:02:59.000000,2021-10-14 11:02:59.000000,264.0,102.0,394.0,3710.0,2021-05-07 09:39:42.000000,21.2.0,22.0,106.0,30,True,,conda-forge/attrs,attrs,,203291.0,317972.0,289988.0,https://pypi.org/project/attrs,2021-05-07 09:32:13.000000,27984.0,,https://anaconda.org/conda-forge/attrs,2021-05-07 11:48:44.094000,11181035.0,2.0,,,,,,,,,,
86,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000000,2021-10-19 19:30:07.000000,2021-10-19 19:30:06.000000,336.0,42.0,265.0,3449.0,2021-09-22 10:31:18.000000,4.2.0,26.0,75.0,30,True,,,ujson,,20127827.0,6556.0,,https://pypi.org/project/ujson,2021-09-22 10:31:18.000000,6556.0,20127827.0,,,,2.0,,,,,,,,,,
87,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000000,2021-10-21 07:03:35.000000,2021-10-13 19:46:35.000000,945.0,221.0,1353.0,2514.0,2021-04-23 19:48:21.000000,3.4.0,37.0,193.0,30,True,2296.0,,netmiko,,120899.0,2120.0,1770.0,https://pypi.org/project/netmiko,2021-04-23 19:31:42.000000,350.0,120899.0,,,,3.0,,,,,,,,,,
88,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000000,2021-08-23 19:39:00.000000,2021-08-17 21:08:10.000000,296.0,107.0,236.0,2450.0,2021-08-17 21:16:54.000000,2.1.1,24.0,117.0,30,True,1420.0,conda-forge/schematics,schematics,,166569.0,1626.0,1014.0,https://pypi.org/project/schematics,2021-08-17 21:16:54.000000,612.0,165785.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920000,21174.0,2.0,,,,,,,,,,
89,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000000,2021-10-20 11:33:00.000000,2021-10-20 11:33:00.000000,172.0,71.0,66.0,2448.0,2021-02-01 10:52:02.000000,0.7.4,24.0,62.0,30,True,399.0,conda-forge/schema,schema,,1021917.0,4213.0,3203.0,https://pypi.org/project/schema,2021-02-01 10:52:02.000000,1010.0,1020641.0,https://anaconda.org/conda-forge/schema,2021-02-01 12:15:50.832000,34456.0,2.0,,,,,,,,,,
90,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000000,2021-10-20 18:50:41.000000,2021-10-20 18:50:33.000000,495.0,18.0,262.0,2388.0,,,20.0,75.0,30,True,521.0,conda-forge/pycparser,pycparser,,202362.0,288796.0,256514.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000000,32282.0,,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956000,12546454.0,2.0,,,,,,,,,,
91,smart-open,RaRe-Technologies/smart_open,"Utils for streaming large files (S3, HDFS, gzip, bz2...).",,data-loading,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,MIT,2015-01-02 13:05:52.000000,2021-10-20 11:54:07.000000,2021-10-10 14:27:28.000000,299.0,66.0,269.0,2252.0,2021-08-28 11:06:50.000000,5.2.1,51.0,88.0,30,True,955.0,,smart-open,,19595535.0,640.0,,https://pypi.org/project/smart-open,2021-08-28 11:06:50.000000,640.0,19595535.0,,,,2.0,,,,,,,,,,
92,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-08-21 19:45:33.000000,2021-08-21 19:45:33.000000,418.0,3.0,,1940.0,2020-12-11 10:14:20.000000,2.0.1,24.0,51.0,30,True,503.0,conda-forge/xlrd,xlrd,,32156.0,96710.0,83136.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1768602.0,2.0,,,,,,,,,,
93,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazon's DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000000,2021-09-18 17:33:17.000000,2021-09-03 03:08:23.000000,366.0,225.0,275.0,1746.0,2021-06-29 15:30:38.000000,5.1.0,75.0,89.0,30,True,753.0,conda-forge/pynamodb,pynamodb,,788460.0,1057.0,821.0,https://pypi.org/project/pynamodb,2021-06-29 15:31:33.000000,236.0,783580.0,https://anaconda.org/conda-forge/pynamodb,2021-06-29 17:57:04.759000,126896.0,2.0,,,,,,,,,,
94,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000000,2021-09-28 10:09:02.000000,2021-09-28 10:08:26.000000,120.0,42.0,37.0,1683.0,2021-05-16 23:16:25.000000,0.7.0,10.0,21.0,30,True,161.0,conda-forge/aiofiles,aiofiles,,5580198.0,1560.0,,https://pypi.org/project/aiofiles,2021-05-16 23:16:25.000000,1560.0,5576346.0,https://anaconda.org/conda-forge/aiofiles,2021-05-17 06:30:15.359000,184900.0,2.0,,2.0,,,,,,,,
95,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000000,2021-10-09 02:15:02.000000,2021-09-09 00:50:11.000000,494.0,137.0,374.0,1538.0,2020-11-11 21:23:41.000000,5.3.1,54.0,137.0,30,True,969.0,conda-forge/influxdb,influxdb,,1653737.0,6928.0,4818.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000000,2110.0,1652520.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949000,21908.0,2.0,,,,,,,,,,
96,dill,uqfoundation/dill,serialize all of python.,,serialization,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,BSD-3-Clause,2013-06-28 16:42:27.000000,2021-10-19 23:10:47.000000,2021-10-16 22:26:04.000000,127.0,139.0,218.0,1503.0,2021-06-13 17:15:27.000000,dill-0.3.4,22.0,31.0,30,True,853.0,conda-forge/dill,dill,245175.0,10726298.0,4968.0,,https://pypi.org/project/dill,2021-06-13 17:11:45.000000,4968.0,10703108.0,https://anaconda.org/conda-forge/dill,2021-06-13 18:50:57.277000,1320816.0,2.0,,,,,,,,,,
97,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000000,2021-10-13 22:47:45.000000,2021-10-09 13:12:21.000000,155.0,25.0,57.0,1471.0,2021-10-06 10:17:40.000000,3.12.0,32.0,59.0,30,True,456.0,conda-forge/humanize,humanize,,2311542.0,2904.0,,https://pypi.org/project/humanize,2021-10-06 10:16:45.000000,2904.0,2308560.0,https://anaconda.org/conda-forge/humanize,2021-10-06 14:00:01.710000,190850.0,2.0,,,,,,,,,,
98,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495000,2021-10-11 16:18:45.000000,2021-10-11 16:18:20.000000,116.0,81.0,754.0,1086.0,2021-10-06 14:31:39.000000,rel_1_7_4,98.0,137.0,30,True,,conda-forge/alembic,alembic,,26696573.0,105253.0,83801.0,https://pypi.org/project/alembic,2021-10-06 14:31:35.000000,21452.0,26680784.0,https://anaconda.org/conda-forge/alembic,2021-10-07 01:53:04.623000,994732.0,2.0,,,,,,,,,,
99,typing,python/typing,Python static typing home. Contains the source for typing_extensions and the documentation. Also hosts a user help..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000000,2021-10-08 22:03:45.000000,2021-10-07 22:11:00.000000,162.0,122.0,479.0,1041.0,2019-06-19 22:31:20.000000,3.7.4,16.0,69.0,30,True,578.0,conda-forge/typing,typing,,7677405.0,8434.0,,https://pypi.org/project/typing,2021-05-01 18:03:55.000000,8434.0,7666036.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905000,761784.0,2.0,,,,,,,,,,
100,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000000,2021-10-19 18:13:23.000000,2021-10-18 09:12:47.000000,157.0,131.0,245.0,883.0,2020-01-25 14:40:31.000000,0.10.9,26.0,29.0,30,True,747.0,conda-forge/py4j,py4j,,16926315.0,8636.0,7554.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000000,1082.0,16908393.0,https://anaconda.org/conda-forge/py4j,2021-10-18 08:52:08.866000,1111169.0,2.0,,,,,,,,,,
101,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000000,2021-10-12 13:46:03.000000,2021-10-12 13:46:03.000000,100.0,42.0,100.0,685.0,2021-08-25 16:25:59.000000,1.0.0,18.0,38.0,30,True,,conda-forge/pluggy,pluggy,,30185802.0,18818.0,,https://pypi.org/project/pluggy,2021-08-25 16:25:59.000000,18818.0,30043871.0,https://anaconda.org/conda-forge/pluggy,2021-09-13 09:04:51.148000,7664295.0,2.0,,,,,,,,,,
102,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000000,2021-09-28 20:21:46.000000,2021-09-28 20:21:42.000000,35.0,10.0,20.0,251.0,2020-06-23 16:10:28.000000,0.2.5,17.0,11.0,30,True,223.0,conda-forge/wcwidth,wcwidth,,17840289.0,241525.0,216191.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000000,25334.0,17730733.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691000,7668965.0,2.0,,,,,,,,,,
103,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000000,2021-10-21 14:35:11.000000,2021-10-21 14:23:33.000000,2022.0,47.0,877.0,9724.0,2020-06-01 21:30:33.000000,3.5.3,67.0,263.0,29,True,1660.0,,redis,,,49438.0,,https://pypi.org/project/redis,2021-10-17 08:15:23.000000,49438.0,,,,,2.0,,-7.0,redis/redis-py,,,,,,,
104,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000000,2021-10-13 06:41:15.000000,2021-08-29 16:15:25.000000,441.0,10.0,391.0,5883.0,2021-05-15 03:40:51.000000,1.14.2,35.0,81.0,29,True,1218.0,conda-forge/sh,sh,,1826.0,12257.0,7799.0,https://pypi.org/project/sh,2021-05-15 03:40:51.000000,4458.0,,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441000,111440.0,3.0,,,,,,,,,,
