,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
105,csvkit,wireservice/csvkit,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",,data-loading,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000000,2021-10-08 18:06:14.000000,2021-10-08 18:06:12.000000,558.0,64.0,774.0,4744.0,2021-07-13 21:14:14.000000,1.0.6,34.0,100.0,29,True,1767.0,conda-forge/csvkit,csvkit,,47854.0,1650.0,948.0,https://pypi.org/project/csvkit,2021-07-13 21:14:14.000000,702.0,46839.0,https://anaconda.org/conda-forge/csvkit,2021-07-13 23:18:29.990000,55834.0,2.0,,,,,,,,,,
106,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000000,2021-10-19 16:37:51.000000,2021-10-10 10:42:34.000000,170.0,94.0,150.0,2504.0,2021-10-10 10:43:43.000000,0.5.3,34.0,36.0,29,True,288.0,conda-forge/databases,databases,,143469.0,2974.0,2914.0,https://pypi.org/project/databases,2021-10-10 10:43:43.000000,60.0,139762.0,https://anaconda.org/conda-forge/databases,2021-09-15 07:53:50.982000,118640.0,2.0,,,,,,,,,,
107,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000000,2021-10-13 05:29:23.000000,2021-10-13 05:29:22.000000,149.0,20.0,125.0,2314.0,2020-11-09 00:03:50.000000,2.3.0,40.0,20.0,29,True,613.0,,sortedcontainers,,8966783.0,3220.0,,https://pypi.org/project/sortedcontainers,2021-05-16 22:03:41.000000,3220.0,8966783.0,,,,2.0,,,,,,,,,,
108,plumbum,tomerfiliba/plumbum,Plumbum: Shell Combinators.,,infrastructure,https://github.com/tomerfiliba/plumbum,https://github.com/tomerfiliba/plumbum,MIT,2012-04-27 08:51:34.000000,2021-10-18 03:01:54.000000,2021-10-07 02:08:11.000000,159.0,110.0,214.0,2252.0,2021-02-08 19:49:00.000000,1.7.0,22.0,97.0,29,True,1173.0,conda-forge/plumbum,plumbum,,1105734.0,620.0,,https://pypi.org/project/plumbum,2021-02-08 19:49:00.000000,620.0,1096878.0,https://anaconda.org/conda-forge/plumbum,2021-02-08 22:52:58.886000,513669.0,3.0,,,,,,,,,,
109,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000000,2021-06-29 06:19:31.721000,2021-03-18 21:35:54.000000,191.0,6.0,231.0,1519.0,2020-12-18 08:40:31.000000,1.0.2,14.0,68.0,29,True,,conda-forge/msgpack-python,msgpack,874.0,14195378.0,53966.0,51336.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000000,2630.0,14111169.0,https://anaconda.org/conda-forge/msgpack-python,2021-06-29 06:19:31.721000,4967246.0,3.0,,,,,,,,,,
110,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000000,2021-10-06 10:39:43.000000,2021-10-06 10:39:43.000000,177.0,29.0,317.0,1216.0,2021-02-05 22:34:35.000000,2.0.5,17.0,73.0,29,True,1006.0,,pygsheets,,2290002.0,913.0,809.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000000,104.0,2290002.0,,,,2.0,,,,,,,,,,
111,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000000,2021-10-21 02:49:04.000000,2021-10-11 13:45:58.000000,114.0,67.0,141.0,1043.0,2021-09-14 07:30:48.000000,2.0.0,34.0,48.0,29,True,399.0,conda-forge/cloudpickle,cloudpickle,19.0,82974.0,46700.0,42598.0,https://pypi.org/project/cloudpickle,2021-09-10 10:52:14.000000,4102.0,,https://anaconda.org/conda-forge/cloudpickle,2021-09-10 11:30:24.587000,5559310.0,3.0,,,,,,,,,,
112,py2neo,py2neo-org/py2neo,Py2neo is a comprehensive Neo4j driver library and toolkit for Python.,,db-clients,https://github.com/py2neo-org/py2neo,https://github.com/py2neo-org/py2neo,Apache-2.0,2011-07-03 10:01:07.000000,2021-10-14 10:46:07.862000,2021-10-14 07:26:14.000000,218.0,8.0,745.0,1034.0,2021-10-14 07:46:17.000000,2021.2.3,114.0,33.0,29,True,2931.0,conda-forge/py2neo,py2neo,,99510.0,1114.0,,https://pypi.org/project/py2neo,2021-10-14 07:46:17.000000,1114.0,98743.0,https://anaconda.org/conda-forge/py2neo,2021-10-14 10:46:07.862000,39896.0,2.0,,,,,,,,,,
113,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000000,2021-09-24 11:42:32.000000,2021-06-25 08:12:31.000000,295.0,28.0,243.0,998.0,2021-05-30 09:23:19.000000,2.1.3,19.0,72.0,29,True,743.0,,redis-py-cluster,2810.0,1916868.0,1253.0,959.0,https://pypi.org/project/redis-py-cluster,2021-05-30 09:21:45.000000,294.0,1916834.0,,,,2.0,,,,,,,,,,
114,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000000,2021-10-11 00:30:24.000000,2021-10-06 13:53:24.000000,94.0,54.0,119.0,544.0,2021-10-03 23:08:01.000000,1.5.3,26.0,48.0,29,True,314.0,conda-forge/configargparse,configargparse,,1614495.0,8406.0,6060.0,https://pypi.org/project/configargparse,2021-10-03 00:17:22.000000,2346.0,1610798.0,https://anaconda.org/conda-forge/configargparse,2021-10-04 14:51:00.922000,229234.0,3.0,,,,,,,,,,
115,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000000,2021-10-05 06:22:27.000000,2021-10-05 06:22:23.000000,100.0,97.0,32.0,531.0,2020-12-18 10:27:27.000000,0.18.2,36.0,38.0,29,True,224.0,conda-forge/validators,validators,,2969391.0,26655.0,24769.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000000,1886.0,2968107.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348000,29544.0,3.0,,,,,,,,,,
116,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000000,2021-10-21 12:58:57.000000,2021-10-21 12:58:57.000000,163.0,67.0,225.0,496.0,2021-10-15 15:08:10.000000,2021.10.1,41.0,79.0,29,True,,conda-forge/s3fs,s3fs,,16909490.0,5547.0,5099.0,https://pypi.org/project/s3fs,2021-10-15 15:08:10.000000,448.0,16873575.0,https://anaconda.org/conda-forge/s3fs,2021-10-15 18:29:45.342000,2334508.0,2.0,,,,,,,,,,
117,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000000,2021-09-22 02:14:06.488000,2021-08-25 19:27:09.000000,60.0,11.0,88.0,485.0,2019-03-09 18:00:51.000000,1.10.0,16.0,21.0,29,True,450.0,conda-forge/scandir,scandir,,3728055.0,16698.0,12550.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000000,4148.0,3709709.0,https://anaconda.org/conda-forge/scandir,2021-09-22 02:14:06.488000,1155832.0,2.0,,,,,,,,,,
118,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000000,2021-08-24 06:21:27.000000,2021-08-24 06:21:12.000000,31.0,18.0,25.0,183.0,2021-08-09 23:11:59.000000,1.8.0,14.0,13.0,29,True,149.0,conda-forge/send2trash,send2trash,,20030398.0,5040.0,,https://pypi.org/project/send2trash,2021-08-21 03:44:45.000000,5040.0,19948288.0,https://anaconda.org/conda-forge/send2trash,2021-08-09 12:16:59.375000,3694975.0,3.0,,,,,,,,,,
119,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000000,2021-10-21 14:04:11.000000,2021-10-21 14:04:11.000000,1261.0,654.0,1769.0,8602.0,2021-10-19 14:52:17.000000,4.51.2,161.0,18.0,28,True,5466.0,conda-forge/pysimplegui,pysimplegui,,1575.0,3698.0,3616.0,https://pypi.org/project/pysimplegui,2021-10-19 14:52:17.000000,82.0,,https://anaconda.org/conda-forge/pysimplegui,2021-10-09 20:29:18.150000,40974.0,2.0,,,,,,,,,,
120,Records,kennethreitz/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz/records,https://github.com/kennethreitz/records,ISC,2014-12-24 15:20:23.000000,2021-10-19 19:09:46.000000,2020-12-22 07:29:21.000000,557.0,61.0,81.0,6715.0,2019-02-21 13:34:41.000000,0.5.3,10.0,37.0,28,True,325.0,conda-forge/records,records,,194886.0,1124.0,824.0,https://pypi.org/project/records,2019-02-21 13:34:41.000000,300.0,194522.0,https://anaconda.org/conda-forge/records,2021-05-30 20:31:56.812000,19704.0,3.0,,,,,,,,,,
121,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000000,2021-10-09 20:48:05.000000,2021-10-02 07:23:14.000000,1286.0,20.0,566.0,6649.0,2021-01-09 11:33:39.000000,1.0.2,35.0,111.0,28,True,,conda-forge/pymysql,PyMySQL,,8054.0,114696.0,96270.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000000,18426.0,,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582000,386592.0,3.0,,,,,,,,,,
122,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000000,2021-10-20 20:50:04.000000,2021-10-20 20:50:02.000000,280.0,75.0,675.0,6136.0,2021-10-16 13:38:09.000000,1.0.2,195.0,29.0,28,True,2484.0,,dearpygui,,8530.0,201.0,201.0,https://pypi.org/project/dearpygui,2021-10-16 13:38:09.000000,0.0,8530.0,,,,2.0,,,,,,,,,,
123,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000000,2021-10-11 06:26:38.000000,2021-10-11 06:26:24.000000,306.0,41.0,91.0,5620.0,2021-05-17 01:20:20.000000,21.0.0,49.0,72.0,28,True,1498.0,conda-forge/boltons,boltons,23.0,7759.0,2258.0,1766.0,https://pypi.org/project/boltons,2021-05-17 01:20:20.000000,492.0,,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359000,504385.0,2.0,,,,,,,,,,
124,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000000,2021-10-19 16:14:38.000000,2021-08-11 18:59:22.000000,274.0,14.0,250.0,4086.0,2021-04-22 17:03:25.000000,1.5.0,51.0,75.0,28,True,683.0,,dataset,,86768.0,3137.0,2109.0,https://pypi.org/project/dataset,2021-04-22 17:03:25.000000,1028.0,86768.0,,,,3.0,,,,,,,,,,
125,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000000,2021-10-19 15:06:53.000000,2021-10-19 15:06:51.000000,1376.0,26.0,3334.0,3711.0,2021-09-30 22:51:00.000000,1.42.3,100.0,317.0,28,True,,conda-forge/google-cloud-storage,google-cloud-storage,,18221.0,2108.0,,https://pypi.org/project/google-cloud-storage,2021-09-30 22:51:00.000000,2108.0,,https://anaconda.org/conda-forge/google-cloud-storage,2021-10-06 15:14:30.131000,947539.0,3.0,,-8.0,,,,,,,,
126,textract,deanmalmgren/textract,extract text from any document. no muss. no fuss.,,data-loading,https://github.com/deanmalmgren/textract,https://github.com/deanmalmgren/textract,MIT,2014-07-03 20:36:59.000000,2021-10-18 14:05:28.000000,2021-08-21 17:07:52.000000,458.0,82.0,126.0,3122.0,2021-08-21 17:09:22.000000,1.6.4,16.0,39.0,28,True,579.0,conda-forge/textract,textract,,76722.0,192.0,,https://pypi.org/project/textract,2021-08-21 17:07:16.000000,192.0,76514.0,https://anaconda.org/conda-forge/textract,2021-08-22 03:37:29.204000,12737.0,2.0,,,,,,,,,,
127,phonenumbers,daviddrysdale/python-phonenumbers,Python port of Google's libphonenumber.,,text,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-10-14 11:56:29.000000,2021-10-14 11:55:07.000000,362.0,4.0,126.0,2856.0,2021-10-14 09:20:59.000000,8.12.35,186.0,25.0,28,True,,conda-forge/phonenumbers,phonenumbers,,2258636.0,2280.0,,https://pypi.org/project/phonenumbers,2021-10-14 09:20:59.000000,2280.0,2251039.0,https://anaconda.org/conda-forge/phonenumbers,2021-10-14 11:19:55.243000,486217.0,2.0,,,,,,,,,,
128,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-3-Clause,2013-01-04 01:07:06.000000,2021-10-16 23:14:28.000000,2021-10-12 06:20:41.000000,542.0,9.0,729.0,2702.0,2021-08-10 11:44:13.000000,3.0.1,148.0,45.0,28,True,,conda-forge/xlsxwriter,xlsxwriter,,26696.0,46572.0,40388.0,https://pypi.org/project/xlsxwriter,2021-08-10 11:44:13.000000,6184.0,,https://anaconda.org/conda-forge/xlsxwriter,2021-08-11 02:08:02.641000,1414923.0,3.0,,,,,,,,,,
129,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000000,2021-07-31 05:54:17.000000,2017-09-02 04:38:47.000000,226.0,32.0,41.0,2480.0,2015-08-25 16:13:43.000000,0.5.1,17.0,64.0,28,False,372.0,conda-forge/clint,clint,99.0,131941.0,5568.0,3326.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000000,2242.0,131332.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782000,39548.0,3.0,,,,,,,,,,
130,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000000,2021-10-20 15:49:13.000000,2021-10-20 07:34:39.000000,347.0,14.0,260.0,1972.0,2021-01-01 13:12:02.000000,2.0.3,32.0,68.0,28,True,,conda-forge/mysqlclient,mysqlclient,5187.0,3362140.0,13536.0,,https://pypi.org/project/mysqlclient,2021-10-19 09:03:18.000000,13536.0,3358802.0,https://anaconda.org/conda-forge/mysqlclient,2021-01-04 18:11:27.841000,117131.0,3.0,,,,,,,,,,
131,python-dependency-injector,ets-labs/python-dependency-injector,Dependency injection framework for Python.,,utilities,https://github.com/ets-labs/python-dependency-injector,https://github.com/ets-labs/python-dependency-injector,BSD-3-Clause,2015-01-04 13:23:05.000000,2021-10-20 16:10:05.000000,2021-09-28 18:59:28.000000,110.0,42.0,314.0,1641.0,2021-09-28 20:16:59.000000,4.36.2,282.0,22.0,28,True,1907.0,,dependency-injector,,376995.0,656.0,646.0,https://pypi.org/project/dependency-injector,2021-09-28 20:16:59.000000,10.0,376995.0,,,,2.0,,,,,,,,,,
132,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000000,2021-10-21 14:39:06.000000,2021-10-21 14:39:05.000000,291.0,592.0,1028.0,1614.0,2021-10-06 17:33:40.000000,2.0.0,25.0,84.0,28,True,1600.0,conda-forge/ibis-framework,ibis-framework,,186657.0,48.0,,https://pypi.org/project/ibis-framework,2021-10-06 17:33:40.000000,48.0,183510.0,https://anaconda.org/conda-forge/ibis-framework,2021-10-07 01:26:47.970000,207710.0,3.0,,,,,,,,,,
133,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000000,2021-10-06 06:41:48.000000,2020-10-20 23:43:16.000000,93.0,30.0,54.0,1257.0,2018-01-03 17:03:36.000000,1.6.1,10.0,16.0,28,True,177.0,conda-forge/blessings,blessings,,1781232.0,8470.0,5994.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000000,2476.0,1778522.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643000,143680.0,3.0,,,,,,,,,,
134,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000000,2021-08-08 04:29:19.000000,2021-01-28 08:29:20.000000,76.0,43.0,54.0,798.0,2020-05-11 08:18:45.000000,1.4.4,8.0,33.0,28,True,220.0,conda-forge/appdirs,appdirs,,59514.0,164821.0,139235.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000000,25586.0,,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692000,3987483.0,2.0,,,,,,,,,,
135,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000000,2021-10-15 17:32:06.000000,2021-09-29 19:46:42.000000,276.0,18.0,205.0,635.0,2021-09-29 20:35:45.000000,.0.11.3.1,35.0,159.0,28,True,932.0,conda-forge/holidays,holidays,161.0,2749611.0,558.0,,https://pypi.org/project/holidays,2021-09-29 21:01:31.000000,558.0,2722079.0,https://anaconda.org/conda-forge/holidays,2021-09-29 23:52:22.757000,908549.0,3.0,,,,,,,,,,
136,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000000,2021-10-19 00:41:03.000000,2021-10-19 00:41:03.000000,320.0,33.0,117.0,598.0,2020-04-17 20:27:24.000000,3.9.0,35.0,64.0,28,True,479.0,conda-forge/pysolr,pysolr,,123538.0,4910.0,2412.0,https://pypi.org/project/pysolr,2021-10-19 00:38:41.000000,2498.0,123239.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562000,16752.0,3.0,,,,,,,,,,
137,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000000,2021-10-09 11:11:46.000000,2020-01-09 23:00:40.000000,46.0,6.0,65.0,218.0,2019-07-15 09:33:00.000000,3.3.0,24.0,18.0,28,False,126.0,conda-forge/futures,futures,,23252787.0,43110.0,28228.0,https://pypi.org/project/futures,2021-10-09 11:11:46.000000,14882.0,23233843.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065000,1174556.0,3.0,,,,,,,,,,
138,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000000,2021-10-13 14:22:49.000000,2020-03-21 18:06:04.000000,82.0,43.0,62.0,188.0,2019-11-16 17:27:13.000000,0.4.8,34.0,16.0,28,False,970.0,conda-forge/pyasn1,pyasn1,,77980.0,180988.0,152694.0,https://pypi.org/project/pyasn1,2019-11-16 17:27:13.000000,28294.0,,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143000,4834766.0,3.0,,,,,,,,,,
139,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000000,2021-07-31 13:08:39.000000,2021-07-31 13:08:39.000000,60.0,17.0,16.0,149.0,2020-12-28 15:17:57.000000,0.7.0,10.0,15.0,28,True,139.0,conda-forge/ptyprocess,ptyprocess,,28316129.0,25422.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000000,25422.0,28231060.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227000,5614560.0,3.0,,,,,,,,,,
140,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,MIT,2014-10-18 08:28:33.000000,2021-10-21 13:47:39.000000,2021-10-21 09:26:48.000000,19.0,3.0,32.0,65.0,2021-07-05 12:15:12.000000,2.3.6,12.0,13.0,28,False,430.0,conda-forge/pathlib2,pathlib2,,5302887.0,48444.0,40622.0,https://pypi.org/project/pathlib2,2021-07-05 12:15:12.000000,7822.0,5273692.0,https://anaconda.org/conda-forge/pathlib2,2021-07-05 20:03:02.659000,1839332.0,3.0,,,jazzband/pathlib2,,,,,,,
141,snorkel,snorkel-team/snorkel,A system for quickly generating training data with weak supervision.,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2021-10-14 08:38:38.000000,2021-10-13 22:40:49.000000,779.0,28.0,932.0,4882.0,2021-03-09 21:51:40.000000,0.9.7,19.0,71.0,27,True,2664.0,conda-forge/snorkel,snorkel,699.0,63398.0,127.0,119.0,https://pypi.org/project/snorkel,2021-03-09 21:39:08.000000,8.0,62544.0,https://anaconda.org/conda-forge/snorkel,2021-04-30 15:16:48.270000,22740.0,2.0,,,,,,,,,,
142,PDFMiner,euske/pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,,data-loading,https://github.com/euske/pdfminer,https://github.com/euske/pdfminer,MIT,2010-12-12 12:50:22.000000,2021-02-16 14:43:27.000000,2020-01-18 07:00:32.000000,1043.0,226.0,40.0,4674.0,,,24.0,28.0,27,False,540.0,conda-forge/pdfminer,pdfminer,,147024.0,4040.0,2574.0,https://pypi.org/project/pdfminer,2019-11-25 12:02:21.000000,1466.0,146713.0,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804000,19341.0,2.0,,,,,,,,,,
143,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000000,2021-10-19 21:09:50.000000,2021-10-19 20:35:42.000000,463.0,137.0,301.0,4620.0,2020-08-17 18:18:21.000000,0.14.0,36.0,38.0,27,True,257.0,,eel,,43874.0,2703.0,2633.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000000,70.0,43874.0,,,,2.0,,,,,,,,,,
144,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000000,2021-10-12 20:35:53.000000,2021-10-04 15:34:02.000000,461.0,7.0,379.0,3980.0,2021-10-04 15:39:13.000000,0.8.10,44.0,69.0,27,True,913.0,conda-forge/transitions,transitions,,1705.0,2150.0,1798.0,https://pypi.org/project/transitions,2021-10-04 15:32:32.000000,352.0,,https://anaconda.org/conda-forge/transitions,2021-10-04 20:08:49.407000,47763.0,1.0,,,,,,,,,,
145,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000000,2021-10-20 12:35:21.000000,2021-10-04 13:31:42.000000,178.0,57.0,125.0,3325.0,2021-07-12 09:36:20.000000,8.0.1,46.0,68.0,27,True,437.0,conda-forge/tenacity,tenacity,,22324.0,792.0,,https://pypi.org/project/tenacity,2021-07-12 09:36:20.000000,792.0,,https://anaconda.org/conda-forge/tenacity,2021-07-12 11:46:30.889000,1183212.0,2.0,,,,,,,,,,
146,pandas-datareader,pydata/pandas-datareader,Extract data from a wide range of Internet sources into a pandas DataFrame.,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000000,2021-09-25 20:50:11.000000,2021-08-07 12:53:30.000000,539.0,88.0,391.0,2137.0,2021-07-13 12:38:57.000000,0.10.0,22.0,83.0,27,True,,conda-forge/pandas-datareader,pandas-datareader,,285021.0,1406.0,,https://pypi.org/project/pandas-datareader,2021-07-13 12:38:57.000000,1406.0,282287.0,https://anaconda.org/conda-forge/pandas-datareader,2021-07-14 09:19:08.289000,147666.0,2.0,,,,,,,,,,
147,addict,mewwts/addict,The Python Dict that's better than heroin.,,data-structures,https://github.com/mewwts/addict,https://github.com/mewwts/addict,MIT,2014-12-10 06:55:25.000000,2021-05-01 03:29:59.000000,2021-01-05 07:16:38.000000,126.0,10.0,63.0,2115.0,2020-11-21 16:21:29.000000,2.4.0,31.0,31.0,27,True,229.0,conda-forge/addict,addict,16.0,808264.0,2308.0,1938.0,https://pypi.org/project/addict,2020-11-21 16:21:29.000000,370.0,804761.0,https://anaconda.org/conda-forge/addict,2021-03-31 23:37:39.692000,220705.0,2.0,,,,,,,,,,
