,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,new_addition,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
295,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000,2022-03-02 20:40:17.000,2021-11-18 16:33:36,85.0,,54,17.0,26.0,37.0,29.0,687,2021-11-18 16:35:33.000,1.3,16.0,6.0,18,True,csvs-to-sqlite,,,,2880.0,5.0,,https://pypi.org/project/csvs-to-sqlite,2021-11-18 16:36:40.000,5.0,2880.0,,,,,,,,3.0,,,,,,,,,,,,
296,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000,2022-02-10 11:36:52.000,2022-02-01 11:49:27,523.0,1.0,9,4.0,100.0,13.0,82.0,149,2021-12-23 15:22:44.000,2.8.0,114.0,8.0,18,True,typical,conda-forge/typical,,,6340.0,3.0,,https://pypi.org/project/typical,2021-12-23 15:22:44.000,3.0,5845.0,https://anaconda.org/conda-forge/typical,2021-12-23 18:09:55.692,5453.0,,,,,3.0,,,,,,,,,,,,
297,rtoml,samuelcolvin/rtoml,A better TOML library for python implemented in rust.,,serialization,https://github.com/samuelcolvin/rtoml,https://github.com/samuelcolvin/rtoml,MIT,2020-01-07 22:30:25.000,2022-03-23 03:40:18.000,2022-03-22 10:13:03,55.0,1.0,18,3.0,29.0,5.0,4.0,138,2021-12-05 11:02:51.000,0.7.1,11.0,9.0,18,True,rtoml,,,,9129.0,45.0,34.0,https://pypi.org/project/rtoml,2021-12-05 11:02:51.000,11.0,9129.0,,,,,,,,3.0,,,,,,,,,,,,
298,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000,2022-03-26 19:33:44.000,2022-03-26 19:33:44,213.0,27.0,9,2.0,19.0,13.0,12.0,86,2022-02-15 06:59:08.000,1.9.2,28.0,7.0,18,False,cleverdict,,,,1209.0,19.0,16.0,https://pypi.org/project/cleverdict,2022-02-15 06:59:08.000,3.0,1209.0,,,,,,,,3.0,,,,,,,,,,,,
299,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000,2019-02-12 13:08:18.000,2016-10-11 00:37:04,34.0,,275,86.0,15.0,26.0,5.0,1315,2012-07-24 09:27:02.000,0.1.0,1.0,9.0,17,False,wssh,,,,86.0,15.0,10.0,https://pypi.org/project/wssh,2012-07-24 09:27:02.000,5.0,86.0,,,,,,,,3.0,,,,,,,,,,,,
300,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000,2021-09-18 11:33:53.000,2021-08-11 18:33:11,106029.0,,59,35.0,39.0,11.0,255.0,814,,,,998.0,17,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
301,psycopg3,psycopg/psycopg,New generation PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg,https://github.com/psycopg/psycopg,LGPL-3.0,2020-03-15 04:15:53.000,2022-04-21 09:53:10.000,2022-04-12 22:22:04,1974.0,119.0,61,28.0,101.0,26.0,122.0,649,,,,21.0,17,True,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
302,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2022-04-12 10:23:30.000,2022-03-14 12:56:22,280.0,21.0,18,7.0,25.0,15.0,20.0,497,2020-09-13 06:06:09.000,0.2.3,25.0,12.0,17,True,pugsql,,,,2666.0,1.0,,https://pypi.org/project/pugsql,2022-03-13 23:32:45.000,1.0,2666.0,,,,,,,,3.0,,,,,,,,,,,,
303,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000,2019-02-13 18:15:09.000,2018-10-12 11:40:26,216.0,,24,18.0,9.0,7.0,6.0,633,2018-09-18 21:25:30.000,1.0.19,19.0,6.0,16,False,lazydata,,,,22.0,11.0,9.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000,2.0,22.0,,,,,,,,3.0,,,,,,,,,,,,
304,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2022-03-22 07:33:17.000,2022-03-22 07:33:08,373.0,1.0,11,10.0,34.0,3.0,20.0,207,2021-03-10 16:40:20.000,1.2.1,23.0,7.0,16,True,validr,,,,7544.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000,4.0,7544.0,,,,,,,,3.0,,,,,,,,,,,,
305,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000,2022-04-19 08:41:41.000,2018-01-15 02:44:36,5.0,,11,,5.0,1.0,,57,2018-01-15 02:19:08.000,0.1.1,1.0,1.0,16,False,millify,,,,41689.0,198.0,193.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000,5.0,41689.0,,,,,,,,3.0,,,,,,,,,,,,
306,asyncer,tiangolo/asyncer,"Asyncer, async and await, focused on developer experience.",,async,https://github.com/tiangolo/asyncer,https://github.com/tiangolo/asyncer,MIT,2022-01-04 21:14:39.000,2022-04-16 08:24:51.000,2022-04-16 08:24:50,38.0,4.0,22,11.0,20.0,3.0,2.0,606,2022-01-04 21:45:45.000,0.0.1,1.0,7.0,15,True,asyncer,conda-forge/asyncer,,,22218.0,,,https://pypi.org/project/asyncer,2022-01-04 21:45:45.000,,22175.0,https://anaconda.org/conda-forge/asyncer,2022-01-10 21:56:44.672,131.0,,,,,3.0,2.0,,,,,,,,,,,
307,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09,221.0,,24,11.0,3.0,6.0,1.0,693,2018-11-22 02:36:13.000,0.0.78,57.0,2.0,14,False,supersqlite,,,,61.0,10.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000,1.0,61.0,,,,,,,,3.0,,,,,,,,,,,,
308,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000,2022-03-10 15:51:40.000,2022-03-10 15:51:06,1490.0,1.0,31,27.0,10.0,3.0,15.0,329,,,,12.0,11,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
309,dataklasses,dabeaz/dataklasses,A different spin on dataclasses.,,data-validation,https://github.com/dabeaz/dataklasses,https://github.com/dabeaz/dataklasses,,2021-12-19 23:40:48.000,2022-01-07 12:58:17.000,2022-01-07 12:58:15,17.0,,24,18.0,5.0,1.0,2.0,709,,,,3.0,5,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,
