,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,new_addition,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
249,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2022-04-08 10:11:22.301,2022-03-22 08:22:49,101.0,5.0,18,5.0,23.0,6.0,3.0,109,2022-03-22 08:33:31.000,2.0.7,21.0,8.0,25,True,catalogue,conda-forge/catalogue,,,3488286.0,14484.0,14436.0,https://pypi.org/project/catalogue,2022-03-22 08:30:26.000,48.0,3470053.0,https://anaconda.org/conda-forge/catalogue,2022-04-08 10:11:22.301,528774.0,,,,,3.0,,,,,,,,,,,,
250,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard librarys contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2022-04-04 17:37:17.000,2022-03-24 15:54:18,171.0,2.0,10,4.0,26.0,5.0,21.0,34,2021-06-27 06:54:20.000,21.6.0,14.0,15.0,25,False,contextlib2,conda-forge/contextlib2,,,11678519.0,49813.0,47120.0,https://pypi.org/project/contextlib2,2021-06-27 06:54:20.000,2693.0,11665726.0,https://anaconda.org/conda-forge/contextlib2,2021-06-28 02:52:34.203,946702.0,,,,,3.0,,,,,,,,,,,,
251,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2021-12-15 15:25:21.835,2019-09-25 12:17:08,113.0,,137,39.0,21.0,17.0,11.0,1486,2021-12-15 15:25:21.835,1.5.4,6.0,14.0,24,False,commonregex,,,,467938.0,98.0,76.0,https://pypi.org/project/commonregex,2021-12-15 15:25:21.835,22.0,467938.0,,,,,,,,3.0,,,,,,,,,,,,
252,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2021-05-16 16:25:40.000,2021-05-16 16:12:48,56.0,,144,41.0,10.0,,12.0,1005,2021-05-16 16:25:40.000,1.0.1,9.0,9.0,24,True,pluginbase,conda-forge/pluginbase,,,466603.0,1382.0,1219.0,https://pypi.org/project/pluginbase,2021-05-16 16:25:40.000,163.0,462340.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,217455.0,,,,,3.0,,,,,,,,,,,,
253,Singer,singer-io/getting-started,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000,2022-03-16 19:49:58.000,2021-04-29 14:20:17,188.0,,133,44.0,53.0,20.0,18.0,955,2021-03-22 20:41:58.000,5.12.1,105.0,26.0,24,True,singer-python,,,,166126.0,346.0,,https://pypi.org/project/singer-python,2021-09-08 17:37:08.000,346.0,166126.0,,,,,,,,3.0,,,,,,,,,,,,
254,rows,turicas/rows,"A common, beautiful interface to tabular data, no matter the format.",,data-loading,https://github.com/turicas/rows,https://github.com/turicas/rows,LGPL-3.0,2014-05-07 05:43:11.000,2022-04-21 00:35:48.000,2022-02-12 20:38:42,907.0,22.0,138,58.0,73.0,165.0,149.0,790,2019-02-14 21:20:15.000,0.4.1,10.0,30.0,24,True,rows,,,38.0,1685.0,167.0,138.0,https://pypi.org/project/rows,2019-02-14 21:12:03.000,29.0,1685.0,,,,,,,,3.0,,,,,,,,,,,,
255,python-email-validator,JoshData/python-email-validator,A robust email syntax and deliverability validation library for Python 2.7/3.4+.,,data-validation,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,CC0-1.0,2015-04-20 02:46:34.000,2022-01-14 15:43:19.000,2021-11-17 14:09:00,81.0,,66,27.0,29.0,9.0,38.0,553,2021-06-12 11:02:31.000,1.1.3,15.0,14.0,24,False,email-validator,conda-forge/email-validator,,,4933630.0,257.0,,https://pypi.org/project/email-validator,2021-06-12 11:02:31.000,257.0,4932260.0,https://anaconda.org/conda-forge/email-validator,2021-06-13 14:12:22.487,28777.0,,,,,3.0,,,,,,,,,,,,
256,messytables,okfn/messytables,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000,2021-12-13 19:46:22.000,2019-11-13 07:35:33,601.0,,102,42.0,108.0,34.0,55.0,380,2017-02-09 12:37:47.000,0.15.2,26.0,44.0,24,False,messytables,,,,15107.0,349.0,225.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000,124.0,15107.0,,,,,,,,3.0,,,,,,,,,,,,
257,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2022-04-10 17:51:35.000,2021-10-25 15:19:53,63.0,,21,10.0,39.0,15.0,30.0,253,2021-06-07 16:12:08.000,0.7.1,10.0,13.0,24,True,typing_inspect,conda-forge/typing_inspect,,,15409158.0,157.0,,https://pypi.org/project/typing_inspect,2021-06-07 16:12:08.000,157.0,15387926.0,https://anaconda.org/conda-forge/typing_inspect,2021-06-09 22:29:55.801,764386.0,,,,,3.0,,,,,,,,,,,,
258,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2021-07-31 05:54:17.000,2017-09-02 04:38:47,372.0,,15,3.0,111.0,50.0,42.0,70,2015-08-25 16:13:43.000,0.5.1,17.0,64.0,24,False,clint,conda-forge/clint,,102.0,139725.0,4907.0,3594.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,1313.0,139130.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,42215.0,,,,,3.0,,,,,,,,,,,,
259,openpyxl,,A Python library to read/write Excel 2010 xlsx/xlsm files.,,others,,https://openpyxl.readthedocs.io,MIT,2015-11-03 00:22:17.154,2021-10-05 11:52:53.531,,,,0,,,234.0,1573.0,36,2021-09-22 12:55:01.000,3.0.9,99.0,,24,False,openpyxl,openpyxl,,,26207475.0,6460.0,,https://pypi.org/project/openpyxl,2021-09-22 12:55:01.000,6437.0,26206530.0,https://anaconda.org/anaconda/openpyxl,2021-10-05 11:52:53.531,71632.0,,,,,3.0,,,23.0,,,https://foss.heptapod.net/api/graphql::openpyxl/openpyxl,openpyxl/openpyxl-ci,https://openpyxl.readthedocs.io/en/stable/,https://foss.heptapod.net/openpyxl/openpyxl,https://hub.docker.com/r/openpyxl/openpyxl-ci,2018-09-13 18:04:17.646261,1197.0
260,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2021-07-12 12:01:58.000,2020-03-03 22:30:21,885.0,,165,102.0,30.0,18.0,58.0,3162,,,4.0,19.0,23,False,macropy3,,,,5986.0,518.0,488.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,30.0,5986.0,,,,,,,,3.0,,,,,,,,,,,,
261,camelot,camelot-dev/camelot,A Python library to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/camelot,https://github.com/camelot-dev/camelot,MIT,2019-07-01 13:39:33.000,2022-03-17 19:57:09.000,2021-07-11 18:07:18,592.0,,284,34.0,75.0,130.0,90.0,1503,2011-12-30 16:40:09.000,11.12.30,16.0,38.0,23,True,camelot,,,,4501.0,9.0,,https://pypi.org/project/camelot,2021-12-15 14:24:33.385,9.0,4501.0,,,,,,,,3.0,,,,,,,,,,,,
262,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2021-12-26 18:29:51.000,2021-12-26 18:29:51,644.0,,68,14.0,97.0,33.0,80.0,714,2020-10-31 17:19:13.000,6.1.0,32.0,17.0,23,True,mss,conda-forge/python-mss,,,270882.0,212.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,212.0,270306.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,12674.0,,,,,3.0,,,,,,,,,,,,
263,prisma,RobertCraigie/prisma-client-py,Prisma Client Python is an auto-generated and fully type-safe database client built for autocomplete.,,db-clients,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28.000,2022-04-18 00:30:00.000,2022-04-18 00:10:09,554.0,96.0,22,8.0,150.0,104.0,96.0,574,2022-04-04 23:32:54.000,0.6.4,21.0,9.0,23,True,prisma,,,,2166.0,36.0,35.0,https://pypi.org/project/prisma,2022-04-04 23:31:28.000,1.0,2166.0,,,,,,,,3.0,,,,,,,,,,,,
264,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2022-01-11 09:35:44.000,2015-02-14 18:30:08,49.0,,38,15.0,12.0,7.0,10.0,500,2009-03-29 15:28:56.000,0.2.1,3.0,6.0,23,False,unipath,,,,64407.0,9084.0,7038.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,2046.0,64407.0,,,,,,,,3.0,,,,,,,,,,,,
265,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2021-06-24 18:23:10.000,2019-02-06 21:53:36,36.0,,111,6.0,20.0,25.0,18.0,495,2018-12-17 18:55:49.000,2.2.1,11.0,8.0,23,False,ratelimit,conda-forge/ratelimit,,,1783706.0,1678.0,1517.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,161.0,1783482.0,https://anaconda.org/conda-forge/ratelimit,2021-01-20 00:15:09.937,3372.0,,,,,3.0,,,,,,,,,,,,
266,cachier,shaypal5/cachier,"Persistent, stale-free, local and cross-machine caching for Python functions.",,caching,https://github.com/shaypal5/cachier,https://github.com/shaypal5/cachier,MIT,2016-08-24 13:34:12.000,2022-01-16 12:12:15.000,2022-01-16 12:12:11,218.0,,45,5.0,37.0,20.0,30.0,399,2021-11-25 15:39:45.000,1.5.4,48.0,14.0,23,True,cachier,,,,10573.0,269.0,248.0,https://pypi.org/project/cachier,2021-11-25 12:18:36.000,21.0,10573.0,,,,,,,,3.0,,,,,,,,,,,,
267,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2022-02-24 22:31:30.000,2020-10-16 22:20:10,123.0,,62,34.0,71.0,4.0,,341,2020-04-30 18:52:35.000,0.4.3,7.0,18.0,23,False,pymodm,conda-forge/pymodm,,,194406.0,572.0,489.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,83.0,194293.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,2949.0,,,,,3.0,,,,,,,,,,,,
268,pyhdb,SAP-archive/PyHDB,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2021-05-04 17:33:58.000,2021-05-04 17:33:54,158.0,,132,53.0,60.0,,90.0,295,2018-02-16 12:44:36.000,0.3.4,8.0,10.0,23,True,pyhdb,,,84.0,382264.0,144.0,125.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,19.0,382263.0,,,,,,,,3.0,,,,,,,,,,,,
269,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000,2022-04-05 11:40:39.000,2022-04-05 11:37:45,750.0,26.0,17,12.0,122.0,5.0,10.0,253,2022-04-05 11:40:39.000,15.8.0,185.0,13.0,23,True,aiomisc,,,,10258.0,205.0,177.0,https://pypi.org/project/aiomisc,2022-04-05 11:40:39.000,28.0,10258.0,,,,,,,,3.0,,,,,,,,,,,,
270,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2022-03-29 22:05:25.000,2022-03-29 22:05:25,133.0,1.0,124,63.0,19.0,25.0,15.0,3423,2019-11-07 15:54:35.000,0.3.0,11.0,10.0,22,True,pampy,,,,38020.0,269.0,243.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000,26.0,38020.0,,,,,,,,3.0,,,,,,,,,,,,
271,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000,2021-09-27 22:15:44.669,2021-03-23 16:42:22,285.0,,95,34.0,24.0,27.0,10.0,1311,2020-04-10 22:23:01.000,0.15.3,14.0,10.0,22,False,pinject,conda-forge/pinject,,,43098.0,117.0,98.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000,19.0,43054.0,https://anaconda.org/conda-forge/pinject,2021-09-27 22:15:44.669,313.0,,,,,3.0,,,,,,,,,,,,
272,img2dataset,rom1504/img2dataset,"Easily turn large sets of image urls to an image dataset. Can download, resize and package 100M urls in 20h on one..",,data-loading,https://github.com/rom1504/img2dataset,https://github.com/rom1504/img2dataset,MIT,2021-08-11 20:20:15.000,2022-04-04 22:36:19.000,2022-04-04 22:32:47,209.0,76.0,36,9.0,64.0,36.0,62.0,536,2022-04-04 22:36:19.000,1.28.0,68.0,5.0,22,True,img2dataset,,,126.0,1954.0,5.0,4.0,https://pypi.org/project/img2dataset,2022-04-04 22:36:19.000,1.0,1939.0,,,,,,,,3.0,,,,,,,,,,,,
273,deepdish,uchicago-cs/deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago.,,data-loading,https://github.com/uchicago-cs/deepdish,https://github.com/uchicago-cs/deepdish,BSD-3-Clause,2014-08-27 18:10:26.000,2021-09-24 13:49:09.813,2021-09-23 16:12:06,380.0,,53,19.0,12.0,15.0,24.0,237,2021-09-24 05:07:55.000,0.3.7,17.0,10.0,22,True,deepdish,conda-forge/deepdish,,,23867.0,660.0,580.0,https://pypi.org/project/deepdish,2021-09-24 05:07:55.000,80.0,22864.0,https://anaconda.org/conda-forge/deepdish,2021-09-24 13:49:09.813,65214.0,,,,,3.0,,,,,,,,,,,,
274,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000,2020-11-28 22:30:58.000,2020-11-28 22:30:53,264.0,,19,6.0,16.0,12.0,25.0,100,2020-10-10 13:13:32.000,0.6.0,30.0,4.0,22,False,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,51.0,95883.0,1759.0,1576.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000,183.0,95531.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660,19042.0,,,,,3.0,,,,,,,,,,,,
275,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000,2022-01-18 09:01:43.000,2017-11-22 02:08:58,331.0,,657,404.0,276.0,81.0,77.0,10466,2018-07-24 16:42:00.000,0.3.0,9.0,30.0,21,False,grumpy-tools,,,,23.0,1.0,,https://pypi.org/project/grumpy-tools,2018-07-24 16:42:00.000,1.0,23.0,,,,,,,,3.0,,,,,,,,,,,,
276,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2021-03-31 19:40:59.000,2021-03-31 19:40:59,210.0,,81,44.0,33.0,17.0,11.0,1639,2016-02-06 21:56:46.000,0.6.5,27.0,20.0,21,False,bashplotlib,,,,4067.0,176.0,146.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,30.0,4067.0,,,,,,,,3.0,,,,,,,,,,,,
277,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2021-08-02 12:32:38.000,2017-03-31 14:41:30,233.0,,111,50.0,49.0,32.0,21.0,1220,2017-03-31 14:41:57.000,0.5.3,35.0,24.0,21,False,db.py,,,,733.0,27.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,27.0,733.0,,,,,,,,3.0,,,,,,,,,,,,
278,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25,96.0,,41,11.0,20.0,18.0,11.0,465,2015-06-05 06:31:13.000,1.6.5,26.0,11.0,21,False,awesome-slugify,conda-forge/awesome-slugify,,,58894.0,4184.0,3002.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,1182.0,58087.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,58134.0,,,,,3.0,,,,,,,,,,,,
279,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2022-03-25 08:46:30.000,2018-03-07 14:51:59,89.0,,23,50.0,14.0,7.0,11.0,252,2015-12-20 08:56:50.000,0.4.2,8.0,7.0,21,False,valideer,conda-forge/valideer,,,18243.0,76.0,59.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,17.0,17999.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,17591.0,,,,,3.0,,,,,,,,,,,,
280,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000,2021-12-05 17:44:33.000,2021-12-05 17:44:33,2173.0,,12,12.0,5.0,11.0,43.0,257,2021-01-04 03:43:58.000,0.11.1,17.0,7.0,20,True,datatest,,,,5773.0,69.0,66.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000,3.0,5773.0,,,,,,,,3.0,,,,,,,,,,,,
281,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2021-11-16 15:05:15.000,2021-11-16 15:02:24,337.0,,31,9.0,25.0,7.0,14.0,245,2021-11-16 15:05:08.000,2.1.1,30.0,11.0,20,True,queries,,,,2517.0,134.0,107.0,https://pypi.org/project/queries,2021-11-16 15:05:08.000,27.0,2517.0,,,,,,,,3.0,,,,,,,,,,,,
282,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2021-02-22 07:12:02.000,2020-11-25 09:45:42,96.0,,37,13.0,28.0,19.0,8.0,227,2020-11-25 09:35:49.000,0.3.4,12.0,12.0,20,False,price-parser,,,,61903.0,148.0,146.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,2.0,61903.0,,,,,,,,3.0,,,,,,,,,,,,
283,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2021-09-21 15:42:49.000,2021-09-21 15:42:45,261.0,,36,9.0,33.0,6.0,35.0,136,2020-07-27 18:27:16.000,0.8.0,23.0,18.0,20,True,filedepot,,,,5236.0,551.0,500.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,51.0,5236.0,,,,,,,,3.0,,,,,,,,,,,,
284,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26,32.0,,15,3.0,9.0,4.0,13.0,94,2018-02-09 00:32:14.000,1.1.2,4.0,6.0,20,False,stopit,conda-forge/stopit,,,120546.0,1207.0,1098.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,109.0,116406.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,211156.0,,,,,3.0,,,,,,,,,,,,
285,borb,jorisschellekens/borb,"borb is a library for reading, creating and manipulating PDF files in python.",,data-loading,https://github.com/jorisschellekens/borb,https://github.com/jorisschellekens/borb,,2020-11-07 14:04:37.000,2022-04-17 21:28:56.816,2022-04-16 09:08:46,59.0,9.0,87,28.0,2.0,4.0,88.0,2585,2022-04-16 09:11:42.000,2.0.24,39.0,1.0,19,False,ptext-joris-schellekens,conda-forge/borb,,,441.0,49.0,49.0,https://pypi.org/project/ptext-joris-schellekens,2021-07-20 11:34:32.000,,,https://anaconda.org/conda-forge/borb,2022-04-17 21:28:56.816,3535.0,,,,,3.0,,,,,,,,,,,,
286,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2021-09-07 23:52:51.000,2020-02-09 19:26:00,103.0,,120,60.0,3.0,,40.0,1456,2016-09-11 02:13:18.000,1.2,3.0,4.0,19,False,pypattyrn,,,,5199.0,28.0,25.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,3.0,5199.0,,,,,,,,3.0,,,,,,,,,,,,
287,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000,2022-01-06 18:01:09.000,2020-09-07 18:32:58,236.0,,172,41.0,48.0,73.0,38.0,1116,2020-07-17 16:16:44.000,0.4.3,9.0,11.0,19,False,excalibur-py,,,8684.0,883.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000,,677.0,,,,,,,,3.0,,,,,,,,,,,,
288,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000,2022-02-06 23:08:33.000,2022-02-06 23:08:33,62.0,2.0,47,18.0,19.0,6.0,22.0,724,2021-10-21 00:46:56.000,1.4.0,9.0,11.0,19,True,unsync,conda-forge/unsync,,,7322.0,119.0,111.0,https://pypi.org/project/unsync,2021-10-21 00:46:56.000,8.0,7135.0,https://anaconda.org/conda-forge/unsync,2021-03-29 12:28:26.333,4125.0,,,,,3.0,,,,,,,,,,,,
289,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000,2022-04-12 18:45:16.000,2022-04-12 18:28:40,331.0,4.0,49,19.0,108.0,53.0,41.0,501,2021-05-12 00:01:27.000,0.3.5,10.0,10.0,19,True,odmantic,,,,11479.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000,,11479.0,,,,,,,,3.0,,,,,,,,,,,,
290,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000,2022-01-05 03:28:15.000,2021-02-17 20:59:41,132.0,,13,4.0,8.0,14.0,5.0,171,2020-12-04 17:53:17.000,0.1.12,14.0,3.0,19,False,gsheetsdb,,,,57394.0,220.0,216.0,https://pypi.org/project/gsheetsdb,2022-01-05 03:28:15.000,4.0,57394.0,,,,,,,,3.0,,,,,,,,,,,,
291,aioprometheus,claws/aioprometheus,A Prometheus Python client library for asyncio-based applications.,,db-clients,https://github.com/claws/aioprometheus,https://github.com/claws/aioprometheus,MIT,2016-06-18 12:53:23.000,2022-03-13 02:28:56.000,2022-03-13 02:25:57,117.0,4.0,14,8.0,53.0,4.0,17.0,113,2022-03-13 02:27:28.000,22.3.0,24.0,11.0,19,True,aioprometheus,,,,18777.0,100.0,90.0,https://pypi.org/project/aioprometheus,2022-03-13 02:27:28.000,10.0,18777.0,,,,,,,,3.0,,,,,,,,,,,,
292,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000,2022-02-03 10:05:19.000,2021-04-02 11:44:23,130.0,,7,5.0,6.0,3.0,5.0,89,2018-08-02 15:41:30.000,1.1.0,6.0,2.0,19,False,coolname,conda-forge/coolname,,,80160.0,381.0,344.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000,37.0,79042.0,https://anaconda.org/conda-forge/coolname,2021-11-07 23:17:43.319,17891.0,,,,,3.0,,,,,,,,,,,,
293,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000,2022-03-02 11:27:15.000,2021-10-13 20:21:59,525.0,,11,8.0,8.0,16.0,2.0,77,2019-03-26 17:03:46.000,0.7.2,4.0,42.0,19,False,docopt-ng,,,,8863.0,78.0,72.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000,6.0,8863.0,,,,,,,,3.0,,,,,,,,,,,,
294,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000,2020-08-13 16:59:05.000,2020-08-02 07:43:02,247.0,,55,33.0,44.0,12.0,56.0,1052,2020-06-21 20:04:58.000,0.12.1,6.0,29.0,18,False,colout,,,,858.0,4.0,4.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000,,858.0,,,,,,,,3.0,,,,,,,,,,,,
