,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
45,xlwings,xlwings/xlwings,xlwings is a BSD-licensed Python library that makes it easy to call Python from Excel and vice versa. It works with..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000000,2021-09-08 18:33:41.000000,2021-09-07 14:05:09.000000,378.0,1030.0,2096.0,2021-08-26 13:51:24.000000,0.24.9,108.0,54.0,323.0,33,True,2219.0,conda-forge/xlwings,xlwings,26118.0,527514.0,19262.0,18158.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000000,1104.0,519725.0,https://anaconda.org/conda-forge/xlwings,2021-08-27 07:37:55.706000,373182.0,1.0,,,,,,,,,,
46,xlrd,python-excel/xlrd,Please use openpyxl where you can...,,data-loading,https://github.com/python-excel/xlrd,https://github.com/python-excel/xlrd,BSD-3-Clause,2012-03-07 04:50:48.000000,2021-08-21 19:45:33.000000,2021-08-21 19:45:33.000000,418.0,,1923.0,2020-12-11 10:14:20.000000,2.0.1,24.0,51.0,3.0,33,True,503.0,conda-forge/xlrd,xlrd,,10296187.0,94348.0,80774.0,https://pypi.org/project/xlrd,2020-12-11 10:14:20.000000,13574.0,10265207.0,https://anaconda.org/conda-forge/xlrd,2021-01-09 20:35:27.639000,1672934.0,1.0,,,,,,,,,,
47,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000000,2021-08-19 20:16:48.000000,2021-08-19 20:16:36.000000,161.0,,1781.0,2021-08-19 20:21:17.000000,2.5.1,38.0,32.0,,33,True,1653.0,conda-forge/motor,motor,,4570393.0,11414.0,9624.0,https://pypi.org/project/motor,2021-08-19 20:14:26.000000,1790.0,4569954.0,https://anaconda.org/conda-forge/motor,2020-11-20 20:00:39.143000,14488.0,2.0,,,,,,,,,,
48,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000000,2021-08-04 23:39:27.000000,2021-03-29 09:48:52.000000,304.0,361.0,1698.0,2021-02-09 14:08:03.000000,3.10.1,35.0,105.0,64.0,33,True,2542.0,conda-forge/pycryptodomex,pycryptodomex,,11802499.0,33159.0,31617.0,https://pypi.org/project/pycryptodomex,2021-02-09 14:08:03.000000,1542.0,11792443.0,https://anaconda.org/conda-forge/pycryptodomex,2021-06-30 04:16:52.000000,452552.0,1.0,,,,,,,,,,
49,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000000,2021-06-29 16:46:51.429000,2021-06-28 16:04:53.000000,117.0,128.0,1586.0,2021-06-28 19:33:04.000000,0.18.0,70.0,57.0,15.0,33,True,635.0,conda-forge/pyrsistent,pyrsistent,,30037114.0,106352.0,102908.0,https://pypi.org/project/pyrsistent,2021-06-28 19:33:04.000000,3444.0,29866288.0,https://anaconda.org/conda-forge/pyrsistent,2021-06-29 16:46:51.429000,5978926.0,1.0,,,,,,,,,,
50,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000000,2021-09-11 07:57:08.687000,2021-09-11 05:29:07.000000,84.0,84.0,603.0,2021-09-11 05:30:14.000000,5.1.0,37.0,24.0,2.0,33,True,368.0,conda-forge/decorator,decorator,,36502313.0,284927.0,238455.0,https://pypi.org/project/decorator,2021-09-11 05:30:14.000000,46472.0,36359718.0,https://anaconda.org/conda-forge/decorator,2021-09-11 07:57:08.687000,8840926.0,2.0,,,,,,,,,,
51,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000000,2021-08-24 09:49:55.000000,2021-06-17 18:03:13.000000,1156.0,142.0,20106.0,2021-01-22 18:12:10.000000,0.4.0,9.0,46.0,106.0,32,True,259.0,conda-forge/fire,fire,,1462394.0,10144.0,8976.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000000,1168.0,1459759.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738000,134411.0,2.0,,,,,,,,,,
52,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000000,2021-08-18 23:50:00.000000,2021-06-26 14:30:47.000000,810.0,241.0,8979.0,2021-04-10 10:48:19.000000,1.1.0,24.0,45.0,110.0,32,True,372.0,conda-forge/schedule,schedule,,1611032.0,15955.0,13759.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000000,2196.0,1610609.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940000,8896.0,2.0,,,,,,,,,,
53,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000000,2021-09-15 22:39:21.000000,2021-09-12 16:26:45.000000,581.0,375.0,7559.0,2021-06-24 15:05:35.000000,1.1.1,59.0,242.0,60.0,32,True,1323.0,conda-forge/arrow,arrow,,11809.0,29255.0,21833.0,https://pypi.org/project/arrow,2021-06-24 15:04:26.000000,7422.0,,https://anaconda.org/conda-forge/arrow,2021-06-24 17:36:08.348000,755795.0,2.0,,,,,,,,,,
54,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000000,2021-09-16 11:04:14.000000,2021-06-04 00:38:31.000000,1123.0,900.0,6984.0,2021-02-26 20:45:53.000000,4.2.2,36.0,155.0,126.0,32,True,2315.0,conda-forge/supervisor,supervisor,,781281.0,10065.0,6281.0,https://pypi.org/project/supervisor,2021-02-26 20:45:53.000000,3784.0,778616.0,https://anaconda.org/conda-forge/supervisor,2021-03-04 19:30:40.641000,170594.0,2.0,,,,,,,,,,
55,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000000,2021-08-28 04:19:08.000000,2021-08-28 04:19:08.000000,1286.0,564.0,6602.0,2021-01-09 11:33:39.000000,1.0.2,35.0,111.0,20.0,32,True,,conda-forge/pymysql,PyMySQL,,12333629.0,111768.0,93342.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000000,18426.0,12325909.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582000,362846.0,2.0,,,,,,,,,,
56,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000000,2021-09-07 04:10:11.000000,2021-08-29 16:15:25.000000,441.0,388.0,5849.0,2021-05-15 03:40:51.000000,1.14.2,35.0,81.0,10.0,32,True,1218.0,conda-forge/sh,sh,,1965329.0,12072.0,7614.0,https://pypi.org/project/sh,2021-05-15 03:40:51.000000,4458.0,1963503.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441000,109587.0,2.0,,,,,,,,,,
57,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000000,2021-09-13 19:36:17.000000,2021-09-13 19:36:17.000000,577.0,953.0,5725.0,2021-07-21 21:51:07.000000,3.13.0,161.0,190.0,129.0,32,True,,conda-forge/marshmallow,marshmallow,,9491625.0,50604.0,32422.0,https://pypi.org/project/marshmallow,2021-07-21 21:51:07.000000,18182.0,9479526.0,https://anaconda.org/conda-forge/marshmallow,2021-07-23 13:43:59.278000,725940.0,2.0,,,,,,,,,,
58,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000000,2021-09-13 21:07:40.000000,2021-09-13 20:07:50.000000,2228.0,868.0,4033.0,2021-08-16 22:04:41.000000,18.20.0,61.0,92.0,96.0,32,True,966.0,conda-forge/kubernetes,kubernetes,,5631931.0,1356.0,,https://pypi.org/project/kubernetes,2021-08-16 22:04:41.000000,1356.0,5625968.0,https://anaconda.org/conda-forge/kubernetes,2021-06-16 20:30:16.954000,250482.0,2.0,,,,,,,,,,
59,google-cloud-storage,googleapis/google-cloud-python,Google Cloud Client Library for Python.,,db-clients,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Apache-2.0,2014-01-28 15:51:47.000000,2021-09-14 07:04:53.000000,2021-09-07 14:58:09.000000,1375.0,3334.0,3682.0,2021-09-08 18:06:22.000000,1.42.1,100.0,317.0,25.0,32,True,,conda-forge/google-cloud-storage,google-cloud-storage,,31299676.0,2108.0,,https://pypi.org/project/google-cloud-storage,2021-09-08 18:06:22.000000,2108.0,31281939.0,https://anaconda.org/conda-forge/google-cloud-storage,2021-08-18 14:30:43.033000,904629.0,2.0,-4.0,,,,,,,,,
60,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000000,2021-09-16 14:04:08.000000,2021-09-13 16:10:12.000000,1051.0,846.0,3389.0,2021-09-01 17:12:29.000000,7.14.1,79.0,179.0,63.0,32,True,,conda-forge/elasticsearch,elasticsearch,669.0,8800960.0,34420.0,23846.0,https://pypi.org/project/elasticsearch,2021-09-09 18:07:45.000000,10574.0,8793879.0,https://anaconda.org/conda-forge/elasticsearch,2021-09-01 19:34:29.892000,442361.0,2.0,,,,,,,,,,
61,python-magic,ahupp/python-magic,A python wrapper for libmagic.,,data-loading,https://github.com/ahupp/python-magic,https://github.com/ahupp/python-magic,MIT,2010-03-31 22:40:33.000000,2021-09-02 23:35:08.000000,2021-09-02 22:19:16.000000,221.0,136.0,1953.0,2021-06-03 13:49:22.000000,0.4.24,24.0,52.0,28.0,32,True,295.0,conda-forge/python-magic,python-magic,,2713316.0,23518.0,18386.0,https://pypi.org/project/python-magic,2021-06-03 13:49:22.000000,5132.0,2711407.0,https://anaconda.org/conda-forge/python-magic,2021-06-08 01:31:24.543000,101201.0,2.0,,,,,,,,,,
62,chardet,chardet/chardet,Python character encoding detector.,,text,https://github.com/chardet/chardet,https://github.com/chardet/chardet,LGPL-2.1,2012-07-26 20:30:54.000000,2021-09-07 21:18:56.000000,2021-09-06 16:41:14.000000,211.0,61.0,1611.0,2020-12-10 19:35:32.000000,4.0.0,12.0,43.0,61.0,32,True,347.0,conda-forge/chardet,chardet,,67777810.0,72714.0,,https://pypi.org/project/chardet,2020-12-10 19:35:32.000000,72714.0,67544898.0,https://anaconda.org/conda-forge/chardet,2021-06-28 23:17:42.798000,12810206.0,1.0,,,,,,,,,,
63,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000000,2021-09-15 05:06:54.000000,2021-09-15 05:06:54.000000,455.0,,1252.0,2021-03-18 20:12:10.000000,3.25.0,71.0,177.0,10.0,32,True,5956.0,conda-forge/cassandra-driver,cassandra-driver,,1431625.0,4233.0,3047.0,https://pypi.org/project/cassandra-driver,2021-03-18 20:12:10.000000,1186.0,1429963.0,https://anaconda.org/conda-forge/cassandra-driver,2021-09-07 06:07:19.529000,88102.0,2.0,,,,,,,,,,
64,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495000,2021-09-15 20:54:12.000000,2021-09-14 19:57:20.000000,106.0,744.0,1066.0,2021-08-30 21:51:20.000000,rel_1_7_1,95.0,134.0,76.0,32,True,1477.0,conda-forge/alembic,alembic,,18591285.0,102604.0,81152.0,https://pypi.org/project/alembic,2021-08-30 21:51:16.000000,21452.0,18575902.0,https://anaconda.org/conda-forge/alembic,2021-08-31 05:33:52.359000,953802.0,2.0,,,,,,,,,,
65,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000000,2021-09-15 22:49:41.000000,2021-09-15 22:49:41.000000,82.0,24.0,130.0,2021-07-15 19:07:01.000000,0.5.0,29.0,29.0,37.0,32,True,510.0,conda-forge/s3transfer,s3transfer,,148072016.0,92022.0,84136.0,https://pypi.org/project/s3transfer,2021-07-15 19:07:01.000000,7886.0,147975343.0,https://anaconda.org/conda-forge/s3transfer,2021-07-15 21:27:06.980000,5993782.0,2.0,,,,,,,,,,
66,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000000,2021-09-08 23:11:28.000000,2021-07-08 16:46:47.000000,1846.0,1267.0,13017.0,2021-01-19 01:10:03.000000,2.6.0,120.0,133.0,424.0,31,True,1485.0,conda-forge/fabric,fabric,,1068523.0,292.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000000,292.0,1067835.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129000,42013.0,3.0,,,,,,,,,,
67,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2021-06-09 20:39:28.000000,2020-04-26 05:15:03.000000,420.0,136.0,4520.0,2019-02-11 07:00:26.000000,0.12.0,27.0,41.0,70.0,31,False,205.0,conda-forge/xmltodict,xmltodict,,12483793.0,38283.0,30049.0,https://pypi.org/project/xmltodict,2019-02-11 07:00:26.000000,8234.0,12465836.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,1095381.0,2.0,,,,,,,,,,
68,cryptography,pyca/cryptography,cryptography is a package designed to expose cryptographic primitives and recipes to Python developers.,,cryptography,https://github.com/pyca/cryptography,https://github.com/pyca/cryptography,BSD-3-Clause,2013-08-07 02:23:38.000000,2021-09-15 12:22:35.000000,2021-09-15 12:22:28.000000,920.0,1687.0,4318.0,2021-08-24 17:18:55.000000,3.4.8,93.0,244.0,62.0,31,True,,conda-forge/cryptography,cryptography,,296388.0,234715.0,200827.0,https://pypi.org/project/cryptography,2021-08-24 17:18:55.000000,33888.0,,https://anaconda.org/conda-forge/cryptography,2021-08-05 17:09:47.579000,15115832.0,2.0,,,,,,,,,,
69,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2021-09-04 08:47:53.000000,2021-09-04 08:47:53.000000,570.0,201.0,4016.0,2020-12-05 14:56:28.000000,3.0.0,38.0,111.0,34.0,31,True,1126.0,conda-forge/tablib,tablib,,813074.0,13936.0,11578.0,https://pypi.org/project/tablib,2020-12-05 14:56:28.000000,2358.0,811928.0,https://anaconda.org/conda-forge/tablib,2020-12-05 16:40:48.469000,66504.0,2.0,,,,,,,,,,
70,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000000,2021-09-14 13:38:07.000000,2021-09-10 13:45:06.000000,337.0,261.0,3418.0,2021-08-16 11:40:36.000000,4.1.0,25.0,75.0,43.0,31,True,,,ujson,,15767111.0,35709.0,29153.0,https://pypi.org/project/ujson,2021-08-16 11:42:23.000000,6556.0,15767111.0,,,,2.0,,,,,,,,,,
71,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000000,2021-09-02 20:02:27.000000,2021-08-12 12:56:06.000000,691.0,1108.0,3322.0,2021-07-15 15:37:49.000000,7.4.0,33.0,125.0,79.0,31,True,1013.0,,elasticsearch-dsl,85.0,1528233.0,6605.0,5049.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000000,1556.0,1528226.0,,,,2.0,,,,,,,,,,
72,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000000,2021-05-20 18:47:10.000000,2021-05-05 20:47:21.000000,213.0,289.0,2583.0,2021-05-05 20:38:00.000000,1.3.4,25.0,62.0,35.0,31,True,1145.0,conda-forge/cerberus,cerberus,,1803425.0,11528.0,10020.0,https://pypi.org/project/cerberus,2021-05-05 20:38:00.000000,1508.0,1800882.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849000,155156.0,1.0,,,,,,,,,,
73,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000000,2021-09-16 09:05:17.000000,2021-09-14 20:06:36.000000,938.0,1339.0,2473.0,2021-04-23 19:48:21.000000,3.4.0,37.0,192.0,206.0,31,True,2296.0,,netmiko,,113408.0,2046.0,1696.0,https://pypi.org/project/netmiko,2021-04-23 19:31:42.000000,350.0,113408.0,,,,3.0,,,,,,,,,,
74,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluent's Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000000,2021-09-14 11:51:27.000000,2021-08-03 19:01:50.000000,661.0,649.0,2436.0,2021-05-12 18:03:02.000000,1.7.0,23.0,82.0,192.0,31,True,726.0,,confluent-kafka,,3535029.0,3086.0,2784.0,https://pypi.org/project/confluent-kafka,2021-05-12 17:29:33.000000,302.0,3535029.0,,,,2.0,1.0,,,,,,,,,
75,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000000,2021-09-15 15:56:52.000000,2021-09-15 15:56:52.000000,573.0,331.0,2362.0,2021-06-01 17:39:04.000000,0.11.0,33.0,109.0,35.0,31,True,445.0,conda-forge/prometheus_client,prometheus_client,,23907666.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000000,3738.0,23843820.0,https://anaconda.org/conda-forge/prometheus_client,2021-06-01 22:25:00.505000,3766959.0,2.0,,,,,,,,,,
76,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000000,2021-09-14 08:06:11.000000,2021-08-19 18:05:12.000000,459.0,718.0,2195.0,2021-08-19 20:25:00.000000,4.0.32,50.0,45.0,77.0,31,True,384.0,conda-forge/pyodbc,pyodbc,,11973316.0,3262.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000000,3262.0,11962460.0,https://anaconda.org/conda-forge/pyodbc,2021-08-20 00:32:20.584000,531982.0,2.0,,,,,,,,,,
77,azure-storage-blob,Azure/azure-sdk-for-python,This repository is for active development of the Azure SDK for Python. For consumers of the SDK we recommend visiting..,,db-clients,https://github.com/Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,MIT,2012-04-24 16:46:12.000000,2021-09-16 09:44:05.000000,2021-09-15 22:32:41.000000,1462.0,4606.0,2139.0,2021-09-14 07:39:38.000000,azure-mgmt-storage_19.0.0,100.0,349.0,954.0,31,True,,conda-forge/azure-storage-blob,azure-storage-blob,,30427406.0,2102.0,1722.0,https://pypi.org/project/azure-storage-blob,2021-07-28 19:06:37.000000,380.0,30420189.0,https://anaconda.org/conda-forge/azure-storage-blob,2021-04-22 19:40:29.539000,274246.0,2.0,,,,,,,,,,
78,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000000,2021-08-24 08:40:04.326000,2021-08-24 04:41:14.000000,312.0,166.0,1416.0,2021-08-24 04:57:02.000000,3.17.5,98.0,37.0,17.0,31,True,606.0,conda-forge/simplejson,simplejson,5363.0,27203.0,108152.0,69160.0,https://pypi.org/project/simplejson,2021-08-24 04:57:02.000000,38992.0,,https://anaconda.org/conda-forge/simplejson,2021-08-24 08:40:04.326000,1356196.0,2.0,,,,,,,,,,
79,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000000,2021-07-21 08:24:02.000000,2020-05-12 22:01:13.000000,137.0,62.0,1401.0,2020-05-12 22:03:45.000000,0.10.0,24.0,22.0,76.0,31,False,526.0,conda-forge/jmespath,jmespath,,84529661.0,12390.0,,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000000,12390.0,84439772.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174000,5573136.0,3.0,,,,,,,,,,
80,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411000,2021-09-10 18:47:43.000000,2021-09-09 19:12:26.000000,183.0,151.0,1241.0,2020-04-05 22:23:00.000000,pyparsing_2.4.7,52.0,36.0,36.0,31,True,803.0,conda-forge/pyparsing,pyparsing,5859.0,235305.0,428468.0,369446.0,https://pypi.org/project/pyparsing,2021-09-09 02:04:43.000000,59022.0,,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201000,14814028.0,2.0,,,,,,,,,,
81,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000000,2021-05-25 18:11:56.000000,2021-05-12 17:25:01.000000,85.0,49.0,1100.0,2021-05-05 23:39:30.000000,5.0.2,37.0,30.0,1.0,31,True,214.0,conda-forge/python-slugify,python-slugify,,4424163.0,24219.0,19895.0,https://pypi.org/project/python-slugify,2021-05-05 23:39:30.000000,4324.0,4416378.0,https://anaconda.org/conda-forge/python-slugify,2021-05-06 02:25:34.618000,467145.0,2.0,1.0,,,,,,,,,
82,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3-Clause,2015-04-13 16:33:00.000000,2021-09-15 03:54:33.000000,2021-09-13 21:22:31.000000,114.0,138.0,1019.0,2021-09-14 07:30:48.000000,2.0.0,34.0,48.0,67.0,31,True,395.0,conda-forge/cloudpickle,cloudpickle,19.0,20840186.0,45229.0,41127.0,https://pypi.org/project/cloudpickle,2021-09-10 10:52:14.000000,4102.0,20760925.0,https://anaconda.org/conda-forge/cloudpickle,2021-09-10 11:30:24.587000,5231279.0,2.0,,,,,,,,,,
83,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000000,2021-09-01 15:02:53.033000,2021-06-28 07:23:33.000000,253.0,154.0,823.0,2021-06-28 07:26:52.000000,0.37.8,204.0,98.0,189.0,31,True,1246.0,conda-forge/sqlalchemy-utils,sqlalchemy-utils,,2388229.0,14918.0,11568.0,https://pypi.org/project/sqlalchemy-utils,2021-06-28 07:26:52.000000,3350.0,2382688.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-09-01 15:02:53.033000,332513.0,2.0,,,,,,,,,,
84,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000000,2021-08-08 04:29:19.000000,2021-01-28 08:29:20.000000,76.0,53.0,789.0,2020-05-11 08:18:45.000000,1.4.4,8.0,33.0,43.0,31,True,220.0,conda-forge/appdirs,appdirs,,16329461.0,160069.0,134483.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000000,25586.0,16272810.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692000,3739010.0,2.0,,,,,,,,,,
85,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000000,2021-09-07 19:15:44.800000,2021-08-30 19:36:05.000000,166.0,150.0,440.0,2021-08-30 19:38:26.000000,5.1.0,25.0,102.0,81.0,31,True,,conda-forge/traitlets,traitlets,,17251124.0,202311.0,174287.0,https://pypi.org/project/traitlets,2021-08-30 19:38:26.000000,28024.0,17128322.0,https://anaconda.org/conda-forge/traitlets,2021-09-07 19:15:44.800000,7982144.0,2.0,,,,,,,,,,
86,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000000,2021-09-15 23:53:24.000000,2021-09-14 14:58:28.000000,122.0,309.0,278.0,2021-09-01 20:50:56.000000,2.26.0,104.0,99.0,72.0,31,True,1319.0,,google-cloud-bigquery,,16617474.0,10516.0,9266.0,https://pypi.org/project/google-cloud-bigquery,2021-09-01 20:50:56.000000,1250.0,16617474.0,,,,2.0,,,,,,,,,,
87,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000000,2021-09-14 11:43:15.000000,2021-08-20 02:55:25.000000,105.0,118.0,233.0,2020-07-28 14:18:17.000000,1.4.0,31.0,35.0,28.0,31,True,759.0,conda-forge/asn1crypto,asn1crypto,,23611926.0,94764.0,81260.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000000,13504.0,23497356.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748000,5843074.0,2.0,,,,,,,,,,
