,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,labels
92,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000,2021-01-11 22:36:42.594,2021-01-11 19:22:19.000,67,37.0,19.0,104,2021-01-11 20:43:16.000,0.3.4,22.0,19,30,True,conda-forge/s3transfer,s3transfer,450.0,,43462681.0,66541.0,58655.0,https://pypi.org/project/s3transfer,2021-01-11 20:43:16.000,7886.0,43392845.0,https://anaconda.org/conda-forge/s3transfer,2021-01-11 22:36:42.594,3771184.0,2.0,,,
93,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000,2021-01-28 14:47:31.000,2021-01-27 23:03:23.000,17593,1428.0,,35858,2020-07-22 03:00:52.000,0.0.6,6.0,1583,29,True,,cpython,109044.0,,2862.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000,,2862.0,,,,1.0,,,
94,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000,2021-01-19 16:05:06.000,2021-01-06 16:25:35.000,284,39.0,87.0,5365,2020-06-22 05:38:57.000,20.2.1,48.0,67,29,True,conda-forge/boltons,boltons,1478.0,19.0,394351.0,1722.0,1230.0,https://pypi.org/project/boltons,2020-08-12 01:27:41.000,492.0,387403.0,https://anaconda.org/conda-forge/boltons,2020-08-12 19:46:43.662,389141.0,2.0,,,
95,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000,2020-12-14 10:32:51.000,2020-07-24 18:00:50.000,235,170.0,221.0,4253,2020-07-24 18:17:05.000,2.1.2,52.0,66,29,True,conda-forge/pendulum,pendulum,696.0,,1477796.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000,1080.0,1471281.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850,280154.0,3.0,,,
96,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000,2021-01-22 13:03:17.000,2021-01-22 13:03:10.000,416,6.0,344.0,3433,2020-12-28 20:08:50.000,0.8.6,41.0,63,29,True,conda-forge/transitions,transitions,853.0,,120479.0,1849.0,1497.0,https://pypi.org/project/transitions,2020-12-28 20:07:00.000,352.0,119827.0,https://anaconda.org/conda-forge/transitions,2020-12-29 00:19:34.651,12398.0,1.0,,,
97,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2020-12-02 15:03:23.000,2017-09-02 04:38:47.000,226,32.0,41.0,2480,2015-08-25 16:13:43.000,0.5.1,17.0,64,29,False,conda-forge/clint,clint,372.0,92.0,133141.0,4886.0,2894.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,1992.0,132531.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,34134.0,3.0,,,
98,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000,2020-11-27 08:10:29.000,2018-12-22 02:33:48.000,272,95.0,227.0,2393,2018-06-25 23:56:09.000,2.1.0,23.0,107,29,False,conda-forge/schematics,schematics,1381.0,,203018.0,1430.0,886.0,https://pypi.org/project/schematics,2018-06-25 23:56:09.000,544.0,202418.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,10801.0,2.0,,,
99,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluent's Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000,2021-01-27 17:27:55.000,2021-01-27 17:27:51.000,558,230.0,592.0,2114,2020-07-22 08:23:51.000,1.5.0,20.0,66,29,True,,confluent-kafka,662.0,,881738.0,2333.0,2031.0,https://pypi.org/project/confluent-kafka,2020-07-22 07:50:57.000,302.0,881738.0,,,,3.0,,,
100,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000,2020-11-09 00:03:50.000,2020-11-09 00:00:08.000,129,19.0,114.0,2026,2020-11-09 00:03:50.000,2.3.0,39.0,19,29,True,,sortedcontainers,610.0,,8380839.0,3220.0,,https://pypi.org/project/sortedcontainers,2020-11-09 00:03:50.000,3220.0,8380839.0,,,,2.0,,,
101,addict,mewwts/addict,The Python Dict that's better than heroin.,,data-structures,https://github.com/mewwts/addict,https://github.com/mewwts/addict,MIT,2014-12-10 06:55:25.000,2021-01-05 07:16:39.000,2021-01-05 07:16:38.000,122,7.0,62.0,2002,2020-11-21 16:20:20.000,2.4.0,31.0,31,29,True,conda-forge/addict,addict,229.0,14.0,1279427.0,1637.0,1267.0,https://pypi.org/project/addict,2020-11-21 16:21:29.000,370.0,1276289.0,https://anaconda.org/conda-forge/addict,2020-10-11 11:33:21.339,169460.0,2.0,,,
102,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000,2021-01-05 16:16:35.790,2021-01-05 14:37:00.000,130,16.0,48.0,1616,2021-01-05 14:38:53.000,3.4,8.0,21,29,True,conda-forge/python-decouple,python-decouple,151.0,,117107.0,37347.0,31323.0,https://pypi.org/project/python-decouple,2021-01-05 14:39:25.000,6024.0,116800.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790,12301.0,2.0,,,
103,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazon's DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000,2021-01-28 01:01:21.546,2021-01-27 22:25:13.000,338,195.0,255.0,1465,2021-01-27 22:08:56.000,5.0.0,71.0,87,29,True,conda-forge/pynamodb,pynamodb,731.0,,267824.0,887.0,651.0,https://pypi.org/project/pynamodb,2021-01-27 22:10:05.000,236.0,264366.0,https://anaconda.org/conda-forge/pynamodb,2021-01-28 01:01:21.546,58800.0,3.0,,,
104,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2020-12-06 12:37:19.000,2020-10-27 17:37:34.000,100,39.0,27.0,1430,2020-10-27 17:36:43.000,0.6.0,9.0,18,29,True,conda-forge/aiofiles,aiofiles,109.0,,7246572.0,14321.0,12761.0,https://pypi.org/project/aiofiles,2020-10-27 17:36:43.000,1560.0,7242776.0,https://anaconda.org/conda-forge/aiofiles,2020-10-28 12:43:19.642,148056.0,2.0,,,
105,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000,2020-12-12 18:31:59.345,2020-12-12 17:10:37.000,136,21.0,43.0,1309,2020-12-12 17:34:26.000,3.2.0,19.0,42,29,True,conda-forge/humanize,humanize,377.0,,1001276.0,2904.0,,https://pypi.org/project/humanize,2020-10-19 20:03:31.000,2904.0,998894.0,https://anaconda.org/conda-forge/humanize,2020-12-12 18:31:59.345,131018.0,2.0,,,
106,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000,2021-01-22 07:56:06.000,2021-01-22 07:56:05.000,99,36.0,145.0,927,2020-11-24 04:10:47.000,1.12.2,99.0,53,29,True,conda-forge/argcomplete,argcomplete,596.0,124.0,1881536.0,11349.0,8525.0,https://pypi.org/project/argcomplete,2020-11-24 04:10:47.000,2824.0,1878124.0,https://anaconda.org/conda-forge/argcomplete,2020-11-24 07:29:57.001,160300.0,3.0,,,
107,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000,2020-12-26 12:24:08.000,2020-12-26 12:24:07.000,277,23.0,213.0,922,2020-09-25 23:10:37.000,2.1.0,16.0,67,29,True,,redis-py-cluster,721.0,2301.0,810943.0,1088.0,794.0,https://pypi.org/project/redis-py-cluster,2020-09-25 23:07:19.000,294.0,810912.0,,,,3.0,,,
108,jsonpickle,jsonpickle/jsonpickle,Python library for serializing any arbitrary object graph into JSON. It can take almost any Python object and turn the..,,serialization,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,BSD-3-Clause,2009-12-10 03:59:23.000,2021-01-22 22:21:36.000,2021-01-20 04:59:35.000,138,67.0,178.0,891,2021-01-16 23:53:26.000,1.5.0,26.0,60,29,True,conda-forge/jsonpickle,jsonpickle,1091.0,,3383288.0,3348.0,,https://pypi.org/project/jsonpickle,2021-01-16 23:53:26.000,3348.0,3369243.0,https://anaconda.org/conda-forge/jsonpickle,2020-04-22 18:31:13.089,575875.0,3.0,,,
109,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000,2021-01-25 06:25:33.809,2021-01-24 20:35:22.000,98,11.0,163.0,868,2021-01-24 22:40:11.000,4.2.1,36.0,5,29,True,conda-forge/cachetools,cachetools,201.0,,16884416.0,4436.0,,https://pypi.org/project/cachetools,2021-01-24 22:40:11.000,4436.0,16846797.0,https://anaconda.org/conda-forge/cachetools,2021-01-25 06:25:33.809,1918578.0,1.0,,,
110,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000,2020-12-08 15:21:22.000,2020-09-07 14:38:47.000,146,121.0,241.0,786,2020-01-25 14:40:31.000,0.10.9,26.0,28,29,True,conda-forge/py4j,py4j,738.0,,6374317.0,6038.0,4956.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000,1082.0,6360165.0,https://anaconda.org/conda-forge/py4j,2020-06-10 17:37:08.340,750088.0,3.0,,,
111,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000,2021-01-27 22:24:04.000,2020-12-06 10:55:48.000,227,20.0,156.0,512,2020-12-06 10:52:07.000,0.10.4,28.0,131,29,True,conda-forge/holidays,holidays,682.0,147.0,1038156.0,2910.0,2352.0,https://pypi.org/project/holidays,2020-12-06 10:52:07.000,558.0,1020521.0,https://anaconda.org/conda-forge/holidays,2020-12-06 17:00:59.704,423236.0,3.0,,,
112,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2020-12-30 14:53:40.000,2020-12-18 10:25:08.000,86,84.0,32.0,442,2020-12-18 10:27:27.000,0.18.2,36.0,37,29,True,conda-forge/validators,validators,222.0,,623118.0,12201.0,10315.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1886.0,622414.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,9857.0,2.0,,,
113,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2021-01-15 20:17:14.000,2021-01-15 20:17:12.000,132,49.0,175.0,375,2020-12-15 16:46:38.000,0.5.2,30.0,58,29,True,conda-forge/s3fs,s3fs,667.0,,4157285.0,2764.0,2316.0,https://pypi.org/project/s3fs,2020-12-15 16:46:38.000,448.0,4132674.0,https://anaconda.org/conda-forge/s3fs,2020-12-15 18:58:02.251,1378237.0,3.0,,,
114,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000,2020-12-23 18:13:47.000,2020-10-14 22:37:57.000,58,68.0,70.0,246,2016-08-26 14:28:03.000,5.0.6,16.0,22,29,True,conda-forge/configobj,configobj,309.0,,743810.0,17960.0,11998.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,5962.0,737022.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,203650.0,2.0,,,
115,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/pydata/pandas-gbq,https://github.com/pydata/pandas-gbq,BSD-3-Clause,2017-02-08 13:07:19.000,2021-01-19 17:29:27.000,2021-01-19 17:29:26.000,84,31.0,158.0,238,2020-11-10 17:16:31.000,0.14.1,26.0,29,29,True,conda-forge/pandas-gbq,pandas-gbq,219.0,192.0,5681554.0,2219.0,1787.0,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000,432.0,5667775.0,https://anaconda.org/conda-forge/pandas-gbq,2020-11-11 15:55:18.257,633637.0,3.0,,,
116,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000,2020-09-24 16:45:20.691,2020-07-14 14:20:26.000,35,7.0,19.0,193,2020-06-23 16:10:28.000,0.2.5,17.0,11,29,True,conda-forge/wcwidth,wcwidth,219.0,,6492600.0,186621.0,161287.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000,25334.0,6406424.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691,5256748.0,3.0,,,
117,Records,kennethreitz42/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz42/records,https://github.com/kennethreitz42/records,ISC,2014-12-24 15:20:23.000,2020-12-22 07:29:21.000,2020-12-22 07:29:21.000,539,56.0,81.0,6510,2019-02-21 13:34:41.000,0.5.3,10.0,37,28,True,conda-forge/records,records,325.0,,135374.0,1018.0,718.0,https://pypi.org/project/records,2019-02-21 13:34:41.000,300.0,135007.0,https://anaconda.org/conda-forge/records,2018-01-15 04:48:02.550,16548.0,3.0,,,
118,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000,2021-01-14 18:26:17.000,2020-08-17 17:56:57.000,390,91.0,255.0,4114,2020-08-17 18:18:21.000,0.14.0,36.0,36,28,True,,eel,255.0,,16814.0,1432.0,1362.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000,70.0,16814.0,,,,2.0,,,
119,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000,2021-01-17 11:48:13.000,2021-01-17 11:45:56.000,264,8.0,239.0,3978,2020-12-30 21:35:43.000,1.4.4,49.0,71,28,True,,dataset,664.0,,32897.0,2818.0,1790.0,https://pypi.org/project/dataset,2021-01-17 11:48:13.000,1028.0,32897.0,,,,3.0,,,
120,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000,2020-12-25 23:07:11.000,2020-12-16 19:21:40.000,142,48.0,110.0,2749,2020-12-16 19:21:05.000,6.3.1,44.0,58,28,True,conda-forge/tenacity,tenacity,403.0,,3014425.0,792.0,,https://pypi.org/project/tenacity,2020-12-16 19:21:05.000,792.0,3003407.0,https://anaconda.org/conda-forge/tenacity,2020-12-16 21:25:29.601,484793.0,2.0,,,
121,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000,2020-11-25 07:01:14.000,2020-10-04 02:30:19.000,158,64.0,61.0,2269,2020-07-31 12:02:49.000,0.7.3,23.0,59,28,True,conda-forge/schema,schema,388.0,,372082.0,3412.0,2402.0,https://pypi.org/project/schema,2020-07-31 11:58:14.000,1010.0,370991.0,https://anaconda.org/conda-forge/schema,2020-07-31 18:43:08.790,19647.0,3.0,,,
122,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000,2021-01-28 12:15:57.000,2021-01-26 14:04:44.000,251,527.0,943.0,1502,2020-11-11 16:01:20.000,1.4.0,24.0,71,28,True,conda-forge/ibis-framework,ibis-framework,1329.0,,57646.0,192.0,144.0,https://pypi.org/project/ibis-framework,2020-11-11 16:01:20.000,48.0,54819.0,https://anaconda.org/conda-forge/ibis-framework,2020-11-13 03:18:14.785,161189.0,3.0,1.0,,
123,Dynaconf,rochacbruno/dynaconf,Configuration Management for Python.,,configuration,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22.000,2021-01-27 08:13:18.000,2020-12-11 14:51:03.000,147,46.0,196.0,1411,2020-10-08 03:02:04.000,3.1.2,70.0,59,28,True,conda-forge/dynaconf,dynaconf,505.0,,86771.0,1006.0,914.0,https://pypi.org/project/dynaconf,2020-10-08 03:01:53.000,92.0,86717.0,https://anaconda.org/conda-forge/dynaconf,2020-10-29 15:25:37.883,163.0,3.0,,,
124,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-01-19 15:47:53.000,2020-10-20 23:43:16.000,93,30.0,53.0,1156,2018-01-03 17:03:36.000,1.6.1,10.0,16,28,True,conda-forge/blessings,blessings,177.0,,1192446.0,7109.0,4633.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,1191181.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,55697.0,3.0,,,
125,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000,2021-01-18 20:47:22.000,2021-01-18 20:47:11.000,171,28.0,292.0,1096,2021-01-18 20:37:14.000,2.0.4,16.0,68,28,True,,pygsheets,990.0,,2339816.0,677.0,573.0,https://pypi.org/project/pygsheets,2021-01-18 20:37:14.000,104.0,2339816.0,,,,3.0,,,
126,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000,2020-07-01 03:20:07.226,2020-06-30 03:22:04.000,78,2.0,46.0,978,2020-06-30 03:34:52.000,4.0.1,34.0,27,28,True,conda-forge/python-slugify,python-slugify,204.0,,1179361.0,18326.0,14002.0,https://pypi.org/project/python-slugify,2020-06-30 03:34:52.000,4324.0,1175644.0,https://anaconda.org/conda-forge/python-slugify,2020-07-01 03:20:07.226,193298.0,3.0,,,
127,py2neo,technige/py2neo,Py2neo is a comprehensive toolkit for working with Neo4j from within Python applications or from the command line.,,db-clients,https://github.com/technige/py2neo,https://github.com/technige/py2neo,Apache-2.0,2011-07-03 10:01:07.000,2021-01-28 13:15:52.000,2021-01-28 13:15:08.000,196,25.0,689.0,964,2020-11-21 09:50:58.000,2020.1.1,102.0,33,28,True,conda-forge/py2neo,py2neo,2744.0,,56930.0,1114.0,,https://pypi.org/project/py2neo,2020-11-21 09:51:22.000,1114.0,56190.0,https://anaconda.org/conda-forge/py2neo,2019-03-17 09:26:49.366,31857.0,3.0,,,
128,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000,2021-01-15 05:09:51.855,2021-01-15 03:16:54.000,124,24.0,109.0,946,2021-01-15 03:31:32.000,5.2.2,57.0,48,28,True,conda-forge/deepdiff,deepdiff,767.0,,1312918.0,2516.0,1700.0,https://pypi.org/project/deepdiff,2021-01-15 03:19:52.000,816.0,1312048.0,https://anaconda.org/conda-forge/deepdiff,2021-01-15 05:09:51.855,33962.0,1.0,,,
