,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,commit_count,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,conda_dependent_project_count,trending,labels,gitlab_id,dockerhub_id,docs_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
0,best-of-ml-python - Computer Vision,ml-tooling/best-of-ml-python,Collection of computer vision and image processing libraries.,True,computer-vision,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000000,2021-11-04 14:05:03.000000,2021-09-01 13:57:57.000000,766.0,5.0,19.0,5865.0,2021-09-01 13:58:05.000000,2021.08.26,31.0,20.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Web UI,ml-tooling/best-of-web-python,Collection of libraries to implement web-based UIs.,True,gui-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-10-28 15:30:53.000000,2021-09-01 14:02:18.000000,91.0,4.0,2.0,1356.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
2,best-of-python-dev,ml-tooling/best-of-python-dev,A ranked list of awesome python developer tools and libraries. Updated weekly.,True,dev-utils,https://github.com/ml-tooling/best-of-python-dev,https://github.com/ml-tooling/best-of-python-dev,CC-BY-SA-4.0,2021-01-08 14:46:24.000000,2021-11-04 14:12:35.000000,2021-09-01 16:15:49.000000,19.0,1.0,5.0,365.0,2021-09-01 16:15:57.000000,2021.08.26,19.0,2.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
3,best-of-web-python,ml-tooling/best-of-web-python,A ranked list of awesome python libraries for web development. Updated weekly.,True,web-dev,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-10-28 15:30:53.000000,2021-09-01 14:02:18.000000,91.0,4.0,2.0,1356.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
4,best-of-ml-python,ml-tooling/best-of-ml-python,A ranked list of awesome machine learning Python libraries. Updated weekly.,True,machine-learning,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python,CC-BY-SA-4.0,2020-11-29 19:41:36.000000,2021-11-04 14:05:03.000000,2021-09-01 13:57:57.000000,766.0,5.0,19.0,5865.0,2021-09-01 13:58:05.000000,2021.08.26,31.0,20.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
5,python-patterns,faif/python-patterns,Collection of design patterns/idioms in Python.,True,algorithms,https://github.com/faif/python-patterns,https://github.com/faif/python-patterns,,2012-06-06 21:02:35.000000,2021-07-07 18:19:13.000000,2021-07-07 18:19:12.000000,6007.0,12.0,62.0,29545.0,,,,118.0,0,True,788.0,,,,,,,,,,,,,,,,,,,,,,,,
6,best-of-ml-python - NLP,ml-tooling/best-of-ml-python,Collection of text processing and NLP libraries.,True,text,https://github.com/ml-tooling/best-of-ml-python,https://github.com/ml-tooling/best-of-ml-python#text-data--nlp,CC-BY-SA-4.0,2020-11-29 19:41:36.000000,2021-11-04 14:05:03.000000,2021-09-01 13:57:57.000000,766.0,5.0,19.0,5865.0,2021-09-01 13:58:05.000000,2021.08.26,31.0,20.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,
7,awscli,aws/aws-cli,Universal Command Line Interface for Amazon Web Services.,,infrastructure,https://github.com/aws/aws-cli,https://github.com/aws/aws-cli,Apache-2.0,2012-11-20 16:07:36.000000,2021-11-04 12:56:18.801000,2021-11-03 20:28:12.000000,2894.0,648.0,3226.0,11632.0,2021-11-03 19:10:22.000000,1.21.10,1346.0,356.0,39,True,10875.0,conda-forge/awscli,awscli,596.0,123551102.0,30097.0,24677.0,https://pypi.org/project/awscli,2021-11-03 19:10:22.000000,5420.0,123406023.0,https://anaconda.org/conda-forge/awscli,2021-11-04 12:56:18.801000,9284047.0,1.0,,,,,,,,,,
8,protobuf,protocolbuffers/protobuf,Protocol Buffers - Google's data interchange format.,,serialization,https://github.com/protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,BSD-3-Clause,2014-08-26 15:52:15.000000,2021-11-04 14:26:20.000000,2021-11-04 14:16:02.000000,13378.0,940.0,3791.0,51497.0,2021-10-29 00:39:43.000000,3.19.1,97.0,900.0,38,True,8834.0,conda-forge/protobuf,protobuf,29833565.0,436118.0,197690.0,172750.0,https://pypi.org/project/protobuf,2021-10-29 00:39:43.000000,24940.0,,https://anaconda.org/conda-forge/protobuf,2021-11-02 11:21:23.749000,6431110.0,1.0,,,,,,,,,,
9,boto3,boto/boto3,AWS SDK for Python.,,db-clients,https://github.com/boto/boto3,https://github.com/boto/boto3,Apache-2.0,2014-10-03 21:38:03.000000,2021-11-03 23:55:31.759000,2021-11-03 18:07:38.000000,1468.0,278.0,2229.0,6813.0,2021-11-03 19:10:30.000000,1.19.10,939.0,125.0,38,True,4912.0,conda-forge/boto3,boto3,,289551257.0,163819.0,140729.0,https://pypi.org/project/boto3,2021-11-03 19:10:30.000000,23090.0,289428931.0,https://anaconda.org/conda-forge/boto3,2021-11-03 23:55:31.759000,7339586.0,1.0,,,,,,,,,,
10,SQLAlchemy,sqlalchemy/sqlalchemy,The Database Toolkit for Python.,,db-clients,https://github.com/sqlalchemy/sqlalchemy,https://github.com/sqlalchemy/sqlalchemy,MIT,2017-01-02 21:50:52.207000,2021-11-03 23:07:00.000000,2021-11-03 21:47:51.000000,721.0,192.0,6130.0,4428.0,2021-10-19 21:07:57.000000,rel_1_4_26,238.0,512.0,38,True,14554.0,conda-forge/sqlalchemy,SQLAlchemy,31965.0,46304891.0,404132.0,320426.0,https://pypi.org/project/SQLAlchemy,2021-10-19 21:07:46.000000,83706.0,46211076.0,https://anaconda.org/conda-forge/sqlalchemy,2021-11-03 04:46:17.984000,5370039.0,1.0,,,,,,,,,,
11,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000000,2021-10-12 09:58:53.000000,2021-10-12 09:58:53.000000,386.0,272.0,367.0,1681.0,2021-07-14 08:19:18.000000,2.8.2,24.0,126.0,38,True,1552.0,conda-forge/python-dateutil,python-dateutil,34639.0,247103217.0,703132.0,586504.0,https://pypi.org/project/python-dateutil,2021-07-14 08:19:18.000000,116628.0,246812562.0,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171000,19154758.0,1.0,,,,,,,,,,
12,Faker,joke2k/faker,Faker is a Python package that generates fake data for you.,,data-loading,https://github.com/joke2k/faker,https://github.com/joke2k/faker,MIT,2012-11-12 23:00:09.000000,2021-11-03 01:18:56.000000,2021-11-02 21:10:02.000000,1522.0,164.0,398.0,13229.0,2021-11-02 21:10:36.000000,9.8.0,184.0,431.0,37,True,2800.0,conda-forge/faker,Faker,,4988845.0,46564.0,41852.0,https://pypi.org/project/Faker,2021-11-02 21:10:29.000000,4712.0,4979707.0,https://anaconda.org/conda-forge/faker,2021-11-03 00:53:36.173000,511773.0,1.0,,,,,,,,,,
13,click,pallets/click,Python composable command line interface toolkit.,,cli-helpers,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19.000000,2021-11-02 05:24:47.889000,2021-11-01 19:48:46.000000,1177.0,72.0,1194.0,11559.0,2021-10-10 18:08:47.000000,8.0.3,44.0,312.0,37,True,,conda-forge/click,click,,106198572.0,749947.0,640485.0,https://pypi.org/project/click,2021-10-10 18:07:30.000000,109462.0,106037792.0,https://anaconda.org/conda-forge/click,2021-11-02 05:24:47.889000,10289950.0,1.0,,,,,,,,,,
14,redis,andymccurdy/redis-py,Redis Python Client.,,db-clients,https://github.com/redis/redis-py,https://github.com/redis/redis-py,MIT,2009-11-06 10:22:26.000000,2021-11-04 12:18:16.000000,2021-11-04 12:16:06.000000,2028.0,48.0,884.0,9749.0,2020-06-01 21:30:33.000000,3.5.3,70.0,268.0,37,True,1683.0,,redis,,18559586.0,173602.0,124164.0,https://pypi.org/project/redis,2021-11-04 12:18:16.000000,49438.0,18559586.0,,,,1.0,redis/redis-py,,,,,,,,,
15,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354000,2021-11-04 13:37:20.000000,2021-11-04 09:19:03.000000,718.0,352.0,1196.0,757.0,2021-08-15 10:57:14.000000,2.10.0,51.0,660.0,36,True,5668.0,conda-forge/pygments,pygments,,35232814.0,330505.0,262739.0,https://pypi.org/project/pygments,2021-08-15 10:53:28.000000,67766.0,35101770.0,https://anaconda.org/conda-forge/pygments,2021-08-16 13:08:39.439000,8779996.0,1.0,,,,,,,,,,
16,docker-compose,docker/compose,Define and run multi-container applications with Docker.,,infrastructure,https://github.com/docker/compose,https://github.com/docker/compose,Apache-2.0,2013-12-09 11:40:58.000000,2021-11-04 08:15:46.000000,2021-11-04 08:15:46.000000,4025.0,656.0,5269.0,24047.0,2021-11-03 00:00:40.000000,2.1.0,144.0,426.0,35,True,6069.0,conda-forge/docker-compose,docker-compose,157585432.0,2630723.0,9954.0,7752.0,https://pypi.org/project/docker-compose,2021-05-10 11:22:10.000000,2202.0,,https://anaconda.org/conda-forge/docker-compose,2021-05-10 13:39:50.707000,167734.0,1.0,,,,,,,,,,
17,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000000,2021-11-03 13:19:31.000000,2021-11-03 13:18:09.000000,414.0,32.0,1064.0,2368.0,2021-06-17 06:09:44.000000,2.9.1,47.0,118.0,35,False,2957.0,psycopg2,psycopg2,,11554926.0,498066.0,378854.0,https://pypi.org/project/psycopg2,2021-06-17 01:04:02.000000,119212.0,11554121.0,https://anaconda.org/anaconda/psycopg2,2021-02-04 16:14:22.899000,57968.0,1.0,,0.0,,,,,,,,
18,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000000,2021-10-23 19:57:10.000000,2021-10-23 19:26:38.000000,179.0,12.0,176.0,2177.0,2021-09-17 13:03:17.000000,8.10.0,36.0,81.0,35,True,1239.0,conda-forge/more-itertools,more-itertools,2419.0,14225300.0,129472.0,114564.0,https://pypi.org/project/more-itertools,2021-09-17 13:03:17.000000,14908.0,14082595.0,https://anaconda.org/conda-forge/more-itertools,2021-09-17 15:41:02.937000,7846543.0,1.0,,,,,,,,,,
19,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000000,2021-10-19 19:07:48.000000,2021-04-17 10:40:57.000000,436.0,175.0,267.0,2106.0,2020-01-21 16:37:03.000000,4.8.0,17.0,92.0,35,True,1551.0,conda-forge/pexpect,pexpect,3966.0,28287548.0,184944.0,154242.0,https://pypi.org/project/pexpect,2020-01-21 16:37:03.000000,30702.0,28198007.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189000,5996606.0,1.0,,,,,,,,,,
20,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411000,2021-11-02 08:32:48.000000,2021-11-02 08:32:43.000000,187.0,21.0,181.0,1291.0,2021-10-30 08:32:33.000000,pyparsing_3.0.4,58.0,37.0,35,True,904.0,conda-forge/pyparsing,pyparsing,6010.0,73650188.0,452365.0,393343.0,https://pypi.org/project/pyparsing,2021-10-30 08:30:14.000000,59022.0,73404260.0,https://anaconda.org/conda-forge/pyparsing,2021-10-30 11:34:19.526000,15975074.0,1.0,,,,,,,,,,
21,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000000,2021-11-04 14:23:50.000000,2021-11-01 18:26:36.000000,2650.0,132.0,1656.0,16990.0,2021-05-10 19:33:05.000000,2.0.0,18.0,517.0,34,True,2381.0,conda-forge/flatbuffers,flatbuffers,34771.0,6518335.0,1345.0,1173.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000000,172.0,6513793.0,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701000,274071.0,1.0,,,,,,,,,,
22,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000000,2021-11-04 03:47:47.000000,2021-06-15 17:46:42.000000,1522.0,206.0,502.0,15603.0,2021-06-14 08:02:40.000000,2.0.0,30.0,262.0,34,True,2730.0,conda-forge/cookiecutter,cookiecutter,,1211002.0,2310.0,,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000000,2310.0,1207786.0,https://anaconda.org/conda-forge/cookiecutter,2021-05-17 11:59:06.127000,212306.0,2.0,,,,,,,,,,
23,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000000,2021-11-04 13:35:58.000000,2021-10-31 17:54:54.000000,2778.0,884.0,3593.0,13594.0,2020-12-10 00:57:59.000000,2.0.0,35.0,553.0,34,True,12551.0,conda-forge/kivy,kivy,24025.0,158183.0,6428.0,5554.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000000,874.0,152584.0,https://anaconda.org/conda-forge/kivy,2021-04-22 22:28:11.323000,212683.0,1.0,,,,,,,,,,
24,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000000,2021-11-04 14:01:14.000000,2021-11-04 14:01:14.000000,1264.0,424.0,701.0,10283.0,2021-11-02 21:47:00.000000,1.15.1,36.0,332.0,34,True,2147.0,,datasets,,493307.0,2041.0,2023.0,https://pypi.org/project/datasets,2021-11-02 21:45:32.000000,18.0,493307.0,,,,1.0,,,2.0,,,,,,,
25,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000000,2021-11-04 11:16:50.003000,2021-10-26 23:28:27.000000,719.0,400.0,1234.0,7962.0,2021-05-11 20:28:54.000000,1.8.2,82.0,237.0,34,True,1140.0,conda-forge/pydantic,pydantic,,14154020.0,37204.0,36816.0,https://pypi.org/project/pydantic,2021-05-11 20:28:54.000000,388.0,14120721.0,https://anaconda.org/conda-forge/pydantic,2021-11-04 11:16:50.003000,1132168.0,1.0,,,,,,,,,,
26,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000000,2021-10-13 02:55:37.000000,2021-10-01 19:38:28.000000,603.0,155.0,395.0,5009.0,2021-10-01 19:33:04.000000,2.1.6,35.0,124.0,34,True,1332.0,conda-forge/watchdog,watchdog,,4842090.0,56145.0,42293.0,https://pypi.org/project/watchdog,2021-10-01 19:31:44.000000,13852.0,4829043.0,https://anaconda.org/conda-forge/watchdog,2021-10-02 06:24:02.094000,821990.0,1.0,,,,,,,,,,
27,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000000,2021-10-20 20:04:10.000000,2021-08-03 19:54:21.000000,1164.0,199.0,1162.0,4616.0,2020-09-30 07:33:37.000000,2.0.1,36.0,206.0,34,True,2155.0,conda-forge/kafka-python,kafka-python,1678.0,5192950.0,10238.0,8218.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000000,2020.0,5188232.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284000,253782.0,1.0,,,,,,,,,,
28,python-dotenv,theskumar/python-dotenv,Get and set values in your .env file in local and production servers.,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000000,2021-10-23 09:43:25.000000,2021-10-09 08:17:30.000000,276.0,18.0,173.0,4416.0,2021-10-09 08:20:11.000000,0.19.1,39.0,71.0,34,True,302.0,conda-forge/python-dotenv,python-dotenv,,13400211.0,171356.0,162002.0,https://pypi.org/project/python-dotenv,2021-10-09 08:20:11.000000,9354.0,13379871.0,https://anaconda.org/conda-forge/python-dotenv,2021-10-09 11:00:36.958000,1220409.0,1.0,,,,,,,,,,
29,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000000,2021-10-29 03:53:46.000000,2021-10-25 12:45:07.000000,1163.0,365.0,1228.0,3601.0,2021-05-04 10:21:01.000000,0.23.1,66.0,372.0,34,True,3902.0,conda-forge/mongoengine,mongoengine,,763751.0,21557.0,14845.0,https://pypi.org/project/mongoengine,2021-05-04 10:26:37.000000,6712.0,761530.0,https://anaconda.org/conda-forge/mongoengine,2020-12-17 17:41:13.762000,139936.0,1.0,,,,,,,,,,
30,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-2-Clause,2013-01-04 01:07:06.000000,2021-11-01 11:18:56.265000,2021-11-01 07:35:46.000000,550.0,10.0,733.0,2724.0,2021-11-01 07:40:49.000000,3.0.2,149.0,45.0,34,True,1170.0,conda-forge/xlsxwriter,xlsxwriter,,7801827.0,47013.0,40829.0,https://pypi.org/project/xlsxwriter,2021-11-01 07:40:49.000000,6184.0,7775167.0,https://anaconda.org/conda-forge/xlsxwriter,2021-11-01 11:18:56.265000,1439692.0,1.0,,,3.0,,,,,,,
31,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000000,2021-11-04 03:46:55.688000,2021-10-31 16:31:08.000000,313.0,60.0,378.0,1763.0,2021-10-08 11:01:12.000000,3.11.0,37.0,113.0,34,True,2589.0,conda-forge/pycryptodomex,pycryptodomex,,13368030.0,35159.0,33617.0,https://pypi.org/project/pycryptodomex,2021-10-08 11:01:12.000000,1542.0,13357767.0,https://anaconda.org/conda-forge/pycryptodomex,2021-11-04 03:46:55.688000,482378.0,1.0,,,,,,,,,,
32,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000000,2021-11-02 07:25:38.889000,2021-10-09 06:53:10.000000,118.0,15.0,128.0,1597.0,2021-06-28 19:33:04.000000,0.18.0,70.0,59.0,34,True,640.0,conda-forge/pyrsistent,pyrsistent,,37268594.0,114069.0,110625.0,https://pypi.org/project/pyrsistent,2021-06-28 19:33:04.000000,3444.0,37088879.0,https://anaconda.org/conda-forge/pyrsistent,2021-11-02 07:25:38.889000,6649457.0,1.0,,,,,,,,,,
33,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000000,2021-11-02 11:36:54.155000,2021-10-29 21:58:09.000000,199.0,27.0,110.0,1561.0,2021-10-29 21:19:24.000000,1.13.3,45.0,21.0,34,True,621.0,conda-forge/wrapt,wrapt,,37769539.0,21338.0,,https://pypi.org/project/wrapt,2021-10-29 21:19:24.000000,21338.0,37694574.0,https://anaconda.org/conda-forge/wrapt,2021-11-02 11:36:54.155000,4722813.0,2.0,,,,,,,,,,
34,botocore,boto/botocore,"The low-level, core functionality of boto 3.",,infrastructure,https://github.com/boto/botocore,https://github.com/boto/botocore,Apache-2.0,2012-11-13 13:25:36.000000,2021-11-04 00:43:54.000000,2021-11-04 00:43:54.000000,827.0,185.0,700.0,1051.0,2021-11-03 19:10:14.000000,1.22.10,1336.0,166.0,34,True,9602.0,conda-forge/botocore,botocore,,157415.0,118513.0,104395.0,https://pypi.org/project/botocore,2021-11-03 19:10:14.000000,14118.0,,https://anaconda.org/conda-forge/botocore,2021-11-03 22:25:51.036000,10074576.0,2.0,,,,,,,,,,
35,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000000,2021-10-18 21:26:01.000000,2021-10-14 17:25:22.000000,1479.0,445.0,1085.0,5454.0,2021-10-07 22:56:32.000000,5.0.3,76.0,396.0,33,True,3217.0,conda-forge/docker-py,docker,,26177.0,29919.0,25551.0,https://pypi.org/project/docker,2021-10-07 22:54:50.000000,4368.0,,https://anaconda.org/conda-forge/docker-py,2021-10-08 05:35:18.040000,1675347.0,2.0,,,,,,,,,,
36,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000000,2021-10-29 21:04:59.000000,2021-10-28 03:54:18.000000,225.0,108.0,134.0,3705.0,2020-09-24 15:50:48.000000,0.11.1,24.0,70.0,33,True,1173.0,conda-forge/toolz,toolz,,10552215.0,53892.0,48372.0,https://pypi.org/project/toolz,2020-09-24 15:50:48.000000,5520.0,10469850.0,https://anaconda.org/conda-forge/toolz,2020-09-24 19:02:07.101000,5353752.0,1.0,,,,,,,,,,
37,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000000,2021-11-04 01:08:30.000000,2021-11-04 01:06:59.000000,489.0,61.0,555.0,3422.0,2021-11-04 01:08:33.000000,4.2.0,48.0,94.0,33,True,,conda-forge/jsonschema,jsonschema,,39007182.0,210099.0,179039.0,https://pypi.org/project/jsonschema,2021-11-04 01:08:30.000000,31060.0,38883929.0,https://anaconda.org/conda-forge/jsonschema,2021-10-20 17:53:07.763000,8258014.0,1.0,,,,,,,,,,
38,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000000,2021-10-29 17:23:45.000000,2021-10-29 17:23:28.000000,498.0,19.0,262.0,2395.0,,,20.0,75.0,33,True,525.0,conda-forge/pycparser,pycparser,,63126837.0,294053.0,261771.0,https://pypi.org/project/pycparser,2020-03-04 14:16:37.000000,32282.0,62922925.0,https://anaconda.org/conda-forge/pycparser,2020-06-27 16:30:32.956000,12846515.0,2.0,,,,,,,,,,
39,xlwings,xlwings/xlwings,xlwings is a BSD-licensed Python library that makes it easy to call Python from Excel and vice versa. It works with..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000000,2021-10-29 16:24:25.000000,2021-10-29 16:24:25.000000,385.0,313.0,1074.0,2137.0,2021-10-27 11:57:22.000000,0.25.0,109.0,56.0,33,True,2244.0,conda-forge/xlwings,xlwings,26908.0,666239.0,20260.0,19156.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000000,1104.0,658606.0,https://anaconda.org/conda-forge/xlwings,2021-10-27 20:54:34.546000,379903.0,1.0,,,,,,,,,,
40,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000000,2021-11-02 08:24:41.000000,2021-10-27 08:04:52.000000,375.0,267.0,325.0,1900.0,2021-10-04 09:07:18.000000,1.1.0,21.0,106.0,33,True,1430.0,conda-forge/dateparser,dateparser,,3427727.0,10354.0,8940.0,https://pypi.org/project/dateparser,2021-10-04 09:07:18.000000,1414.0,3426732.0,https://anaconda.org/conda-forge/dateparser,2021-10-05 16:43:24.840000,57736.0,2.0,,,2.0,,,,,,,
41,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000000,2021-11-01 15:34:40.000000,2021-11-01 15:34:35.000000,84.0,3.0,85.0,620.0,2021-09-11 05:30:14.000000,5.1.0,37.0,25.0,33,True,374.0,conda-forge/decorator,decorator,,41272144.0,296939.0,250467.0,https://pypi.org/project/decorator,2021-09-11 05:30:14.000000,46472.0,41123214.0,https://anaconda.org/conda-forge/decorator,2021-09-11 07:57:08.687000,9531539.0,2.0,,,,,,,,,,
42,s3transfer,boto/s3transfer,Amazon S3 Transfer Manager for Python.,,db-clients,https://github.com/boto/s3transfer,https://github.com/boto/s3transfer,Apache-2.0,2016-01-12 23:19:42.000000,2021-11-02 20:07:45.000000,2021-11-02 20:07:45.000000,82.0,37.0,29.0,131.0,2021-07-15 19:07:01.000000,0.5.0,29.0,31.0,33,True,510.0,conda-forge/s3transfer,s3transfer,,270839813.0,96846.0,88960.0,https://pypi.org/project/s3transfer,2021-07-15 19:07:01.000000,7886.0,270736076.0,https://anaconda.org/conda-forge/s3transfer,2021-07-15 21:27:06.980000,6639224.0,1.0,,,,,,,,,,
43,ansible,ansible/ansible,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and..,,infrastructure,https://github.com/ansible/ansible,https://github.com/ansible/ansible,GPL-3.0,2012-03-06 14:58:02.000000,2021-11-04 14:24:34.000000,2021-11-04 14:22:55.000000,21233.0,1566.0,28749.0,50562.0,2021-11-02 14:19:03.000000,4.8.0,279.0,6474.0,32,True,,conda-forge/ansible,ansible,,8392.0,26489.0,18835.0,https://pypi.org/project/ansible,2021-11-02 17:32:53.000000,7654.0,,https://anaconda.org/conda-forge/ansible,2021-11-02 21:36:53.219000,428037.0,2.0,,,,,,,,,,
