,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
173,PDFMiner,euske/pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,,data-loading,https://github.com/euske/pdfminer,https://github.com/euske/pdfminer,MIT,2010-12-12 12:50:22.000,2021-12-15 14:45:46.670,2020-01-18 07:00:32,540.0,,1078,221.0,80.0,41.0,4748,,,26.0,28.0,231.0,29,False,pdfminer,conda-forge/pdfminer,,,172336.0,3563.0,2773.0,https://pypi.org/project/pdfminer,2021-12-15 14:45:46.670,790.0,172024.0,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804,20607.0,,,,,2.0,,,,,,,,,,
174,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2022-02-15 22:24:50.000,2022-02-15 22:24:50,4584.0,118.0,506,93.0,864.0,387.0,3010,2017-08-14 18:29:09.000,0.2.15,51.0,201.0,138.0,29,True,toga,,@pybee/toga,,1414.0,32.0,,https://pypi.org/project/toga,2022-01-07 11:46:01.000,32.0,1413.0,,,,https://www.npmjs.com/package/@pybee/toga,2017-04-23 05:17:57.458,,1.0,2.0,,,,,,,,,,
175,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2022-02-16 22:46:33.000,2022-02-16 22:45:56,1063.0,22.0,218,63.0,74.0,250.0,2933,2021-04-05 16:37:38.000,1.13.0,22.0,38.0,21.0,29,True,asciimatics,conda-forge/asciimatics,,,11300.0,702.0,596.0,https://pypi.org/project/asciimatics,2021-04-05 16:32:43.000,106.0,9432.0,https://anaconda.org/conda-forge/asciimatics,2021-11-15 19:07:13.401,85964.0,,,,,3.0,,,,,,,,,,
176,gdown,wkentaro/gdown,Download a large file from Google Drive (curl/wget fails because of the security notice).,,data-loading,https://github.com/wkentaro/gdown,https://github.com/wkentaro/gdown,MIT,2015-10-17 03:01:23.000,2022-02-17 13:11:58.000,2022-02-17 13:11:31,337.0,7.0,164,14.0,68.0,68.0,1707,2022-02-17 13:13:15.000,4.3.0,67.0,13.0,15.0,29,True,gdown,conda-forge/gdown,,,217181.0,6776.0,6611.0,https://pypi.org/project/gdown,2022-02-17 13:11:58.000,165.0,215681.0,https://anaconda.org/conda-forge/gdown,2022-01-31 11:46:25.243,43527.0,,,,,2.0,,,,,,,,,,
177,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2022-02-10 23:09:33.809,2022-02-09 20:33:15,2468.0,30.0,123,55.0,260.0,174.0,1154,2022-02-09 20:47:23.000,0.14.1,21.0,35.0,46.0,29,True,enaml,conda-forge/enaml,,78.0,4547.0,279.0,198.0,https://pypi.org/project/enaml,2022-02-09 20:47:23.000,81.0,2603.0,https://anaconda.org/conda-forge/enaml,2022-02-10 23:09:33.809,99101.0,,,,,2.0,,,,,,,,,,
178,py2neo,py2neo-org/py2neo,Py2neo is a comprehensive Neo4j driver library and toolkit for Python.,,db-clients,https://github.com/py2neo-org/py2neo,https://github.com/py2neo-org/py2neo,Apache-2.0,2011-07-03 10:01:07.000,2021-12-10 09:37:29.000,2021-12-10 09:37:17,2933.0,2.0,218,46.0,174.0,750.0,1073,2021-10-14 07:46:17.000,2021.2.3,114.0,33.0,14.0,29,True,py2neo,conda-forge/py2neo,,,67843.0,619.0,,https://pypi.org/project/py2neo,2021-10-14 07:46:17.000,619.0,67099.0,https://anaconda.org/conda-forge/py2neo,2021-10-14 10:46:07.862,41682.0,,,,,3.0,,,,,,,,,,
179,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000,2021-11-11 04:42:52.000,2021-06-25 08:12:31,743.0,,298,52.0,207.0,247.0,1032,2021-05-30 09:23:19.000,2.1.3,19.0,72.0,28.0,29,True,redis-py-cluster,,,2901.0,2272144.0,1248.0,1043.0,https://pypi.org/project/redis-py-cluster,2021-05-30 09:21:45.000,205.0,2272111.0,,,,,,,,3.0,,,,,,,,,,
180,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2022-02-17 04:56:42.000,2022-02-07 22:14:07,919.0,20.0,57,16.0,427.0,370.0,1029,2021-08-19 19:57:14.000,2.1.1,130.0,23.0,49.0,29,True,omegaconf,conda-forge/omegaconf,,,1435259.0,3172.0,3102.0,https://pypi.org/project/omegaconf,2021-08-19 19:57:14.000,70.0,1416806.0,https://anaconda.org/conda-forge/omegaconf,2021-11-13 15:52:15.606,461325.0,,,,,3.0,,,,,,,,,,
181,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-12-26 18:57:42.000,2021-01-11 13:12:20,381.0,,149,27.0,88.0,134.0,929,2021-01-11 13:28:44.000,0.4.0,28.0,23.0,36.0,29,False,sshtunnel,conda-forge/sshtunnel,,,1813414.0,3314.0,3070.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,244.0,1812202.0,https://anaconda.org/conda-forge/sshtunnel,2021-11-08 08:54:58.940,78820.0,,,,,3.0,,,,,,,,,,
182,Intake,intake/intake,"Intake is a lightweight package for finding, investigating, loading and disseminating data.",,data-loading,https://github.com/intake/intake,https://github.com/intake/intake,BSD-2-Clause,2017-08-14 20:44:22.000,2022-02-08 17:10:04.000,2022-02-08 17:10:03,1784.0,38.0,114,42.0,356.0,216.0,694,2022-01-09 22:33:59.000,0.6.5,24.0,70.0,85.0,29,True,intake,conda-forge/intake,,,23381.0,427.0,334.0,https://pypi.org/project/intake,2022-01-09 22:33:59.000,93.0,19964.0,https://anaconda.org/conda-forge/intake,2022-01-10 03:38:28.358,133273.0,,,,,2.0,,,,,,,,,,
183,inflect,jaraco/inflect,"Correctly generate plurals, ordinals, indefinite articles; convert numbers to words.",,text,https://github.com/jaraco/inflect,https://github.com/jaraco/inflect,MIT,2010-06-20 13:43:13.000,2022-02-09 14:42:45.000,2022-02-01 03:10:30,711.0,28.0,71,19.0,65.0,67.0,616,2022-02-01 03:14:17.000,5.4.0,34.0,38.0,15.0,29,True,inflect,conda-forge/inflect,,,1354511.0,875.0,,https://pypi.org/project/inflect,2022-02-01 03:14:04.000,875.0,1351145.0,https://anaconda.org/conda-forge/inflect,2022-02-01 07:34:47.456,195248.0,,,,,3.0,,,,,,,,,,
184,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000,2022-01-31 13:45:01.165,2022-01-31 03:19:44,939.0,26.0,32,13.0,70.0,74.0,610,2022-01-31 03:20:42.000,8.1.0,55.0,19.0,,29,True,natsort,conda-forge/natsort,,,2627917.0,10898.0,9951.0,https://pypi.org/project/natsort,2022-01-31 03:20:42.000,947.0,2618344.0,https://anaconda.org/conda-forge/natsort,2022-01-31 13:45:01.165,564860.0,,,,,3.0,,,,,,,,,,
185,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2022-02-14 19:40:46.000,2021-10-06 13:53:24,314.0,,98,12.0,83.0,119.0,581,2021-10-03 23:08:01.000,1.5.3,26.0,48.0,62.0,29,True,configargparse,conda-forge/configargparse,,,1601391.0,8188.0,6785.0,https://pypi.org/project/configargparse,2021-10-03 00:17:22.000,1403.0,1597546.0,https://anaconda.org/conda-forge/configargparse,2021-10-04 14:51:00.922,253797.0,,,,,3.0,,,,,,,,,,
186,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2022-02-15 22:12:18.000,2021-11-11 07:45:31,226.0,,100,12.0,90.0,32.0,553,2020-12-18 10:27:27.000,0.18.2,36.0,38.0,97.0,29,True,validators,conda-forge/validators,,,2697083.0,33334.0,31913.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1421.0,2694377.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,73065.0,,,,,3.0,,,,,,,,,,
187,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000,2022-02-06 05:38:57.000,2020-10-14 22:37:57,309.0,,63,15.0,78.0,70.0,263,2016-08-26 14:28:03.000,5.0.6,16.0,22.0,68.0,29,False,configobj,conda-forge/configobj,,,1514638.0,20767.0,17427.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,3340.0,1506633.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,344248.0,,,,,3.0,,,,,,,,,,
188,pathlib2,jazzband/pathlib2,Backport of pathlib aiming to support the full stdlib Python API.,,compatibility,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,MIT,2014-10-18 08:28:33.000,2022-02-11 13:12:25.817,2022-02-10 18:16:02,489.0,15.0,21,2.0,44.0,36.0,69,2022-02-08 12:42:21.000,2.3.7,15.0,14.0,3.0,29,False,pathlib2,conda-forge/pathlib2,,,5090800.0,47245.0,42964.0,https://pypi.org/project/pathlib2,2022-02-10 18:01:07.000,4281.0,5062308.0,https://anaconda.org/conda-forge/pathlib2,2022-02-11 13:12:25.817,1908981.0,,,,,3.0,,,,,,,,,,
189,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2018-06-07 13:52:28.873,2022-02-11 02:59:34.000,2022-02-11 02:59:30,607.0,14.0,12,5.0,33.0,207.0,21,2021-10-30 14:51:09.000,5.4.0,47.0,21.0,7.0,29,False,importlib-resources,conda-forge/importlib_resources,,,30615067.0,493.0,,https://pypi.org/project/importlib-resources,2021-10-30 14:50:58.000,493.0,30562787.0,https://anaconda.org/conda-forge/importlib_resources,2021-11-26 20:44:29.432,2300323.0,,,,,2.0,2.0,,,,,,,,,
190,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000,2022-02-14 17:56:28.000,2022-02-04 02:57:42,741.0,9.0,823,275.0,273.0,438.0,15440,2021-06-12 18:51:56.000,1.0.8.1,58.0,102.0,113.0,28,True,gooey,conda-forge/gooey,,184.0,5741.0,561.0,495.0,https://pypi.org/project/gooey,2022-01-29 23:10:33.000,66.0,4439.0,https://anaconda.org/conda-forge/gooey,2021-12-29 23:17:46.447,42771.0,,,,,3.0,,,,,,,,,,
191,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2022-01-26 13:07:45.000,2021-09-16 11:35:28,1934.0,,251,147.0,288.0,346.0,2885,2021-09-16 11:36:30.000,0.8.3,16.0,37.0,85.0,28,True,flexx,conda-forge/flexx,,,2017.0,122.0,101.0,https://pypi.org/project/flexx,2021-09-16 11:36:30.000,21.0,748.0,https://anaconda.org/conda-forge/flexx,2021-09-16 19:11:47.303,85036.0,,,,,3.0,,,,,,,,,,
192,pandas-datareader,pydata/pandas-datareader,Extract data from a wide range of Internet sources into a pandas DataFrame.,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000,2022-01-07 17:48:19.000,2022-01-07 17:48:19,807.0,2.0,557,133.0,434.0,392.0,2236,2021-07-13 12:38:57.000,0.10.0,22.0,84.0,95.0,28,True,pandas-datareader,conda-forge/pandas-datareader,,,286461.0,794.0,,https://pypi.org/project/pandas-datareader,2021-07-13 12:38:57.000,794.0,283697.0,https://anaconda.org/conda-forge/pandas-datareader,2021-07-14 09:19:08.289,160319.0,,,,,3.0,,,,,,,,,,
193,addict,mewwts/addict,The Python Dict thats better than heroin.,,data-structures,https://github.com/mewwts/addict,https://github.com/mewwts/addict,MIT,2014-12-10 06:55:25.000,2021-11-13 15:52:14.136,2021-01-05 07:16:38,229.0,,126,55.0,70.0,64.0,2182,2020-11-21 16:21:29.000,2.4.0,31.0,31.0,9.0,28,False,addict,conda-forge/addict,,16.0,1065949.0,2629.0,2325.0,https://pypi.org/project/addict,2020-11-21 16:21:29.000,304.0,1062310.0,https://anaconda.org/conda-forge/addict,2021-11-13 15:52:14.136,243852.0,,,,,2.0,,,,,,,,,,
194,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-12-23 16:42:55.000,2018-12-05 18:23:06,1112.0,,463,102.0,184.0,505.0,1834,2018-12-05 19:18:21.000,3.1.1,51.0,62.0,243.0,28,False,mongo-connector,,,,12299.0,154.0,118.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,36.0,12299.0,,,,,,,,3.0,,,,,,,,,,
195,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-11-05 11:42:51.413,2020-10-20 23:43:16,177.0,,93,30.0,79.0,54.0,1290,2018-01-03 17:03:36.000,1.6.1,10.0,16.0,31.0,28,False,blessings,conda-forge/blessings,,,1635701.0,8048.0,6592.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,1456.0,1632363.0,https://anaconda.org/conda-forge/blessings,2021-11-05 11:42:51.413,190288.0,,,,,3.0,,,,,,,,,,
196,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2022-01-31 22:32:42.000,2021-11-02 15:19:31,486.0,,320,35.0,238.0,119.0,616,2020-04-17 20:27:24.000,3.9.0,35.0,65.0,33.0,28,True,pysolr,conda-forge/pysolr,,,145632.0,3780.0,2505.0,https://pypi.org/project/pysolr,2021-10-19 00:38:41.000,1275.0,145345.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,17266.0,,,,,3.0,,,,,,,,,,
197,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-12-02 23:52:44.000,2021-10-26 14:27:29,598.0,,122,12.0,87.0,163.0,453,2019-08-15 12:04:18.000,1.6.1,42.0,49.0,25.0,28,True,pylibmc,conda-forge/pylibmc,,,173511.0,6147.0,3764.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,2383.0,170964.0,https://anaconda.org/conda-forge/pylibmc,2021-11-07 21:41:59.314,170682.0,,,,,2.0,,,,,,,,,,
198,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000,2021-11-15 15:21:38.000,2021-09-28 20:21:42,223.0,,40,12.0,25.0,20.0,270,2020-06-23 16:10:28.000,0.2.5,17.0,11.0,12.0,28,True,wcwidth,conda-forge/wcwidth,,,22288914.0,260104.0,246957.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000,13147.0,22168888.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691,8881949.0,,,,,3.0,,,,,,,,,,
199,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2022-02-16 22:57:21.000,2022-02-11 01:29:20,699.0,9.0,50,19.0,294.0,193.0,265,2021-10-21 21:42:56.000,1.12.0,61.0,30.0,116.0,28,True,param,conda-forge/param,,,314473.0,3111.0,2984.0,https://pypi.org/project/param,2021-11-19 20:40:36.000,127.0,306697.0,https://anaconda.org/conda-forge/param,2021-10-21 16:37:46.866,451063.0,,,,,3.0,,,,,,,,,,
200,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000,2021-12-13 14:13:34.000,2021-12-13 14:13:34,262.0,1.0,25,6.0,39.0,21.0,250,2021-10-22 09:01:52.000,2.4.2,32.0,11.0,,28,True,srsly,conda-forge/srsly,,,3710985.0,16457.0,16204.0,https://pypi.org/project/srsly,2021-10-22 09:01:52.000,253.0,3692202.0,https://anaconda.org/conda-forge/srsly,2021-12-07 12:35:38.777,676215.0,,,,,3.0,,,,,,,,,,
201,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2022-01-11 15:10:11.000,2022-01-11 15:10:11,127.0,1.0,46,9.0,28.0,65.0,218,2019-07-15 09:33:00.000,3.3.0,24.0,19.0,6.0,28,True,futures,conda-forge/futures,,,24630148.0,37385.0,29383.0,https://pypi.org/project/futures,2021-10-09 11:11:46.000,8002.0,24612228.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1182721.0,,,,,3.0,,,,,,,,,,
202,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2022-01-27 14:59:09.000,2022-01-27 14:59:05,833.0,9.0,50,101.0,265.0,248.0,166,2021-08-26 11:18:59.000,2.15.0,47.0,31.0,2.0,28,True,cloudant,conda-forge/cloudant,,,83853.0,1917.0,1631.0,https://pypi.org/project/cloudant,2021-08-26 11:14:04.000,286.0,82485.0,https://anaconda.org/conda-forge/cloudant,2021-08-26 14:15:46.968,88943.0,,,,,3.0,,,,,,,,,,
203,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2021-11-16 18:51:42.603,2021-10-29 12:36:44,258.0,,49,5.0,58.0,64.0,150,2021-10-26 13:46:12.000,4.0.2,37.0,25.0,3.0,28,True,tzlocal,conda-forge/tzlocal,,,19089016.0,3568.0,,https://pypi.org/project/tzlocal,2021-10-29 12:36:37.000,3568.0,19076444.0,https://anaconda.org/conda-forge/tzlocal,2021-11-16 18:51:42.603,854933.0,,,,,3.0,,,,,,,,,,
204,ordered-set,rspeer/ordered-set,A mutable set that remembers the order of its entries. One of Pythons missing data types.,,data-structures,https://github.com/rspeer/ordered-set,https://github.com/rspeer/ordered-set,MIT,2012-08-17 21:55:21.000,2022-01-28 18:01:59.000,2022-01-26 15:43:13,156.0,10.0,35,29.0,46.0,35.0,144,2022-01-26 14:38:48.000,4.1.0,18.0,18.0,2.0,28,True,ordered-set,conda-forge/ordered-set,,,4625767.0,282.0,,https://pypi.org/project/ordered-set,2022-01-26 14:38:48.000,282.0,4624069.0,https://anaconda.org/conda-forge/ordered-set,2022-01-26 18:24:17.544,118864.0,,,,,2.0,,,,,,,,,,
205,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2022-02-06 15:10:43.000,2022-02-06 15:10:40,452.0,12.0,25,2.0,30.0,48.0,24,2021-12-31 00:02:27.000,3.7.0,33.0,13.0,,28,False,zipp,conda-forge/zipp,,,83286468.0,3483.0,,https://pypi.org/project/zipp,2021-12-31 00:02:16.000,3483.0,82994514.0,https://anaconda.org/conda-forge/zipp,2022-02-02 19:03:20.594,10510367.0,,,,,3.0,,,,,,,,,,
206,textract,deanmalmgren/textract,extract text from any document. no muss. no fuss.,,data-loading,https://github.com/deanmalmgren/textract,https://github.com/deanmalmgren/textract,MIT,2014-07-03 20:36:59.000,2022-02-15 05:46:46.000,2021-08-21 17:07:52,579.0,,469,84.0,208.0,126.0,3199,2021-08-21 17:09:22.000,1.6.4,17.0,39.0,87.0,27,True,textract,conda-forge/textract,,,72749.0,116.0,,https://pypi.org/project/textract,2021-08-21 17:07:16.000,116.0,72545.0,https://anaconda.org/conda-forge/textract,2021-08-22 03:37:29.204,13311.0,,,,,3.0,,,,,,,,,,
207,Phoenix,wxWidgets/Phoenix,"wxPythons Project Phoenix. A new implementation of wxPython, better, stronger, faster than he was before.",,gui-dev,https://github.com/wxWidgets/Phoenix,https://github.com/wxWidgets/Phoenix,wxWindows,2012-07-17 06:22:25.000,2022-02-16 01:38:23.000,2022-01-25 00:57:51,5304.0,97.0,431,105.0,817.0,825.0,1734,2018-03-23 21:06:34.000,wxPython-4.0.0,12.0,111.0,453.0,27,False,wx,conda-forge/wxpython,,1895.0,6995.0,74.0,,https://pypi.org/project/wx,2016-08-17 03:22:15.000,74.0,,https://anaconda.org/conda-forge/wxpython,2021-12-01 17:41:46.398,389513.0,,,,,3.0,,,,,,,,,,
208,glom,mahmoud/glom,"Pythons nested data operator (and CLI), for all your declarative restructuring needs. Got data? Glom it!.",,data-structures,https://github.com/mahmoud/glom,https://github.com/mahmoud/glom,BSD-3-Clause,2018-04-18 06:03:24.000,2022-02-10 06:22:24.000,2022-01-24 09:44:42,945.0,37.0,50,20.0,91.0,65.0,1482,2020-11-04 06:18:34.000,20.11.0,21.0,19.0,95.0,27,True,glom,conda-forge/glom,,,623991.0,443.0,367.0,https://pypi.org/project/glom,2022-01-24 09:34:02.000,76.0,623694.0,https://anaconda.org/conda-forge/glom,2020-11-11 00:05:15.875,8632.0,,,,,3.0,,,,,,,,,,
209,gin-config,google/gin-config,Gin provides a lightweight configuration framework for Python.,,configuration,https://github.com/google/gin-config,https://github.com/google/gin-config,Apache-2.0,2018-06-27 20:21:12.000,2022-01-07 04:22:23.890,2021-11-04 16:06:34,145.0,,96,22.0,96.0,36.0,1442,2021-11-03 08:11:33.000,0.5.0,12.0,20.0,41.0,27,True,gin-config,conda-forge/gin-config,,,308336.0,3537.0,3460.0,https://pypi.org/project/gin-config,2021-11-03 08:11:33.000,77.0,308162.0,https://anaconda.org/conda-forge/gin-config,2022-01-07 04:22:23.890,3670.0,,,,,3.0,,,,,,,,,,
210,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2021-12-05 13:34:53.000,2021-12-05 13:34:44,738.0,25.0,40,23.0,35.0,63.0,978,2021-11-28 18:09:04.000,1.6.1,81.0,19.0,67.0,27,True,strictyaml,conda-forge/strictyaml,,,79308.0,618.0,520.0,https://pypi.org/project/strictyaml,2021-11-28 18:09:04.000,98.0,76612.0,https://anaconda.org/conda-forge/strictyaml,2021-11-28 22:19:03.546,124043.0,,,,,3.0,,,,,,,,,,
211,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2022-02-03 04:13:38.000,2022-01-07 02:00:19,1076.0,8.0,135,37.0,79.0,127.0,973,2022-01-07 02:04:37.000,16.3.0,14.0,45.0,1.0,27,True,path,conda-forge/path,,,668397.0,92.0,,https://pypi.org/project/path,2022-01-07 02:04:26.000,92.0,661540.0,https://anaconda.org/conda-forge/path,2022-01-09 12:41:45.226,178305.0,,,,,3.0,,,,,,,,,,
212,questionary,tmbo/questionary,"Python library to build pretty command line user prompts Easy to use multi-select lists, confirmations, free text..",,cli-helpers,https://github.com/tmbo/questionary,https://github.com/tmbo/questionary,MIT,2018-12-01 17:55:17.000,2022-02-15 15:28:28.000,2022-02-15 15:28:27,461.0,44.0,54,18.0,118.0,69.0,818,2021-07-15 10:11:00.000,1.10.0,20.0,29.0,23.0,27,True,questionary,conda-forge/questionary,,,893170.0,179.0,,https://pypi.org/project/questionary,2021-07-15 10:11:00.000,179.0,892872.0,https://anaconda.org/conda-forge/questionary,2021-07-15 12:34:52.920,4183.0,,,,,3.0,,,,,,,,,,
213,SDV,sdv-dev/SDV,"Synthetic Data Generation for tabular, relational and time series data.",,data-loading,https://github.com/sdv-dev/SDV,https://github.com/sdv-dev/SDV,MIT,2018-05-11 15:56:50.000,2022-02-16 23:58:24.000,2022-02-16 23:56:23,960.0,31.0,122,34.0,240.0,294.0,793,2021-12-22 20:35:56.000,0.13.1,62.0,39.0,149.0,27,True,sdv,conda-forge/sdv,,,10795.0,52.0,49.0,https://pypi.org/project/sdv,2021-12-22 20:34:21.000,3.0,10728.0,https://anaconda.org/conda-forge/sdv,2021-12-23 19:10:58.462,134.0,,,,,3.0,,,,,,,,,,
214,fastcore,fastai/fastcore,Python supercharged for the fastai library.,,others,https://github.com/fastai/fastcore,https://github.com/fastai/fastcore,Apache-2.0,2019-12-02 20:16:53.000,2022-01-27 00:14:14.000,2022-01-27 00:14:13,933.0,7.0,198,14.0,139.0,240.0,699,2021-11-01 23:08:36.000,1.3.27,103.0,43.0,13.0,27,True,fastcore,conda-forge/fastcore,,,418228.0,140.0,,https://pypi.org/project/fastcore,2021-11-01 23:08:36.000,140.0,418017.0,https://anaconda.org/conda-forge/fastcore,2021-12-30 08:08:48.343,423.0,,,,,3.0,,,,,,,,,,
215,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2022-02-02 12:44:03.000,2021-01-22 10:01:54,166.0,,69,27.0,40.0,28.0,556,2019-10-30 09:56:06.000,2.5.0,14.0,24.0,9.0,27,False,munch,conda-forge/munch,,,3063011.0,769.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,769.0,3040647.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,1587901.0,,,,,3.0,,,,,,,,,,
