,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,npm_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,trending,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
260,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2021-07-12 12:01:58.000,2020-03-03 22:30:21,885.0,,164,102.0,30.0,58.0,3144,,,4.0,19.0,18.0,23,False,macropy3,,,,4694.0,503.0,473.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,30.0,4694.0,,,,,,,,3.0,,,,,,,,,,
261,camelot,camelot-dev/camelot,A Python library to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/camelot,https://github.com/camelot-dev/camelot,MIT,2019-07-01 13:39:33.000,2022-01-05 07:36:16.000,2021-07-11 18:07:18,592.0,,276,33.0,73.0,87.0,1415,2011-12-30 16:40:09.000,11.12.30,16.0,38.0,129.0,23,True,camelot,,,,3490.0,9.0,,https://pypi.org/project/camelot,2021-12-15 14:24:33.385,9.0,3490.0,,,,,,,,3.0,,,,,,,,,,
262,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2021-06-24 18:23:10.000,2019-02-06 21:53:36,36.0,,106,6.0,20.0,18.0,475,2018-12-17 18:55:49.000,2.2.1,11.0,8.0,25.0,23,False,ratelimit,conda-forge/ratelimit,,,1699463.0,1530.0,1369.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,161.0,1699273.0,https://anaconda.org/conda-forge/ratelimit,2021-01-20 00:15:09.937,2479.0,,,,,3.0,,,,,,,,,,
263,pyhdb,SAP-archive/PyHDB,SAP HANA Connector in pure Python.,,db-clients,https://github.com/SAP-archive/PyHDB,https://github.com/SAP-archive/PyHDB,Apache-2.0,2014-12-12 04:02:40.000,2021-05-04 17:33:58.000,2021-05-04 17:33:54,158.0,,132,53.0,60.0,90.0,294,2018-02-16 12:44:36.000,0.3.4,8.0,10.0,,23,True,pyhdb,,,82.0,413151.0,137.0,118.0,https://pypi.org/project/pyhdb,2018-02-16 12:37:13.000,19.0,413150.0,,,,,,,,3.0,,,,,,,,,,
264,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2021-11-28 18:30:21.000,2021-10-25 15:19:53,63.0,,22,9.0,39.0,30.0,243,2021-06-07 16:12:08.000,0.7.1,10.0,13.0,14.0,23,True,typing_inspect,conda-forge/typing_inspect,,,13946320.0,157.0,,https://pypi.org/project/typing_inspect,2021-06-07 16:12:08.000,157.0,13927055.0,https://anaconda.org/conda-forge/typing_inspect,2021-06-09 22:29:55.801,655027.0,,,,,3.0,,,,,,,,,,
265,deepdish,uchicago-cs/deepdish,Flexible HDF5 saving/loading and other data science tools from the University of Chicago.,,data-loading,https://github.com/uchicago-cs/deepdish,https://github.com/uchicago-cs/deepdish,BSD-3-Clause,2014-08-27 18:10:26.000,2021-09-24 13:49:09.813,2021-09-23 16:12:06,380.0,,53,19.0,12.0,24.0,234,2021-09-24 05:07:55.000,0.3.7,17.0,10.0,15.0,23,True,deepdish,conda-forge/deepdish,,,43641.0,631.0,551.0,https://pypi.org/project/deepdish,2021-09-24 05:07:55.000,80.0,42637.0,https://anaconda.org/conda-forge/deepdish,2021-09-24 13:49:09.813,63282.0,,,,,3.0,,,,,,,,,,
266,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000,2022-01-18 09:01:43.000,2017-11-22 02:08:58,331.0,,657,408.0,276.0,77.0,10437,2018-07-24 16:42:00.000,0.3.0,9.0,30.0,81.0,22,False,grumpy-tools,,,,35.0,1.0,,https://pypi.org/project/grumpy-tools,2018-07-24 16:42:00.000,1.0,35.0,,,,,,,,3.0,,,,,,,,,,
267,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29,131.0,,124,63.0,19.0,14.0,3419,2019-11-07 15:54:35.000,0.3.0,11.0,9.0,25.0,22,False,pampy,,,,40932.0,244.0,218.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000,26.0,40932.0,,,,,,,,3.0,,,,,,,,,,
268,pinject,google/pinject,A pythonic dependency injection library.,,utilities,https://github.com/google/pinject,https://github.com/google/pinject,Apache-2.0,2013-06-20 23:46:50.000,2021-09-27 22:15:44.669,2021-03-23 16:42:22,285.0,,95,34.0,24.0,10.0,1307,2020-04-10 22:23:01.000,0.15.3,14.0,10.0,27.0,22,True,pinject,conda-forge/pinject,,,48624.0,114.0,95.0,https://pypi.org/project/pinject,2021-03-23 16:43:50.000,19.0,48585.0,https://anaconda.org/conda-forge/pinject,2021-09-27 22:15:44.669,197.0,,,,,3.0,,,,,,,,,,
269,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25,96.0,,40,11.0,20.0,11.0,465,2015-06-05 06:31:13.000,1.6.5,26.0,11.0,18.0,22,False,awesome-slugify,conda-forge/awesome-slugify,,,64680.0,4135.0,2953.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,1182.0,63863.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,57237.0,,,,,3.0,,,,,,,,,,
270,img2dataset,rom1504/img2dataset,"Easily turn large sets of image urls to an image dataset. Can download, resize and package 100M urls in 20h on one..",,data-loading,https://github.com/rom1504/img2dataset,https://github.com/rom1504/img2dataset,MIT,2021-08-11 20:20:15.000,2022-02-15 20:18:10.000,2022-02-15 20:14:39,177.0,77.0,27,9.0,56.0,51.0,455,2022-02-15 20:17:44.000,1.25.4,60.0,5.0,36.0,22,True,img2dataset,,,34.0,2053.0,3.0,2.0,https://pypi.org/project/img2dataset,2022-02-15 20:18:10.000,1.0,2048.0,,,,,,,,3.0,,,,,,,,,,
271,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2020-10-16 22:20:11.000,2020-10-16 22:20:10,123.0,,62,36.0,70.0,,335,2020-04-30 18:52:35.000,0.4.3,7.0,18.0,4.0,22,False,pymodm,conda-forge/pymodm,,,191623.0,548.0,465.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,83.0,191504.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,2874.0,,,,,3.0,,,,,,,,,,
272,aiomisc,aiokitchen/aiomisc,aiomisc - miscellaneous utils for asyncio.,,async,https://github.com/aiokitchen/aiomisc,https://github.com/aiokitchen/aiomisc,MIT,2018-04-13 14:33:37.000,2022-01-24 22:47:00.000,2022-01-24 22:46:35,725.0,12.0,16,12.0,118.0,10.0,248,2022-01-24 22:47:00.000,15.6.8,182.0,13.0,5.0,22,True,aiomisc,,,,9875.0,184.0,161.0,https://pypi.org/project/aiomisc,2022-01-24 22:47:00.000,23.0,9875.0,,,,,,,,3.0,,,,,,,,,,
273,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2021-12-13 15:53:07.000,2021-12-13 15:53:07,96.0,1.0,18,4.0,20.0,2.0,107,2021-08-21 02:47:29.000,2.0.6,20.0,8.0,5.0,22,True,catalogue,conda-forge/catalogue,,,3421218.0,12914.0,12875.0,https://pypi.org/project/catalogue,2021-08-21 02:47:29.000,39.0,3404347.0,https://anaconda.org/conda-forge/catalogue,2021-12-07 09:24:21.125,455523.0,,,,,3.0,,,,,,,,,,
274,pyexcel-xlsx,pyexcel/pyexcel-xlsx,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000,2020-11-28 22:30:58.000,2020-11-28 22:30:53,264.0,,18,6.0,16.0,25.0,97,2020-10-10 13:13:32.000,0.6.0,30.0,4.0,12.0,22,False,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,51.0,90399.0,1668.0,1485.0,https://pypi.org/project/pyexcel-xlsx,2020-10-10 13:13:32.000,183.0,90038.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660,18794.0,,,,,3.0,,,,,,,,,,
275,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2021-03-31 19:40:59.000,2021-03-31 19:40:59,210.0,,81,44.0,33.0,11.0,1622,2016-02-06 21:56:46.000,0.6.5,27.0,20.0,17.0,21,True,bashplotlib,,,,3312.0,170.0,140.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,30.0,3312.0,,,,,,,,3.0,,,,,,,,,,
276,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2021-08-02 12:32:38.000,2017-03-31 14:41:30,233.0,,111,52.0,49.0,21.0,1218,2017-03-31 14:41:57.000,0.5.3,35.0,24.0,32.0,21,False,db.py,,,,828.0,27.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,27.0,828.0,,,,,,,,3.0,,,,,,,,,,
277,datatest,shawnbrown/datatest,Tools for test driven data-wrangling and data validation.,,data-loading,https://github.com/shawnbrown/datatest,https://github.com/shawnbrown/datatest,Apache-2.0,2016-05-12 13:16:27.000,2021-12-05 17:44:33.000,2021-12-05 17:44:33,2173.0,2.0,12,12.0,5.0,43.0,254,2021-01-04 03:43:58.000,0.11.1,17.0,7.0,10.0,21,True,datatest,,,,11316.0,65.0,62.0,https://pypi.org/project/datatest,2021-01-04 03:39:40.000,3.0,11316.0,,,,,,,,3.0,,,,,,,,,,
278,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2021-12-09 08:29:36.000,2018-03-07 14:51:59,89.0,,21,50.0,13.0,11.0,251,2015-12-20 08:56:50.000,0.4.2,8.0,7.0,7.0,21,False,valideer,conda-forge/valideer,,,18908.0,71.0,54.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,17.0,18659.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,17467.0,,,,,3.0,,,,,,,,,,
279,prisma,RobertCraigie/prisma-client-py,Prisma Client Python is an auto-generated and fully type-safe database client providing a simplistic yet extremely..,,db-clients,https://github.com/RobertCraigie/prisma-client-py,https://github.com/RobertCraigie/prisma-client-py,Apache-2.0,2020-12-16 04:29:28.000,2022-02-16 22:28:12.000,2022-02-16 22:28:11,483.0,97.0,12,5.0,102.0,83.0,156,2022-01-30 18:47:50.000,0.5.0,16.0,5.0,92.0,21,True,prisma,,,,975.0,21.0,20.0,https://pypi.org/project/prisma,2022-01-30 18:47:12.000,1.0,975.0,,,,,,,,3.0,,,,,,,,,,
280,unsync,alex-sherman/unsync,Unsynchronize asyncio.,,async,https://github.com/alex-sherman/unsync,https://github.com/alex-sherman/unsync,MIT,2018-02-06 02:16:16.000,2022-02-06 23:08:33.000,2022-02-06 23:08:33,62.0,2.0,46,18.0,19.0,22.0,697,2021-10-21 00:46:56.000,1.4.0,9.0,11.0,6.0,20,True,unsync,conda-forge/unsync,,,6027.0,102.0,94.0,https://pypi.org/project/unsync,2021-10-21 00:46:56.000,8.0,5828.0,https://anaconda.org/conda-forge/unsync,2021-03-29 12:28:26.333,3980.0,,,,,3.0,,,,,,,,,,
281,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2021-11-16 15:05:15.000,2021-11-16 15:02:24,337.0,,30,9.0,25.0,14.0,239,2021-11-16 15:05:08.000,2.1.1,30.0,11.0,7.0,20,True,queries,,,,2459.0,133.0,106.0,https://pypi.org/project/queries,2021-11-16 15:05:08.000,27.0,2459.0,,,,,,,,3.0,,,,,,,,,,
282,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2021-02-22 07:12:02.000,2020-11-25 09:45:42,96.0,,36,13.0,28.0,8.0,220,2020-11-25 09:35:49.000,0.3.4,12.0,12.0,19.0,20,False,price-parser,,,,69551.0,130.0,128.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,2.0,69551.0,,,,,,,,3.0,,,,,,,,,,
283,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2021-09-21 15:42:49.000,2021-09-21 15:42:45,261.0,,36,9.0,33.0,35.0,134,2020-07-27 18:27:16.000,0.8.0,23.0,18.0,6.0,20,True,filedepot,,,,3996.0,512.0,461.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,51.0,3996.0,,,,,,,,3.0,,,,,,,,,,
284,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26,32.0,,15,3.0,9.0,13.0,93,2018-02-09 00:32:14.000,1.1.2,4.0,6.0,4.0,20,False,stopit,conda-forge/stopit,,,114603.0,1128.0,1019.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,109.0,110892.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,181856.0,,,,,3.0,,,,,,,,,,
285,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2021-09-07 23:52:51.000,2020-02-09 19:26:00,103.0,,117,60.0,3.0,40.0,1397,2016-09-11 02:13:18.000,1.2,3.0,4.0,,19,False,pypattyrn,,,,5925.0,22.0,19.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,3.0,5925.0,,,,,,,,3.0,,,,,,,,,,
286,excalibur,camelot-dev/excalibur,A web interface to extract tabular data from PDFs.,,data-loading,https://github.com/camelot-dev/excalibur,https://github.com/camelot-dev/excalibur,MIT,2018-10-20 11:34:49.000,2022-01-06 18:01:09.000,2020-09-07 18:32:58,236.0,,170,40.0,48.0,38.0,1073,2020-07-17 16:16:44.000,0.4.3,9.0,11.0,73.0,19,False,excalibur-py,,,8435.0,1060.0,,,https://pypi.org/project/excalibur-py,2020-03-21 11:40:49.000,,850.0,,,,,,,,3.0,,,,,,,,,,
287,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000,2022-02-15 00:01:59.000,2021-07-05 14:51:17,327.0,,46,19.0,104.0,41.0,474,2021-05-12 00:01:27.000,0.3.5,10.0,10.0,52.0,19,True,odmantic,,,,14616.0,,,https://pypi.org/project/odmantic,2021-05-11 23:57:07.000,,14616.0,,,,,,,,3.0,,,,,,,,,,
288,gsheets-db-api,betodealmeida/gsheets-db-api,A Python DB-API and SQLAlchemy dialect to Google Spreasheets.,,db-clients,https://github.com/betodealmeida/gsheets-db-api,https://github.com/betodealmeida/gsheets-db-api,MIT,2018-09-10 22:07:02.000,2022-01-05 03:28:15.000,2021-02-17 20:59:41,132.0,,13,4.0,8.0,5.0,167,2020-12-04 17:53:17.000,0.1.12,14.0,3.0,14.0,19,True,gsheetsdb,,,,53204.0,176.0,172.0,https://pypi.org/project/gsheetsdb,2022-01-05 03:28:15.000,4.0,53204.0,,,,,,,,3.0,,,,,,,,,,
289,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000,2022-02-10 11:36:52.000,2022-02-01 11:49:27,523.0,23.0,9,5.0,100.0,82.0,145,2021-12-23 15:22:44.000,2.8.0,114.0,8.0,13.0,19,True,typical,conda-forge/typical,,,3678.0,3.0,,https://pypi.org/project/typical,2021-12-23 15:22:44.000,3.0,3140.0,https://anaconda.org/conda-forge/typical,2021-12-23 18:09:55.692,4846.0,,,,,3.0,,,,,,,,,,
290,coolname,alexanderlukanin13/coolname,Random Name and Slug Generator.,,text,https://github.com/alexanderlukanin13/coolname,https://github.com/alexanderlukanin13/coolname,BSD-2-Clause,2015-11-06 18:07:11.000,2022-02-03 10:05:19.000,2021-04-02 11:44:23,130.0,,7,5.0,6.0,5.0,87,2018-08-02 15:41:30.000,1.1.0,6.0,2.0,3.0,19,False,coolname,conda-forge/coolname,,,68414.0,352.0,315.0,https://pypi.org/project/coolname,2018-08-02 15:41:30.000,37.0,67270.0,https://anaconda.org/conda-forge/coolname,2021-11-07 23:17:43.319,16029.0,,,,,3.0,,,,,,,,,,
291,docopt-ng,jazzband/docopt-ng,"Humane command line arguments parser. Now with maintenance, typehints, and complete test coverage.",,cli-helpers,https://github.com/jazzband/docopt-ng,https://github.com/jazzband/docopt-ng,MIT,2019-03-26 15:35:29.000,2022-02-16 19:57:07.000,2021-10-13 20:21:59,525.0,,11,8.0,8.0,2.0,70,2019-03-26 17:03:46.000,0.7.2,4.0,42.0,16.0,19,False,docopt-ng,,,,8417.0,69.0,63.0,https://pypi.org/project/docopt-ng,2019-03-26 17:03:46.000,6.0,8417.0,,,,,,,,3.0,,,,,,,,,,
292,borb,jorisschellekens/borb,"borb is a library for reading, creating and manipulating PDF files in python.",,data-loading,https://github.com/jorisschellekens/borb,https://github.com/jorisschellekens/borb,,2020-11-07 14:04:37.000,2022-01-31 04:42:56.288,2022-01-28 23:12:36,51.0,3.0,85,30.0,2.0,62.0,2537,2022-01-28 23:13:58.000,2.0.18,31.0,1.0,6.0,18,False,ptext-joris-schellekens,conda-forge/borb,,,403.0,31.0,31.0,https://pypi.org/project/ptext-joris-schellekens,2021-07-20 11:34:32.000,,5.0,https://anaconda.org/conda-forge/borb,2022-01-31 04:42:56.288,2389.0,,,,,3.0,,,,,,,,,,
293,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000,2020-08-13 16:59:05.000,2020-08-02 07:43:02,247.0,,55,33.0,44.0,56.0,1053,2020-06-21 20:04:58.000,0.12.1,6.0,29.0,12.0,18,False,colout,,,,427.0,4.0,4.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000,,427.0,,,,,,,,3.0,,,,,,,,,,
294,csvs-to-sqlite,simonw/csvs-to-sqlite,Convert CSV files into a SQLite database.,,data-loading,https://github.com/simonw/csvs-to-sqlite,https://github.com/simonw/csvs-to-sqlite,Apache-2.0,2017-11-13 06:38:21.000,2022-01-21 08:19:04.000,2021-11-18 16:33:36,85.0,,53,16.0,25.0,29.0,673,2021-11-18 16:35:33.000,1.3,16.0,6.0,37.0,18,True,csvs-to-sqlite,,,,2837.0,5.0,,https://pypi.org/project/csvs-to-sqlite,2021-11-18 16:36:40.000,5.0,2837.0,,,,,,,,3.0,,,,,,,,,,
295,aioprometheus,claws/aioprometheus,A Prometheus Python client library for asyncio-based applications.,,db-clients,https://github.com/claws/aioprometheus,https://github.com/claws/aioprometheus,MIT,2016-06-18 12:53:23.000,2021-10-20 01:19:56.000,2021-10-20 01:19:53,113.0,,11,8.0,50.0,15.0,106,2021-09-19 03:16:22.000,21.9.0,23.0,9.0,4.0,18,True,aioprometheus,,,,15969.0,96.0,86.0,https://pypi.org/project/aioprometheus,2021-10-19 11:52:33.000,10.0,15969.0,,,,,,,,3.0,,,,,,,,,,
296,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000,2019-02-12 13:08:18.000,2016-10-11 00:37:04,34.0,,275,86.0,15.0,5.0,1308,2012-07-24 09:27:02.000,0.1.0,1.0,9.0,26.0,17,False,wssh,,,,76.0,15.0,10.0,https://pypi.org/project/wssh,2012-07-24 09:27:02.000,5.0,76.0,,,,,,,,3.0,,,,,,,,,,
297,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000,2021-09-18 11:33:53.000,2021-08-11 18:33:11,106029.0,,56,34.0,39.0,255.0,797,,,,998.0,11.0,17,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
298,psycopg3,psycopg/psycopg,New generation PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg,https://github.com/psycopg/psycopg,LGPL-3.0,2020-03-15 04:15:53.000,2022-02-12 19:40:33.000,2022-02-12 18:55:15,1879.0,193.0,52,28.0,87.0,99.0,603,,,,20.0,19.0,17,True,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
299,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2021-07-12 08:04:42.000,2021-07-12 08:04:42,371.0,,11,10.0,34.0,20.0,208,2021-03-10 16:40:20.000,1.2.1,23.0,7.0,3.0,17,True,validr,,,,9984.0,4.0,,https://pypi.org/project/validr,2021-03-10 16:40:20.000,4.0,9984.0,,,,,,,,3.0,,,,,,,,,,
300,rtoml,samuelcolvin/rtoml,A better TOML library for python implemented in rust.,,serialization,https://github.com/samuelcolvin/rtoml,https://github.com/samuelcolvin/rtoml,MIT,2020-01-07 22:30:25.000,2022-01-10 22:54:40.000,2021-12-05 10:40:37,54.0,2.0,15,3.0,28.0,4.0,113,2021-12-05 11:02:51.000,0.7.1,11.0,8.0,5.0,17,True,rtoml,,,,3474.0,43.0,32.0,https://pypi.org/project/rtoml,2021-12-05 11:02:51.000,11.0,3474.0,,,,,,,,3.0,,,,,,,,,,
301,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000,2019-02-13 18:15:09.000,2018-10-12 11:40:26,216.0,,24,18.0,9.0,6.0,632,2018-09-18 21:25:30.000,1.0.19,19.0,6.0,7.0,16,False,lazydata,,,,31.0,11.0,9.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000,2.0,31.0,,,,,,,,3.0,,,,,,,,,,
302,cleverdict,PFython/cleverdict,A JSON-friendly data structure which allows both object attributes and dictionary keys and values to be used..,,data-structures,https://github.com/PFython/cleverdict,https://github.com/PFython/cleverdict,MIT,2020-06-20 05:07:58.000,2022-02-16 07:38:10.000,2022-02-15 06:51:27,194.0,9.0,8,2.0,13.0,12.0,86,2022-02-15 06:59:08.000,1.9.2,28.0,6.0,13.0,16,False,cleverdict,,,,490.0,15.0,12.0,https://pypi.org/project/cleverdict,2022-02-15 06:59:08.000,3.0,490.0,,,,,,,,3.0,3.0,,,,,,,,,
303,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2022-02-04 14:32:02.000,2022-01-19 16:40:48,257.0,1.0,18,6.0,23.0,20.0,484,2020-09-13 06:06:09.000,0.2.3,24.0,11.0,15.0,15,True,pugsql,,,,2919.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 06:06:09.000,1.0,2919.0,,,,,,,,3.0,,,,,,,,,,
304,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09,221.0,,21,11.0,3.0,1.0,688,2018-11-22 02:36:13.000,0.0.78,57.0,2.0,5.0,14,False,supersqlite,,,,110.0,10.0,9.0,https://pypi.org/project/supersqlite,2018-11-22 02:36:46.000,1.0,110.0,,,,,,,,3.0,,,,,,,,,,
305,asyncer,tiangolo/asyncer,"Asyncer, async and await, focused on developer experience.",,async,https://github.com/tiangolo/asyncer,https://github.com/tiangolo/asyncer,MIT,2022-01-04 21:14:39.000,2022-02-14 12:29:02.000,2022-02-13 17:15:26,36.0,36.0,19,11.0,15.0,2.0,558,2022-01-04 21:45:45.000,0.0.1,1.0,7.0,3.0,14,True,asyncer,conda-forge/asyncer,,,3304.0,,,https://pypi.org/project/asyncer,2022-01-04 21:45:45.000,,3239.0,https://anaconda.org/conda-forge/asyncer,2022-01-10 21:56:44.672,65.0,,,,,3.0,,,,,,,,,,
306,millify,azaitsev/millify,Convert long numbers into a human-readable format in Python.,,text,https://github.com/azaitsev/millify,https://github.com/azaitsev/millify,MIT,2018-01-15 01:27:12.000,2021-10-04 19:28:16.000,2018-01-15 02:44:36,5.0,,8,,2.0,,54,2018-01-15 02:19:08.000,0.1.1,1.0,1.0,1.0,14,False,millify,,,,30819.0,168.0,163.0,https://pypi.org/project/millify,2018-01-15 02:19:08.000,5.0,30819.0,,,,,,,,3.0,,,,,,,,,,
307,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000,2020-04-15 08:28:06.000,2020-04-15 08:28:04,1489.0,,31,28.0,10.0,13.0,328,,,,12.0,3.0,11,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
308,dataklasses,dabeaz/dataklasses,A different spin on dataclasses.,,data-validation,https://github.com/dabeaz/dataklasses,https://github.com/dabeaz/dataklasses,,2021-12-19 23:40:48.000,2022-01-07 12:58:17.000,2022-01-07 12:58:15,17.0,17.0,25,18.0,5.0,2.0,649,,,,3.0,1.0,7,False,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
