,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,labels
114,rsa,sybrenstuvel/python-rsa,Python-RSA is a pure-Python RSA implementation.,,cryptography,https://github.com/sybrenstuvel/python-rsa,https://github.com/sybrenstuvel/python-rsa,Apache-2.0,2016-01-21 12:53:34.000,2021-02-24 13:22:02.000,2021-02-24 13:21:58.000,63,17.0,80.0,300,2021-02-15 20:45:56.000,4.7.1,32.0,33,29,True,conda-forge/rsa,rsa,,,32364328.0,12666.0,,https://pypi.org/project/rsa,2021-02-15 20:45:56.000,12666.0,32311328.0,https://anaconda.org/conda-forge/rsa,2021-02-24 12:57:19.266,2915036.0,3.0,,-1.0,
115,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000,2020-12-23 18:13:47.000,2020-10-14 22:37:57.000,58,68.0,70.0,249,2016-08-26 14:28:03.000,5.0.6,16.0,22,29,True,conda-forge/configobj,configobj,309.0,,664862.0,18493.0,12319.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,6174.0,657951.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,214256.0,2.0,,,
116,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/pydata/pandas-gbq,https://github.com/pydata/pandas-gbq,BSD-3-Clause,2017-02-08 13:07:19.000,2021-01-19 17:29:27.000,2021-01-19 17:29:26.000,84,31.0,158.0,242,2020-11-10 17:16:31.000,0.14.1,26.0,29,29,True,conda-forge/pandas-gbq,pandas-gbq,219.0,192.0,4374111.0,2330.0,1898.0,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000,432.0,4360123.0,https://anaconda.org/conda-forge/pandas-gbq,2020-11-11 15:55:18.257,657247.0,3.0,,,
117,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000,2020-09-24 16:45:20.691,2020-07-14 14:20:26.000,35,7.0,19.0,194,2020-06-23 16:10:28.000,0.2.5,17.0,11,29,True,conda-forge/wcwidth,wcwidth,219.0,,6353035.0,191848.0,166514.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000,25334.0,6264242.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691,5505226.0,3.0,,,
118,Records,kennethreitz42/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz42/records,https://github.com/kennethreitz42/records,ISC,2014-12-24 15:20:23.000,2020-12-22 07:29:21.000,2020-12-22 07:29:21.000,539,56.0,81.0,6532,2019-02-21 13:34:41.000,0.5.3,10.0,37,28,True,conda-forge/records,records,325.0,,106793.0,1027.0,727.0,https://pypi.org/project/records,2019-02-21 13:34:41.000,300.0,106425.0,https://anaconda.org/conda-forge/records,2018-01-15 04:48:02.550,16929.0,3.0,,,
119,dataset,pudo/dataset,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",,db-clients,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55.000,2021-02-08 10:39:48.000,2021-02-08 10:37:18.000,266,9.0,240.0,3988,2021-02-08 10:39:48.000,1.4.5,50.0,71,28,True,,dataset,667.0,,31658.0,2844.0,1816.0,https://pypi.org/project/dataset,2021-02-08 10:39:48.000,1028.0,31658.0,,,,3.0,,,
120,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000,2021-02-11 08:55:12.000,2021-02-11 08:55:12.000,148,48.0,111.0,2799,2020-12-16 19:21:05.000,6.3.1,44.0,60,28,True,conda-forge/tenacity,tenacity,412.0,,2816580.0,792.0,,https://pypi.org/project/tenacity,2020-12-16 19:21:05.000,792.0,2805064.0,https://anaconda.org/conda-forge/tenacity,2020-12-16 21:25:29.601,518256.0,2.0,,,
121,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000,2020-11-27 08:10:29.000,2018-12-22 02:33:48.000,274,95.0,227.0,2398,2018-06-25 23:56:09.000,2.1.0,23.0,107,28,False,conda-forge/schematics,schematics,1381.0,,180358.0,1512.0,900.0,https://pypi.org/project/schematics,2018-06-25 23:56:09.000,612.0,179743.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,11695.0,3.0,,,
122,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000,2020-11-09 00:03:50.000,2020-11-09 00:00:08.000,133,19.0,115.0,2074,2020-11-09 00:03:50.000,2.3.0,39.0,19,28,True,,sortedcontainers,610.0,,10965348.0,3220.0,,https://pypi.org/project/sortedcontainers,2020-11-09 00:03:50.000,3220.0,10965348.0,,,,3.0,,,
123,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-01-19 15:47:53.000,2020-10-20 23:43:16.000,93,30.0,53.0,1177,2018-01-03 17:03:36.000,1.6.1,10.0,16,28,True,conda-forge/blessings,blessings,177.0,,802688.0,7242.0,4766.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,801146.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,69397.0,3.0,,,
124,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000,2020-07-01 03:20:07.226,2020-06-30 03:22:04.000,79,2.0,46.0,995,2020-06-30 03:34:52.000,4.0.1,34.0,27,28,True,conda-forge/python-slugify,python-slugify,204.0,,1095060.0,18910.0,14586.0,https://pypi.org/project/python-slugify,2020-06-30 03:34:52.000,4324.0,1090873.0,https://anaconda.org/conda-forge/python-slugify,2020-07-01 03:20:07.226,221924.0,3.0,,,
125,py2neo,technige/py2neo,Py2neo is a comprehensive toolkit for working with Neo4j from within Python applications or from the command line.,,db-clients,https://github.com/technige/py2neo,https://github.com/technige/py2neo,Apache-2.0,2011-07-03 10:01:07.000,2021-02-24 23:43:12.000,2021-02-24 23:42:55.000,205,18.0,699.0,973,2021-02-22 00:21:12.000,2021.0.1,104.0,33,28,True,conda-forge/py2neo,py2neo,2771.0,,31001.0,1114.0,,https://pypi.org/project/py2neo,2021-02-22 00:21:36.000,1114.0,30259.0,https://anaconda.org/conda-forge/py2neo,2019-03-17 09:26:49.366,32649.0,3.0,,,
126,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000,2021-02-16 22:36:49.325,2021-02-16 20:18:34.000,127,23.0,111.0,971,2021-02-16 20:47:54.000,5.2.3,58.0,50,28,True,conda-forge/deepdiff,deepdiff,779.0,,1258120.0,2592.0,1776.0,https://pypi.org/project/deepdiff,2021-02-16 20:02:40.000,816.0,1257210.0,https://anaconda.org/conda-forge/deepdiff,2021-02-16 22:36:49.325,36415.0,1.0,,,
127,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000,2021-01-25 13:13:56.288,2021-01-25 05:18:17.000,28,,64.0,443,2021-01-25 05:20:12.000,7.1.1,50.0,15,28,True,conda-forge/natsort,natsort,872.0,,1065024.0,5859.0,4643.0,https://pypi.org/project/natsort,2021-01-25 05:20:12.000,1216.0,1059109.0,https://anaconda.org/conda-forge/natsort,2021-01-25 13:13:56.288,278046.0,2.0,,,
128,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000,2021-02-24 16:38:19.000,2021-02-21 07:40:57.000,175,,387.0,392,2021-02-12 17:54:11.000,7.0.2,86.0,89,28,True,conda-forge/minio,minio,1021.0,,122587.0,1647.0,1303.0,https://pypi.org/project/minio,2021-02-12 05:45:37.000,344.0,121611.0,https://anaconda.org/conda-forge/minio,2021-02-12 07:03:40.477,19522.0,3.0,,,
129,filelock,benediktschmitt/py-filelock,A platform independent file lock for Python.,,file-path-utils,https://github.com/benediktschmitt/py-filelock,https://github.com/benediktschmitt/py-filelock,Unlicense,2014-02-23 00:29:27.000,2020-12-07 12:29:05.000,2019-05-18 18:08:14.000,48,22.0,36.0,285,2019-05-18 18:07:01.000,3.0.12,30.0,11,28,False,conda-forge/filelock,filelock,112.0,,6846430.0,53113.0,49597.0,https://pypi.org/project/filelock,2019-05-18 18:07:01.000,3516.0,6795034.0,https://anaconda.org/conda-forge/filelock,2020-05-20 17:12:04.009,2878194.0,2.0,,,
130,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000,2021-02-03 16:01:02.270,2021-02-01 07:03:21.000,21,2.0,16.0,189,2021-02-01 07:22:43.000,2.4.0,30.0,10,28,True,conda-forge/srsly,srsly,246.0,,696777.0,9087.0,8679.0,https://pypi.org/project/srsly,2021-02-01 07:22:43.000,408.0,681395.0,https://anaconda.org/conda-forge/srsly,2021-02-03 16:01:02.270,369190.0,3.0,,,
131,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2021-01-29 05:53:25.000,2021-01-29 05:53:24.000,29,19.0,16.0,169,2018-02-16 15:00:15.000,1.5.0,9.0,13,28,True,conda-forge/send2trash,send2trash,104.0,,5421730.0,76873.0,71833.0,https://pypi.org/project/send2trash,2020-06-19 03:10:00.000,5040.0,5355851.0,https://anaconda.org/conda-forge/send2trash,2018-02-18 14:32:15.731,2437529.0,3.0,,,
132,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2020-12-02 19:34:18.000,2020-09-30 10:49:58.000,45,5.0,49.0,126,2019-07-23 15:12:22.000,2.0.0,24.0,21,28,True,conda-forge/tzlocal,tzlocal,203.0,,12269535.0,6016.0,,https://pypi.org/project/tzlocal,2020-09-21 15:44:18.000,6016.0,12261350.0,https://anaconda.org/conda-forge/tzlocal,2020-05-08 12:02:04.590,458384.0,3.0,,,
133,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2021-02-15 08:25:22.000,2021-02-15 08:25:22.000,51,15.0,16.0,122,2020-12-28 15:17:57.000,0.7.0,10.0,12,28,True,conda-forge/ptyprocess,ptyprocess,130.0,,8586567.0,25422.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,25422.0,8518804.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,3930262.0,3.0,,,
134,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000,2021-02-09 04:53:57.000,2021-02-06 14:22:14.000,3827,148.0,86.0,18788,2020-10-04 14:44:02.000,0.1.4,5.0,163,27,True,,algorithms,908.0,,624.0,60.0,46.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000,14.0,624.0,,,,3.0,,,
135,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000,2021-01-20 15:25:39.372,2020-12-20 01:39:17.000,662,70.0,372.0,11116,2020-12-20 01:40:37.000,1.0.8,54.0,99,27,True,conda-forge/gooey,gooey,730.0,45.0,2412.0,403.0,339.0,https://pypi.org/project/gooey,2020-05-08 03:35:06.000,64.0,1339.0,https://anaconda.org/conda-forge/gooey,2021-01-20 15:25:39.372,22497.0,2.0,,,
136,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2021-02-24 22:20:26.000,2021-02-24 22:20:26.000,934,666.0,1331.0,5639,2021-01-18 19:54:01.000,4.34.0,140.0,18,27,True,conda-forge/pysimplegui,pysimplegui,4570.0,,22524.0,1963.0,1881.0,https://pypi.org/project/pysimplegui,2021-01-18 19:54:01.000,82.0,21226.0,https://anaconda.org/conda-forge/pysimplegui,2021-01-19 14:26:54.146,23364.0,2.0,,,
137,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000,2021-01-28 21:11:43.000,2020-08-17 17:56:57.000,401,98.0,262.0,4189,2020-08-17 18:18:21.000,0.14.0,36.0,36,27,True,,eel,255.0,,15127.0,1540.0,1470.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000,70.0,15127.0,,,,2.0,,,
138,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000,2021-02-09 09:23:11.000,2021-02-09 09:23:10.000,260,233.0,150.0,2264,2020-03-23 21:47:05.000,0.13.5,35.0,29,27,True,,keyboard,747.0,,55853.0,3055.0,2771.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000,284.0,55853.0,,,,3.0,,,
139,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000,2021-02-04 12:38:43.000,2020-12-10 06:34:11.000,137,90.0,91.0,2018,2020-11-16 20:54:58.000,0.4.1,29.0,28,27,True,conda-forge/databases,databases,268.0,,40008.0,1576.0,1516.0,https://pypi.org/project/databases,2020-11-16 20:54:58.000,60.0,36564.0,https://anaconda.org/conda-forge/databases,2020-11-21 20:34:38.553,82676.0,3.0,,,
140,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000,2021-02-24 18:56:23.603,2021-02-24 14:40:23.000,67,15.0,130.0,1787,2021-02-24 14:47:20.000,3.5.0,64.0,9,27,True,conda-forge/orjson,orjson,396.0,,336621.0,1495.0,1467.0,https://pypi.org/project/orjson,2021-02-24 14:45:42.000,28.0,329663.0,https://anaconda.org/conda-forge/orjson,2021-02-24 18:56:23.603,69581.0,3.0,,,
141,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000,2021-02-25 08:31:42.000,2021-02-15 15:19:12.000,880,32.0,69.0,1734,2021-01-25 22:11:48.000,3.3.1,63.0,418,27,True,,apache-libcloud,,,41356.0,3197.0,1655.0,https://pypi.org/project/apache-libcloud,2021-01-25 22:11:48.000,1542.0,41356.0,,,,3.0,,,
142,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2021-02-05 15:17:34.000,2021-02-05 15:17:25.000,126,53.0,228.0,1234,2021-01-14 14:53:22.000,2.4.12,82.0,39,27,True,,fs,564.0,,105261.0,796.0,,https://pypi.org/project/fs,2021-01-14 14:52:40.000,796.0,105261.0,,,,3.0,,,
143,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000,2021-02-16 15:53:49.000,2021-02-16 15:51:34.000,149,60.0,221.0,1089,2021-02-16 15:53:49.000,0.47.7,203.0,72,27,True,,pypika,950.0,,288599.0,609.0,571.0,https://pypi.org/project/pypika,2021-02-16 15:53:49.000,38.0,288599.0,,,,3.0,,1.0,
144,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-02-05 10:28:00.000,2021-01-11 13:12:20.000,132,20.0,132.0,788,2021-01-11 13:28:44.000,0.4.0,28.0,23,27,True,conda-forge/sshtunnel,sshtunnel,381.0,,349047.0,2323.0,2061.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,262.0,347852.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270,63344.0,3.0,,,
145,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-02-18 16:21:48.000,2021-02-18 16:21:48.000,99,,83.0,713,2020-08-16 17:22:44.000,3.2.0,16.0,28,27,True,conda-forge/bcrypt,bcrypt,,,7151378.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,7128792.0,https://anaconda.org/conda-forge/bcrypt,2021-01-14 15:59:50.547,609834.0,3.0,,,
146,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2021-02-25 08:12:27.000,2021-01-26 20:13:23.000,95,19.0,363.0,640,2021-01-26 20:17:40.000,22.0.1,158.0,91,27,True,conda-forge/keyring,keyring,,,2009283.0,5932.0,,https://pypi.org/project/keyring,2021-01-26 20:17:35.000,5932.0,1993976.0,https://anaconda.org/conda-forge/keyring,2021-02-01 21:07:04.279,872546.0,3.0,,,
147,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2021-02-12 06:44:35.000,2021-01-23 15:55:22.000,298,21.0,117.0,579,2020-04-17 20:27:24.000,3.9.0,34.0,61,27,True,conda-forge/pysolr,pysolr,465.0,,53105.0,4715.0,2217.0,https://pypi.org/project/pysolr,2020-04-17 20:16:24.000,2498.0,52809.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,14238.0,3.0,,,
148,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000,2021-01-12 06:08:03.159,2020-07-20 22:32:13.000,59,11.0,80.0,470,2019-03-09 18:00:51.000,1.10.0,16.0,20,27,True,conda-forge/scandir,scandir,443.0,,1757311.0,15835.0,11687.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000,4148.0,1737766.0,https://anaconda.org/conda-forge/scandir,2021-01-12 06:08:03.159,1074992.0,3.0,,,
149,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-02-12 10:58:22.000,2020-10-08 07:45:29.000,129,59.0,49.0,466,2019-08-26 22:02:52.000,1.11.0,58.0,85,27,True,conda-forge/beaker,beaker,799.0,,100351.0,5277.0,2663.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,2614.0,99341.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,47476.0,3.0,,,
150,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2021-02-23 16:04:52.000,2021-02-23 02:24:58.000,83,54.0,95.0,461,2021-02-14 23:17:12.000,1.3,20.0,43,27,True,conda-forge/configargparse,configargparse,261.0,,404060.0,7041.0,4695.0,https://pypi.org/project/configargparse,2021-02-14 23:17:38.000,2346.0,400909.0,https://anaconda.org/conda-forge/configargparse,2021-02-15 02:01:02.938,170202.0,3.0,,,
151,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2021-01-22 10:01:55.000,2021-01-22 10:01:54.000,64,5.0,27.0,455,2019-10-30 09:56:06.000,2.5.0,13.0,24,27,True,conda-forge/munch,munch,156.0,,723685.0,1134.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,1134.0,708043.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,922907.0,3.0,,,
152,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-01-22 14:31:36.000,2021-01-22 14:31:35.000,114,27.0,162.0,441,2019-08-15 12:04:18.000,1.6.1,42.0,48,27,True,conda-forge/pylibmc,pylibmc,585.0,,65494.0,7962.0,3280.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,4682.0,62780.0,https://anaconda.org/conda-forge/pylibmc,2021-01-09 19:26:29.080,149279.0,3.0,,,
153,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2021-02-23 15:34:49.000,2021-02-23 15:34:48.000,136,50.0,178.0,386,2020-12-15 16:46:38.000,0.5.2,30.0,63,27,True,conda-forge/s3fs,s3fs,,,7327965.0,3109.0,2661.0,https://pypi.org/project/s3fs,2020-12-15 16:46:38.000,448.0,7302489.0,https://anaconda.org/conda-forge/s3fs,2020-12-15 18:58:02.251,1452175.0,3.0,,,
154,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2020-03-18 16:57:48.065,2020-01-09 23:00:40.000,46,7.0,62.0,214,2019-07-15 09:33:00.000,3.3.0,23.0,18,27,False,conda-forge/futures,futures,126.0,,9756424.0,40683.0,25801.0,https://pypi.org/project/futures,2019-07-15 09:33:00.000,14882.0,9735484.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1130768.0,3.0,,,
155,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2021-02-23 10:50:51.000,2021-02-16 09:29:07.000,40,114.0,141.0,197,2021-01-06 18:56:22.000,1.10.1,27.0,27,27,True,conda-forge/param,param,611.0,,66516.0,1478.0,1342.0,https://pypi.org/project/param,2021-01-06 18:56:22.000,136.0,61141.0,https://anaconda.org/conda-forge/param,2021-01-08 16:15:48.891,247285.0,3.0,,,
156,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2021-02-24 22:18:31.000,2021-02-24 22:18:31.000,203,81.0,286.0,4526,2021-02-18 14:17:55.000,0.6.203,123.0,23,26,True,,dearpygui,1655.0,,4175.0,69.0,69.0,https://pypi.org/project/dearpygui,2021-02-23 14:00:01.000,0.0,4175.0,,,,3.0,,,
157,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2021-02-15 01:44:42.000,2021-01-30 13:06:06.000,198,23.0,214.0,2590,2020-11-15 15:06:20.000,1.12.0,21.0,31,26,True,conda-forge/asciimatics,asciimatics,967.0,,5432.0,546.0,430.0,https://pypi.org/project/asciimatics,2020-11-15 15:06:20.000,116.0,3856.0,https://anaconda.org/conda-forge/asciimatics,2021-01-12 03:15:28.127,53591.0,3.0,,,
158,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2021-01-18 10:07:22.000,2021-01-18 10:07:20.000,238,75.0,331.0,2555,2020-09-07 13:31:44.000,0.8.1,14.0,37,26,True,conda-forge/flexx,flexx,1921.0,,1803.0,117.0,81.0,https://pypi.org/project/flexx,2020-09-07 13:31:44.000,36.0,456.0,https://anaconda.org/conda-forge/flexx,2020-09-07 14:44:59.757,74095.0,3.0,,,
159,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000,2020-09-26 18:07:31.665,2020-09-26 08:43:19.000,117,4.0,57.0,2470,2018-06-30 04:16:20.000,1.10.3,47.0,24,26,True,conda-forge/funcy,funcy,914.0,,175231.0,3453.0,2591.0,https://pypi.org/project/funcy,2020-09-26 12:02:17.000,862.0,173113.0,https://anaconda.org/conda-forge/funcy,2020-09-26 18:07:31.665,103801.0,3.0,,,
160,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2020-05-06 14:04:51.000,2016-06-07 04:02:12.000,139,46.0,12.0,1648,2014-12-15 01:15:08.000,1.3.3,11.0,15,26,False,conda-forge/retrying,retrying,95.0,,3307150.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,3490.0,3296954.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,540424.0,3.0,,,
