,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,updated_github_id,labels
134,keyboard,boppreh/keyboard,Hook and simulate global keyboard events on Windows and Linux.,,others,https://github.com/boppreh/keyboard,https://github.com/boppreh/keyboard,MIT,2013-05-07 22:55:07.000,2021-03-26 17:18:06.000,2021-03-10 12:09:11.000,266,238.0,152.0,2307,2020-03-23 21:47:05.000,0.13.5,35.0,30,27,True,,keyboard,748.0,,50037.0,3318.0,3034.0,https://pypi.org/project/keyboard,2020-03-23 21:47:05.000,284.0,50037.0,,,,3.0,,,,
135,Databases,encode/databases,Async database support for Python.,,db-clients,https://github.com/encode/databases,https://github.com/encode/databases,BSD-3-Clause,2019-02-01 10:55:25.000,2021-03-30 09:19:38.000,2021-03-26 15:18:47.000,146,96.0,105.0,2101,2021-03-26 15:18:14.000,0.4.3,30.0,28,27,True,conda-forge/databases,databases,272.0,,34501.0,1742.0,1682.0,https://pypi.org/project/databases,2021-03-14 15:06:41.000,60.0,31094.0,https://anaconda.org/conda-forge/databases,2021-03-17 11:04:30.240,88587.0,3.0,,,,
136,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000,2021-03-31 19:28:00.000,2021-03-06 15:47:36.000,71,11.0,131.0,1885,2021-03-06 15:21:57.000,3.5.1,64.0,10,27,True,conda-forge/orjson,orjson,399.0,,377603.0,1731.0,1703.0,https://pypi.org/project/orjson,2021-02-24 15:02:51.000,28.0,369610.0,https://anaconda.org/conda-forge/orjson,2021-03-06 18:54:33.105,95917.0,3.0,,,,
137,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000,2021-03-23 14:18:20.000,2021-03-15 07:49:58.000,880,34.0,72.0,1747,2021-01-25 22:11:48.000,3.3.1,63.0,420,27,True,,apache-libcloud,,,38212.0,3238.0,1696.0,https://pypi.org/project/apache-libcloud,2021-01-25 22:11:48.000,1542.0,38212.0,,,,3.0,,,,
138,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2021-04-01 12:48:42.000,2021-04-01 11:41:07.000,131,58.0,242.0,1275,2021-03-27 17:23:04.000,2.4.13,83.0,39,27,True,,fs,628.0,,91316.0,796.0,,https://pypi.org/project/fs,2021-03-27 17:20:59.000,796.0,91316.0,,,,2.0,,,,
139,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-01-19 15:47:53.000,2020-10-20 23:43:16.000,93,30.0,53.0,1192,2018-01-03 17:03:36.000,1.6.1,10.0,16,27,True,conda-forge/blessings,blessings,177.0,,646251.0,7421.0,4945.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,644399.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,87065.0,3.0,,,,
140,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-02-05 10:28:00.000,2021-01-11 13:12:20.000,132,20.0,132.0,802,2021-01-11 13:28:44.000,0.4.0,28.0,23,27,True,conda-forge/sshtunnel,sshtunnel,381.0,,272288.0,2416.0,2154.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,262.0,271092.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270,65825.0,3.0,,,,
141,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-02-18 16:21:48.000,2021-02-18 16:21:48.000,99,,83.0,728,2020-08-16 17:22:44.000,3.2.0,16.0,28,27,True,conda-forge/bcrypt,bcrypt,,,5283937.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,5260386.0,https://anaconda.org/conda-forge/bcrypt,2021-01-14 15:59:50.547,682992.0,3.0,,,,
142,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2021-03-25 17:00:25.000,2021-03-25 16:59:48.000,96,20.0,372.0,657,2021-03-25 13:14:26.000,23.0.1,164.0,93,27,True,conda-forge/keyring,keyring,,,1717809.0,5932.0,,https://pypi.org/project/keyring,2021-03-25 13:14:10.000,5932.0,1701864.0,https://anaconda.org/conda-forge/keyring,2021-03-25 16:49:48.695,940791.0,3.0,,,,
143,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2021-03-25 23:06:07.000,2021-03-25 23:06:06.000,315,28.0,117.0,584,2020-04-17 20:27:24.000,3.9.0,34.0,62,27,True,conda-forge/pysolr,pysolr,467.0,,41138.0,4741.0,2243.0,https://pypi.org/project/pysolr,2020-04-17 20:16:24.000,2498.0,40844.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,14710.0,3.0,,,,
144,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2021-03-15 13:57:16.859,2021-03-15 02:10:37.000,85,50.0,102.0,472,2021-03-15 02:12:14.000,1.4,21.0,43,27,True,conda-forge/configargparse,configargparse,274.0,,363162.0,7229.0,4883.0,https://pypi.org/project/configargparse,2021-03-15 02:10:20.000,2346.0,359940.0,https://anaconda.org/conda-forge/configargparse,2021-03-15 13:57:16.859,180480.0,3.0,,,,
145,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000,2021-02-27 07:55:21.000,2021-02-27 07:55:17.000,59,11.0,80.0,471,2019-03-09 18:00:51.000,1.10.0,16.0,20,27,True,conda-forge/scandir,scandir,448.0,,1371779.0,15997.0,11849.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000,4148.0,1352621.0,https://anaconda.org/conda-forge/scandir,2021-01-12 06:08:03.159,1092059.0,2.0,,,,
146,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-02-12 10:58:22.000,2020-10-08 07:45:29.000,129,58.0,51.0,468,2019-08-26 22:02:52.000,1.11.0,58.0,85,27,True,conda-forge/beaker,beaker,799.0,,85057.0,5320.0,2706.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,2614.0,84061.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,48820.0,3.0,,,,
147,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000,2021-01-25 13:13:56.288,2021-01-25 05:18:17.000,28,1.0,64.0,453,2021-01-25 05:20:12.000,7.1.1,50.0,15,27,True,conda-forge/natsort,natsort,872.0,,900715.0,6362.0,5146.0,https://pypi.org/project/natsort,2021-01-25 05:20:12.000,1216.0,894538.0,https://anaconda.org/conda-forge/natsort,2021-01-25 13:13:56.288,302716.0,3.0,,,,
148,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2021-03-31 20:20:02.000,2021-03-31 20:20:02.000,137,54.0,186.0,403,2020-12-15 16:46:38.000,0.5.2,30.0,66,27,True,conda-forge/s3fs,s3fs,,,4993917.0,3414.0,2966.0,https://pypi.org/project/s3fs,2020-12-15 16:46:38.000,448.0,4967620.0,https://anaconda.org/conda-forge/s3fs,2020-12-15 18:58:02.251,1551536.0,3.0,,,,
149,filelock,benediktschmitt/py-filelock,A platform independent file lock for Python.,,file-path-utils,https://github.com/benediktschmitt/py-filelock,https://github.com/benediktschmitt/py-filelock,Unlicense,2014-02-23 00:29:27.000,2020-12-07 12:29:05.000,2019-05-18 18:08:14.000,48,22.0,37.0,295,2019-05-18 18:07:01.000,3.0.12,30.0,11,27,False,conda-forge/filelock,filelock,112.0,,6677437.0,57720.0,54204.0,https://pypi.org/project/filelock,2019-05-18 18:07:01.000,3516.0,6623753.0,https://anaconda.org/conda-forge/filelock,2020-05-20 17:12:04.009,3113680.0,2.0,,,,
150,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2020-03-18 16:57:48.065,2020-01-09 23:00:40.000,46,7.0,62.0,214,2019-07-15 09:33:00.000,3.3.0,23.0,18,27,False,conda-forge/futures,futures,126.0,,8604057.0,41089.0,26207.0,https://pypi.org/project/futures,2019-07-15 09:33:00.000,14882.0,8583669.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1141765.0,3.0,,,,
151,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2020-12-02 19:34:18.000,2020-09-30 10:49:58.000,45,5.0,49.0,130,2019-07-23 15:12:22.000,2.0.0,24.0,21,27,True,conda-forge/tzlocal,tzlocal,203.0,,4497428.0,6016.0,,https://pypi.org/project/tzlocal,2020-09-21 15:44:18.000,6016.0,4489017.0,https://anaconda.org/conda-forge/tzlocal,2020-05-08 12:02:04.590,487867.0,3.0,,,,
152,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000,2021-03-24 16:38:23.000,2021-03-23 10:26:24.000,3874,154.0,88.0,18949,2020-10-04 14:44:02.000,0.1.4,5.0,169,26,True,,algorithms,915.0,,348.0,60.0,46.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000,14.0,348.0,,,,3.0,,,,
153,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2021-04-01 12:08:38.000,2021-04-01 12:08:34.000,225,100.0,348.0,4808,2021-03-22 16:19:36.000,0.6.294,139.0,23,26,True,,dearpygui,1771.0,,3430.0,94.0,94.0,https://pypi.org/project/dearpygui,2021-03-29 02:18:15.000,0.0,3430.0,,,,3.0,,,,
154,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2021-03-31 12:59:10.000,2021-03-31 12:59:10.000,198,23.0,221.0,2626,2020-11-15 15:06:20.000,1.12.0,21.0,32,26,True,conda-forge/asciimatics,asciimatics,975.0,,4630.0,563.0,447.0,https://pypi.org/project/asciimatics,2020-11-15 15:06:20.000,116.0,3043.0,https://anaconda.org/conda-forge/asciimatics,2021-01-12 03:15:28.127,57162.0,3.0,,,,
155,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2021-04-01 00:23:10.000,2021-04-01 00:23:05.000,105,39.0,30.0,1484,2020-10-27 17:36:43.000,0.6.0,9.0,19,26,True,conda-forge/aiofiles,aiofiles,139.0,,2619790.0,1560.0,,https://pypi.org/project/aiofiles,2020-10-27 17:36:43.000,1560.0,2615999.0,https://anaconda.org/conda-forge/aiofiles,2020-10-28 12:43:19.642,159248.0,3.0,-3.0,,,
156,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000,2021-03-26 14:46:42.000,2021-03-04 16:41:37.000,271,43.0,488.0,718,2020-12-08 21:31:48.000,8.1.0,32.0,16,26,True,,cx-Oracle,1093.0,,634704.0,144.0,,https://pypi.org/project/cx-Oracle,2020-12-08 21:31:48.000,144.0,634704.0,,,,3.0,,,,
157,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2021-03-08 17:25:15.790,2020-11-13 14:26:05.000,40,10.0,109.0,489,,,8.0,11,26,True,conda-forge/dataclasses,dataclasses,287.0,,2257750.0,14084.0,13130.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,954.0,2222967.0,https://anaconda.org/conda-forge/dataclasses,2021-03-08 17:25:15.790,1217421.0,3.0,,,,
158,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2021-01-22 10:01:55.000,2021-01-22 10:01:54.000,63,7.0,27.0,462,2019-10-30 09:56:06.000,2.5.0,13.0,24,26,True,conda-forge/munch,munch,156.0,,662556.0,1134.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,1134.0,646326.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,990035.0,3.0,,,,
159,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2021-03-18 13:57:06.000,2021-03-18 13:46:52.000,41,122.0,141.0,206,2021-01-06 18:56:22.000,1.10.1,30.0,27,26,True,conda-forge/param,param,614.0,,45375.0,1597.0,1461.0,https://pypi.org/project/param,2021-03-18 13:54:35.000,136.0,39747.0,https://anaconda.org/conda-forge/param,2021-01-08 16:15:48.891,270150.0,3.0,,,,
160,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000,2021-03-04 08:52:53.000,2018-08-02 23:45:26.000,35,20.0,11.0,98,2017-10-13 09:25:14.000,0.6.0,15.0,16,26,False,conda-forge/isodate,isodate,144.0,,10581962.0,15015.0,11361.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000,3654.0,10568329.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700,831632.0,3.0,,,,
161,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,MIT,2013-12-20 11:47:07.000,2021-04-01 06:10:14.000,2021-04-01 05:27:38.000,4240,1333.0,2554.0,12284,2021-02-03 23:51:07.000,1.14,8.0,388,25,True,,,12117.0,15421.0,350.0,,,,,,,,,,2.0,,,,
162,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2021-04-01 09:18:54.000,2021-03-31 08:16:11.000,925,71.0,255.0,11206,2020-10-16 02:54:17.000,1.5.0,18.0,88,25,True,,tink,3413.0,851.0,13828.0,5.0,5.0,https://pypi.org/project/tink,2020-10-15 01:41:53.000,0.0,13809.0,,,,3.0,,,,
163,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000,2021-04-01 11:54:23.000,2021-04-01 00:53:10.000,331,87.0,636.0,3982,2021-02-01 21:57:49.000,1.0.6,12.0,69,25,True,conda-forge/hydra-core,hydra,1430.0,,8359.0,6.0,,https://pypi.org/project/hydra,2016-08-03 13:21:51.000,6.0,1189.0,https://anaconda.org/conda-forge/hydra-core,2021-02-04 21:35:20.927,100390.0,3.0,,,,
164,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-03-28 19:18:14.000,2021-03-08 23:12:13.000,478,138.0,353.0,2638,2017-08-14 18:29:09.000,0.2.15,46.0,185,25,True,,toga,4089.0,,336.0,44.0,,https://pypi.org/project/toga,2021-01-03 01:46:03.000,44.0,336.0,,,,3.0,,,,
165,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2021-03-01 10:48:16.000,2021-03-01 10:48:16.000,245,76.0,335.0,2610,2020-09-07 13:31:44.000,0.8.1,14.0,37,25,True,conda-forge/flexx,flexx,1922.0,,1784.0,119.0,83.0,https://pypi.org/project/flexx,2020-09-07 13:31:44.000,36.0,456.0,https://anaconda.org/conda-forge/flexx,2020-09-07 14:44:59.757,75722.0,3.0,,,,
166,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2021-03-19 10:57:56.000,2021-02-28 21:36:46.000,201,260.0,301.0,2541,2020-11-23 19:13:28.000,0.7.14,44.0,20,25,True,conda-forge/pony,pony,,,14446.0,2354.0,1816.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000,538.0,13496.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049,48495.0,3.0,,,,
167,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-02-01 13:01:08.000,2018-12-05 18:23:06.000,460,232.0,504.0,1785,2018-12-05 19:18:21.000,3.1.1,51.0,62,25,False,,mongo-connector,1112.0,,1197.0,156.0,94.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,62.0,1197.0,,,,3.0,,,,
168,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2020-05-06 14:04:51.000,2016-06-07 04:02:12.000,139,46.0,12.0,1670,2014-12-15 01:15:08.000,1.3.3,11.0,15,25,False,conda-forge/retrying,retrying,95.0,,2713873.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,3490.0,2703329.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,579952.0,3.0,,,,
169,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2021-02-13 18:15:45.690,2021-02-13 16:13:26.000,70,19.0,99.0,1651,2021-02-13 16:15:07.000,5.3.0,44.0,1,25,True,conda-forge/python-box,python-box,41.0,28.0,236375.0,1519.0,1265.0,https://pypi.org/project/python-box,2021-02-13 16:15:07.000,254.0,234394.0,https://anaconda.org/conda-forge/python-box,2021-02-13 18:15:45.690,71325.0,3.0,,,,
170,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-02-11 01:42:42.000,2021-02-10 01:10:52.000,35,10.0,22.0,826,2021-02-10 04:59:44.000,0.15,15.0,10,25,True,conda-forge/immutables,immutables,89.0,,478030.0,1719.0,1619.0,https://pypi.org/project/immutables,2021-02-10 04:59:48.000,100.0,463182.0,https://anaconda.org/conda-forge/immutables,2021-02-10 16:06:28.599,519689.0,3.0,,,,
171,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2021-04-01 02:42:57.000,2021-03-31 19:01:46.000,44,48.0,286.0,652,2021-01-19 22:12:27.000,2.0.6,123.0,19,25,True,conda-forge/omegaconf,omegaconf,815.0,,97949.0,758.0,750.0,https://pypi.org/project/omegaconf,2021-03-24 00:38:09.000,8.0,87634.0,https://anaconda.org/conda-forge/omegaconf,2021-03-11 21:38:17.496,154730.0,3.0,,,,
172,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2020-11-12 09:22:02.000,2020-05-31 23:24:18.000,103,63.0,93.0,592,2020-05-31 23:52:03.000,2.6,17.0,49,25,True,conda-forge/parsedatetime,parsedatetime,369.0,,349976.0,5240.0,2958.0,https://pypi.org/project/parsedatetime,2020-05-31 23:50:56.000,2282.0,348479.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,82347.0,3.0,,,,
173,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2021-02-08 18:28:15.000,2021-02-08 18:27:40.000,152,30.0,179.0,558,2019-05-14 14:17:26.000,1.2.0,12.0,19,25,True,conda-forge/happybase,happybase,284.0,,23850.0,891.0,469.0,https://pypi.org/project/happybase,2019-05-14 14:17:26.000,422.0,22923.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,53789.0,3.0,,,,
174,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-01-22 14:31:36.000,2021-01-22 14:31:35.000,122,23.0,163.0,441,2019-08-15 12:04:18.000,1.6.1,42.0,48,25,True,conda-forge/pylibmc,pylibmc,585.0,,54647.0,8017.0,3335.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,4682.0,51967.0,https://anaconda.org/conda-forge/pylibmc,2021-01-09 19:26:29.080,152811.0,3.0,-2.0,,,
175,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2021-01-12 12:18:51.408,2020-12-13 09:54:09.000,34,8.0,86.0,417,2020-11-16 12:53:09.000,0.9.4,48.0,17,25,True,conda-forge/python-rapidjson,python-rapidjson,601.0,,187788.0,1356.0,1064.0,https://pypi.org/project/python-rapidjson,2020-12-13 10:07:07.000,292.0,179352.0,https://anaconda.org/conda-forge/python-rapidjson,2021-01-12 12:18:51.408,430269.0,3.0,,,,
176,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2021-01-16 21:26:48.000,2021-01-16 21:26:28.000,75,5.0,61.0,396,2018-12-21 10:20:02.000,0.5.1,21.0,22,25,True,,pyscreenshot,567.0,,73305.0,1506.0,1082.0,https://pypi.org/project/pyscreenshot,2020-12-27 14:52:35.000,424.0,73305.0,,,,3.0,,,,
177,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2021-02-11 23:35:47.000,2021-02-10 15:47:14.000,48,2.0,242.0,161,2020-08-18 12:14:54.000,2.14.0,46.0,27,25,True,conda-forge/cloudant,cloudant,805.0,,26157.0,1886.0,1352.0,https://pypi.org/project/cloudant,2020-08-18 11:22:22.000,534.0,24791.0,https://anaconda.org/conda-forge/cloudant,2019-05-18 03:07:25.357,75176.0,3.0,,,,
178,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/mcmtroffaes/pathlib2,https://github.com/mcmtroffaes/pathlib2,MIT,2014-10-18 08:28:33.000,2021-01-08 20:23:59.223,2020-01-07 11:01:48.000,17,,29.0,63,2019-09-27 07:33:53.000,2.3.5,11.0,11,25,False,conda-forge/pathlib2,pathlib2,394.0,,1913996.0,43144.0,35322.0,https://pypi.org/project/pathlib2,2019-09-27 07:33:53.000,7822.0,1884080.0,https://anaconda.org/conda-forge/pathlib2,2021-01-08 20:23:59.223,1705223.0,3.0,,,,
179,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2021-03-05 12:04:45.663,2021-03-05 02:39:49.000,20,1.0,38.0,21,2021-03-05 02:42:27.000,3.4.1,28.0,10,25,False,conda-forge/zipp,zipp,,,16045576.0,5822.0,,https://pypi.org/project/zipp,2020-10-25 18:40:27.000,5822.0,15848110.0,https://anaconda.org/conda-forge/zipp,2021-03-05 12:04:45.663,5134126.0,3.0,,,,
180,diagrams,mingrammer/diagrams,Diagram as Code for prototyping cloud system architectures.,,others,https://github.com/mingrammer/diagrams,https://github.com/mingrammer/diagrams,MIT,2020-02-02 15:23:24.000,2021-03-30 22:09:35.000,2021-03-08 19:25:30.000,729,189.0,119.0,13150,2021-02-22 17:35:06.000,0.19.1,36.0,86,24,True,conda-forge/diagrams,diagrams,404.0,,25069.0,0.0,,https://pypi.org/project/diagrams,2021-02-22 17:34:13.000,0.0,20233.0,https://anaconda.org/conda-forge/diagrams,2021-02-22 21:49:10.803,53198.0,3.0,,,,
181,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000,2021-03-29 06:29:13.000,2021-03-29 06:29:12.000,66,45.0,310.0,1638,2021-03-26 15:34:17.000,0.16.0,18.0,30,24,True,,returns,1033.0,,4004.0,68.0,66.0,https://pypi.org/project/returns,2021-03-26 15:33:34.000,2.0,4004.0,,,,3.0,,,,
