,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,projectrank,show,fork_count,closed_issue_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing
87,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000,2020-12-12 22:37:40.000,2020-08-17 17:56:57.000,4074,2020-08-17 18:18:21.000,0.14.0,36.0,28,True,390.0,251.0,36.0,,eel,91.0,255.0,,21731.0,1357.0,1287.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000,70.0,21731.0,,,,1.0
88,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-01-08 16:13:56.643,2020-10-20 23:43:16.000,1144,2018-01-03 17:03:36.000,1.6.1,10.0,28,True,93.0,53.0,16.0,conda-forge/blessings,blessings,30.0,177.0,,1417187.0,7014.0,4538.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,1416060.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,49592.0,3.0
89,python-slugify,un33k/python-slugify,Returns unicode slugs.,,text,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,MIT,2012-10-15 01:44:50.000,2020-07-01 03:20:07.226,2020-06-30 03:22:04.000,964,2020-06-30 03:34:52.000,4.0.1,34.0,28,True,79.0,45.0,27.0,conda-forge/python-slugify,python-slugify,2.0,204.0,,1424080.0,17931.0,13607.0,https://pypi.org/project/python-slugify,2020-06-30 03:34:52.000,4324.0,1420601.0,https://anaconda.org/conda-forge/python-slugify,2020-07-01 03:20:07.226,180945.0,3.0
90,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000,2021-01-06 19:50:09.000,2021-01-06 19:49:52.000,934,2021-01-02 02:46:02.000,5.2.1,55.0,28,True,124.0,108.0,48.0,conda-forge/deepdiff,deepdiff,27.0,763.0,,1502606.0,2472.0,1656.0,https://pypi.org/project/deepdiff,2021-01-01 07:25:25.000,816.0,1501755.0,https://anaconda.org/conda-forge/deepdiff,2021-01-02 02:46:42.589,33208.0,1.0
91,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-01-11 13:28:44.000,2021-01-11 13:12:20.000,758,2021-01-11 13:28:44.000,0.4.0,28.0,28,True,132.0,130.0,23.0,conda-forge/sshtunnel,sshtunnel,20.0,381.0,,462657.0,2176.0,1914.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,262.0,461489.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270,60773.0,3.0
92,progressbar2,WoLpH/python-progressbar,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,cli-helpers,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2020-09-09 14:31:33.844,2020-09-09 13:26:11.000,669,2020-09-09 13:36:59.000,3.53.1,94.0,28,True,89.0,175.0,38.0,conda-forge/progressbar2,progressbar2,8.0,867.0,1561.0,525825.0,9588.0,7392.0,https://pypi.org/project/progressbar2,2020-09-09 13:28:47.000,2196.0,521704.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844,208267.0,3.0
93,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2020-12-18 12:02:53.000,2020-04-24 03:43:37.000,445,2020-04-24 03:44:03.000,1.2.3,19.0,28,True,82.0,84.0,34.0,conda-forge/configargparse,configargparse,60.0,221.0,,520839.0,6807.0,4461.0,https://pypi.org/project/configargparse,2020-04-24 03:43:41.000,2346.0,517862.0,https://anaconda.org/conda-forge/configargparse,2020-04-26 00:40:45.776,157809.0,3.0
94,filelock,benediktschmitt/py-filelock,A platform independent file lock for Python.,,file-path-utils,https://github.com/benediktschmitt/py-filelock,https://github.com/benediktschmitt/py-filelock,Unlicense,2014-02-23 00:29:27.000,2020-12-07 12:29:05.000,2019-05-18 18:08:14.000,274,2019-05-18 18:07:01.000,3.0.12,30.0,28,False,47.0,36.0,11.0,conda-forge/filelock,filelock,22.0,112.0,,8540344.0,47806.0,44290.0,https://pypi.org/project/filelock,2019-05-18 18:07:01.000,3516.0,8493003.0,https://anaconda.org/conda-forge/filelock,2020-05-20 17:12:04.009,2603780.0,2.0
95,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3.0-Clause,2014-01-14 02:30:17.000,2020-12-23 18:13:47.000,2020-10-14 22:37:57.000,245,2016-08-26 14:28:03.000,5.0.6,16.0,28,False,57.0,70.0,22.0,conda-forge/configobj,configobj,68.0,309.0,,921842.0,17718.0,11756.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,5962.0,915229.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,198400.0,3.0
96,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2020-12-15 06:15:57.000,2020-06-19 02:49:42.000,162,2018-02-16 15:00:15.000,1.5.0,9.0,28,True,27.0,14.0,10.0,conda-forge/send2trash,send2trash,20.0,91.0,,8730706.0,71786.0,66746.0,https://pypi.org/project/send2trash,2020-06-19 03:10:00.000,5040.0,8669536.0,https://anaconda.org/conda-forge/send2trash,2018-02-18 14:32:15.731,2202135.0,3.0
97,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2020-12-02 19:34:18.000,2020-09-30 10:49:58.000,123,2019-07-23 15:12:22.000,2.0.0,24.0,28,True,44.0,46.0,21.0,conda-forge/tzlocal,tzlocal,7.0,203.0,,8483388.0,6016.0,,https://pypi.org/project/tzlocal,2020-09-21 15:44:18.000,6016.0,8475707.0,https://anaconda.org/conda-forge/tzlocal,2020-05-08 12:02:04.590,422504.0,3.0
98,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2020-12-31 12:57:25.227,2020-12-28 15:13:57.000,118,2020-12-28 15:17:57.000,0.7.0,10.0,28,True,51.0,16.0,12.0,conda-forge/ptyprocess,ptyprocess,15.0,128.0,,12216276.0,25422.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,25422.0,12152906.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,3612115.0,3.0
99,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000,2020-12-17 14:23:34.000,2020-12-04 15:10:04.000,18527,2020-10-04 14:44:02.000,0.1.4,5.0,27,True,3763.0,84.0,161.0,,algorithms,146.0,897.0,,796.0,59.0,45.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000,14.0,796.0,,,,3.0
100,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000,2020-12-24 19:49:02.000,2020-12-20 01:39:17.000,10827,2020-12-20 01:40:37.000,1.0.8,54.0,27,True,647.0,370.0,99.0,conda-forge/gooey,gooey,65.0,730.0,33.0,2612.0,388.0,324.0,https://pypi.org/project/gooey,2020-05-08 03:35:06.000,64.0,1641.0,https://anaconda.org/conda-forge/gooey,2020-12-22 01:48:49.090,19388.0,2.0
101,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2021-01-11 19:54:51.000,2021-01-11 19:54:50.000,5280,2021-01-02 21:42:46.000,4.33.0,139.0,27,True,853.0,1231.0,16.0,conda-forge/pysimplegui,pysimplegui,673.0,4394.0,,27990.0,1750.0,1668.0,https://pypi.org/project/pysimplegui,2021-01-02 21:42:46.000,82.0,26766.0,https://anaconda.org/conda-forge/pysimplegui,2021-01-04 14:34:08.002,20820.0,2.0
102,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2021-01-12 03:15:28.127,2021-01-09 11:09:51.000,2527,2020-11-15 15:06:20.000,1.12.0,21.0,27,True,191.0,207.0,31.0,conda-forge/asciimatics,asciimatics,21.0,965.0,,8644.0,531.0,415.0,https://pypi.org/project/asciimatics,2020-11-15 15:06:20.000,116.0,7124.0,https://anaconda.org/conda-forge/asciimatics,2021-01-12 03:15:28.127,50171.0,3.0
103,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2021-01-08 15:50:13.000,2021-01-08 15:47:16.000,1185,2019-09-07 14:57:55.000,2.4.11,81.0,27,True,118.0,225.0,37.0,,fs,51.0,497.0,,108401.0,2081.0,1285.0,https://pypi.org/project/fs,2019-09-07 14:57:10.000,796.0,108401.0,,,,3.0
104,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2021-01-09 15:17:00.000,2021-01-09 15:16:51.000,625,2020-12-30 02:36:32.000,21.8.0,156.0,27,True,94.0,359.0,91.0,conda-forge/keyring,keyring,16.0,,,2192497.0,5932.0,,https://pypi.org/project/keyring,2020-12-30 02:36:27.000,5932.0,2178203.0,https://anaconda.org/conda-forge/keyring,2020-12-30 23:42:46.879,800481.0,3.0
105,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2020-11-12 09:22:02.000,2020-05-31 23:24:18.000,583,2020-05-31 23:52:03.000,2.6,16.0,27,True,100.0,93.0,49.0,conda-forge/parsedatetime,parsedatetime,54.0,369.0,,693779.0,4886.0,2690.0,https://pypi.org/project/parsedatetime,2019-11-19 05:21:54.000,2196.0,692297.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,77115.0,3.0
106,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2020-11-13 14:41:57.000,2020-11-13 14:26:05.000,471,,,8.0,27,True,40.0,108.0,11.0,conda-forge/dataclasses,dataclasses,11.0,287.0,,3283810.0,11642.0,10688.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,954.0,3262611.0,https://anaconda.org/conda-forge/dataclasses,2020-10-07 12:55:35.859,678373.0,3.0
107,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000,2020-11-18 15:48:31.000,2020-07-20 22:32:13.000,465,2019-03-09 18:00:51.000,1.10.0,16.0,27,True,59.0,80.0,20.0,conda-forge/scandir,scandir,11.0,443.0,,2486616.0,15615.0,11467.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000,4148.0,2467043.0,https://anaconda.org/conda-forge/scandir,2020-10-12 19:54:44.998,1056945.0,3.0
108,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-01-09 19:26:29.080,2020-06-29 13:01:05.000,441,2018-11-09 18:05:47.000,1.6.1,42.0,27,True,114.0,161.0,47.0,conda-forge/pylibmc,pylibmc,27.0,582.0,,70621.0,7692.0,3198.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,4494.0,67916.0,https://anaconda.org/conda-forge/pylibmc,2021-01-09 19:26:29.080,146114.0,3.0
109,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000,2020-12-07 05:28:30.000,2020-12-07 05:28:29.000,426,2020-01-28 07:46:27.000,7.0.1,48.0,27,True,28.0,63.0,15.0,conda-forge/natsort,natsort,,869.0,,1147216.0,5316.0,4100.0,https://pypi.org/project/natsort,2020-01-28 07:46:27.000,1216.0,1141798.0,https://anaconda.org/conda-forge/natsort,2020-11-21 02:56:55.582,249230.0,3.0
110,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2020-12-21 09:54:58.000,2020-12-21 09:54:57.000,2505,2020-09-07 13:31:44.000,0.8.1,14.0,26,True,235.0,329.0,36.0,conda-forge/flexx,flexx,73.0,1920.0,,2212.0,98.0,80.0,https://pypi.org/project/flexx,2020-09-07 13:31:44.000,18.0,866.0,https://anaconda.org/conda-forge/flexx,2020-09-07 14:44:59.757,72727.0,3.0
111,funcy,Suor/funcy,A fancy and practical functional tools.,,utilities,https://github.com/Suor/funcy,https://github.com/Suor/funcy,BSD-3-Clause,2012-10-13 00:44:57.000,2020-09-26 18:07:31.665,2020-09-26 08:43:19.000,2430,2018-06-30 04:16:20.000,1.10.3,47.0,26,True,117.0,57.0,24.0,conda-forge/funcy,funcy,4.0,914.0,,221741.0,3295.0,2433.0,https://pypi.org/project/funcy,2020-09-26 12:02:17.000,862.0,219665.0,https://anaconda.org/conda-forge/funcy,2020-09-26 18:07:31.665,99650.0,3.0
112,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2020-05-06 14:04:51.000,2016-06-07 04:02:12.000,1634,2014-12-15 01:15:08.000,1.3.3,11.0,26,False,139.0,12.0,15.0,conda-forge/retrying,retrying,46.0,95.0,,4538959.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,3490.0,4529499.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,491964.0,3.0
113,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2020-10-08 07:45:30.000,2020-10-08 07:45:29.000,464,2019-08-26 22:02:52.000,1.11.0,58.0,26,True,125.0,49.0,85.0,conda-forge/beaker,beaker,57.0,799.0,,97887.0,5217.0,2603.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,2614.0,96883.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,46220.0,3.0
114,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2020-07-22 10:55:31.000,2020-07-22 10:55:30.000,441,2019-10-30 09:56:06.000,2.5.0,13.0,26,True,62.0,25.0,23.0,conda-forge/munch,munch,6.0,156.0,,860916.0,1134.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,1134.0,846369.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,843762.0,3.0
115,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2020-12-13 12:21:51.319,2020-12-13 09:54:09.000,409,2020-11-16 12:53:09.000,0.9.4,48.0,26,True,34.0,86.0,17.0,conda-forge/python-rapidjson,python-rapidjson,7.0,601.0,,255312.0,1201.0,909.0,https://pypi.org/project/python-rapidjson,2020-12-13 10:07:07.000,292.0,248821.0,https://anaconda.org/conda-forge/python-rapidjson,2020-12-13 12:21:51.319,311604.0,3.0
116,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2020-03-18 16:57:48.065,2020-01-09 23:00:40.000,214,2019-07-15 09:33:00.000,3.3.0,23.0,26,False,46.0,62.0,18.0,conda-forge/futures,futures,7.0,126.0,,15334375.0,40162.0,25280.0,https://pypi.org/project/futures,2019-07-15 09:33:00.000,14882.0,15313352.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1114226.0,3.0
117,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000,2020-12-29 02:41:37.000,2018-08-02 23:45:26.000,89,2017-10-13 09:25:14.000,0.6.0,15.0,26,False,34.0,11.0,16.0,conda-forge/isodate,isodate,20.0,144.0,,14942531.0,12815.0,9877.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000,2938.0,14931033.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700,666922.0,3.0
118,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/mcmtroffaes/pathlib2,https://github.com/mcmtroffaes/pathlib2,MIT,2014-10-18 08:28:33.000,2021-01-08 20:23:59.223,2020-01-07 11:01:48.000,61,2019-09-27 07:33:53.000,2.3.5,11.0,26,False,16.0,29.0,11.0,conda-forge/pathlib2,pathlib2,,394.0,,3041867.0,40771.0,32949.0,https://pypi.org/project/pathlib2,2019-09-27 07:33:53.000,7822.0,3012647.0,https://anaconda.org/conda-forge/pathlib2,2021-01-08 20:23:59.223,1577926.0,3.0
119,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2021-01-11 22:03:44.000,2021-01-11 21:58:07.000,3920,2021-01-06 05:26:57.000,0.6.123,98.0,25,True,165.0,235.0,20.0,,dearpygui,54.0,1477.0,,4038.0,43.0,43.0,https://pypi.org/project/dearpygui,2021-01-11 22:03:44.000,0.0,4038.0,,,,3.0
120,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-01-11 06:04:35.000,2021-01-10 01:45:03.000,2576,2017-08-14 18:29:09.000,0.2.15,46.0,25,True,462.0,343.0,184.0,,toga,100.0,4030.0,,864.0,44.0,,https://pypi.org/project/toga,2021-01-03 01:46:03.000,44.0,864.0,,,,3.0
121,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2021-01-07 03:43:08.000,2020-10-29 02:53:11.000,1601,2020-10-29 02:53:52.000,5.2.0,42.0,25,True,64.0,95.0,1.0,conda-forge/python-box,python-box,17.0,40.0,28.0,426053.0,1391.0,1137.0,https://pypi.org/project/python-box,2020-08-20 19:07:40.000,254.0,424212.0,https://anaconda.org/conda-forge/python-box,2020-10-29 04:01:50.038,60778.0,3.0
122,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2020-12-04 02:44:35.000,2020-12-04 02:44:33.000,994,2020-11-04 19:38:23.000,0.12.0,17.0,25,True,101.0,159.0,30.0,conda-forge/enaml,enaml,41.0,2348.0,4.0,2979.0,315.0,171.0,https://pypi.org/project/enaml,2020-11-04 19:38:23.000,144.0,1359.0,https://anaconda.org/conda-forge/enaml,2020-11-11 17:11:59.923,61576.0,3.0
123,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2020-12-03 20:07:10.000,2020-03-15 12:25:13.000,60,2017-06-08 10:55:15.000,0.2.3,6.0,25,False,18.0,20.0,9.0,conda-forge/entrypoints,entrypoints,4.0,59.0,,10678692.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000,15152.0,10615826.0,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026,3583374.0,3.0
124,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard library's contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2020-11-30 11:51:18.000,2020-11-30 11:51:12.000,31,2019-09-21 13:41:31.000,0.6.0,13.0,25,False,6.0,10.0,10.0,conda-forge/contextlib2,contextlib2,3.0,123.0,,5410571.0,32076.0,27116.0,https://pypi.org/project/contextlib2,2019-10-10 12:47:48.000,4960.0,5397022.0,https://anaconda.org/conda-forge/contextlib2,2019-10-10 14:10:46.819,799425.0,3.0
125,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2021-01-11 22:13:20.000,2018-09-16 00:24:03.000,5504,2018-09-16 00:34:48.000,0.7.0,26.0,24,False,704.0,167.0,85.0,,powerline-shell,99.0,572.0,,1581.0,61.0,57.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,1581.0,,,,3.0
126,alive-progress,rsalmei/alive-progress,"A new kind of Progress Bar, with real time throughput, eta and very cool animations!.",,cli-helpers,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2021-01-09 16:00:22.000,2021-01-08 01:36:09.000,1719,2021-01-08 01:37:28.000,1.6.2,19.0,24,True,46.0,37.0,1.0,conda-forge/alive-progress,alive-progress,13.0,246.0,,17756.0,210.0,210.0,https://pypi.org/project/alive-progress,2021-01-08 01:37:28.000,0.0,17270.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,5355.0,3.0
127,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2021-01-10 18:49:41.513,2021-01-10 17:09:27.000,800,2021-01-02 14:39:33.000,1.2.0,71.0,24,True,35.0,56.0,16.0,conda-forge/strictyaml,strictyaml,48.0,667.0,,16093.0,271.0,221.0,https://pypi.org/project/strictyaml,2021-01-02 14:39:33.000,50.0,14727.0,https://anaconda.org/conda-forge/strictyaml,2021-01-10 18:49:41.513,45079.0,3.0
128,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-01-11 12:42:01.910,2020-12-07 04:56:44.000,794,2020-05-18 04:39:57.000,0.14,14.0,24,True,30.0,18.0,7.0,conda-forge/immutables,immutables,11.0,82.0,,691346.0,1332.0,1232.0,https://pypi.org/project/immutables,2020-05-18 04:39:59.000,100.0,679096.0,https://anaconda.org/conda-forge/immutables,2021-01-11 12:42:01.910,392000.0,3.0
129,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2021-01-08 17:25:56.000,2020-04-17 17:26:54.000,666,2020-04-17 17:25:05.000,0.8.1,24.0,24,True,34.0,26.0,6.0,conda-forge/cleo,cleo,36.0,270.0,,839149.0,152.0,,https://pypi.org/project/cleo,2020-04-17 17:25:02.000,152.0,838345.0,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698,23340.0,3.0
130,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2020-12-17 02:03:10.000,2020-12-17 02:01:59.000,20,2020-10-25 18:40:46.000,3.4.0,28.0,24,False,19.0,37.0,8.0,conda-forge/zipp,zipp,1.0,,,19973348.0,5822.0,,https://pypi.org/project/zipp,2020-10-25 18:40:27.000,5822.0,19799602.0,https://anaconda.org/conda-forge/zipp,2020-10-25 23:33:10.683,3996173.0,3.0
131,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000,2021-01-06 06:35:40.000,2020-08-16 14:52:47.000,4101,2020-08-16 14:57:19.000,0.3.2,18.0,23,True,154.0,70.0,8.0,,typer,69.0,257.0,,180973.0,0.0,,https://pypi.org/project/typer,2020-08-16 14:57:19.000,0.0,180973.0,,,,3.0
132,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000,2021-01-12 04:12:32.000,2021-01-11 22:35:36.000,3505,2021-01-07 23:55:33.000,1.0.5,11.0,23,True,288.0,530.0,59.0,conda-forge/hydra-core,hydra,84.0,1277.0,,4575.0,2.0,,https://pypi.org/project/hydra,2016-08-03 13:21:51.000,2.0,1707.0,https://anaconda.org/conda-forge/hydra-core,2021-01-08 06:20:02.794,31549.0,3.0
133,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2020-12-24 02:10:58.000,2020-03-03 22:30:21.000,3047,,,4.0,23,True,159.0,58.0,19.0,,macropy3,16.0,885.0,,3453.0,386.0,382.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,4.0,3453.0,,,,3.0
