,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,projectrank,show,fork_count,closed_issue_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing
41,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2020-12-14 18:29:14.000,2020-12-14 16:48:28.000,6591,2020-08-20 17:25:21.000,4.2.1,35.0,32,True,1072.0,859.0,150.0,conda-forge/supervisor,supervisor,128.0,2274.0,,642257.0,9312.0,5528.0,https://pypi.org/project/supervisor,2020-08-20 17:25:21.000,3784.0,639844.0,https://anaconda.org/conda-forge/supervisor,2020-10-26 14:57:34.255,135146.0,2.0
42,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000,2021-01-09 00:08:02.441,2020-10-24 17:34:47.000,5542,2020-10-24 17:36:13.000,1.14.1,34.0,32,True,431.0,363.0,80.0,conda-forge/sh,sh,10.0,1214.0,,709947.0,10849.0,6391.0,https://pypi.org/project/sh,2020-10-24 17:36:13.000,4458.0,708279.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441,86770.0,2.0
43,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2021-01-08 05:25:27.000,2021-01-08 05:25:25.000,5216,2020-12-19 18:55:26.000,3.10.0,155.0,32,True,542.0,878.0,184.0,conda-forge/marshmallow,marshmallow,113.0,,,3847907.0,41446.0,23264.0,https://pypi.org/project/marshmallow,2020-12-19 18:55:26.000,18182.0,3839888.0,https://anaconda.org/conda-forge/marshmallow,2020-12-20 11:59:35.310,417026.0,3.0
44,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2021-01-11 11:46:41.000,2021-01-02 09:33:36.000,5042,2020-11-30 23:42:24.000,1.7.3,76.0,32,True,457.0,975.0,180.0,conda-forge/pydantic,pydantic,290.0,939.0,,1752611.0,11368.0,10980.0,https://pypi.org/project/pydantic,2020-11-01 15:49:06.000,388.0,1736747.0,https://anaconda.org/conda-forge/pydantic,2020-12-01 10:54:45.883,380747.0,1.0
45,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2021-01-12 03:21:07.000,2020-12-04 05:37:25.000,3346,2020-11-13 06:02:46.000,12.0.1,55.0,32,True,1911.0,755.0,79.0,conda-forge/kubernetes,kubernetes,104.0,832.0,,2017038.0,10417.0,9061.0,https://pypi.org/project/kubernetes,2020-11-13 06:02:46.000,1356.0,2011298.0,https://anaconda.org/conda-forge/kubernetes,2020-08-13 20:29:20.438,195183.0,3.0
46,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000,2020-12-16 15:45:48.000,2020-12-16 14:52:49.000,1660,2020-10-29 18:45:43.000,1.0.0,19.0,32,True,329.0,292.0,100.0,conda-forge/dateparser,dateparser,192.0,1262.0,,896826.0,6489.0,5075.0,https://pypi.org/project/dateparser,2020-06-12 16:48:21.000,1414.0,896055.0,https://anaconda.org/conda-forge/dateparser,2020-10-29 19:45:25.551,37014.0,2.0
47,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2021-01-08 23:16:23.250,2020-11-30 05:34:37.000,1469,2020-09-13 07:05:39.000,0.17.3,68.0,32,True,105.0,109.0,49.0,conda-forge/pyrsistent,pyrsistent,31.0,606.0,,15566541.0,69675.0,66231.0,https://pypi.org/project/pyrsistent,2020-09-13 07:05:39.000,3444.0,15437827.0,https://anaconda.org/conda-forge/pyrsistent,2021-01-08 23:16:23.250,3475284.0,1.0
48,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2021-01-11 01:50:52.242,2021-01-09 17:33:08.000,1204,2020-09-22 11:08:34.000,0.4.17,26.0,32,True,195.0,115.0,54.0,conda-forge/greenlet,greenlet,14.0,548.0,,2537207.0,69345.0,49565.0,https://pypi.org/project/greenlet,2020-11-20 11:36:34.000,19780.0,2527992.0,https://anaconda.org/conda-forge/greenlet,2021-01-11 01:50:52.242,405496.0,1.0
49,rsa,sybrenstuvel/python-rsa,Python-RSA is a pure-Python RSA implementation.,,cryptography,https://github.com/sybrenstuvel/python-rsa,https://github.com/sybrenstuvel/python-rsa,Apache-2.0,2016-01-21 12:53:34.000,2021-01-10 12:15:15.270,2021-01-10 10:35:51.000,291,2020-06-12 17:53:44.000,4.4.1,31.0,32,True,59.0,77.0,29.0,conda-forge/rsa,rsa,17.0,506.0,,46068937.0,79928.0,67262.0,https://pypi.org/project/rsa,2021-01-10 10:45:35.000,12666.0,46021201.0,https://anaconda.org/conda-forge/rsa,2021-01-10 12:15:15.270,2577751.0,2.0
50,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2020-10-19 14:28:53.000,2018-08-27 18:02:16.000,7269,2014-06-16 11:18:57.000,0.6.2,11.0,31,False,522.0,171.0,31.0,conda-forge/docopt,docopt,230.0,447.0,,3411463.0,63907.0,42657.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,21250.0,3398181.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,757110.0,2.0
51,jsonschema,Julian/jsonschema,An(other) implementation of JSON Schema for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2021-01-08 01:25:24.000,2021-01-08 01:25:20.000,3050,2019-11-18 12:57:08.000,3.2.0,35.0,31,True,438.0,487.0,81.0,conda-forge/jsonschema,jsonschema,73.0,,,15866725.0,158984.0,127924.0,https://pypi.org/project/jsonschema,2019-11-18 12:57:08.000,31060.0,15778000.0,https://anaconda.org/conda-forge/jsonschema,2020-10-13 01:21:01.124,5057355.0,2.0
52,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2020-12-10 12:33:04.000,2020-09-28 21:17:22.000,2356,2016-09-01 08:02:44.000,1.3.2,23.0,31,True,202.0,279.0,62.0,conda-forge/cerberus,cerberus,32.0,1134.0,,810364.0,9959.0,8693.0,https://pypi.org/project/cerberus,2019-10-29 16:55:46.000,1266.0,808291.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,109891.0,2.0
53,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-01-04 15:26:02.000,2020-12-06 22:50:58.000,1662,2020-12-06 23:04:56.000,0.12.1,43.0,31,True,188.0,191.0,84.0,conda-forge/voluptuous,voluptuous,38.0,439.0,,1738921.0,5104.0,2880.0,https://pypi.org/project/voluptuous,2020-12-06 23:04:56.000,2224.0,1737337.0,https://anaconda.org/conda-forge/voluptuous,2020-12-30 07:03:19.353,85570.0,2.0
54,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2021-01-08 11:20:52.007,2020-03-12 09:01:48.000,1424,2020-03-09 02:32:04.000,1.12.1,35.0,31,True,173.0,75.0,16.0,conda-forge/wrapt,wrapt,49.0,501.0,,11535392.0,21338.0,,https://pypi.org/project/wrapt,2020-03-09 02:32:04.000,21338.0,11492210.0,https://anaconda.org/conda-forge/wrapt,2021-01-08 11:20:52.007,2288667.0,2.0
55,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2020-11-06 11:53:22.000,2020-11-06 11:53:20.000,1159,2020-08-02 02:51:09.000,0.6.0,19.0,31,True,195.0,38.0,43.0,conda-forge/emoji,emoji,46.0,190.0,,1729812.0,15947.0,13991.0,https://pypi.org/project/emoji,2020-08-02 02:51:09.000,1956.0,1729405.0,https://anaconda.org/conda-forge/emoji,2020-08-02 13:01:02.211,9365.0,2.0
56,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2021-01-05 10:57:12.000,2021-01-03 22:37:00.000,971,2020-04-05 22:23:00.000,pyparsing_2.4.7,50.0,31,True,153.0,117.0,30.0,conda-forge/pyparsing,pyparsing,29.0,683.0,4860.0,20194220.0,317399.0,258377.0,https://pypi.org/project/pyparsing,2020-12-30 22:19:54.000,59022.0,20012962.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,9959722.0,2.0
57,appdirs,ActiveState/appdirs,"A small Python module for determining appropriate platform-specific dirs, e.g. a user data dir.",,file-path-utils,https://github.com/ActiveState/appdirs,https://github.com/ActiveState/appdirs,MIT,2010-07-28 04:07:00.000,2020-12-28 17:56:12.000,2020-11-12 08:15:32.000,666,2020-05-11 08:18:45.000,1.4.4,8.0,31,True,73.0,48.0,29.0,conda-forge/appdirs,appdirs,39.0,216.0,,9859435.0,113944.0,88358.0,https://pypi.org/project/appdirs,2020-05-11 07:59:49.000,25586.0,9827430.0,https://anaconda.org/conda-forge/appdirs,2020-10-19 11:55:35.692,1856321.0,2.0
58,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000,2021-01-10 22:46:37.621,2020-07-02 14:15:31.000,548,2019-11-21 20:42:34.000,0.13.1,17.0,31,True,73.0,88.0,34.0,conda-forge/pluggy,pluggy,38.0,482.0,,10301769.0,115777.0,96959.0,https://pypi.org/project/pluggy,2020-06-04 19:37:24.000,18818.0,10204301.0,https://anaconda.org/conda-forge/pluggy,2021-01-10 22:46:37.621,4386101.0,2.0
59,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000,2020-12-25 06:52:12.000,2020-12-25 06:52:05.000,468,2020-03-04 18:17:28.000,4.4.2,26.0,31,True,66.0,56.0,21.0,conda-forge/decorator,decorator,3.0,301.0,,20464936.0,224999.0,178527.0,https://pypi.org/project/decorator,2020-02-29 05:24:45.000,46472.0,20351956.0,https://anaconda.org/conda-forge/decorator,2020-02-29 21:33:11.626,6100938.0,2.0
60,asn1crypto,wbond/asn1crypto,Python ASN.1 library with a focus on performance and a pythonic API.,,cryptography,https://github.com/wbond/asn1crypto,https://github.com/wbond/asn1crypto,MIT,2015-06-03 18:51:56.000,2020-11-01 07:26:04.000,2020-11-01 07:23:15.000,212,2020-07-28 14:18:17.000,1.4.0,31.0,31,True,89.0,109.0,31.0,conda-forge/asn1crypto,asn1crypto,22.0,724.0,,3743163.0,85472.0,71968.0,https://pypi.org/project/asn1crypto,2020-07-28 14:18:17.000,13504.0,3626616.0,https://anaconda.org/conda-forge/asn1crypto,2020-07-28 15:28:07.748,5011556.0,3.0
61,pytz,stub42/pytz,pytz Python historical timezone library and database.,,date-time-utils,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-05-10 07:42:31.917,2020-12-28 18:46:22.000,2020-12-24 21:03:13.000,143,2016-07-14 08:21:41.000,2016.6.1,99.0,31,True,50.0,20.0,15.0,conda-forge/pytz,pytz,12.0,583.0,,36215614.0,773061.0,618125.0,https://pypi.org/project/pytz,2020-11-02 05:25:55.000,154936.0,35998724.0,https://anaconda.org/conda-forge/pytz,2020-12-25 13:51:01.718,12145855.0,2.0
62,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000,2021-01-06 16:25:37.000,2021-01-06 16:25:35.000,5352,2020-06-22 05:38:57.000,20.2.1,48.0,30,True,282.0,87.0,67.0,conda-forge/boltons,boltons,39.0,1478.0,19.0,489567.0,1689.0,1197.0,https://pypi.org/project/boltons,2020-08-12 01:27:41.000,492.0,482745.0,https://anaconda.org/conda-forge/boltons,2020-08-12 19:46:43.662,382073.0,2.0
63,dill,uqfoundation/dill,serialize all of python.,,serialization,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,BSD-3-Clause,2013-06-28 16:42:27.000,2021-01-03 23:52:27.000,2021-01-03 23:52:15.000,1302,2020-11-02 00:16:47.000,dill-0.3.3,21.0,30,True,116.0,198.0,26.0,conda-forge/dill,dill,134.0,822.0,228000.0,4175612.0,4968.0,,https://pypi.org/project/dill,2020-11-02 00:12:59.000,4968.0,4154602.0,https://anaconda.org/conda-forge/dill,2020-11-02 10:29:29.900,1011464.0,3.0
64,cloudpickle,cloudpipe/cloudpickle,Extended pickling support for Python objects.,,serialization,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,BSD-3.0-Clause,2015-04-13 16:33:00.000,2021-01-07 12:32:55.000,2020-09-22 10:15:29.000,863,2020-08-25 22:32:04.000,1.6.0,33.0,30,False,97.0,130.0,44.0,conda-forge/cloudpickle,cloudpickle,49.0,376.0,16.0,5266111.0,34979.0,30877.0,https://pypi.org/project/cloudpickle,2020-08-25 22:32:04.000,4102.0,5204188.0,https://anaconda.org/conda-forge/cloudpickle,2020-08-26 00:05:03.165,3591556.0,3.0
65,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-01-05 06:46:15.000,2020-12-23 02:11:29.000,697,2020-08-16 17:22:44.000,3.2.0,16.0,30,True,93.0,83.0,26.0,conda-forge/bcrypt,bcrypt,1.0,215.0,,8347670.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,8327542.0,https://anaconda.org/conda-forge/bcrypt,2020-10-13 00:04:16.592,523331.0,3.0
66,multidict,aio-libs/multidict,The multidict implementation.,,data-structures,https://github.com/aio-libs/multidict,https://github.com/aio-libs/multidict,Apache-2.0,2016-02-06 14:52:32.000,2021-01-11 01:59:51.390,2021-01-08 06:28:31.000,216,2020-12-03 13:00:53.000,5.1.0,118.0,30,True,57.0,112.0,35.0,conda-forge/multidict,multidict,9.0,892.0,1312.0,21447179.0,5340.0,,https://pypi.org/project/multidict,2020-12-03 13:00:53.000,5340.0,21421995.0,https://anaconda.org/conda-forge/multidict,2021-01-11 01:59:51.390,1107058.0,2.0
67,pyasn1,etingof/pyasn1,Generic ASN.1 library for Python.,,serialization,https://github.com/etingof/pyasn1,https://github.com/etingof/pyasn1,BSD-2-Clause,2016-02-24 22:30:54.000,2020-10-24 20:32:47.000,2020-03-21 18:06:04.000,171,2019-11-16 17:27:13.000,0.4.8,34.0,30,True,77.0,61.0,16.0,conda-forge/pyasn1,pyasn1,42.0,970.0,,44062500.0,131673.0,103379.0,https://pypi.org/project/pyasn1,2019-11-16 17:27:13.000,28294.0,44008504.0,https://anaconda.org/conda-forge/pyasn1,2019-11-17 02:42:05.143,2861801.0,3.0
68,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000,2020-12-14 10:32:51.000,2020-07-24 18:00:50.000,4238,2020-07-24 18:17:05.000,2.1.2,52.0,29,True,235.0,221.0,66.0,conda-forge/pendulum,pendulum,170.0,696.0,,1720483.0,1080.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000,1080.0,1714077.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850,275489.0,3.0
69,transitions,pytransitions/transitions,"A lightweight, object-oriented finite state machine implementation in Python with many extensions.",,algorithms,https://github.com/pytransitions/transitions,https://github.com/pytransitions/transitions,MIT,2014-10-12 20:59:09.000,2020-12-29 00:19:34.651,2020-12-28 20:07:51.000,3399,2020-12-28 20:08:50.000,0.8.6,41.0,29,True,412.0,338.0,63.0,conda-forge/transitions,transitions,5.0,848.0,,119050.0,1824.0,1472.0,https://pypi.org/project/transitions,2020-12-28 20:07:00.000,352.0,118411.0,https://anaconda.org/conda-forge/transitions,2020-12-29 00:19:34.651,12151.0,1.0
70,tenacity,jd/tenacity,Retrying library for Python.,,utilities,https://github.com/jd/tenacity,https://github.com/jd/tenacity,Apache-2.0,2016-08-11 12:44:02.000,2020-12-25 23:07:11.000,2020-12-16 19:21:40.000,2706,2020-12-16 19:21:05.000,6.3.1,44.0,29,True,142.0,110.0,58.0,conda-forge/tenacity,tenacity,48.0,403.0,,3520410.0,792.0,,https://pypi.org/project/tenacity,2020-12-16 19:21:05.000,792.0,3509752.0,https://anaconda.org/conda-forge/tenacity,2020-12-16 21:25:29.601,468985.0,3.0
71,clint,kennethreitz-archive/clint,Python Command-line Application Tools.,,cli-helpers,https://github.com/kennethreitz-archive/clint,https://github.com/kennethreitz-archive/clint,ISC,2010-10-12 02:40:00.000,2020-12-02 15:03:23.000,2017-09-02 04:38:47.000,2480,2015-08-25 16:13:43.000,0.5.1,17.0,29,False,226.0,41.0,64.0,conda-forge/clint,clint,32.0,372.0,92.0,159411.0,4844.0,2852.0,https://pypi.org/project/clint,2015-08-25 16:11:19.000,1992.0,158806.0,https://anaconda.org/conda-forge/clint,2018-07-09 09:37:09.782,33852.0,3.0
72,schematics,schematics/schematics,Python Data Structures for Humans.,,data-validation,https://github.com/schematics/schematics,https://github.com/schematics/schematics,BSD-3-Clause,2010-12-27 02:25:29.000,2020-11-27 08:10:29.000,2018-12-22 02:33:48.000,2387,2018-06-25 23:56:09.000,2.1.0,23.0,29,False,273.0,227.0,107.0,conda-forge/schematics,schematics,95.0,1381.0,,211603.0,1418.0,874.0,https://pypi.org/project/schematics,2018-06-25 23:56:09.000,544.0,211036.0,https://anaconda.org/conda-forge/schematics,2019-07-17 17:13:38.920,10217.0,3.0
73,schema,keleshev/schema,Schema validation just got Pythonic.,,data-validation,https://github.com/keleshev/schema,https://github.com/keleshev/schema,MIT,2012-08-19 18:56:20.000,2020-11-25 07:01:14.000,2020-10-04 02:30:19.000,2254,2020-07-31 12:02:49.000,0.7.3,23.0,29,True,158.0,60.0,59.0,conda-forge/schema,schema,64.0,388.0,,470872.0,3367.0,2357.0,https://pypi.org/project/schema,2020-07-31 11:58:14.000,1010.0,469845.0,https://anaconda.org/conda-forge/schema,2020-07-31 18:43:08.790,18496.0,3.0
74,addict,mewwts/addict,The Python Dict that's better than heroin.,,data-structures,https://github.com/mewwts/addict,https://github.com/mewwts/addict,MIT,2014-12-10 06:55:25.000,2021-01-05 07:16:39.000,2021-01-05 07:16:38.000,1989,2020-11-21 16:20:20.000,2.4.0,31.0,29,True,122.0,62.0,31.0,conda-forge/addict,addict,6.0,229.0,14.0,1250558.0,1605.0,1235.0,https://pypi.org/project/addict,2020-11-21 16:21:29.000,370.0,1247451.0,https://anaconda.org/conda-forge/addict,2020-10-11 11:33:21.339,167796.0,2.0
75,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000,2020-11-09 00:03:50.000,2020-11-09 00:00:08.000,1982,2020-11-09 00:03:50.000,2.3.0,39.0,29,True,127.0,113.0,19.0,,sortedcontainers,19.0,610.0,,7128852.0,3220.0,,https://pypi.org/project/sortedcontainers,2020-11-09 00:03:50.000,3220.0,7128852.0,,,,2.0
76,python-decouple,henriquebastos/python-decouple,Strict separation of config from code.,,configuration,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08.000,2021-01-05 16:16:35.790,2021-01-05 14:37:00.000,1593,2021-01-05 14:38:53.000,3.4,8.0,29,True,130.0,47.0,21.0,conda-forge/python-decouple,python-decouple,16.0,151.0,,133553.0,36249.0,30225.0,https://pypi.org/project/python-decouple,2021-01-05 14:39:25.000,6024.0,133271.0,https://anaconda.org/conda-forge/python-decouple,2021-01-05 16:16:35.790,11313.0,2.0
77,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2020-12-06 12:37:19.000,2020-10-27 17:37:34.000,1410,2020-10-27 17:36:43.000,0.6.0,9.0,29,True,100.0,27.0,18.0,conda-forge/aiofiles,aiofiles,39.0,109.0,,5051477.0,13816.0,12256.0,https://pypi.org/project/aiofiles,2020-10-27 17:36:43.000,1560.0,5047769.0,https://anaconda.org/conda-forge/aiofiles,2020-10-28 12:43:19.642,144622.0,2.0
78,humanize,jmoiron/humanize,python humanize functions.,,text,https://github.com/jmoiron/humanize,https://github.com/jmoiron/humanize,MIT,2011-10-07 23:44:01.000,2020-12-12 18:31:59.345,2020-12-12 17:10:37.000,1295,2020-12-12 17:34:26.000,3.2.0,19.0,29,True,136.0,43.0,42.0,conda-forge/humanize,humanize,21.0,377.0,,1151804.0,2904.0,,https://pypi.org/project/humanize,2020-10-19 20:03:31.000,2904.0,1149463.0,https://anaconda.org/conda-forge/humanize,2020-12-12 18:31:59.345,128787.0,3.0
79,argcomplete,kislyuk/argcomplete,"Python and tab completion, better together.",,cli-helpers,https://github.com/kislyuk/argcomplete,https://github.com/kislyuk/argcomplete,Apache-2.0,2012-11-19 15:37:34.000,2021-01-12 00:59:45.000,2020-12-18 23:14:18.000,924,2020-11-24 04:10:47.000,1.12.2,99.0,29,True,99.0,143.0,52.0,conda-forge/argcomplete,argcomplete,36.0,596.0,124.0,2277137.0,11145.0,8321.0,https://pypi.org/project/argcomplete,2020-11-24 04:10:47.000,2824.0,2273810.0,https://anaconda.org/conda-forge/argcomplete,2020-11-24 07:29:57.001,156308.0,3.0
80,jsonpickle,jsonpickle/jsonpickle,Python library for serializing any arbitrary object graph into JSON. It can take almost any Python object and turn the..,,serialization,https://github.com/jsonpickle/jsonpickle,https://github.com/jsonpickle/jsonpickle,BSD-3-Clause,2009-12-10 03:59:23.000,2020-12-14 23:26:24.000,2020-11-30 04:54:20.000,887,2020-11-30 03:21:53.000,1.4.2,25.0,29,True,138.0,170.0,56.0,conda-forge/jsonpickle,jsonpickle,68.0,1057.0,,3721271.0,3348.0,,https://pypi.org/project/jsonpickle,2020-11-30 03:21:53.000,3348.0,3707749.0,https://anaconda.org/conda-forge/jsonpickle,2020-04-22 18:31:13.089,554422.0,3.0
81,typing,python/typing,Work related to PEP 484: typing.py and typing_extensions.py (both released via PyPI) and issue tracker for type system..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000,2021-01-03 16:09:40.000,2021-01-02 16:15:15.000,847,2019-06-19 22:31:20.000,3.7.4,15.0,29,False,125.0,431.0,58.0,conda-forge/typing,typing,110.0,530.0,,5696406.0,36014.0,27580.0,https://pypi.org/project/typing,2020-07-13 23:19:42.000,8434.0,5685294.0,https://anaconda.org/conda-forge/typing,2020-12-18 12:29:40.192,644552.0,2.0
82,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000,2020-12-11 06:55:21.000,2020-12-10 20:25:58.000,837,2020-12-10 22:46:12.000,4.2.0,35.0,29,True,95.0,159.0,5.0,conda-forge/cachetools,cachetools,11.0,197.0,,20630653.0,4436.0,,https://pypi.org/project/cachetools,2020-12-10 22:46:12.000,4436.0,20594280.0,https://anaconda.org/conda-forge/cachetools,2020-06-29 08:49:42.259,1855072.0,1.0
83,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000,2020-12-08 15:21:22.000,2020-09-07 14:38:47.000,780,2020-01-25 14:40:31.000,0.10.9,26.0,29,True,145.0,241.0,28.0,conda-forge/py4j,py4j,120.0,738.0,,7708504.0,5933.0,4851.0,https://pypi.org/project/py4j,2020-09-07 15:43:56.000,1082.0,7694612.0,https://anaconda.org/conda-forge/py4j,2020-06-10 17:37:08.340,736308.0,3.0
84,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000,2020-12-23 19:21:12.000,2020-12-06 10:55:48.000,506,2020-12-06 10:52:07.000,0.10.4,28.0,29,True,225.0,156.0,131.0,conda-forge/holidays,holidays,17.0,682.0,147.0,1235050.0,2818.0,2260.0,https://pypi.org/project/holidays,2020-12-06 10:52:07.000,558.0,1218448.0,https://anaconda.org/conda-forge/holidays,2020-12-06 17:00:59.704,398429.0,3.0
85,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2020-12-30 14:53:40.000,2020-12-18 10:25:08.000,434,2020-12-18 10:27:27.000,0.18.2,36.0,29,True,86.0,32.0,37.0,conda-forge/validators,validators,84.0,222.0,,732493.0,11631.0,9745.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1886.0,731832.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,9262.0,3.0
86,wcwidth,jquast/wcwidth,Python library that measures the width of unicode strings rendered to a terminal.,,cli-helpers,https://github.com/jquast/wcwidth,https://github.com/jquast/wcwidth,MIT,2014-04-05 09:57:11.000,2020-09-24 16:45:20.691,2020-07-14 14:20:26.000,192,2020-06-23 16:10:28.000,0.2.5,17.0,29,True,35.0,19.0,11.0,conda-forge/wcwidth,wcwidth,7.0,219.0,,7582934.0,183142.0,157808.0,https://pypi.org/project/wcwidth,2020-06-23 16:10:28.000,25334.0,7499045.0,https://anaconda.org/conda-forge/wcwidth,2020-09-24 16:45:20.691,5117256.0,3.0
