,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,updated_github_id,labels
115,PyPika,kayak/pypika,PyPika is a python SQL query builder that exposes the full richness of the SQL language using a syntax that reflects..,,db-clients,https://github.com/kayak/pypika,https://github.com/kayak/pypika,Apache-2.0,2016-07-06 14:08:50.000,2021-06-17 14:26:56.000,2021-06-17 14:25:52.000,165,73.0,234.0,1263,2021-06-17 14:26:38.000,0.48.4,208.0,84,29,True,,pypika,992.0,,634108.0,747.0,709.0,https://pypi.org/project/pypika,2021-06-17 14:26:38.000,38.0,634108.0,,,,3.0,,,,
116,pygsheets,nithinmurali/pygsheets,Google Sheets Python API v4.,,db-clients,https://github.com/nithinmurali/pygsheets,https://github.com/nithinmurali/pygsheets,MIT,2016-06-06 17:20:44.000,2021-05-22 12:06:15.000,2021-05-22 12:05:55.000,174,30.0,306.0,1157,2021-02-05 22:34:35.000,2.0.5,17.0,72,29,True,,pygsheets,1006.0,,2610506.0,794.0,690.0,https://pypi.org/project/pygsheets,2021-02-05 22:34:35.000,104.0,2610506.0,,,,3.0,,,,
117,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000,2021-06-17 06:57:01.000,2021-04-30 18:45:01.000,140,24.0,119.0,1055,2021-04-29 06:44:17.000,5.5.0,60.0,54,29,True,conda-forge/deepdiff,deepdiff,817.0,,3375696.0,2881.0,2065.0,https://pypi.org/project/deepdiff,2021-04-29 06:23:22.000,816.0,3374640.0,https://anaconda.org/conda-forge/deepdiff,2021-04-29 23:02:26.418,46489.0,1.0,,,,
118,py2neo,technige/py2neo,Py2neo is a comprehensive toolkit for working with Neo4j from within Python applications or from the command line.,,db-clients,https://github.com/py2neo-org/py2neo,https://github.com/py2neo-org/py2neo,Apache-2.0,2011-07-03 10:01:07.000,2021-06-16 12:15:05.000,2021-06-16 12:14:49.000,215,21.0,716.0,1005,2021-06-14 20:57:32.000,2021.1.5,110.0,33,29,True,conda-forge/py2neo,py2neo,2894.0,,94721.0,1114.0,,https://pypi.org/project/py2neo,2021-06-14 20:57:32.000,1114.0,93972.0,https://anaconda.org/conda-forge/py2neo,2021-06-15 09:53:04.690,35961.0,3.0,,,py2neo-org/py2neo,
119,redis-py-cluster,grokzen/redis-py-cluster,Python cluster client for the official redis cluster. Redis 3.0+.,,db-clients,https://github.com/Grokzen/redis-py-cluster,https://github.com/Grokzen/redis-py-cluster,MIT,2013-05-21 06:41:34.000,2021-05-30 09:26:01.000,2021-05-30 09:25:55.000,288,22.0,235.0,957,2021-05-30 09:23:19.000,2.1.3,19.0,71,29,True,,redis-py-cluster,742.0,2645.0,1448716.0,1167.0,873.0,https://pypi.org/project/redis-py-cluster,2021-05-30 09:21:45.000,294.0,1448683.0,,,,3.0,,,,
120,ConfigArgParse,bw2/ConfigArgParse,A drop-in replacement for argparse that allows options to also be set via config files and/or environment variables.,,cli-helpers,https://github.com/bw2/ConfigArgParse,https://github.com/bw2/ConfigArgParse,MIT,2014-06-25 00:27:02.000,2021-06-16 12:39:13.000,2021-05-11 02:48:53.000,89,50.0,105.0,513,2021-05-11 02:49:02.000,1.4.1,22.0,43,29,True,conda-forge/configargparse,configargparse,278.0,,1289522.0,7696.0,5350.0,https://pypi.org/project/configargparse,2021-05-11 02:46:45.000,2346.0,1286114.0,https://anaconda.org/conda-forge/configargparse,2021-05-11 13:34:32.709,197710.0,3.0,,,,
121,validators,kvesteri/validators,Python Data Validation for Humans.,,data-validation,https://github.com/kvesteri/validators,https://github.com/kvesteri/validators,MIT,2013-10-17 08:16:32.000,2021-05-11 16:38:28.000,2021-03-01 07:13:05.000,86,84.0,32.0,504,2020-12-18 10:27:27.000,0.18.2,36.0,38,29,True,conda-forge/validators,validators,223.0,,1370023.0,18795.0,16909.0,https://pypi.org/project/validators,2020-12-18 10:27:27.000,1886.0,1369053.0,https://anaconda.org/conda-forge/validators,2020-12-18 12:58:27.348,18430.0,2.0,,,,
122,minio,minio/minio-py,MinIO Client SDK for Python.,,db-clients,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15.000,2021-06-13 18:50:43.110,2021-06-13 17:36:58.000,192,3.0,399.0,424,2021-06-13 17:41:23.000,7.0.4,88.0,93,29,True,conda-forge/minio,minio,1035.0,,606831.0,1921.0,1577.0,https://pypi.org/project/minio,2021-06-13 17:36:51.000,344.0,605623.0,https://anaconda.org/conda-forge/minio,2021-06-13 18:50:43.110,29011.0,3.0,,,,
123,rsa,sybrenstuvel/python-rsa,Python-RSA is a pure-Python RSA implementation.,,cryptography,https://github.com/sybrenstuvel/python-rsa,https://github.com/sybrenstuvel/python-rsa,Apache-2.0,2016-01-21 12:53:34.000,2021-06-11 03:35:37.000,2021-03-29 21:24:28.000,66,17.0,83.0,326,2021-02-15 20:45:56.000,4.7.1,32.0,33,29,True,conda-forge/rsa,rsa,,,67213332.0,12666.0,,https://pypi.org/project/rsa,2021-02-15 20:45:56.000,12666.0,67152569.0,https://anaconda.org/conda-forge/rsa,2021-02-24 12:57:19.266,3585025.0,3.0,,,,
124,pandas-gbq,pydata/pandas-gbq,Pandas Google BigQuery.,,db-clients,https://github.com/pydata/pandas-gbq,https://github.com/pydata/pandas-gbq,BSD-3-Clause,2017-02-08 13:07:19.000,2021-04-28 19:44:29.231,2021-03-30 16:47:16.000,90,37.0,160.0,255,2021-03-30 16:56:11.000,0.15.0,26.0,29,29,True,conda-forge/pandas-gbq,pandas-gbq,221.0,208.0,6680577.0,2889.0,2457.0,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000,432.0,6665163.0,https://anaconda.org/conda-forge/pandas-gbq,2021-04-28 19:44:29.231,785894.0,3.0,,,,
125,Send2Trash,arsenetar/send2trash,Python library to natively send files to Trash (or Recycle bin) on all platforms.,,others,https://github.com/arsenetar/send2trash,https://github.com/arsenetar/send2trash,BSD-3-Clause,2013-07-19 22:13:14.000,2021-05-26 15:23:56.000,2021-05-15 02:44:21.000,29,20.0,16.0,175,2018-02-16 15:00:15.000,1.5.0,11.0,13,29,True,conda-forge/send2trash,send2trash,118.0,,9885562.0,91740.0,86700.0,https://pypi.org/project/send2trash,2021-05-15 02:46:20.000,5040.0,9813372.0,https://anaconda.org/conda-forge/send2trash,2018-02-18 14:32:15.731,2959801.0,3.0,,,,
126,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000,2021-06-17 07:53:09.000,2021-05-26 21:48:14.000,964,88.0,269.0,11379,2021-06-05 02:13:20.000,1.6.0,19.0,90,28,True,,tink,3635.0,904.0,74587.0,11.0,11.0,https://pypi.org/project/tink,2021-06-05 02:13:20.000,0.0,74567.0,,,,3.0,,,,
127,Records,kennethreitz42/records,SQL for Humans.,,db-clients,https://github.com/kennethreitz/records,https://github.com/kennethreitz/records,ISC,2014-12-24 15:20:23.000,2021-05-30 20:31:56.812,2020-12-22 07:29:21.000,557,44.0,81.0,6633,2019-02-21 13:34:41.000,0.5.3,10.0,37,28,True,conda-forge/records,records,325.0,,182926.0,1085.0,785.0,https://pypi.org/project/records,2019-02-21 13:34:41.000,300.0,182557.0,https://anaconda.org/conda-forge/records,2021-05-30 20:31:56.812,18460.0,3.0,,,kennethreitz/records,
128,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000,2021-06-17 12:10:24.000,2021-06-17 12:10:24.000,1064,700.0,1520.0,6556,2021-06-13 16:46:54.000,4.44.0,152.0,18,28,True,conda-forge/pysimplegui,pysimplegui,5013.0,,84186.0,2803.0,2721.0,https://pypi.org/project/pysimplegui,2021-06-13 16:46:54.000,82.0,82754.0,https://anaconda.org/conda-forge/pysimplegui,2021-06-14 01:21:39.267,31509.0,2.0,,,,
129,python-sortedcontainers,grantjenks/python-sortedcontainers,"Python Sorted Container Types: Sorted List, Sorted Dict, and Sorted Set.",,data-structures,https://github.com/grantjenks/python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Apache-2.0,2014-02-24 17:44:20.000,2021-05-16 22:03:41.000,2021-05-16 22:00:36.000,144,20.0,123.0,2201,2020-11-09 00:03:50.000,2.3.0,40.0,19,28,True,,sortedcontainers,612.0,,10681608.0,3220.0,,https://pypi.org/project/sortedcontainers,2021-05-16 22:03:41.000,3220.0,10681608.0,,,,2.0,,,,
130,orjson,ijl/orjson,"Fast, correct Python JSON library supporting dataclasses, datetimes, and numpy.",,serialization,https://github.com/ijl/orjson,https://github.com/ijl/orjson,Apache-2.0,2018-11-21 23:43:14.000,2021-06-10 09:09:38.000,2021-06-01 14:15:30.000,78,18.0,132.0,2104,2021-06-01 14:20:40.000,3.5.3,67.0,12,28,True,conda-forge/orjson,orjson,408.0,,1035361.0,2437.0,2409.0,https://pypi.org/project/orjson,2021-06-01 14:20:28.000,28.0,1025158.0,https://anaconda.org/conda-forge/orjson,2021-06-01 22:24:54.947,142849.0,3.0,,,,
131,addict,mewwts/addict,The Python Dict that's better than heroin.,,data-structures,https://github.com/mewwts/addict,https://github.com/mewwts/addict,MIT,2014-12-10 06:55:25.000,2021-05-01 03:29:59.000,2021-01-05 07:16:38.000,126,8.0,62.0,2063,2020-11-21 16:21:29.000,2.4.0,31.0,31,28,True,conda-forge/addict,addict,229.0,15.0,962188.0,1961.0,1591.0,https://pypi.org/project/addict,2020-11-21 16:21:29.000,370.0,958812.0,https://anaconda.org/conda-forge/addict,2021-03-31 23:37:39.692,199197.0,2.0,,,,
132,aiofiles,Tinche/aiofiles,File support for asyncio.,,file-path-utils,https://github.com/Tinche/aiofiles,https://github.com/Tinche/aiofiles,Apache-2.0,2015-03-29 20:28:14.000,2021-05-18 14:09:38.000,2021-05-18 14:09:38.000,110,45.0,36.0,1571,2021-05-16 23:16:25.000,0.7.0,10.0,20,28,True,conda-forge/aiofiles,aiofiles,143.0,,5284367.0,1560.0,,https://pypi.org/project/aiofiles,2021-05-16 23:16:25.000,1560.0,5280483.0,https://anaconda.org/conda-forge/aiofiles,2021-05-17 06:30:15.359,170905.0,2.0,,,,
133,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000,2021-06-17 13:19:23.000,2021-06-17 13:19:22.000,251,542.0,990.0,1542,2020-11-11 16:01:20.000,1.4.0,24.0,74,28,True,conda-forge/ibis-framework,ibis-framework,1454.0,,276742.0,222.0,174.0,https://pypi.org/project/ibis-framework,2020-11-11 16:01:20.000,48.0,273671.0,https://anaconda.org/conda-forge/ibis-framework,2020-11-13 03:18:14.785,190458.0,3.0,,,,
134,sshtunnel,pahaz/sshtunnel,SSH tunnels to remote server.,,infrastructure,https://github.com/pahaz/sshtunnel,https://github.com/pahaz/sshtunnel,MIT,2014-06-11 21:14:05.000,2021-06-14 14:55:38.000,2021-01-11 13:12:20.000,136,24.0,132.0,835,2021-01-11 13:28:44.000,0.4.0,28.0,23,28,True,conda-forge/sshtunnel,sshtunnel,381.0,,954070.0,2643.0,2381.0,https://pypi.org/project/sshtunnel,2021-01-11 13:26:29.000,262.0,952833.0,https://anaconda.org/conda-forge/sshtunnel,2020-11-16 08:46:37.270,70520.0,3.0,,,,
135,keyring,jaraco/keyring,Store and access your passwords safely.,,cryptography,https://github.com/jaraco/keyring,https://github.com/jaraco/keyring,MIT,2015-02-24 14:10:21.000,2021-05-20 21:35:03.000,2021-05-20 21:34:50.000,96,22.0,378.0,694,2021-03-25 13:14:26.000,23.0.1,164.0,93,28,True,conda-forge/keyring,keyring,,,7642010.0,5932.0,,https://pypi.org/project/keyring,2021-03-25 13:14:10.000,5932.0,7624480.0,https://anaconda.org/conda-forge/keyring,2021-03-25 16:49:48.695,1069344.0,3.0,,,,
136,pysolr,django-haystack/pysolr,Pysolr Python Solr client.,,db-clients,https://github.com/django-haystack/pysolr,https://github.com/django-haystack/pysolr,BSD-3-Clause,2009-07-01 17:54:08.000,2021-06-11 17:54:56.000,2021-05-17 20:56:49.000,315,28.0,117.0,592,2020-04-17 20:27:24.000,3.9.0,34.0,64,28,True,conda-forge/pysolr,pysolr,472.0,,123221.0,4813.0,2315.0,https://pypi.org/project/pysolr,2020-04-17 20:16:24.000,2498.0,122919.0,https://anaconda.org/conda-forge/pysolr,2020-04-28 01:47:13.562,15711.0,3.0,,,,
137,holidays,dr-prodigy/python-holidays,Generate and work with holidays in Python.,,date-time-utils,https://github.com/dr-prodigy/python-holidays,https://github.com/dr-prodigy/python-holidays,MIT,2014-08-24 15:17:18.000,2021-06-15 13:56:18.000,2021-05-13 09:25:17.000,247,25.0,177.0,582,2021-04-02 13:13:42.000,0.11.1,32.0,142,28,True,conda-forge/holidays,holidays,768.0,147.0,2531204.0,558.0,,https://pypi.org/project/holidays,2021-04-02 13:13:42.000,558.0,2508735.0,https://anaconda.org/conda-forge/holidays,2021-04-02 14:33:33.497,651582.0,3.0,,,,
138,natsort,SethMMorton/natsort,Simple yet flexible natural sorting in Python.,,utilities,https://github.com/SethMMorton/natsort,https://github.com/SethMMorton/natsort,MIT,2012-05-03 02:58:47.000,2021-05-04 11:32:46.000,2021-04-14 03:19:21.000,31,1.0,66.0,533,2021-01-25 05:20:12.000,7.1.1,50.0,16,28,True,conda-forge/natsort,natsort,874.0,,1937432.0,7959.0,6743.0,https://pypi.org/project/natsort,2021-01-25 05:20:12.000,1216.0,1930507.0,https://anaconda.org/conda-forge/natsort,2021-01-25 13:13:56.288,353184.0,3.0,,,,
139,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/dask/s3fs,https://github.com/dask/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000,2021-06-15 08:50:23.000,2021-06-10 12:47:08.000,147,59.0,206.0,443,2021-06-07 18:45:31.000,2021.6.0,34.0,68,28,True,conda-forge/s3fs,s3fs,,,11001050.0,4241.0,3793.0,https://pypi.org/project/s3fs,2021-06-07 18:45:31.000,448.0,10971494.0,https://anaconda.org/conda-forge/s3fs,2021-05-15 01:19:21.258,1802947.0,3.0,,,,
140,configobj,DiffSK/configobj,Python 3+ compatible port of the configobj library.,,configuration,https://github.com/DiffSK/configobj,https://github.com/DiffSK/configobj,BSD-3-Clause,2014-01-14 02:30:17.000,2021-02-26 23:52:05.000,2020-10-14 22:37:57.000,62,68.0,70.0,257,2016-08-26 14:28:03.000,5.0.6,16.0,22,28,True,conda-forge/configobj,configobj,309.0,,1877711.0,20149.0,13975.0,https://pypi.org/project/configobj,2014-08-26 01:16:32.000,6174.0,1870293.0,https://anaconda.org/conda-forge/configobj,2018-07-29 15:42:19.501,259652.0,3.0,,,,
141,srsly,explosion/srsly,"Modern high-performance serialization utilities for Python (JSON, MessagePack, Pickle).",,serialization,https://github.com/explosion/srsly,https://github.com/explosion/srsly,MIT,2018-12-01 03:21:56.000,2021-04-15 09:12:34.000,2021-04-15 09:12:34.000,22,2.0,18.0,209,2021-04-12 09:49:55.000,2.4.1,31.0,11,28,True,conda-forge/srsly,srsly,256.0,,2350728.0,11651.0,11243.0,https://pypi.org/project/srsly,2021-04-12 09:49:55.000,408.0,2335058.0,https://anaconda.org/conda-forge/srsly,2021-04-12 13:06:38.171,438762.0,3.0,,,,
142,tzlocal,regebro/tzlocal,A Python module that tries to figure out what your local timezone is.,,date-time-utils,https://github.com/regebro/tzlocal,https://github.com/regebro/tzlocal,MIT,2012-09-11 12:34:21.000,2021-05-28 09:26:13.000,2020-09-30 10:49:58.000,48,10.0,49.0,137,2019-07-23 15:12:22.000,2.0.0,24.0,21,28,True,conda-forge/tzlocal,tzlocal,203.0,,10118165.0,6016.0,,https://pypi.org/project/tzlocal,2020-09-21 15:44:18.000,6016.0,10109029.0,https://anaconda.org/conda-forge/tzlocal,2020-05-08 12:02:04.590,548180.0,3.0,,,,
143,Eel,ChrisKnott/Eel,A little Python library for making simple Electron-like HTML/JS GUI apps.,,gui-dev,https://github.com/ChrisKnott/Eel,https://github.com/ChrisKnott/Eel,MIT,2017-12-27 21:37:12.000,2021-06-11 16:12:58.000,2020-08-17 17:56:57.000,428,113.0,274.0,4393,2020-08-17 18:18:21.000,0.14.0,36.0,36,27,True,,eel,255.0,,41649.0,2059.0,1989.0,https://pypi.org/project/eel,2020-08-17 18:18:21.000,70.0,41649.0,,,,2.0,,,,
144,asciimatics,peterbrittain/asciimatics,"A cross platform package to do curses-like operations, plus higher level APIs and widgets to create text UIs and ASCII..",,cli-helpers,https://github.com/peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,Apache-2.0,2015-04-15 20:18:41.000,2021-06-02 22:25:15.000,2021-06-02 22:24:42.000,199,19.0,231.0,2697,2021-04-05 16:37:38.000,1.13.0,22.0,35,27,True,conda-forge/asciimatics,asciimatics,991.0,,10135.0,598.0,482.0,https://pypi.org/project/asciimatics,2021-04-05 16:32:43.000,116.0,8351.0,https://anaconda.org/conda-forge/asciimatics,2021-04-09 05:27:34.166,67794.0,3.0,,,,
145,pyfilesystem2,pyfilesystem/pyfilesystem2,Python's Filesystem abstraction layer.,,file-path-utils,https://github.com/PyFilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,MIT,2016-10-14 15:05:27.000,2021-04-30 23:20:23.000,2021-04-30 00:17:57.000,133,58.0,247.0,1342,2021-03-27 17:23:04.000,2.4.13,83.0,40,27,True,,fs,662.0,,349881.0,796.0,,https://pypi.org/project/fs,2021-03-27 17:20:59.000,796.0,349881.0,,,,2.0,,,,
146,blessings,erikrose/blessings,"A thin, practical wrapper around terminal capabilities in Python.",,cli-helpers,https://github.com/erikrose/blessings,https://github.com/erikrose/blessings,MIT,2011-11-07 10:09:09.000,2021-01-19 15:47:53.000,2020-10-20 23:43:16.000,93,30.0,53.0,1215,2018-01-03 17:03:36.000,1.6.1,10.0,16,27,True,conda-forge/blessings,blessings,177.0,,1851868.0,7863.0,5387.0,https://pypi.org/project/blessings,2018-06-21 14:00:07.000,2476.0,1849390.0,https://anaconda.org/conda-forge/blessings,2021-01-08 16:13:56.643,121450.0,3.0,,,,
147,bcrypt,pyca/bcrypt,Modern(-ish) password hashing for your software and your servers.,,cryptography,https://github.com/pyca/bcrypt,https://github.com/pyca/bcrypt,Apache-2.0,2013-05-11 02:03:55.000,2021-06-17 03:18:53.000,2021-05-27 11:57:24.000,99,1.0,84.0,761,2020-08-16 17:22:44.000,3.2.0,16.0,28,27,True,conda-forge/bcrypt,bcrypt,,,15176069.0,14850.0,,https://pypi.org/project/bcrypt,2020-08-16 17:22:44.000,14850.0,15148190.0,https://anaconda.org/conda-forge/bcrypt,2021-01-14 15:59:50.547,864266.0,3.0,,,,
148,omegaconf,omry/omegaconf,Flexible Python configuration system. The last one you will ever need.,,configuration,https://github.com/omry/omegaconf,https://github.com/omry/omegaconf,BSD-3-Clause,2018-09-03 14:59:01.000,2021-06-17 07:02:59.000,2021-06-17 07:02:59.000,52,50.0,339.0,737,2021-06-07 17:52:25.000,2.1.0,129.0,20,27,True,conda-forge/omegaconf,omegaconf,880.0,,499859.0,1201.0,1193.0,https://pypi.org/project/omegaconf,2021-06-07 17:49:55.000,8.0,486836.0,https://anaconda.org/conda-forge/omegaconf,2021-03-11 21:38:17.496,221393.0,3.0,,,,
149,parsedatetime,bear/parsedatetime,Parse human-readable date/time strings.,,date-time-utils,https://github.com/bear/parsedatetime,https://github.com/bear/parsedatetime,Apache-2.0,2012-09-12 06:44:45.000,2021-06-02 02:04:01.000,2020-05-31 23:24:18.000,103,63.0,93.0,607,2020-05-31 23:52:03.000,2.6,17.0,49,27,False,conda-forge/parsedatetime,parsedatetime,369.0,,1115002.0,5522.0,3240.0,https://pypi.org/project/parsedatetime,2020-05-31 23:50:56.000,2282.0,1113452.0,https://anaconda.org/conda-forge/parsedatetime,2020-06-10 17:26:40.760,88358.0,3.0,,,,
150,dataclasses,ericvsmith/dataclasses,A backport of the dataclasses module for Python 3.6.,,compatibility,https://github.com/ericvsmith/dataclasses,https://github.com/ericvsmith/dataclasses,Apache-2.0,2017-05-19 20:46:27.000,2021-03-08 17:25:15.790,2020-11-13 14:26:05.000,40,10.0,110.0,499,,,8.0,11,27,True,conda-forge/dataclasses,dataclasses,287.0,,10016409.0,17436.0,16482.0,https://pypi.org/project/dataclasses,2020-11-13 14:40:29.000,954.0,9965616.0,https://anaconda.org/conda-forge/dataclasses,2021-03-08 17:25:15.790,1879370.0,3.0,,,,
151,scandir,benhoyt/scandir,"Better directory iterator and faster os.walk(), now in the Python 3.5 stdlib.",,file-path-utils,https://github.com/benhoyt/scandir,https://github.com/benhoyt/scandir,BSD-3-Clause,2013-05-13 08:14:57.000,2021-02-27 07:55:21.000,2021-02-27 07:55:17.000,59,11.0,80.0,479,2019-03-09 18:00:51.000,1.10.0,16.0,20,27,True,conda-forge/scandir,scandir,448.0,,3888077.0,16288.0,12140.0,https://pypi.org/project/scandir,2019-03-09 17:58:19.000,4148.0,3869139.0,https://anaconda.org/conda-forge/scandir,2021-01-12 06:08:03.159,1117364.0,2.0,,,,
152,pylibmc,lericson/pylibmc,A Python wrapper around the libmemcached interface from TangentOrg.,,caching,https://github.com/lericson/pylibmc,https://github.com/lericson/pylibmc,BSD-3-Clause,2009-07-31 19:51:02.000,2021-04-30 21:01:51.000,2021-01-22 14:31:35.000,122,23.0,163.0,443,2019-08-15 12:04:18.000,1.6.1,42.0,48,27,True,conda-forge/pylibmc,pylibmc,585.0,,162635.0,8127.0,3445.0,https://pypi.org/project/pylibmc,2019-08-15 12:04:18.000,4682.0,159929.0,https://anaconda.org/conda-forge/pylibmc,2021-01-09 19:26:29.080,159672.0,3.0,,,,
153,filelock,benediktschmitt/py-filelock,A platform independent file lock for Python.,,file-path-utils,https://github.com/benediktschmitt/py-filelock,https://github.com/benediktschmitt/py-filelock,Unlicense,2014-02-23 00:29:27.000,2020-12-07 12:29:05.000,2019-05-18 18:08:14.000,51,22.0,37.0,312,2019-05-18 18:07:01.000,3.0.12,30.0,11,27,False,conda-forge/filelock,filelock,112.0,,22242767.0,69355.0,65839.0,https://pypi.org/project/filelock,2019-05-18 18:07:01.000,3516.0,22182756.0,https://anaconda.org/conda-forge/filelock,2020-05-20 17:12:04.009,3600684.0,2.0,,,,
154,futures,agronholm/pythonfutures,Backport of the concurrent.futures package to Python 2.6 and 2.7.,,compatibility,https://github.com/agronholm/pythonfutures,https://github.com/agronholm/pythonfutures,Python-2.0,2015-03-13 23:36:07.000,2020-03-18 16:57:48.065,2020-01-09 23:00:40.000,46,7.0,62.0,216,2019-07-15 09:33:00.000,3.3.0,23.0,18,27,False,conda-forge/futures,futures,126.0,,15401602.0,41909.0,27027.0,https://pypi.org/project/futures,2019-07-15 09:33:00.000,14882.0,15381660.0,https://anaconda.org/conda-forge/futures,2020-03-18 16:57:48.065,1156641.0,3.0,,,,
155,param,holoviz/param,Param: Make your Python code clearer and more reliable by declaring Parameters.,,data-validation,https://github.com/holoviz/param,https://github.com/holoviz/param,BSD-3-Clause,2012-05-01 11:51:08.000,2021-06-17 04:23:18.000,2021-06-07 13:39:23.000,45,115.0,156.0,214,2021-05-10 15:57:00.000,1.10.1,41.0,29,27,True,conda-forge/param,param,629.0,,155711.0,2012.0,1876.0,https://pypi.org/project/param,2021-06-11 17:03:12.000,136.0,149355.0,https://anaconda.org/conda-forge/param,2021-01-08 16:15:48.891,317813.0,3.0,,,,
156,ptyprocess,pexpect/ptyprocess,Run a subprocess in a pseudo terminal.,,process-utils,https://github.com/pexpect/ptyprocess,https://github.com/pexpect/ptyprocess,ISC,2014-10-02 16:52:41.000,2021-05-08 19:36:21.000,2021-04-10 09:06:57.000,59,17.0,16.0,139,2020-12-28 15:17:57.000,0.7.0,10.0,14,27,True,conda-forge/ptyprocess,ptyprocess,137.0,,17449203.0,25422.0,,https://pypi.org/project/ptyprocess,2020-12-28 15:15:28.000,25422.0,17373662.0,https://anaconda.org/conda-forge/ptyprocess,2020-12-31 12:57:25.227,4683592.0,3.0,,,,
157,isodate,gweis/isodate,ISO 8601 date/time parser.,,date-time-utils,https://github.com/gweis/isodate,https://github.com/gweis/isodate,BSD-3-Clause,2012-10-29 23:32:06.000,2021-04-22 20:03:20.000,2018-08-02 23:45:26.000,38,20.0,11.0,100,2017-10-13 09:25:14.000,0.6.0,15.0,16,27,False,conda-forge/isodate,isodate,144.0,,33429012.0,16738.0,13084.0,https://pypi.org/project/isodate,2017-10-13 09:25:14.000,3654.0,33413680.0,https://anaconda.org/conda-forge/isodate,2018-08-04 23:15:08.700,965928.0,3.0,,,,
158,algorithms,keon/algorithms,Minimal examples of data structures and algorithms in Python.,,algorithms,https://github.com/keon/algorithms,https://github.com/keon/algorithms,MIT,2016-11-17 22:32:08.000,2021-06-12 19:31:32.000,2021-05-31 02:24:09.000,3953,160.0,89.0,19307,2020-10-04 14:44:02.000,0.1.4,5.0,171,26,True,,algorithms,919.0,,1061.0,62.0,48.0,https://pypi.org/project/algorithms,2020-10-04 14:44:02.000,14.0,1061.0,,,,3.0,,,,
159,Gooey,chriskiehl/Gooey,Turn (almost) any Python command line program into a full GUI application with one line.,,gui-dev,https://github.com/chriskiehl/Gooey,https://github.com/chriskiehl/Gooey,MIT,2014-01-01 21:06:05.000,2021-06-15 15:30:24.000,2021-06-12 18:50:46.000,725,88.0,389.0,13954,2021-06-12 18:51:56.000,1.0.8.1,55.0,99,26,True,conda-forge/gooey,gooey,732.0,84.0,5185.0,428.0,364.0,https://pypi.org/project/gooey,2021-06-12 18:58:09.000,64.0,3908.0,https://anaconda.org/conda-forge/gooey,2021-06-13 12:18:58.431,31825.0,3.0,,,,
160,DearPyGui,hoffstadt/DearPyGui,Dear PyGui: A fast and powerful Graphical User Interface Toolkit for Python with minimal dependencies.,,gui-dev,https://github.com/hoffstadt/DearPyGui,https://github.com/hoffstadt/DearPyGui,MIT,2020-05-28 17:12:57.000,2021-06-17 13:34:35.000,2021-06-17 13:34:27.000,245,68.0,447.0,5300,2021-04-26 23:18:44.000,0.6.415,144.0,24,26,True,,dearpygui,2017.0,,3667.0,134.0,134.0,https://pypi.org/project/dearpygui,2021-04-26 23:18:44.000,0.0,3667.0,,,,3.0,,,,
161,toga,beeware/toga,"A Python native, OS native GUI toolkit.",,gui-dev,https://github.com/beeware/toga,https://github.com/beeware/toga,BSD-3-Clause,2014-08-01 21:44:10.000,2021-06-17 01:17:34.000,2021-06-17 01:17:34.000,478,138.0,367.0,2674,2017-08-14 18:29:09.000,0.2.15,47.0,191,26,True,,toga,4217.0,,1896.0,44.0,,https://pypi.org/project/toga,2021-04-26 02:20:48.000,44.0,1896.0,,,,3.0,,,,
