,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,trending,updated_github_id,labels
162,returns,dry-python/returns,"Make your functions return something meaningful, typed, and safe!.",,utilities,https://github.com/dry-python/returns,https://github.com/dry-python/returns,BSD-2-Clause,2019-01-26 13:08:38.000,2021-06-17 06:54:08.000,2021-06-17 05:47:44.000,67,50.0,310.0,1714,2021-03-26 15:34:17.000,0.16.0,18.0,30,26,True,,returns,1115.0,,48549.0,81.0,79.0,https://pypi.org/project/returns,2021-03-26 15:33:34.000,2.0,48549.0,,,,3.0,,,,
163,retrying,rholder/retrying,"Retrying is an Apache 2.0 licensed general-purpose retrying library, written in Python, to simplify the task of adding..",,utilities,https://github.com/rholder/retrying,https://github.com/rholder/retrying,Apache-2.0,2013-01-22 06:13:26.000,2020-05-06 14:04:51.000,2016-06-07 04:02:12.000,141,46.0,12.0,1696,2014-12-15 01:15:08.000,1.3.3,11.0,15,26,False,conda-forge/retrying,retrying,95.0,,8672502.0,3490.0,,https://pypi.org/project/retrying,2014-12-15 01:15:08.000,3490.0,8660729.0,https://anaconda.org/conda-forge/retrying,2018-07-16 11:28:10.934,671083.0,3.0,,,,
164,HappyBase,python-happybase/happybase,A developer-friendly Python library to interact with Apache HBase.,,db-clients,https://github.com/python-happybase/happybase,https://github.com/python-happybase/happybase,MIT,2012-05-20 20:06:10.000,2021-04-25 18:43:44.000,2021-02-08 18:27:40.000,152,30.0,180.0,565,2019-05-14 14:17:26.000,1.2.0,12.0,19,26,True,conda-forge/happybase,happybase,284.0,,77456.0,916.0,494.0,https://pypi.org/project/happybase,2019-05-14 14:17:26.000,422.0,76467.0,https://anaconda.org/conda-forge/happybase,2019-07-01 13:37:04.756,59398.0,3.0,,,,
165,munch,Infinidat/munch,A Munch is a Python dictionary that provides attribute-style access (a la JavaScript objects).,,data-structures,https://github.com/Infinidat/munch,https://github.com/Infinidat/munch,MIT,2012-03-08 21:20:50.000,2021-01-22 10:01:55.000,2021-01-22 10:01:54.000,63,7.0,27.0,485,2019-10-30 09:56:06.000,2.5.0,13.0,24,26,True,conda-forge/munch,munch,156.0,,2011678.0,1134.0,,https://pypi.org/project/munch,2020-03-09 16:20:42.000,1134.0,1994039.0,https://anaconda.org/conda-forge/munch,2019-10-30 13:10:23.404,1111291.0,3.0,,,,
166,beaker,bbangert/beaker,WSGI middleware for sessions and caching.,,caching,https://github.com/bbangert/beaker,https://github.com/bbangert/beaker,BSD-3-Clause,2011-10-16 17:48:39.000,2021-02-12 10:58:22.000,2020-10-08 07:45:29.000,129,61.0,52.0,473,2019-08-26 22:02:52.000,1.11.0,58.0,85,26,True,conda-forge/beaker,beaker,799.0,,253980.0,5457.0,2843.0,https://pypi.org/project/beaker,2019-08-26 22:02:01.000,2614.0,252966.0,https://anaconda.org/conda-forge/beaker,2019-08-27 07:08:58.966,51758.0,3.0,,,,
167,python-rapidjson,python-rapidjson/python-rapidjson,Python wrapper around rapidjson.,,serialization,https://github.com/python-rapidjson/python-rapidjson,https://github.com/python-rapidjson/python-rapidjson,MIT,2015-09-09 04:02:42.000,2021-06-12 08:18:45.000,2021-06-12 08:17:45.000,36,10.0,86.0,423,2020-11-16 12:53:09.000,0.9.4,48.0,17,26,True,conda-forge/python-rapidjson,python-rapidjson,609.0,,532462.0,1598.0,1306.0,https://pypi.org/project/python-rapidjson,2020-12-13 10:07:07.000,292.0,522483.0,https://anaconda.org/conda-forge/python-rapidjson,2021-01-12 12:18:51.408,528888.0,3.0,,,,
168,pyscreenshot,ponty/pyscreenshot,"Python screenshot library, replacement for the Pillow ImageGrab module on Linux.",,others,https://github.com/ponty/pyscreenshot,https://github.com/ponty/pyscreenshot,BSD-2-Clause,2011-02-01 13:02:51.000,2021-04-18 19:30:22.000,2021-04-18 09:41:46.000,76,5.0,61.0,401,2018-12-21 10:20:02.000,0.5.1,22.0,23,26,True,,pyscreenshot,572.0,,255298.0,1582.0,1158.0,https://pypi.org/project/pyscreenshot,2021-04-18 19:30:22.000,424.0,255298.0,,,,3.0,,,,
169,pathlib2,mcmtroffaes/pathlib2,"Backport of pathlib aiming to support the full stdlib Python API. As of January 1 2020, this repository will no longer..",,compatibility,https://github.com/mcmtroffaes/pathlib2,https://github.com/mcmtroffaes/pathlib2,MIT,2014-10-18 08:28:33.000,2021-01-08 20:23:59.223,2020-01-07 11:01:48.000,17,,29.0,63,2019-09-27 07:33:53.000,2.3.5,11.0,11,26,False,conda-forge/pathlib2,pathlib2,394.0,,5569104.0,45567.0,37745.0,https://pypi.org/project/pathlib2,2019-09-27 07:33:53.000,7822.0,5539323.0,https://anaconda.org/conda-forge/pathlib2,2021-01-08 20:23:59.223,1757094.0,3.0,,,,
170,zipp,jaraco/zipp,Backport of pathlib-compatible object wrapper for zip files.,,file-path-utils,https://github.com/jaraco/zipp,https://github.com/jaraco/zipp,MIT,2018-11-15 21:24:48.000,2021-05-21 02:13:19.000,2021-05-21 02:13:12.000,20,3.0,42.0,21,2021-03-05 02:42:27.000,3.4.1,28.0,10,26,False,conda-forge/zipp,zipp,,,54314769.0,5822.0,,https://pypi.org/project/zipp,2020-10-25 18:40:27.000,5822.0,54093244.0,https://anaconda.org/conda-forge/zipp,2021-03-05 12:04:45.663,6202715.0,3.0,,,,
171,micropython,micropython/micropython,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,,python-implementations,https://github.com/micropython/micropython,https://github.com/micropython/micropython,MIT,2013-12-20 11:47:07.000,2021-06-17 14:42:08.000,2021-06-17 08:54:32.000,4471,1277.0,2679.0,12653,2021-04-18 15:01:36.000,1.15,9.0,422,25,True,,,12388.0,18798.0,408.0,,,,,,,,,,1.0,,,,
172,hydra,facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applications.,,configuration,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15.000,2021-06-17 03:00:09.000,2021-06-17 02:57:20.000,363,56.0,732.0,4404,2021-06-10 17:24:40.000,1.1.0,15.0,74,25,True,conda-forge/hydra-core,hydra,1521.0,,13658.0,6.0,,https://pypi.org/project/hydra,2016-08-03 13:21:51.000,6.0,4238.0,https://anaconda.org/conda-forge/hydra-core,2021-02-04 21:35:20.927,150732.0,3.0,,,,
173,flexx,flexxui/flexx,Write desktop and web apps in pure Python.,,gui-dev,https://github.com/flexxui/flexx,https://github.com/flexxui/flexx,BSD-2-Clause,2014-09-03 08:38:00.000,2021-06-07 09:45:45.000,2021-06-02 13:00:59.000,245,76.0,341.0,2678,2020-09-07 13:31:44.000,0.8.1,14.0,37,25,True,conda-forge/flexx,flexx,1923.0,,2040.0,125.0,89.0,https://pypi.org/project/flexx,2020-09-07 13:31:44.000,36.0,704.0,https://anaconda.org/conda-forge/flexx,2020-09-07 14:44:59.757,78830.0,3.0,,,,
174,Pony,ponyorm/pony,Pony Object Relational Mapper.,,db-clients,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000,2021-05-28 10:55:27.000,2021-02-28 21:36:46.000,201,260.0,304.0,2617,2020-11-23 19:13:28.000,0.7.14,44.0,20,25,True,conda-forge/pony,pony,,,59957.0,2478.0,1940.0,https://pypi.org/project/pony,2020-11-23 18:56:34.000,538.0,58954.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049,53185.0,3.0,,,,
175,python-box,cdgriffith/Box,Python dictionaries with advanced dot notation access.,,data-structures,https://github.com/cdgriffith/Box,https://github.com/cdgriffith/Box,MIT,2017-03-11 04:46:51.000,2021-02-13 18:15:45.690,2021-02-13 16:13:26.000,70,20.0,102.0,1690,2021-02-13 16:15:07.000,5.3.0,44.0,1,25,True,conda-forge/python-box,python-box,41.0,28.0,748091.0,1658.0,1404.0,https://pypi.org/project/python-box,2021-02-13 16:15:07.000,254.0,745881.0,https://anaconda.org/conda-forge/python-box,2021-02-13 18:15:45.690,83981.0,3.0,,,,
176,pluginbase,mitsuhiko/pluginbase,A simple but flexible plugin system for Python.,,others,https://github.com/mitsuhiko/pluginbase,https://github.com/mitsuhiko/pluginbase,BSD-3-Clause,2014-06-30 20:51:42.000,2021-05-16 16:25:40.000,2021-05-16 16:12:48.000,143,,12.0,955,2021-05-16 16:25:40.000,1.0.1,9.0,9,25,True,conda-forge/pluginbase,pluginbase,56.0,,371710.0,1111.0,839.0,https://pypi.org/project/pluginbase,2021-05-16 16:25:40.000,272.0,367520.0,https://anaconda.org/conda-forge/pluginbase,2019-02-04 15:40:32.059,171812.0,3.0,,,,
177,immutables,MagicStack/immutables,A high-performance immutable mapping type for Python.,,data-structures,https://github.com/MagicStack/immutables,https://github.com/MagicStack/immutables,Apache-2.0,2018-03-30 21:24:52.000,2021-06-05 18:10:56.381,2021-02-10 01:10:52.000,39,10.0,24.0,845,2021-02-10 04:59:44.000,0.15,15.0,10,25,True,conda-forge/immutables,immutables,89.0,,1431121.0,2147.0,2047.0,https://pypi.org/project/immutables,2021-02-10 04:59:48.000,100.0,1414675.0,https://anaconda.org/conda-forge/immutables,2021-06-05 18:10:56.381,608507.0,3.0,,,,
178,ratelimit,tomasbasham/ratelimit,API Rate Limit Decorator.,,utilities,https://github.com/tomasbasham/ratelimit,https://github.com/tomasbasham/ratelimit,MIT,2015-08-26 10:39:52.000,2021-04-15 11:48:15.000,2019-02-06 21:53:36.000,100,25.0,17.0,391,2018-12-17 18:55:49.000,2.2.1,11.0,8,25,False,,ratelimit,36.0,,728319.0,1108.0,990.0,https://pypi.org/project/ratelimit,2018-12-17 18:55:49.000,118.0,728319.0,,,,3.0,,,,
179,cloudant,cloudant/python-cloudant,A Python library for Cloudant and CouchDB.,,db-clients,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000,2021-06-17 12:34:17.000,2021-06-16 13:05:39.000,49,2.0,245.0,165,2020-08-18 12:14:54.000,2.14.0,46.0,28,25,True,conda-forge/cloudant,cloudant,814.0,,54051.0,1974.0,1440.0,https://pypi.org/project/cloudant,2020-08-18 11:22:22.000,534.0,52651.0,https://anaconda.org/conda-forge/cloudant,2021-05-30 14:35:41.516,79820.0,3.0,,,,
180,catalogue,explosion/catalogue,Super lightweight function registries for your library.,,others,https://github.com/explosion/catalogue,https://github.com/explosion/catalogue,MIT,2019-11-01 14:09:09.000,2021-04-30 10:41:22.841,2021-04-28 15:40:50.000,13,5.0,1.0,89,2021-04-30 13:56:37.000,2.0.4,18.0,7,25,False,conda-forge/catalogue,catalogue,86.0,,2047917.0,8149.0,8123.0,https://pypi.org/project/catalogue,2021-04-29 14:58:37.000,26.0,2036422.0,https://anaconda.org/conda-forge/catalogue,2021-04-30 10:41:22.841,218423.0,3.0,,,,
181,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000,2021-06-17 13:51:40.000,2021-06-17 10:06:09.000,18651,1489.0,,38543,2020-07-22 03:00:52.000,0.0.6,6.0,1718,24,True,,cpython,,,6893.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000,,6893.0,,,,2.0,,,,
182,diagrams,mingrammer/diagrams,Diagram as Code for prototyping cloud system architectures.,,others,https://github.com/mingrammer/diagrams,https://github.com/mingrammer/diagrams,MIT,2020-02-02 15:23:24.000,2021-06-16 19:28:12.000,2021-05-23 10:51:48.000,772,214.0,125.0,14031,2021-05-23 10:47:14.000,0.20.0,37.0,88,24,True,conda-forge/diagrams,diagrams,412.0,,51046.0,0.0,,https://pypi.org/project/diagrams,2021-05-23 10:38:30.000,0.0,45381.0,https://anaconda.org/conda-forge/diagrams,2021-05-25 00:48:22.818,73647.0,3.0,,,,
183,powerline-shell,b-ryan/powerline-shell,A beautiful and useful prompt for your shell.,,others,https://github.com/b-ryan/powerline-shell,https://github.com/b-ryan/powerline-shell,MIT,2012-09-09 16:12:53.000,2021-05-17 16:44:58.000,2018-09-16 00:24:03.000,704,99.0,168.0,5624,2018-09-16 00:34:48.000,0.7.0,26.0,85,24,False,,powerline-shell,572.0,,1890.0,69.0,65.0,https://pypi.org/project/powerline-shell,2018-09-16 00:34:48.000,4.0,1890.0,,,,3.0,,,,
184,storm,emre/storm,Manage your SSH like a boss.,,infrastructure,https://github.com/emre/storm,https://github.com/emre/storm,MIT,2013-05-20 18:30:39.000,2021-04-19 09:53:23.000,2018-08-07 19:46:34.000,159,22.0,82.0,3803,2018-08-24 22:08:05.000,0.7.0,9.0,30,24,False,,storm,339.0,,3046.0,186.0,36.0,https://pypi.org/project/storm,2021-04-19 09:53:23.000,150.0,3046.0,,,,3.0,,,,
185,mongo-connector,yougov/mongo-connector,MongoDB data stream pipeline tools by YouGov (adopted from MongoDB).,,db-clients,https://github.com/yougov/mongo-connector,https://github.com/yougov/mongo-connector,Apache-2.0,2012-08-09 23:39:36.000,2021-02-01 13:01:08.000,2018-12-05 18:23:06.000,459,239.0,504.0,1799,2018-12-05 19:18:21.000,3.1.1,51.0,62,24,False,,mongo-connector,1112.0,,4494.0,163.0,101.0,https://pypi.org/project/mongo-connector,2018-12-05 19:18:21.000,62.0,4494.0,,,,3.0,,,,
186,fabtools,fabtools/fabtools,Tools for writing awesome Fabric files.,,infrastructure,https://github.com/fabtools/fabtools,https://github.com/fabtools/fabtools,BSD-2-Clause,2011-09-05 01:44:24.000,2019-12-13 07:52:20.000,2019-09-16 09:19:00.000,218,104.0,64.0,1241,2016-10-12 10:37:57.000,0.20.0,30.0,88,24,False,,fabtools,939.0,,3223.0,648.0,272.0,https://pypi.org/project/fabtools,2016-10-12 10:37:57.000,376.0,3223.0,,,,3.0,,,,
187,strictyaml,crdoconnor/strictyaml,Type-safe YAML parser and validator.,,data-validation,https://github.com/crdoconnor/strictyaml,https://github.com/crdoconnor/strictyaml,MIT,2016-06-17 10:56:18.000,2021-06-07 09:48:55.810,2021-05-31 16:59:15.000,37,62.0,60.0,882,2021-05-31 16:59:28.000,1.4.2,77.0,16,24,True,conda-forge/strictyaml,strictyaml,679.0,,29444.0,333.0,283.0,https://pypi.org/project/strictyaml,2021-05-31 16:59:28.000,50.0,27633.0,https://anaconda.org/conda-forge/strictyaml,2021-06-07 09:48:55.810,68823.0,3.0,,,,
188,cx-Oracle,oracle/python-cx_Oracle,Python interface to Oracle Database conforming to the Python DB API 2.0 specification.,,db-clients,https://github.com/oracle/python-cx_Oracle,https://github.com/oracle/python-cx_Oracle,BSD-3-Clause,2017-03-07 04:03:36.000,2021-06-08 17:16:08.000,2021-06-08 17:15:44.000,278,35.0,516.0,743,2021-06-01 19:19:27.000,8.2.1,34.0,17,24,True,,cx-Oracle,,,2198563.0,144.0,,https://pypi.org/project/cx-Oracle,2021-06-01 19:19:27.000,144.0,2198563.0,,,,3.0,,,,
189,cleo,sdispater/cleo,Cleo allows you to create beautiful and testable command-line interfaces.,,cli-helpers,https://github.com/sdispater/cleo,https://github.com/sdispater/cleo,MIT,2013-12-16 16:01:42.000,2021-05-28 16:30:48.000,2021-02-21 21:19:44.000,38,41.0,27.0,722,2020-04-17 17:25:05.000,0.8.1,27.0,6,24,True,conda-forge/cleo,cleo,289.0,,2453051.0,152.0,,https://pypi.org/project/cleo,2021-02-21 21:14:25.000,152.0,2451805.0,https://anaconda.org/conda-forge/cleo,2020-10-09 18:06:01.698,42376.0,3.0,,,,
190,neo4j-driver,neo4j/neo4j-python-driver,Neo4j Bolt driver for Python.,,db-clients,https://github.com/neo4j/neo4j-python-driver,https://github.com/neo4j/neo4j-python-driver,Apache-2.0,2015-05-05 13:08:20.000,2021-06-17 11:39:18.000,2021-06-17 11:39:18.000,137,5.0,176.0,623,2021-06-01 08:54:23.000,4.3.1,86.0,34,24,True,,neo4j-driver,,,74260.0,382.0,,https://pypi.org/project/neo4j-driver,2021-06-01 08:52:18.000,382.0,74260.0,,,,3.0,,,,
191,python-mss,BoboTiG/python-mss,An ultra fast cross-platform multiple screenshots module in pure Python using ctypes.,,others,https://github.com/BoboTiG/python-mss,https://github.com/BoboTiG/python-mss,MIT,2013-07-01 16:14:08.000,2020-10-31 20:08:28.845,2020-10-31 17:14:26.000,57,27.0,80.0,601,2020-10-31 17:19:13.000,6.1.0,32.0,14,24,True,conda-forge/python-mss,mss,639.0,,545454.0,300.0,,https://pypi.org/project/mss,2020-10-31 17:19:13.000,300.0,544989.0,https://anaconda.org/conda-forge/python-mss,2020-10-31 20:08:28.845,5581.0,3.0,,,,
192,Unipath,mikeorr/Unipath,An object-oriented approach to Python file/directory operations.,,file-path-utils,https://github.com/mikeorr/Unipath,https://github.com/mikeorr/Unipath,MIT,2013-01-28 04:38:28.000,2019-12-15 21:01:45.000,2015-02-14 18:30:08.000,36,7.0,10.0,499,2009-03-29 15:28:56.000,0.2.1,3.0,6,24,False,,unipath,49.0,,66113.0,9448.0,5426.0,https://pypi.org/project/unipath,2015-02-11 04:36:12.000,4022.0,66113.0,,,,3.0,,,,
193,pysimdjson,TkTech/pysimdjson,Python bindings for the simdjson project.,,serialization,https://github.com/TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,MIT,2019-02-22 03:26:04.000,2021-06-12 15:40:19.000,2021-06-11 21:57:17.000,35,10.0,56.0,454,2021-05-23 17:56:13.000,4.0.0,31.0,11,24,True,,pysimdjson,251.0,,141843.0,89.0,89.0,https://pypi.org/project/pysimdjson,2021-05-23 05:13:38.000,0.0,141843.0,,,,3.0,,,,
194,umongo,Scille/umongo,"sync/async MongoDB ODM, yes.",,db-clients,https://github.com/Scille/umongo,https://github.com/Scille/umongo,MIT,2016-03-09 16:34:42.000,2021-06-09 02:49:30.000,2021-01-11 17:10:11.000,56,35.0,144.0,345,2021-01-11 16:52:10.000,3.0.0,51.0,13,24,True,,umongo,799.0,,10714.0,407.0,387.0,https://pypi.org/project/umongo,2021-01-11 16:52:10.000,20.0,10714.0,,,,3.0,,,,
195,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2021-06-14 19:59:37.000,2021-06-07 16:07:29.000,16,14.0,27.0,210,2021-06-07 16:12:08.000,0.7.1,10.0,11,24,True,conda-forge/typing_inspect,typing_inspect,60.0,,8464424.0,80.0,,https://pypi.org/project/typing_inspect,2021-06-07 16:12:08.000,80.0,8456382.0,https://anaconda.org/conda-forge/typing_inspect,2021-06-09 22:29:55.801,209106.0,2.0,,2.0,,
196,ordered-set,LuminosoInsight/ordered-set,A mutable set that remembers the order of its entries. One of Python's missing data types.,,data-structures,https://github.com/LuminosoInsight/ordered-set,https://github.com/LuminosoInsight/ordered-set,MIT,2012-08-17 21:55:21.000,2021-05-26 01:49:07.000,2020-06-17 20:48:30.000,33,10.0,25.0,124,2020-06-17 20:50:12.000,4.0.2,16.0,17,24,True,conda-forge/ordered-set,ordered-set,144.0,,3000171.0,2764.0,2458.0,https://pypi.org/project/ordered-set,2020-06-17 20:50:12.000,306.0,2998912.0,https://anaconda.org/conda-forge/ordered-set,2020-06-18 14:06:17.580,78114.0,3.0,,,,
197,entrypoints,takluyver/entrypoints,Discover and load entry points from installed packages.,,inspect,https://github.com/takluyver/entrypoints,https://github.com/takluyver/entrypoints,MIT,2015-05-02 18:12:08.000,2020-12-03 20:07:10.000,2020-03-15 12:25:13.000,18,4.0,20.0,65,2017-06-08 10:55:15.000,0.2.3,6.0,9,24,False,conda-forge/entrypoints,entrypoints,59.0,,13210335.0,15152.0,,https://pypi.org/project/entrypoints,2019-01-07 18:10:52.000,15152.0,13137066.0,https://anaconda.org/conda-forge/entrypoints,2020-11-11 19:15:28.026,4542722.0,2.0,,,,
198,contextlib2,jazzband/contextlib2,contextlib2 is a backport of the standard library's contextlib module to earlier Python versions.,,compatibility,https://github.com/jazzband/contextlib2,https://github.com/jazzband/contextlib2,psfrag,2016-02-23 08:51:49.209,2020-11-30 11:51:18.000,2020-11-30 11:51:12.000,8,4.0,10.0,31,2019-09-21 13:41:31.000,0.6.0,13.0,10,24,False,conda-forge/contextlib2,contextlib2,123.0,,8913252.0,40569.0,35609.0,https://pypi.org/project/contextlib2,2019-10-10 12:47:48.000,4960.0,8899850.0,https://anaconda.org/conda-forge/contextlib2,2019-10-10 14:10:46.819,857729.0,3.0,,,,
199,Typer,tiangolo/typer,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,cli-helpers,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11.000,2021-06-12 09:25:16.000,2020-08-16 14:52:47.000,203,126.0,83.0,5535,2020-08-16 14:57:19.000,0.3.2,18.0,8,23,True,,typer,257.0,,1913035.0,0.0,,https://pypi.org/project/typer,2020-08-16 14:57:19.000,0.0,1913035.0,,,,3.0,,,,
200,AWS Data Wrangler,awslabs/aws-data-wrangler,"Pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, QuickSight, Chime, CloudWatchLogs, DynamoDB,..",,db-clients,https://github.com/awslabs/aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler,Apache-2.0,2019-02-26 01:39:02.000,2021-06-16 15:16:43.000,2021-06-16 14:55:21.000,284,30.0,390.0,1858,2021-05-19 13:40:18.000,2.8.0,109.0,72,23,True,,awswrangler,,40387.0,3012265.0,0.0,,https://pypi.org/project/awswrangler,2021-05-19 12:48:50.000,0.0,3010510.0,,,,3.0,,,,['pandas']
201,path,jaraco/path,Object-oriented file system path manipulation.,,file-path-utils,https://github.com/jaraco/path,https://github.com/jaraco/path,MIT,2012-04-21 02:59:29.000,2021-06-13 15:29:32.662,2021-06-13 00:52:58.000,128,3.0,124.0,960,2021-06-13 01:04:27.000,16.0.0,11.0,43,23,True,conda-forge/path,path,,,246677.0,78.0,,https://pypi.org/project/path,2021-06-13 01:04:17.000,78.0,240674.0,https://anaconda.org/conda-forge/path,2021-06-13 15:29:32.662,108061.0,3.0,,,,
202,ubelt,Erotemic/ubelt,"A Python utility belt containing simple tools, a stdlib like feel, and extra batteries. Hashing, Caching, Timing,..",,utilities,https://github.com/Erotemic/ubelt,https://github.com/Erotemic/ubelt,Apache-2.0,2017-01-30 21:14:57.000,2021-05-12 15:07:06.000,2021-02-05 18:31:21.000,42,2.0,5.0,570,2021-02-05 18:59:47.000,0.9.5,53.0,1,23,True,,ubelt,803.0,,27954.0,676.0,654.0,https://pypi.org/project/ubelt,2021-02-05 18:37:28.000,22.0,27954.0,,,,3.0,,,,
203,macropy,lihaoyi/macropy,"Macros in Python: quasiquotes, case classes, LINQ and more!.",,others,https://github.com/lihaoyi/macropy,https://github.com/lihaoyi/macropy,MIT,2013-04-15 14:47:29.000,2020-12-24 02:10:58.000,2020-03-03 22:30:21.000,158,17.0,59.0,3075,,,4.0,19,22,False,,macropy3,885.0,,7904.0,465.0,415.0,https://pypi.org/project/macropy3,2018-05-11 23:17:05.000,50.0,7904.0,,,,3.0,,,,
204,pyston,pyston/pyston,A faster and highly-compatible implementation of the Python programming language.,,python-implementations,https://github.com/pyston/pyston,https://github.com/pyston/pyston,Apache-2.0,2021-03-01 22:38:24.000,2021-06-17 12:20:56.000,2021-06-15 16:36:50.000,41,13.0,9.0,1259,2021-05-05 15:48:23.000,pyston_2.2,1.0,1021,22,True,,,109217.0,1665.0,1665.0,,,,,,,,,,2.0,,,,
205,enaml,nucleic/enaml,Declarative User Interfaces for Python.,,gui-dev,https://github.com/nucleic/enaml,https://github.com/nucleic/enaml,BSD-3-Clause,2013-03-06 21:29:01.000,2021-06-06 08:29:07.000,2021-05-24 07:21:35.000,106,39.0,166.0,1030,2021-04-19 18:46:09.000,0.13.0,18.0,33,22,True,conda-forge/enaml,enaml,,45.0,5206.0,329.0,185.0,https://pypi.org/project/enaml,2021-04-19 18:08:01.000,144.0,3309.0,https://anaconda.org/conda-forge/enaml,2021-04-19 22:20:38.760,81565.0,3.0,,,,
206,parallel-ssh,ParallelSSH/parallel-ssh,Asynchronous parallel SSH client library.,,infrastructure,https://github.com/ParallelSSH/parallel-ssh,https://github.com/ParallelSSH/parallel-ssh,LGPL-2.1,2012-12-24 14:45:36.000,2021-02-21 19:05:25.000,2021-02-21 17:51:02.000,124,15.0,176.0,899,2021-01-28 18:04:50.000,2.5.4,88.0,15,22,False,,parallel-ssh,511.0,316.0,171824.0,139.0,111.0,https://pypi.org/project/parallel-ssh,2021-01-28 18:04:50.000,28.0,171821.0,,,,3.0,,,,
207,awesome-slugify,voronind/awesome-slugify,Python flexible slugify function.,,text,https://github.com/voronind/awesome-slugify,https://github.com/voronind/awesome-slugify,GPL-3.0,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25.000,39,18.0,11.0,461,2015-06-05 06:31:13.000,1.6.5,26.0,11,22,False,conda-forge/awesome-slugify,awesome-slugify,96.0,,52853.0,5047.0,2807.0,https://pypi.org/project/awesome-slugify,2015-06-05 06:31:13.000,2240.0,52044.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,50173.0,3.0,,,,
208,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29.000,121,25.0,14.0,3389,2019-11-07 15:54:35.000,0.3.0,11.0,9,21,False,,pampy,131.0,,25189.0,186.0,170.0,https://pypi.org/project/pampy,2019-11-07 15:54:35.000,16.0,25189.0,,,,3.0,,,,
209,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2021-03-31 19:40:59.000,2021-03-31 19:40:59.000,82,17.0,11.0,1566,2016-02-06 21:56:46.000,0.6.5,27.0,20,21,True,,bashplotlib,210.0,,1678.0,174.0,126.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,48.0,1678.0,,,,3.0,,,,
210,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2020-12-20 05:00:55.000,2019-09-25 12:17:08.000,126,15.0,11.0,1442,2014-08-29 22:18:11.000,1.5.3,4.0,14,21,False,,commonregex,113.0,,10127.0,97.0,57.0,https://pypi.org/project/commonregex,2014-08-29 22:18:11.000,40.0,10127.0,,,,3.0,,,,
211,pyinfra,Fizzadar/pyinfra,"pyinfra automates infrastructure super fast at massive scale. It can be used for ad-hoc command execution, service..",,infrastructure,https://github.com/Fizzadar/pyinfra,https://github.com/Fizzadar/pyinfra,MIT,2014-10-19 19:37:45.000,2021-06-13 20:54:31.000,2021-06-10 12:50:18.000,114,51.0,388.0,1260,2021-06-10 12:51:28.000,1.4.4,159.0,50,21,True,,pyinfra,,,3687.0,29.0,25.0,https://pypi.org/project/pyinfra,2021-06-10 12:51:28.000,4.0,3687.0,,,,3.0,,,,
