,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,conda_dependent_project_count,new_addition,labels
207,typing_inspect,ilevkivskyi/typing_inspect,Runtime inspection utilities for Python typing module.,,inspect,https://github.com/ilevkivskyi/typing_inspect,https://github.com/ilevkivskyi/typing_inspect,MIT,2017-04-29 15:49:25.000,2021-01-17 09:43:29.000,2021-01-17 09:43:28.000,14,18.0,22.0,185,2020-05-02 10:22:24.000,0.6.0,8.0,9,22,True,conda-forge/typing_inspect,typing_inspect,52.0,,2700891.0,80.0,,https://pypi.org/project/typing_inspect,2020-05-02 10:22:24.000,80.0,2697564.0,https://anaconda.org/conda-forge/typing_inspect,2020-05-06 11:35:21.424,73208.0,3.0,,,,
208,bashplotlib,glamp/bashplotlib,plotting in the terminal.,,cli-helpers,https://github.com/glamp/bashplotlib,https://github.com/glamp/bashplotlib,MIT,2012-12-13 04:01:10.000,2019-12-01 11:31:41.000,2019-05-09 21:00:50.000,79,16.0,10.0,1509,2016-02-06 21:56:46.000,0.6.5,27.0,19,21,False,,bashplotlib,208.0,,1769.0,129.0,113.0,https://pypi.org/project/bashplotlib,2016-02-06 21:56:46.000,16.0,1769.0,,,,3.0,,,,
209,CommonRegex,madisonmay/CommonRegex,A collection of common regular expressions bundled with an easy to use interface.,,utilities,https://github.com/madisonmay/CommonRegex,https://github.com/madisonmay/CommonRegex,MIT,2013-12-17 08:43:14.000,2020-12-20 05:00:55.000,2019-09-25 12:17:08.000,120,11.0,10.0,1424,2014-08-29 22:18:11.000,1.5.3,4.0,14,21,False,,commonregex,113.0,,3668.0,65.0,51.0,https://pypi.org/project/commonregex,2014-08-29 22:18:11.000,14.0,3668.0,,,,3.0,,,,
210,pysimdjson,TkTech/pysimdjson,Python bindings for the simdjson project.,,serialization,https://github.com/TkTech/pysimdjson,https://github.com/TkTech/pysimdjson,MIT,2019-02-22 03:26:04.000,2021-02-04 05:36:50.000,2021-02-04 05:26:54.000,28,11.0,50.0,422,2021-02-04 05:36:50.000,3.2.0,30.0,8,21,True,,pysimdjson,207.0,,4333.0,38.0,38.0,https://pypi.org/project/pysimdjson,2021-02-04 05:36:50.000,0.0,4333.0,,,,3.0,,,,
211,PyMODM,mongodb/pymodm,"A Pythonic, object-oriented interface for working with MongoDB.",,db-clients,https://github.com/mongodb/pymodm,https://github.com/mongodb/pymodm,Apache-2.0,2016-03-30 16:24:59.000,2020-10-16 22:20:11.000,2020-10-16 22:20:10.000,60,4.0,,307,2020-04-30 18:52:35.000,0.4.3,7.0,18,21,True,conda-forge/pymodm,pymodm,123.0,,10012.0,529.0,375.0,https://pypi.org/project/pymodm,2020-04-30 18:52:35.000,154.0,9885.0,https://anaconda.org/conda-forge/pymodm,2020-04-30 19:23:37.933,1529.0,3.0,,,True,
212,price-parser,scrapinghub/price-parser,Extract price amount and currency symbol from a raw text string.,,text,https://github.com/scrapinghub/price-parser,https://github.com/scrapinghub/price-parser,BSD-3-Clause,2019-04-11 18:27:30.000,2020-11-25 09:48:30.000,2020-11-25 09:45:42.000,30,19.0,7.0,169,2020-11-25 09:35:49.000,0.3.4,12.0,12,21,True,,price-parser,96.0,,14589.0,53.0,53.0,https://pypi.org/project/price-parser,2020-11-25 09:35:49.000,,14589.0,,,,3.0,,,,
213,pampy,santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.,,utilities,https://github.com/santinic/pampy,https://github.com/santinic/pampy,MIT,2018-11-08 12:51:17.000,2020-04-11 23:04:54.000,2019-07-13 11:30:29.000,116,18.0,14.0,3333,2018-12-24 14:09:35.000,0.2.1,10.0,9,20,False,,pampy,131.0,,4815.0,139.0,123.0,https://pypi.org/project/pampy,2018-12-24 14:08:38.000,16.0,4815.0,,,,3.0,,,,
214,db.py,yhat/db.py,db.py is an easier way to interact with your databases.,,db-clients,https://github.com/yhat/db.py,https://github.com/yhat/db.py,BSD-2-Clause,2014-10-26 15:36:57.000,2019-12-13 18:00:10.000,2017-03-31 14:41:30.000,110,32.0,21.0,1206,2017-03-31 14:41:57.000,0.5.3,35.0,24,20,False,,db.py,233.0,,444.0,19.0,,https://pypi.org/project/db.py,2017-03-31 14:41:57.000,19.0,444.0,,,,3.0,,,,
215,filedepot,amol-/depot,Toolkit for storing files and attachments in web applications.,,db-clients,https://github.com/amol-/depot,https://github.com/amol-/depot,MIT,2014-06-04 10:27:12.000,2020-07-27 18:27:16.000,2020-07-27 18:22:42.000,34,6.0,33.0,122,2020-07-27 18:26:46.000,0.8.0,23.0,18,20,True,,filedepot,257.0,,1699.0,322.0,234.0,https://pypi.org/project/filedepot,2020-07-27 18:27:16.000,88.0,1699.0,,,,3.0,,,,
216,stopit,glenfant/stopit,"Raise asynchronous exceptions in other thread, control the timeout of blocks or callables with a context manager or a..",,async,https://github.com/glenfant/stopit,https://github.com/glenfant/stopit,MIT,2014-02-09 15:40:01.000,2020-03-03 16:20:26.000,2019-08-27 15:33:26.000,14,2.0,13.0,83,2018-02-09 00:32:14.000,1.1.2,4.0,6,20,False,conda-forge/stopit,stopit,32.0,,72374.0,693.0,581.0,https://pypi.org/project/stopit,2018-02-09 00:32:14.000,112.0,70933.0,https://anaconda.org/conda-forge/stopit,2018-02-10 00:46:14.882,53318.0,3.0,,,,
217,Queries,gmr/queries,PostgreSQL database access simplified.,,db-clients,https://github.com/gmr/queries,https://github.com/gmr/queries,BSD-3-Clause,2012-08-24 16:12:55.000,2020-11-04 14:26:15.000,2020-08-07 16:32:54.000,27,3.0,13.0,232,2020-03-09 17:40:07.000,2.1.0,29.0,11,19,True,,queries,334.0,,682.0,112.0,87.0,https://pypi.org/project/queries,2020-03-09 17:40:07.000,25.0,682.0,,,,3.0,,,,
218,PugSQL,mcfunley/pugsql,A HugSQL-inspired database library for Python.,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000,2020-12-15 20:56:53.000,2020-09-13 06:06:13.000,13,14.0,19.0,410,2020-09-03 22:44:19.000,0.2.2,23.0,10,18,True,,pugsql,254.0,,1434.0,1.0,,https://pypi.org/project/pugsql,2020-09-13 05:35:42.000,1.0,1434.0,,,,3.0,,,,
219,valideer,podio/valideer,Lightweight data validation and adaptation Python library.,,data-validation,https://github.com/podio/valideer,https://github.com/podio/valideer,MIT,2012-07-25 12:33:39.000,2020-03-08 21:45:00.000,2018-03-07 14:51:59.000,17,3.0,11.0,246,2015-12-20 08:56:50.000,0.4.2,8.0,7,18,False,conda-forge/valideer,valideer,89.0,,4308.0,52.0,37.0,https://pypi.org/project/valideer,2015-12-20 08:56:50.000,15.0,4063.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,14235.0,3.0,,,,
220,validr,guyskk/validr,"A simple, fast, extensible python library for data validation.",,data-validation,https://github.com/guyskk/validr,https://github.com/guyskk/validr,MIT,2015-09-05 05:47:04.000,2021-02-03 13:35:07.000,2021-02-03 13:12:05.000,11,1.0,20.0,202,2020-04-05 05:54:29.000,1.2.0,22.0,7,18,True,,validr,357.0,,3090.0,4.0,,https://pypi.org/project/validr,2021-02-03 13:35:07.000,4.0,3090.0,,,,3.0,,,,
221,PyPattyrn,tylerlaberge/PyPattyrn,A simple library for implementing common design patterns.,,algorithms,https://github.com/tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,MIT,2016-07-17 22:09:31.000,2020-02-09 19:26:02.000,2020-02-09 19:26:00.000,104,,40.0,1151,2016-09-11 02:13:18.000,1.2,3.0,4,17,True,,pypattyrn,103.0,,1083.0,12.0,12.0,https://pypi.org/project/pypattyrn,2016-09-11 02:18:42.000,0.0,1083.0,,,,3.0,,,,
222,ODMantic,art049/odmantic,Async ODM (Object Document Mapper) for MongoDB based on python type hints.,,db-clients,https://github.com/art049/odmantic,https://github.com/art049/odmantic,ISC,2020-05-01 13:59:45.000,2021-02-03 13:32:52.000,2021-01-02 18:01:03.000,12,24.0,25.0,191,2020-12-15 19:12:08.000,0.3.2,7.0,8,17,True,,odmantic,257.0,,724.0,,,https://pypi.org/project/odmantic,2020-12-15 19:11:36.000,,724.0,,,,3.0,,,True,
223,importlib-resources,python/importlib_resources,Read resources from Python packages.,,inspect,https://github.com/python/importlib_resources,https://github.com/python/importlib_resources,Apache-2.0,2020-10-21 21:02:58.000,2021-01-19 03:22:36.000,2021-01-19 03:18:42.000,5,6.0,191.0,3,2021-01-19 03:22:40.000,5.1.0,31.0,14,17,False,,importlib-resources,,,3431986.0,0.0,,https://pypi.org/project/importlib-resources,2021-01-19 03:22:36.000,0.0,3431986.0,,,,3.0,,,,
224,grumpy,google/grumpy,Grumpy is a Python to Go source code transcompiler and runtime.,,python-implementations,https://github.com/google/grumpy,https://github.com/google/grumpy,Apache-2.0,2016-12-21 17:49:01.000,2020-03-27 17:26:46.000,2017-11-22 02:08:58.000,632,80.0,77.0,10251,,,,30,16,False,,,331.0,,,,,,,,,,,,2.0,,,,
225,pyston,pyston/pyston,"A faster and highly-compatible implementation of the Python programming language. The code here is out of date, please..",,python-implementations,https://github.com/pyston/pyston,https://github.com/pyston/pyston,Apache-2.0,2014-04-01 07:17:20.000,2021-01-22 19:07:16.000,2020-10-28 21:00:53.000,310,36.0,265.0,4942,2021-01-22 19:07:16.000,2.1,9.0,42,16,True,,,2.0,4466.0,58.0,,,,,,,,,,2.0,,,,
226,colout,nojhan/colout,Color text streams with a polished command line interface.,,cli-helpers,https://github.com/nojhan/colout,https://github.com/nojhan/colout,GPL-3.0,2012-03-31 10:39:00.000,2020-08-13 16:59:05.000,2020-08-02 07:43:02.000,55,11.0,56.0,1037,2020-06-21 20:04:58.000,0.12.1,6.0,29,15,True,,colout,247.0,,60.0,1.0,1.0,https://pypi.org/project/colout,2020-06-21 20:04:58.000,,60.0,,,,3.0,,,,
227,stackless,stackless-dev/stackless,The Stackless Python programming language.,,python-implementations,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10.000,2020-01-22 20:30:14.000,2019-09-05 17:28:36.000,47,10.0,206.0,685,,,,541,15,False,,,100294.0,,,,,,,,,,,,3.0,,,,
228,SuperSQLite,plasticityai/supersqlite,A supercharged SQLite library for Python.,,db-clients,https://github.com/plasticityai/supersqlite,https://github.com/plasticityai/supersqlite,MIT,2018-11-09 08:20:26.000,2020-05-09 09:06:06.000,2019-08-27 13:16:09.000,18,4.0,1.0,659,2018-11-22 02:36:13.000,0.0.78,56.0,2,15,False,,supersqlite,221.0,,259.0,3.0,3.0,https://pypi.org/project/supersqlite,2018-11-19 04:01:04.000,,259.0,,,,3.0,,,,
229,lazydata,rstojnic/lazydata,Lazydata: Scalable data dependencies for Python projects.,,db-clients,https://github.com/rstojnic/lazydata,https://github.com/rstojnic/lazydata,Apache-2.0,2018-08-21 12:44:27.000,2019-02-13 18:15:09.000,2018-10-12 11:40:26.000,24,7.0,6.0,625,2018-09-18 21:24:41.000,1.0.19,19.0,6,15,False,,lazydata,216.0,,14.0,8.0,8.0,https://pypi.org/project/lazydata,2018-09-18 21:25:30.000,,14.0,,,,3.0,,,,
230,wssh,aluzzardi/wssh,SSH to WebSockets Bridge.,,infrastructure,https://github.com/aluzzardi/wssh,https://github.com/aluzzardi/wssh,MIT,2012-07-24 05:26:41.000,2019-02-12 13:08:18.000,2016-10-11 00:37:04.000,261,22.0,5.0,1288,,,,9,14,False,,,34.0,,,7.0,7.0,,,,,,,,3.0,,,,
231,typical,seandstewart/typical,"Typical: Fast, simple, & correct data-validation using Python 3 typing.",,data-validation,https://github.com/seandstewart/typical,https://github.com/seandstewart/typical,MIT,2019-03-15 01:24:36.000,2021-01-05 19:40:00.000,2021-01-05 19:13:01.000,5,13.0,60.0,109,2021-01-05 19:21:13.000,2.1.0,84.0,4,14,True,,typical,,,325.0,2.0,,https://pypi.org/project/typical,2021-01-05 19:21:13.000,2.0,325.0,,,,3.0,,,,
232,cl-python,metawilm/cl-python,An implementation of Python in Common Lisp.,,python-implementations,https://github.com/metawilm/cl-python,https://github.com/metawilm/cl-python,,2009-05-14 18:00:17.000,2020-04-15 08:28:06.000,2020-04-15 08:28:04.000,31,3.0,13.0,310,,,,12,11,False,,,1489.0,,,,,,,,,,,,3.0,,,,
