,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,projectrank,show,fork_count,closed_issue_count,contributor_count,conda_id,pypi_id,open_issue_count,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,conda_dependent_project_count,labels,trending
46,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000,2021-01-10 02:58:23.000,2021-01-06 11:55:28.000,1737,2020-10-30 13:51:58.000,8.6.0,32.0,33,True,148.0,140.0,67.0,conda-forge/more-itertools,more-itertools,10.0,1064.0,1968.0,6022835.0,108967.0,94059.0,https://pypi.org/project/more-itertools,2020-10-30 13:50:51.000,14908.0,5925044.0,https://anaconda.org/conda-forge/more-itertools,2020-10-30 15:31:09.885,4398766.0,1.0,,,
47,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000,2021-01-08 16:17:23.419,2021-01-02 06:39:37.000,1379,2020-12-18 08:40:31.000,1.0.2,14.0,33,True,184.0,218.0,65.0,conda-forge/msgpack-python,msgpack,6.0,806.0,825.0,7336219.0,35633.0,33003.0,https://pypi.org/project/msgpack,2020-12-18 08:40:31.000,2630.0,7272773.0,https://anaconda.org/conda-forge/msgpack-python,2021-01-08 16:17:23.419,3171243.0,1.0,,,
48,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000,2021-01-09 03:09:29.622,2020-12-29 14:51:58.000,1353,2020-07-16 18:33:53.000,3.17.2,95.0,33,True,302.0,159.0,36.0,conda-forge/simplejson,simplejson,15.0,592.0,4966.0,8392771.0,94785.0,55793.0,https://pypi.org/project/simplejson,2020-07-16 18:33:53.000,38992.0,8371846.0,https://anaconda.org/conda-forge/simplejson,2021-01-09 03:09:29.622,875341.0,1.0,,,
49,jmespath,jmespath/jmespath.py,JMESPath is a query language for JSON.,,file-formats,https://github.com/jmespath/jmespath.py,https://github.com/jmespath/jmespath.py,MIT,2013-02-19 22:16:36.000,2020-11-10 08:14:46.000,2020-05-12 22:01:13.000,1198,2020-05-12 22:03:45.000,0.10.0,24.0,33,True,131.0,62.0,22.0,conda-forge/jmespath,jmespath,42.0,526.0,,40372945.0,79258.0,66868.0,https://pypi.org/project/jmespath,2020-05-12 22:03:45.000,12390.0,40310412.0,https://anaconda.org/conda-forge/jmespath,2020-05-13 11:39:21.174,3376798.0,3.0,,,
50,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-01-14 12:23:18.000,2021-01-13 17:01:18.000,20307,2021-01-13 17:01:49.000,9.8.1,108.0,32,True,590.0,328.0,70.0,conda-forge/rich,rich,9.0,1578.0,,457690.0,1948.0,1948.0,https://pypi.org/project/rich,2021-01-11 21:42:13.000,0.0,447497.0,https://anaconda.org/conda-forge/rich,2021-01-14 08:18:18.479,61162.0,2.0,,,
51,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000,2021-01-13 09:46:36.000,2020-12-17 18:55:07.000,18504,2020-04-07 20:05:33.000,0.3.1,8.0,32,True,1105.0,129.0,45.0,conda-forge/fire,fire,88.0,245.0,,513837.0,7395.0,6227.0,https://pypi.org/project/fire,2020-04-07 20:04:38.000,1168.0,511832.0,https://anaconda.org/conda-forge/fire,2020-04-07 20:37:53.830,86232.0,2.0,,,
52,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000,2021-01-06 22:58:15.000,2020-12-15 18:54:40.000,7448,2019-11-05 19:16:27.000,0.14.0,71.0,32,True,445.0,196.0,36.0,conda-forge/uvloop,uvloop,51.0,860.0,309.0,5016324.0,20246.0,17796.0,https://pypi.org/project/uvloop,2019-11-05 18:43:33.000,2450.0,5010280.0,https://anaconda.org/conda-forge/uvloop,2020-11-26 09:27:24.917,235541.0,1.0,,,
53,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000,2020-12-14 18:29:14.000,2020-12-14 16:48:28.000,6597,2020-08-20 17:25:21.000,4.2.1,35.0,32,True,1094.0,859.0,150.0,conda-forge/supervisor,supervisor,132.0,2274.0,,625107.0,9321.0,5537.0,https://pypi.org/project/supervisor,2020-08-20 17:25:21.000,3784.0,622693.0,https://anaconda.org/conda-forge/supervisor,2020-10-26 14:57:34.255,135238.0,2.0,,,
54,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000,2021-01-09 00:08:02.441,2020-10-24 17:34:47.000,5549,2020-10-24 17:36:13.000,1.14.1,34.0,32,True,431.0,363.0,80.0,conda-forge/sh,sh,11.0,1214.0,,700067.0,10855.0,6397.0,https://pypi.org/project/sh,2020-10-24 17:36:13.000,4458.0,698396.0,https://anaconda.org/conda-forge/sh,2021-01-09 00:08:02.441,86928.0,2.0,,,
55,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000,2021-01-12 14:09:38.000,2021-01-08 05:25:25.000,5224,2020-12-19 18:55:26.000,3.10.0,155.0,32,True,542.0,878.0,184.0,conda-forge/marshmallow,marshmallow,113.0,,,3748597.0,41540.0,23358.0,https://pypi.org/project/marshmallow,2020-12-19 18:55:26.000,18182.0,3740535.0,https://anaconda.org/conda-forge/marshmallow,2020-12-20 11:59:35.310,419245.0,2.0,,,
56,pydantic,samuelcolvin/pydantic,Data parsing and validation using Python type hints.,,data-validation,https://github.com/samuelcolvin/pydantic,https://github.com/samuelcolvin/pydantic,MIT,2017-05-03 21:23:58.000,2021-01-14 10:13:19.000,2021-01-02 09:33:36.000,5071,2020-11-30 23:42:24.000,1.7.3,76.0,32,True,459.0,976.0,180.0,conda-forge/pydantic,pydantic,308.0,939.0,,1717975.0,11461.0,11073.0,https://pypi.org/project/pydantic,2020-11-01 15:49:06.000,388.0,1701995.0,https://anaconda.org/conda-forge/pydantic,2020-12-01 10:54:45.883,383543.0,1.0,,,
57,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000,2021-01-13 03:18:37.000,2021-01-13 03:18:35.000,3353,2020-11-13 06:02:46.000,12.0.1,55.0,32,True,1915.0,755.0,79.0,conda-forge/kubernetes,kubernetes,104.0,836.0,,1915128.0,10435.0,9079.0,https://pypi.org/project/kubernetes,2020-11-13 06:02:46.000,1356.0,1909380.0,https://anaconda.org/conda-forge/kubernetes,2020-08-13 20:29:20.438,195464.0,3.0,,,
58,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000,2021-01-12 11:32:00.000,2020-12-16 14:52:49.000,1665,2020-10-29 18:45:43.000,1.0.0,19.0,32,True,329.0,292.0,100.0,conda-forge/dateparser,dateparser,192.0,1262.0,,874566.0,6500.0,5086.0,https://pypi.org/project/dateparser,2020-06-12 16:48:21.000,1414.0,873792.0,https://anaconda.org/conda-forge/dateparser,2020-10-29 19:45:25.551,37177.0,2.0,,,
59,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000,2021-01-08 23:16:23.250,2020-11-30 05:34:37.000,1469,2020-09-13 07:05:39.000,0.17.3,68.0,32,True,105.0,109.0,49.0,conda-forge/pyrsistent,pyrsistent,31.0,606.0,,15378256.0,70015.0,66571.0,https://pypi.org/project/pyrsistent,2020-09-13 07:05:39.000,3444.0,15248211.0,https://anaconda.org/conda-forge/pyrsistent,2021-01-08 23:16:23.250,3511223.0,1.0,,,
60,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000,2021-01-13 14:10:18.000,2021-01-13 14:10:12.000,1205,2021-01-13 13:38:39.000,1.0.0,27.0,32,True,195.0,116.0,54.0,conda-forge/greenlet,greenlet,12.0,553.0,,2505062.0,69478.0,49698.0,https://pypi.org/project/greenlet,2021-01-13 13:38:39.000,19780.0,2495810.0,https://anaconda.org/conda-forge/greenlet,2021-01-11 01:50:52.242,407090.0,1.0,,,
61,rsa,sybrenstuvel/python-rsa,Python-RSA is a pure-Python RSA implementation.,,cryptography,https://github.com/sybrenstuvel/python-rsa,https://github.com/sybrenstuvel/python-rsa,Apache-2.0,2016-01-21 12:53:34.000,2021-01-12 15:13:26.000,2021-01-10 10:35:51.000,291,2020-06-12 17:53:44.000,4.4.1,31.0,32,True,60.0,77.0,29.0,conda-forge/rsa,rsa,17.0,506.0,,44928845.0,80459.0,67793.0,https://pypi.org/project/rsa,2021-01-10 10:45:35.000,12666.0,44880592.0,https://anaconda.org/conda-forge/rsa,2021-01-10 12:15:15.270,2605687.0,2.0,,,
62,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000,2020-12-31 16:36:27.000,2020-01-10 21:20:58.000,12676,2019-08-06 22:57:46.000,2.5.0,119.0,31,True,1814.0,1239.0,128.0,conda-forge/fabric,fabric,431.0,1437.0,,484807.0,292.0,,https://pypi.org/project/fabric,2019-08-06 22:57:46.000,292.0,484166.0,https://anaconda.org/conda-forge/fabric,2019-10-31 17:55:26.515,33975.0,3.0,,,
63,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000,2020-10-19 14:28:53.000,2018-08-27 18:02:16.000,7268,2014-06-16 11:18:57.000,0.6.2,11.0,31,False,523.0,171.0,31.0,conda-forge/docopt,docopt,230.0,447.0,,3353687.0,64007.0,42757.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000,21250.0,3340357.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718,759854.0,2.0,,,
64,google-cloud-bigtable,googleapis/python-bigtable,Google Cloud Bigtable API client library.,,db-clients,https://github.com/googleapis/python-bigtable,https://github.com/googleapis/python-bigtable,Apache-2.0,2019-04-29 11:11:36.651,2021-01-11 20:15:58.000,2021-01-11 20:15:39.000,3426,2020-12-02 18:36:24.000,1.6.1,32.0,31,True,1333.0,41.0,52.0,conda-forge/google-cloud-bigtable,google-cloud-bigtable,9.0,403.0,,574694.0,1656.0,1258.0,https://pypi.org/project/google-cloud-bigtable,2020-12-02 18:36:24.000,398.0,573646.0,https://anaconda.org/conda-forge/google-cloud-bigtable,2020-06-10 17:19:58.861,22025.0,2.0,,,
65,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000,2021-01-04 09:01:51.000,2020-12-08 20:53:06.000,3128,2020-09-17 13:45:33.000,7.3.0,32.0,31,True,665.0,1094.0,121.0,,elasticsearch-dsl,54.0,1007.0,23.0,893177.0,5695.0,4139.0,https://pypi.org/project/elasticsearch-dsl,2020-09-17 13:41:36.000,1556.0,893172.0,,,,2.0,,,
66,jsonschema,Julian/jsonschema,An(other) implementation of JSON Schema for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000,2021-01-08 01:25:24.000,2021-01-08 01:25:20.000,3056,2019-11-18 12:57:08.000,3.2.0,35.0,31,True,438.0,487.0,81.0,conda-forge/jsonschema,jsonschema,73.0,,,15691092.0,159389.0,128329.0,https://pypi.org/project/jsonschema,2019-11-18 12:57:08.000,31060.0,15601783.0,https://anaconda.org/conda-forge/jsonschema,2020-10-13 01:21:01.124,5090652.0,1.0,,,
67,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000,2020-12-10 12:33:04.000,2020-09-28 21:17:22.000,2358,2016-09-01 08:02:44.000,1.3.2,23.0,31,True,202.0,279.0,62.0,conda-forge/cerberus,cerberus,32.0,1134.0,,798552.0,9972.0,8706.0,https://pypi.org/project/cerberus,2019-10-29 16:55:46.000,1266.0,796473.0,https://anaconda.org/conda-forge/cerberus,2019-12-02 01:38:41.849,110209.0,1.0,,,
68,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000,2021-01-05 10:30:40.000,2021-01-01 21:28:28.000,1977,2020-11-16 13:40:13.000,0.9.0,33.0,31,True,501.0,287.0,97.0,conda-forge/prometheus_client,prometheus_client,26.0,409.0,,12720575.0,3738.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000,3738.0,12676565.0,https://anaconda.org/conda-forge/prometheus_client,2020-11-16 16:13:46.080,2244514.0,2.0,,,
69,voluptuous,alecthomas/voluptuous,"CONTRIBUTIONS ONLY: Voluptuous, despite the name, is a Python data validation library.",,data-validation,https://github.com/alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,BSD-3-Clause,2010-07-15 09:55:10.000,2021-01-04 15:26:02.000,2020-12-06 22:50:58.000,1662,2020-12-06 23:04:56.000,0.12.1,43.0,31,True,188.0,191.0,84.0,conda-forge/voluptuous,voluptuous,38.0,439.0,,1719453.0,5114.0,2890.0,https://pypi.org/project/voluptuous,2020-12-06 23:04:56.000,2224.0,1717863.0,https://anaconda.org/conda-forge/voluptuous,2020-12-30 07:03:19.353,85866.0,1.0,,,
70,influxdb,influxdata/influxdb-python,Python client for InfluxDB.,,db-clients,https://github.com/influxdata/influxdb-python,https://github.com/influxdata/influxdb-python,MIT,2013-11-05 19:27:16.000,2020-12-31 19:10:02.000,2020-12-31 19:10:01.000,1447,2020-11-11 21:23:41.000,5.3.1,54.0,31,True,488.0,366.0,134.0,conda-forge/influxdb,influxdb,135.0,962.0,,992265.0,5963.0,3853.0,https://pypi.org/project/influxdb,2020-11-11 21:23:41.000,2110.0,991314.0,https://anaconda.org/conda-forge/influxdb,2020-11-12 02:29:15.949,8561.0,2.0,,,
71,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000,2021-01-08 11:20:52.007,2020-03-12 09:01:48.000,1425,2020-03-09 02:32:04.000,1.12.1,35.0,31,True,174.0,75.0,16.0,conda-forge/wrapt,wrapt,49.0,501.0,,11352591.0,21338.0,,https://pypi.org/project/wrapt,2020-03-09 02:32:04.000,21338.0,11308986.0,https://anaconda.org/conda-forge/wrapt,2021-01-08 11:20:52.007,2311095.0,2.0,,,
72,Cassandra Driver,datastax/python-driver,DataStax Python Driver for Apache Cassandra.,,db-clients,https://github.com/datastax/python-driver,https://github.com/datastax/python-driver,Apache-2.0,2013-07-08 19:02:31.000,2020-11-30 17:16:16.000,2020-11-11 00:22:01.000,1210,2020-06-18 14:44:49.000,3.24.0,70.0,31,True,451.0,,174.0,conda-forge/cassandra-driver,cassandra-driver,11.0,5939.0,,614068.0,3568.0,2382.0,https://pypi.org/project/cassandra-driver,2020-06-18 14:44:49.000,1186.0,612724.0,https://anaconda.org/conda-forge/cassandra-driver,2020-10-12 14:49:43.415,60522.0,2.0,,,
73,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000,2021-01-13 19:06:38.000,2020-11-06 11:53:20.000,1160,2020-08-02 02:51:09.000,0.6.0,19.0,31,True,196.0,38.0,43.0,conda-forge/emoji,emoji,46.0,190.0,,1736550.0,16021.0,14065.0,https://pypi.org/project/emoji,2020-08-02 02:51:09.000,1956.0,1736141.0,https://anaconda.org/conda-forge/emoji,2020-08-02 13:01:02.211,9427.0,2.0,,,
74,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411,2021-01-05 10:57:12.000,2021-01-03 22:37:00.000,974,2020-04-05 22:23:00.000,pyparsing_2.4.7,50.0,31,True,153.0,117.0,30.0,conda-forge/pyparsing,pyparsing,29.0,683.0,4870.0,19810493.0,318413.0,259391.0,https://pypi.org/project/pyparsing,2020-12-30 22:19:54.000,59022.0,19628198.0,https://anaconda.org/conda-forge/pyparsing,2020-04-06 18:28:14.201,10016763.0,2.0,,,
