,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
21,Pygments,pygments/pygments,Pygments is a generic syntax highlighter written in Python.,,others,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2016-04-12 07:50:11.354000,2022-01-12 16:39:23.000000,2022-01-11 13:14:15.000000,5899.0,229.0,370,20.0,488.0,369.0,1228.0,817,2022-01-06 11:16:52.000000,2.11.2,54.0,687.0,41,True,conda-forge/pygments,pygments,,30665035.0,317759.0,281783.0,https://pypi.org/project/pygments,2022-01-06 11:16:10.000000,35976.0,30525413.0,https://anaconda.org/conda-forge/pygments,2022-01-07 18:32:26.643000,9633951.0,1.0,,,,,,,,,,,
22,flatbuffers,google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library.,,serialization,https://github.com/google/flatbuffers,https://github.com/google/flatbuffers,Apache-2.0,2014-05-19 18:33:01.000000,2022-01-11 21:09:50.000000,2022-01-07 02:35:37.000000,2438.0,61.0,2690,643.0,1816.0,143.0,1694.0,17306,2021-12-09 21:03:05.000000,v2.0.5,18.0,533.0,40,True,conda-forge/flatbuffers,flatbuffers,40091.0,4234265.0,1854.0,1664.0,https://pypi.org/project/flatbuffers,2021-05-10 19:55:09.000000,190.0,4229550.0,https://anaconda.org/conda-forge/flatbuffers,2021-05-11 12:27:09.701000,290702.0,1.0,,,,,,,,,,,
23,Datasets,huggingface/datasets,"The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000000,2022-01-13 03:52:48.000000,2022-01-12 22:59:45.000000,2335.0,245.0,1385,241.0,2317.0,469.0,792.0,11806,2021-12-21 17:41:47.000000,1.17.0,39.0,361.0,40,True,,datasets,,455621.0,2819.0,2686.0,https://pypi.org/project/datasets,2021-12-21 17:24:08.000000,133.0,455621.0,,,,1.0,,,,,,,,,,,
24,peewee,coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlite.",,db-clients,https://github.com/coleifer/peewee,https://github.com/coleifer/peewee,MIT,2010-10-11 20:14:11.000000,2022-01-09 20:41:12.536000,2022-01-06 14:18:06.000000,4386.0,33.0,1312,201.0,429.0,1.0,2077.0,8866,2021-10-28 14:29:58.000000,3.14.8,173.0,146.0,40,True,conda-forge/peewee,peewee,,553388.0,18498.0,14912.0,https://pypi.org/project/peewee,2021-10-28 14:29:19.000000,3586.0,547737.0,https://anaconda.org/conda-forge/peewee,2022-01-09 20:41:12.536000,372974.0,1.0,,,,,,,,,,,
25,paramiko,paramiko/paramiko,The leading native Python SSHv2 protocol library.,,infrastructure,https://github.com/paramiko/paramiko,https://github.com/paramiko/paramiko,LGPL-2.1,2009-02-02 03:41:08.000000,2022-01-09 06:54:21.340000,2022-01-08 19:29:57.000000,3597.0,44.0,1760,321.0,661.0,907.0,616.0,7415,2022-01-08 19:30:31.000000,2.9.2,126.0,162.0,40,True,conda-forge/paramiko,paramiko,,22405628.0,63945.0,51454.0,https://pypi.org/project/paramiko,2022-01-08 19:30:31.000000,12491.0,22382081.0,https://anaconda.org/conda-forge/paramiko,2022-01-09 06:54:21.340000,1507051.0,2.0,,,,,,,,,,,
26,docker,docker/docker-py,A Python library for the Docker Engine API.,,infrastructure,https://github.com/docker/docker-py,https://github.com/docker/docker-py,Apache-2.0,2013-05-23 16:15:07.000000,2022-01-06 14:04:13.000000,2021-10-14 17:25:22.000000,3217.0,,1479,187.0,1468.0,445.0,1090.0,5531,2021-10-07 22:56:32.000000,5.0.3,76.0,396.0,40,True,conda-forge/docker-py,docker,,28172146.0,31443.0,28240.0,https://pypi.org/project/docker,2021-10-07 22:54:50.000000,3203.0,28143863.0,https://anaconda.org/conda-forge/docker-py,2021-12-07 17:23:18.883000,1866709.0,2.0,,,,,,,,,,,
27,attrs,python-attrs/attrs,Python Classes Without Boilerplate.,,utilities,https://github.com/python-attrs/attrs,https://github.com/python-attrs/attrs,MIT,2015-01-27 15:01:01.000000,2022-01-11 04:58:48.000000,2022-01-11 04:58:47.000000,1027.0,114.0,287,53.0,389.0,91.0,428.0,4019,2021-12-29 13:21:45.000000,21.4.0,24.0,115.0,40,True,conda-forge/attrs,attrs,,67924988.0,345472.0,328893.0,https://pypi.org/project/attrs,2021-12-29 13:15:06.000000,16579.0,67707108.0,https://anaconda.org/conda-forge/attrs,2021-12-29 17:41:00.692000,12637060.0,1.0,,,,,,,,,,,
28,elasticsearch,elastic/elasticsearch-py,Official Elasticsearch client library for Python.,,db-clients,https://github.com/elastic/elasticsearch-py,https://github.com/elastic/elasticsearch-py,Apache-2.0,2013-05-01 22:47:39.000000,2022-01-12 18:33:30.000000,2022-01-12 14:18:09.000000,1401.0,46.0,1073,362.0,932.0,39.0,889.0,3513,2021-12-27 16:34:00.000000,7.16.2,90.0,183.0,40,True,conda-forge/elasticsearch,elasticsearch,982.0,9598094.0,31589.0,25698.0,https://pypi.org/project/elasticsearch,2022-01-04 20:37:47.000000,5891.0,9590781.0,https://anaconda.org/conda-forge/elasticsearch,2021-12-27 19:45:50.301000,485662.0,1.0,,,,,,,,,,,
29,jsonschema,Julian/jsonschema,An implementation of the JSON Schema specification for Python.,,data-validation,https://github.com/Julian/jsonschema,https://github.com/Julian/jsonschema,MIT,2011-12-30 03:37:43.000000,2022-01-12 15:14:44.286000,2022-01-12 11:55:57.000000,2093.0,86.0,498,58.0,265.0,62.0,569.0,3506,2022-01-12 12:22:06.000000,4.4.0,54.0,97.0,40,True,conda-forge/jsonschema,jsonschema,,31325088.0,209780.0,192080.0,https://pypi.org/project/jsonschema,2022-01-12 12:22:02.000000,17700.0,31192382.0,https://anaconda.org/conda-forge/jsonschema,2022-01-12 15:14:44.286000,9156775.0,1.0,,,,,,,,,,,
30,rich,willmcgugan/rich,Rich is a Python library for rich text and beautiful formatting in the terminal.,,cli-helpers,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000000,2022-01-12 15:27:56.000000,2022-01-09 10:34:27.000000,2614.0,277.0,1045,518.0,550.0,20.0,614.0,32228,2022-01-09 10:38:06.000000,11.0.0,151.0,144.0,39,True,conda-forge/rich,rich,,2699771.0,11587.0,10290.0,https://pypi.org/project/rich,2022-01-09 10:34:53.000000,1297.0,2668141.0,https://anaconda.org/conda-forge/rich,2022-01-09 13:49:50.650000,569348.0,1.0,,Textualize/rich,,,,,,,,,
31,kivy,kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOS.",,gui-dev,https://github.com/kivy/kivy,https://github.com/kivy/kivy,MIT,2010-11-03 20:27:32.000000,2022-01-13 08:35:48.000000,2022-01-12 17:26:20.000000,12568.0,21.0,2800,615.0,3248.0,903.0,3620.0,14170,2020-12-10 00:57:59.000000,2.0.0,35.0,556.0,39,True,conda-forge/kivy,kivy,24553.0,210224.0,6524.0,5957.0,https://pypi.org/project/kivy,2020-12-09 21:40:18.000000,567.0,204735.0,https://anaconda.org/conda-forge/kivy,2021-04-22 22:28:11.323000,218728.0,1.0,,,,,,,,,,,
32,more-itertools,more-itertools/more-itertools,"More routines for operating on iterables, beyond itertools.",,utilities,https://github.com/more-itertools/more-itertools,https://github.com/more-itertools/more-itertools,MIT,2012-04-26 05:15:14.000000,2021-12-06 18:08:17.000000,2021-12-06 18:08:17.000000,1271.0,49.0,187,33.0,400.0,8.0,182.0,2267,2021-11-24 03:37:11.000000,8.12.0,38.0,86.0,39,True,conda-forge/more-itertools,more-itertools,2449.0,11373929.0,129159.0,120901.0,https://pypi.org/project/more-itertools,2021-11-24 03:36:05.000000,8258.0,11221765.0,https://anaconda.org/conda-forge/more-itertools,2021-11-24 05:49:37.407000,8671103.0,1.0,,,,,,,,,,,
33,cookiecutter,cookiecutter/cookiecutter,"A command-line utility that creates projects from cookiecutters (project templates), e.g. Python package projects,..",,others,https://github.com/cookiecutter/cookiecutter,https://github.com/cookiecutter/cookiecutter,BSD-3-Clause,2013-07-14 18:31:22.000000,2022-01-13 01:57:51.000000,2021-12-27 18:28:18.000000,2759.0,29.0,1561,245.0,938.0,233.0,503.0,16029,2021-06-14 08:02:40.000000,2.0.0,32.0,263.0,38,True,conda-forge/cookiecutter,cookiecutter,,1020517.0,12156.0,10733.0,https://pypi.org/project/cookiecutter,2021-06-14 08:02:40.000000,1423.0,1017148.0,https://anaconda.org/conda-forge/cookiecutter,2021-05-17 11:59:06.127000,229115.0,1.0,,,,,,,,,,,
34,pulumi,pulumi/pulumi,"Pulumi - Developer-First Infrastructure as Code. Your Cloud, Your Language, Your Way.",,infrastructure,https://github.com/pulumi/pulumi,https://github.com/pulumi/pulumi,Apache-2.0,2016-10-31 21:02:47.000000,2022-01-13 11:49:10.000000,2022-01-13 11:33:23.000000,6642.0,210.0,606,157.0,4025.0,1344.0,3125.0,11085,2022-01-13 02:46:20.000000,3.22.0,2789.0,145.0,38,True,,pulumi,8746.0,67990.0,1270.0,1161.0,https://pypi.org/project/pulumi,2022-01-13 02:46:20.000000,109.0,67831.0,,,,2.0,,,,,,,,,,,
35,PySimpleGUI,PySimpleGUI/PySimpleGUI,PySimpleGUI is a Python package that enables Python programmers of all levels to create GUIs.,,gui-dev,https://github.com/PySimpleGUI/PySimpleGUI,https://github.com/PySimpleGUI/PySimpleGUI,LGPL-3.0,2018-07-11 18:28:58.000000,2022-01-11 16:27:41.000000,2022-01-11 16:27:41.000000,5671.0,245.0,1354,210.0,2497.0,645.0,1912.0,9209,2022-01-05 21:34:56.000000,4.56.0,172.0,18.0,38,True,conda-forge/pysimplegui,pysimplegui,,84124.0,4376.0,4177.0,https://pypi.org/project/pysimplegui,2022-01-05 21:34:56.000000,199.0,82567.0,https://anaconda.org/conda-forge/pysimplegui,2022-01-06 21:28:42.186000,45170.0,2.0,,,,,,,,,,,
36,arrow,arrow-py/arrow,Better dates & times for Python.,,date-time-utils,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27.000000,2022-01-05 21:29:06.000000,2022-01-05 21:29:06.000000,1350.0,22.0,601,134.0,629.0,63.0,389.0,7712,2021-10-24 22:20:00.000000,1.2.1,61.0,255.0,38,True,conda-forge/arrow,arrow,,4473229.0,28780.0,24288.0,https://pypi.org/project/arrow,2021-10-24 22:16:42.000000,4492.0,4460625.0,https://anaconda.org/conda-forge/arrow,2021-10-26 15:18:02.635000,857095.0,1.0,,,,,,,,,,,
37,marshmallow,marshmallow-code/marshmallow,A lightweight library for converting complex objects to and from simple Python datatypes.,,serialization,https://github.com/marshmallow-code/marshmallow,https://github.com/marshmallow-code/marshmallow,MIT,2013-11-10 21:32:24.000000,2022-01-13 08:22:16.000000,2022-01-13 08:22:15.000000,3034.0,42.0,587,79.0,849.0,131.0,979.0,5892,2021-11-15 03:51:11.000000,3.14.1,163.0,198.0,38,True,conda-forge/marshmallow,marshmallow,,10220446.0,48613.0,38653.0,https://pypi.org/project/marshmallow,2021-11-15 03:51:11.000000,9960.0,10206186.0,https://anaconda.org/conda-forge/marshmallow,2021-11-15 15:33:32.513000,912695.0,2.0,-1.0,,,,,,,,,,
38,kafka-python,dpkp/kafka-python,Python client for Apache Kafka.,,db-clients,https://github.com/dpkp/kafka-python,https://github.com/dpkp/kafka-python,Apache-2.0,2012-09-24 13:00:26.000000,2022-01-07 08:56:36.000000,2021-08-03 19:54:21.000000,2155.0,,1186,154.0,926.0,204.0,1163.0,4693,2020-09-30 07:33:37.000000,2.0.1,36.0,206.0,38,True,conda-forge/kafka-python,kafka-python,1680.0,5377418.0,10176.0,8904.0,https://pypi.org/project/kafka-python,2020-09-30 07:24:01.000000,1272.0,5372796.0,https://anaconda.org/conda-forge/kafka-python,2020-09-30 13:01:38.284000,257827.0,2.0,,,,,,,,,,,
39,MongoEngine,MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDB.,,db-clients,https://github.com/MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine,MIT,2012-03-05 12:10:20.000000,2022-01-07 18:09:31.000000,2021-12-28 13:20:43.000000,3923.0,27.0,1163,133.0,1041.0,365.0,1237.0,3658,2021-05-04 10:26:37.000000,0.23.1,66.0,373.0,38,True,conda-forge/mongoengine,mongoengine,,648291.0,18905.0,15368.0,https://pypi.org/project/mongoengine,2021-05-04 10:26:37.000000,3537.0,646077.0,https://anaconda.org/conda-forge/mongoengine,2021-12-15 06:29:57.487000,143919.0,2.0,,,,,,,,,,,
40,pymongo,mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDB.,,db-clients,https://github.com/mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver,Apache-2.0,2009-01-15 15:18:06.000000,2022-01-12 22:45:15.000000,2021-12-20 13:32:53.000000,4920.0,72.0,1025,232.0,828.0,4.0,,3497,2021-12-07 23:55:30.000000,4.0.1,123.0,190.0,38,True,conda-forge/pymongo,pymongo,,13274444.0,19344.0,,https://pypi.org/project/pymongo,2021-12-07 23:55:30.000000,19344.0,13266375.0,https://anaconda.org/conda-forge/pymongo,2021-12-08 03:36:05.541000,540650.0,2.0,,,,,,,,,,,
41,psycopg2,psycopg/psycopg2,PostgreSQL database adapter for the Python programming language.,,db-clients,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,BSD-3-Clause-Attribution,2013-01-21 11:05:11.000000,2021-12-31 09:56:47.000000,2021-12-29 12:48:23.000000,2975.0,23.0,424,67.0,270.0,34.0,1083.0,2452,2021-12-31 09:56:47.000000,2.9.3,53.0,121.0,38,False,psycopg2,psycopg2,,14342365.0,457572.0,396694.0,https://pypi.org/project/psycopg2,2021-12-29 15:27:12.000000,60861.0,14341527.0,https://anaconda.org/anaconda/psycopg2,2021-02-04 16:14:22.899000,62075.0,2.0,,,17.0,,,,,,,,
42,python-dateutil,dateutil/dateutil,Useful extensions to the standard Python datetime features.,,date-time-utils,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,Apache-2.0,2014-11-19 18:56:16.000000,2021-12-15 13:43:20.170000,2021-10-12 09:58:53.000000,1552.0,,389,41.0,590.0,276.0,369.0,1726,2021-07-14 08:19:18.000000,2.8.2,31.0,126.0,38,True,conda-forge/python-dateutil,python-dateutil,34680.0,139510589.0,689928.0,625164.0,https://pypi.org/project/python-dateutil,2021-12-15 13:43:20.170000,64764.0,139204876.0,https://anaconda.org/conda-forge/python-dateutil,2021-07-14 18:14:54.171000,20759846.0,1.0,,,,,,,,,,,
43,pyparsing,pyparsing/pyparsing,Python library for creating PEG parsers.,,others,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,MIT,2016-06-12 20:32:44.411000,2022-01-02 22:58:46.000000,2022-01-02 22:58:41.000000,940.0,98.0,198,20.0,131.0,19.0,195.0,1360,2021-11-12 16:37:38.000000,pyparsing_3.0.6,63.0,40.0,38,True,conda-forge/pyparsing,pyparsing,6310.0,73348636.0,459316.0,428158.0,https://pypi.org/project/pyparsing,2021-11-12 16:35:56.000000,31158.0,73088115.0,https://anaconda.org/conda-forge/pyparsing,2021-11-12 22:45:27.584000,17444446.0,1.0,,,,,,,,,,,
44,greenlet,python-greenlet/greenlet,Lightweight in-process concurrent programming.,,async,https://github.com/python-greenlet/greenlet,https://github.com/python-greenlet/greenlet,MIT,2011-12-17 21:12:01.000000,2022-01-10 12:16:05.000000,2021-12-17 14:56:53.000000,798.0,136.0,205,48.0,123.0,15.0,147.0,1312,2021-09-29 10:35:50.000000,1.1.2,30.0,58.0,38,True,conda-forge/greenlet,greenlet,,33433815.0,116437.0,106291.0,https://pypi.org/project/greenlet,2021-09-29 10:35:50.000000,10146.0,33397874.0,https://anaconda.org/conda-forge/greenlet,2021-11-02 11:46:08.722000,2012748.0,1.0,-1.0,,,,,,,,,,
45,future,PythonCharmers/python-future,"Easy, clean, reliable Python 2/3 compatibility.",,compatibility,https://github.com/PythonCharmers/python-future,https://github.com/PythonCharmers/python-future,MIT,2013-07-14 13:57:47.000000,2022-01-12 11:40:05.000000,2021-11-30 06:28:13.000000,1868.0,13.0,254,37.0,227.0,186.0,194.0,1141,2020-06-13 02:43:44.000000,0.18.2,50.0,111.0,38,True,conda-forge/future,future,,25291282.0,205577.0,188464.0,https://pypi.org/project/future,2019-10-31 00:58:13.000000,17113.0,25210037.0,https://anaconda.org/conda-forge/future,2021-11-02 02:34:04.514000,5362235.0,1.0,,,,,,,,,,,
46,supervisor,Supervisor/supervisor,Supervisor process control system for UNIX.,,process-utils,https://github.com/Supervisor/supervisor,https://github.com/Supervisor/supervisor,Repoze Public License,2010-12-08 00:48:48.000000,2022-01-08 10:57:40.165000,2022-01-01 20:16:40.000000,2356.0,24.0,1160,238.0,452.0,138.0,921.0,7146,2021-12-30 20:46:21.000000,4.2.4,49.0,160.0,37,True,conda-forge/supervisor,supervisor,,902130.0,8611.0,6666.0,https://pypi.org/project/supervisor,2021-12-30 20:46:21.000000,1945.0,899488.0,https://anaconda.org/conda-forge/supervisor,2022-01-08 10:57:40.165000,179671.0,1.0,,,,,,,,,,,
47,pycryptodomex,Legrandin/pycryptodome,A self-contained cryptographic library for Python.,,cryptography,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,BSD-3-Clause,2014-05-02 15:11:38.000000,2022-01-12 16:05:25.000000,2021-12-03 21:46:27.000000,2616.0,35.0,328,55.0,146.0,61.0,389.0,1854,2021-12-04 08:54:20.000000,3.12.0,38.0,113.0,37,True,conda-forge/pycryptodomex,pycryptodomex,,17215996.0,37493.0,36424.0,https://pypi.org/project/pycryptodomex,2021-12-04 08:54:20.000000,1069.0,17205520.0,https://anaconda.org/conda-forge/pycryptodomex,2021-12-05 02:42:19.890000,513331.0,2.0,,,,,,,,,,,
48,PyYAML,yaml/pyyaml,Canonical source repository for PyYAML.,,file-formats,https://github.com/yaml/pyyaml,https://github.com/yaml/pyyaml,MIT,2011-11-03 05:09:49.000000,2022-01-12 23:34:03.000000,2021-10-13 19:12:51.000000,314.0,,359,48.0,216.0,215.0,228.0,1708,2021-01-20 22:07:31.000000,5.4.1,36.0,39.0,37,True,conda-forge/pyyaml,pyyaml,,126499518.0,483472.0,414101.0,https://pypi.org/project/pyyaml,2021-12-15 13:43:08.232000,69371.0,126270162.0,https://anaconda.org/conda-forge/pyyaml,2021-11-05 19:39:03.838000,15366862.0,1.0,,,,,,,,,,,
49,uvloop,MagicStack/uvloop,Ultra fast asyncio event loop.,,async,https://github.com/MagicStack/uvloop,https://github.com/MagicStack/uvloop,MIT,2015-11-08 04:14:54.000000,2022-01-06 11:30:21.000000,2021-08-10 18:17:01.000000,892.0,,464,226.0,187.0,51.0,222.0,8298,2021-08-10 19:41:14.000000,0.16.0,76.0,42.0,36,True,conda-forge/uvloop,uvloop,346.0,3080471.0,33953.0,32372.0,https://pypi.org/project/uvloop,2021-08-10 19:41:14.000000,1581.0,3072481.0,https://anaconda.org/conda-forge/uvloop,2021-11-02 13:47:36.275000,407280.0,2.0,,,,,,,,,,,
50,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,Library for building powerful interactive command line applications in Python.,,cli-helpers,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08.000000,2022-01-10 18:33:14.000000,2021-12-09 07:56:24.000000,2580.0,11.0,590,151.0,609.0,474.0,502.0,7483,2019-10-03 15:18:40.000000,2.0.10,81.0,199.0,36,True,,prompt_toolkit,,18483459.0,3259.0,,https://pypi.org/project/prompt_toolkit,2019-10-03 15:18:40.000000,3259.0,18483459.0,,,,2.0,,,,,,,,,,,
51,PyMySQL,PyMySQL/PyMySQL,Pure Python MySQL Client.,,db-clients,https://github.com/PyMySQL/PyMySQL,https://github.com/PyMySQL/PyMySQL,MIT,2011-07-27 17:38:47.000000,2021-10-09 20:48:05.000000,2021-10-02 07:23:14.000000,1011.0,,1338,227.0,417.0,20.0,571.0,6725,2021-01-09 11:33:39.000000,1.0.2,37.0,111.0,36,True,conda-forge/pymysql,PyMySQL,,14695691.0,113533.0,103226.0,https://pypi.org/project/PyMySQL,2021-01-09 11:33:39.000000,10307.0,14686877.0,https://anaconda.org/conda-forge/pymysql,2021-01-09 16:18:43.582000,449541.0,2.0,,,,,,,,,,,
52,watchdog,gorakhargosh/watchdog,Python library and shell utilities to monitor filesystem events.,,file-path-utils,https://github.com/gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog,Apache-2.0,2010-10-23 12:00:17.000000,2021-12-29 07:30:00.000000,2021-12-29 07:30:00.000000,1338.0,6.0,611,130.0,312.0,162.0,398.0,5098,2021-10-01 19:33:04.000000,2.1.6,36.0,127.0,36,True,conda-forge/watchdog,watchdog,,4201723.0,53853.0,46132.0,https://pypi.org/project/watchdog,2021-10-01 19:31:44.000000,7721.0,4187783.0,https://anaconda.org/conda-forge/watchdog,2021-11-07 06:44:25.815000,906134.0,1.0,,,,,,,,,,,
53,kubernetes,kubernetes-client/python,Official Python client library for kubernetes.,,infrastructure,https://github.com/kubernetes-client/python,https://github.com/kubernetes-client/python,Apache-2.0,2016-10-31 20:08:03.000000,2022-01-12 22:29:03.000000,2022-01-06 20:22:27.000000,1085.0,98.0,2420,137.0,668.0,84.0,934.0,4447,2021-12-15 22:11:59.000000,21.7.0,68.0,98.0,36,True,conda-forge/kubernetes,kubernetes,,6037007.0,1102.0,,https://pypi.org/project/kubernetes,2021-12-15 22:09:25.000000,1102.0,6031273.0,https://anaconda.org/conda-forge/kubernetes,2022-01-11 23:56:34.730000,263794.0,3.0,,,,,,,,,,,
54,toolz,pytoolz/toolz,A functional standard library for Python.,,utilities,https://github.com/pytoolz/toolz,https://github.com/pytoolz/toolz,BSD-3-Clause,2013-09-13 02:18:43.000000,2021-11-13 06:48:02.000000,2021-11-06 05:07:13.000000,1178.0,13.0,228,81.0,319.0,103.0,135.0,3775,2021-11-06 05:23:07.000000,0.11.2,25.0,70.0,36,True,conda-forge/toolz,toolz,,8424889.0,55464.0,52203.0,https://pypi.org/project/toolz,2021-11-06 05:23:07.000000,3261.0,8338183.0,https://anaconda.org/conda-forge/toolz,2021-11-06 05:54:41.142000,5809350.0,2.0,,,,,,,,,,,
55,XlsxWriter,jmcnamara/XlsxWriter,A Python module for creating Excel XLSX files.,,file-formats,https://github.com/jmcnamara/XlsxWriter,https://github.com/jmcnamara/XlsxWriter,BSD-2-Clause,2013-01-04 01:07:06.000000,2022-01-04 14:48:40.000000,2021-11-26 11:51:38.000000,1235.0,7.0,550,119.0,102.0,10.0,736.0,2796,2021-11-01 07:40:49.000000,3.0.2,149.0,46.0,36,True,conda-forge/xlsxwriter,xlsxwriter,,8212391.0,46376.0,42740.0,https://pypi.org/project/xlsxwriter,2021-11-01 07:40:49.000000,3636.0,8184795.0,https://anaconda.org/conda-forge/xlsxwriter,2021-11-01 11:18:56.265000,1545418.0,3.0,,,,,,,,,,,
56,pycparser,eliben/pycparser,Complete C99 parser in pure Python.,,others,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,BSD-3-Clause,2013-06-09 22:01:56.000000,2021-12-26 15:25:31.000000,2021-12-10 18:14:04.000000,529.0,11.0,508,88.0,161.0,18.0,268.0,2440,,,21.0,76.0,36,True,conda-forge/pycparser,pycparser,,59380827.0,303051.0,286312.0,https://pypi.org/project/pycparser,2021-11-06 12:48:46.000000,16739.0,59162077.0,https://anaconda.org/conda-forge/pycparser,2021-11-07 03:53:42.470000,14218751.0,2.0,,,,,,,,,,,
57,xlwings,xlwings/xlwings,xlwings is a BSD-licensed Python library that makes it easy to call Python from Excel and vice versa. It works with..,,data-loading,https://github.com/xlwings/xlwings,https://github.com/xlwings/xlwings,BSD-3-Clause,2014-03-17 13:03:20.000000,2022-01-13 13:25:51.000000,2021-12-21 09:21:31.000000,2258.0,39.0,392,120.0,380.0,326.0,1095.0,2197,2021-12-16 14:27:49.000000,0.25.3,112.0,56.0,36,True,conda-forge/xlwings,xlwings,27825.0,687603.0,21074.0,20473.0,https://pypi.org/project/xlwings,2020-09-01 07:30:53.000000,601.0,680073.0,https://anaconda.org/conda-forge/xlwings,2021-12-17 08:09:12.262000,388139.0,1.0,,,,,,,,,,,
58,pexpect,pexpect/pexpect,A Python module for controlling interactive programs in a pseudo-terminal.,,process-utils,https://github.com/pexpect/pexpect,https://github.com/pexpect/pexpect,ISC,2013-09-17 17:36:44.000000,2021-12-15 13:41:19.033000,2021-04-17 10:40:57.000000,1551.0,,436,96.0,281.0,175.0,268.0,2141,2020-01-21 16:37:03.000000,4.8.0,19.0,92.0,36,True,conda-forge/pexpect,pexpect,4090.0,20984162.0,180689.0,164794.0,https://pypi.org/project/pexpect,2021-12-15 13:41:19.033000,15895.0,20890863.0,https://anaconda.org/conda-forge/pexpect,2020-10-12 20:49:05.189000,6434828.0,2.0,,,,,,,,,,,
59,libcloud,apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,,db-clients,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14.000000,2022-01-10 17:59:38.000000,2021-12-13 08:51:27.000000,8894.0,278.0,894,89.0,1501.0,62.0,91.0,1819,2021-11-15 15:29:14.000000,3.4.1,65.0,430.0,36,True,,apache-libcloud,,150849.0,2958.0,2121.0,https://pypi.org/project/apache-libcloud,2021-11-15 15:29:14.000000,837.0,150849.0,,,,2.0,,,,,,,,,,,
60,msgpack,msgpack/msgpack-python,MessagePack serializer implementation for Python msgpack.org[Python].,,serialization,https://github.com/msgpack/msgpack-python,https://github.com/msgpack/msgpack-python,Apache-2.0,2011-08-21 08:24:41.000000,2021-11-25 05:43:55.000000,2021-11-25 05:43:55.000000,825.0,10.0,204,44.0,252.0,6.0,236.0,1551,2021-11-24 12:22:39.000000,1.0.3,16.0,70.0,36,True,conda-forge/msgpack-python,msgpack,878.0,13485076.0,57765.0,55830.0,https://pypi.org/project/msgpack,2021-11-24 12:22:39.000000,1935.0,13394664.0,https://anaconda.org/conda-forge/msgpack-python,2021-11-24 16:47:44.267000,5604440.0,2.0,,,,,,,,,,,
61,simplejson,simplejson/simplejson,"simplejson is a simple, fast, extensible JSON encoder/decoder for Python.",,serialization,https://github.com/simplejson/simplejson,https://github.com/simplejson/simplejson,MIT,2011-02-06 05:47:45.000000,2021-11-17 19:54:04.429000,2021-11-16 07:26:43.000000,612.0,6.0,312,65.0,111.0,17.0,168.0,1448,2021-11-16 16:36:28.000000,3.17.6,99.0,37.0,36,True,conda-forge/simplejson,simplejson,5448.0,10805328.0,95870.0,75138.0,https://pypi.org/project/simplejson,2021-11-16 16:36:28.000000,20732.0,10777241.0,https://anaconda.org/conda-forge/simplejson,2021-11-17 19:54:04.429000,1512603.0,2.0,,,,,,,,,,,
