,name,github_id,description,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,conda_id,pypi_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,updated_github_id,conda_dependent_project_count,labels,gitlab_id,dockerhub_id,docs_url,gitlab_url,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls
62,six,benjaminp/six,Python 2 and 3 compatibility library.,,compatibility,https://github.com/benjaminp/six,https://github.com/benjaminp/six,MIT,2016-05-10 07:24:51.054000,2021-12-18 18:52:43.000000,2021-11-21 23:02:50.000000,528.0,3.0,225,25.0,104.0,108.0,175.0,842,2021-05-05 14:18:17.000000,1.16.0,28.0,65.0,36,True,conda-forge/six,six,,151836406.0,1210125.0,1076216.0,https://pypi.org/project/six,2021-05-05 14:18:17.000000,133909.0,151532229.0,https://anaconda.org/conda-forge/six,2021-05-05 18:46:13.986000,20684036.0,2.0,,,,,,,,,,,
63,traitlets,ipython/traitlets,A lightweight Traits like module.,,configuration,https://github.com/ipython/traitlets,https://github.com/ipython/traitlets,BSD-3-Clause,2013-12-06 20:45:45.000000,2021-12-15 16:07:03.805000,2021-10-25 18:31:13.000000,1697.0,5.0,172,24.0,459.0,87.0,154.0,464,2021-10-25 18:32:18.000000,5.1.1,27.0,103.0,36,True,conda-forge/traitlets,traitlets,,16782368.0,209965.0,195511.0,https://pypi.org/project/traitlets,2021-12-15 16:07:03.805000,14454.0,16644945.0,https://anaconda.org/conda-forge/traitlets,2021-10-26 15:03:58.781000,9482240.0,1.0,,,,,,,,,,,
64,cpython,python/cpython,The Python programming language.,,python-implementations,https://github.com/python/cpython,https://github.com/python/cpython,MIT,2017-02-10 19:23:51.000000,2022-01-13 13:32:07.000000,2022-01-13 13:09:40.000000,111947.0,738.0,20811,1423.0,30518.0,1483.0,,42212,2020-07-22 03:00:52.000000,0.0.6,6.0,1887.0,35,True,,cpython,,10529.0,,,https://pypi.org/project/cpython,2020-07-22 03:00:52.000000,,10529.0,,,,1.0,,,,,,,,,,,
65,fabric,fabric/fabric,"Simple, Pythonic remote execution and deployment.",,infrastructure,https://github.com/fabric/fabric,https://github.com/fabric/fabric,BSD-2-Clause,2009-05-01 01:14:24.000000,2022-01-12 16:46:14.000000,2021-10-15 23:27:06.000000,1489.0,3.0,1856,468.0,527.0,429.0,1271.0,13197,2021-01-19 01:10:03.000000,2.6.0,121.0,133.0,35,True,conda-forge/fabric,fabric,,941420.0,301.0,,https://pypi.org/project/fabric,2021-01-19 01:10:03.000000,301.0,940742.0,https://anaconda.org/conda-forge/fabric,2021-03-09 07:34:25.129000,44083.0,3.0,,,,,,,,,,,
66,docopt,docopt/docopt,"Pythonic command line arguments parser, that will make you smile.",,cli-helpers,https://github.com/docopt/docopt,https://github.com/docopt/docopt,MIT,2012-04-07 17:45:14.000000,2021-12-23 05:59:37.000000,2018-08-27 18:02:16.000000,447.0,,552,169.0,107.0,251.0,177.0,7541,2014-06-16 11:18:57.000000,0.6.2,11.0,31.0,35,False,conda-forge/docopt,docopt,,6632772.0,72769.0,60592.0,https://pypi.org/project/docopt,2014-06-16 11:18:57.000000,12177.0,6616289.0,https://anaconda.org/conda-forge/docopt,2018-07-06 22:39:53.718000,1137331.0,2.0,8.0,,,,,,,,,,
67,python-dotenv,theskumar/python-dotenv,Get and set values in your .env file in local and production servers.,,configuration,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,BSD-3-Clause,2014-09-06 05:35:17.000000,2021-12-14 04:40:19.000000,2021-11-11 12:25:19.000000,304.0,2.0,285,30.0,176.0,19.0,177.0,4598,2021-11-11 12:35:52.000000,0.19.2,40.0,71.0,35,True,conda-forge/python-dotenv,python-dotenv,,9790301.0,189326.0,183177.0,https://pypi.org/project/python-dotenv,2021-11-11 12:35:52.000000,6149.0,9769055.0,https://anaconda.org/conda-forge/python-dotenv,2021-11-11 16:48:31.390000,1317275.0,2.0,,,,,,,,,,,
68,ultrajson,ultrajson/ultrajson,Ultra fast JSON decoder and encoder written in C with Python bindings.,,serialization,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,BSD-3-Clause,2011-02-27 20:00:51.000000,2022-01-03 18:47:02.000000,2022-01-03 18:47:01.000000,689.0,19.0,340,78.0,186.0,43.0,265.0,3536,2021-12-20 13:00:13.000000,5.1.0,29.0,76.0,35,True,,ujson,,12750379.0,4070.0,,https://pypi.org/project/ujson,2021-12-20 13:00:13.000000,4070.0,12750379.0,,,,2.0,,,,,,,,,,,
69,colorama,tartley/colorama,Simple cross-platform colored terminal text in Python.,,cli-helpers,https://github.com/tartley/colorama,https://github.com/tartley/colorama,BSD-3-Clause,2014-04-17 20:18:25.000000,2021-11-28 11:36:51.000000,2021-10-07 19:50:29.000000,310.0,,192,38.0,121.0,120.0,110.0,2669,2020-10-13 02:42:26.000000,0.4.4,42.0,44.0,35,True,conda-forge/colorama,colorama,,100334161.0,315827.0,296428.0,https://pypi.org/project/colorama,2020-10-13 02:42:26.000000,19399.0,100230272.0,https://anaconda.org/conda-forge/colorama,2020-10-16 16:43:32.974000,7168397.0,2.0,,,,,,,,,,,
70,confluent-kafka-python,confluentinc/confluent-kafka-python,Confluents Kafka Python Client.,,db-clients,https://github.com/confluentinc/confluent-kafka-python,https://github.com/confluentinc/confluent-kafka-python,Apache-2.0,2016-04-14 07:40:41.000000,2022-01-13 12:54:01.000000,2022-01-10 11:47:40.000000,740.0,11.0,699,249.0,397.0,241.0,663.0,2605,2022-01-07 11:14:07.000000,1.8.2,24.0,83.0,35,True,,confluent-kafka,,3895131.0,3462.0,3121.0,https://pypi.org/project/confluent-kafka,2022-01-07 11:08:20.000000,341.0,3895131.0,,,,2.0,,,,,,,,,,,
71,dateparser,scrapinghub/dateparser,python parser for human readable dates.,,date-time-utils,https://github.com/scrapinghub/dateparser,https://github.com/scrapinghub/dateparser,BSD-3-Clause,2014-11-24 17:30:12.000000,2021-12-31 12:01:17.000000,2021-12-15 19:33:26.000000,1433.0,5.0,375,124.0,478.0,267.0,332.0,1952,2021-10-04 09:07:18.000000,1.1.0,21.0,108.0,35,True,conda-forge/dateparser,dateparser,,4188195.0,10939.0,9876.0,https://pypi.org/project/dateparser,2021-10-04 09:07:18.000000,1063.0,4187197.0,https://anaconda.org/conda-forge/dateparser,2021-10-05 16:43:24.840000,59933.0,2.0,,,,,,,,,,,
72,wrapt,GrahamDumpleton/wrapt,"A Python module for decorators, wrappers and monkey patching.",,others,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45.000000,2022-01-10 19:26:22.000000,2021-10-29 21:58:09.000000,623.0,14.0,199,45.0,62.0,31.0,112.0,1597,2021-10-29 21:19:24.000000,1.13.3,47.0,21.0,35,True,conda-forge/wrapt,wrapt,,41921644.0,11492.0,,https://pypi.org/project/wrapt,2021-10-29 21:19:24.000000,11492.0,41840090.0,https://anaconda.org/conda-forge/wrapt,2021-11-02 11:36:54.155000,5301013.0,2.0,,,,,,,,,,,
73,emoji,carpedm20/emoji,emoji terminal output for Python.,,cli-helpers,https://github.com/carpedm20/emoji,https://github.com/carpedm20/emoji,BSD-3-Clause,2014-08-18 02:55:59.000000,2022-01-13 05:07:58.000000,2022-01-13 05:07:58.000000,338.0,10.0,235,25.0,88.0,13.0,100.0,1387,2021-12-06 11:03:58.000000,1.6.2,30.0,54.0,35,True,conda-forge/emoji,emoji,,3699305.0,32734.0,31472.0,https://pypi.org/project/emoji,2021-10-13 12:24:46.000000,1262.0,3698797.0,https://anaconda.org/conda-forge/emoji,2021-10-13 15:55:36.412000,17811.0,2.0,7.0,,,,,,,,,,
74,alembic,sqlalchemy/alembic,A database migrations tool for SQLAlchemy.,,db-clients,https://github.com/sqlalchemy/alembic,https://github.com/sqlalchemy/alembic,MIT,2016-07-03 15:38:09.495000,2022-01-11 21:42:11.000000,2022-01-11 07:08:43.000000,1523.0,28.0,127,20.0,80.0,86.0,759.0,1196,2021-11-11 15:56:07.000000,rel_1_7_5,99.0,142.0,35,True,conda-forge/alembic,alembic,,21782440.0,101414.0,90199.0,https://pypi.org/project/alembic,2021-11-11 15:56:02.000000,11215.0,21766082.0,https://anaconda.org/conda-forge/alembic,2021-11-11 18:47:56.302000,1079679.0,2.0,,,,,,,,,,,
75,s3fs,dask/s3fs,S3 Filesystem.,,db-clients,https://github.com/fsspec/s3fs,https://github.com/fsspec/s3fs,BSD-3-Clause,2016-03-16 00:19:32.000000,2022-01-12 14:40:04.746000,2022-01-11 19:51:45.000000,918.0,51.0,174,21.0,273.0,71.0,231.0,513,2022-01-11 19:52:51.000000,2022.1.0,44.0,88.0,35,True,conda-forge/s3fs,s3fs,,20227308.0,6702.0,6260.0,https://pypi.org/project/s3fs,2022-01-11 19:52:51.000000,442.0,20187737.0,https://anaconda.org/conda-forge/s3fs,2022-01-12 14:40:04.746000,2690829.0,2.0,,fsspec/s3fs,,,,,,,,,
76,python-bigquery,googleapis/python-bigquery,Google BigQuery API client library.,,db-clients,https://github.com/googleapis/python-bigquery,https://github.com/googleapis/python-bigquery,Apache-2.0,2019-12-10 00:09:04.000000,2022-01-12 23:08:22.000000,2022-01-12 23:08:21.000000,1414.0,41.0,143,48.0,688.0,66.0,354.0,345,2021-12-02 20:21:01.000000,2.31.0,113.0,104.0,35,True,,google-cloud-bigquery,,25949951.0,11441.0,10515.0,https://pypi.org/project/google-cloud-bigquery,2021-12-02 20:21:01.000000,926.0,25949951.0,,,,2.0,,,,,,,,,,,
77,python-fire,google/python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,,cli-helpers,https://github.com/google/python-fire,https://github.com/google/python-fire,Apache-2.0,2017-02-21 21:35:07.000000,2022-01-12 21:19:14.000000,2021-06-17 18:03:13.000000,259.0,,1231,381.0,126.0,106.0,144.0,21726,2021-01-22 18:12:10.000000,0.4.0,9.0,46.0,34,True,conda-forge/fire,fire,,1999888.0,11665.0,10358.0,https://pypi.org/project/fire,2021-01-22 18:11:49.000000,1307.0,1997015.0,https://anaconda.org/conda-forge/fire,2021-01-22 19:55:20.738000,158038.0,2.0,,,,,,,,,,,
78,tink,google/tink,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy..",,cryptography,https://github.com/google/tink,https://github.com/google/tink,Apache-2.0,2014-06-06 16:21:09.000000,2022-01-13 10:38:42.000000,2022-01-13 00:53:05.000000,4275.0,296.0,1041,363.0,183.0,119.0,287.0,11976,2021-08-10 09:20:38.000000,1.6.1,20.0,98.0,34,True,,tink,959.0,222812.0,19.0,18.0,https://pypi.org/project/tink,2021-08-10 09:20:38.000000,1.0,222794.0,,,,2.0,,,,,,,,,,,
79,schedule,dbader/schedule,Python job scheduling for humans.,,infrastructure,https://github.com/dbader/schedule,https://github.com/dbader/schedule,MIT,2013-05-19 12:51:20.000000,2021-12-04 07:16:57.000000,2021-06-26 14:30:47.000000,372.0,,810,209.0,150.0,110.0,243.0,9346,2021-04-10 10:48:19.000000,1.1.0,24.0,45.0,34,True,conda-forge/schedule,schedule,,1023224.0,16824.0,15516.0,https://pypi.org/project/schedule,2021-04-10 10:48:19.000000,1308.0,1022801.0,https://anaconda.org/conda-forge/schedule,2021-04-10 12:19:56.940000,10578.0,3.0,,,,,,,,,,,
80,Tablib,jazzband/tablib,"Python Module for Tabular Datasets in XLS, CSV, JSON, YAML, &c.",,data-loading,https://github.com/jazzband/tablib,https://github.com/jazzband/tablib,MIT,2011-03-28 02:36:50.000000,2022-01-01 10:58:53.000000,2022-01-01 10:58:53.000000,1138.0,9.0,571,141.0,278.0,33.0,208.0,4060,2021-10-26 12:43:46.000000,3.1.0,39.0,115.0,34,True,conda-forge/tablib,tablib,,954840.0,13987.0,12732.0,https://pypi.org/project/tablib,2021-10-26 12:43:46.000000,1255.0,953730.0,https://anaconda.org/conda-forge/tablib,2021-10-26 16:07:13.884000,68857.0,2.0,-1.0,,,,,,,,,,
81,netmiko,ktbyers/netmiko,Multi-vendor library to simplify Paramiko SSH connections to network devices.,,infrastructure,https://github.com/ktbyers/netmiko,https://github.com/ktbyers/netmiko,MIT,2014-11-28 21:42:52.000000,2021-12-28 13:28:48.000000,2021-11-23 00:59:32.000000,2435.0,8.0,968,201.0,936.0,245.0,1379.0,2590,2021-04-23 19:48:21.000000,3.4.0,37.0,195.0,34,True,,netmiko,,103563.0,2204.0,1973.0,https://pypi.org/project/netmiko,2021-04-23 19:31:42.000000,231.0,103563.0,,,,3.0,,,,,,,,,,,
82,Prometheus Client,prometheus/client_python,Prometheus instrumentation library for Python applications.,,db-clients,https://github.com/prometheus/client_python,https://github.com/prometheus/client_python,Apache-2.0,2015-02-10 22:47:25.000000,2021-12-22 11:22:48.000000,2021-12-15 19:01:30.000000,459.0,10.0,605,65.0,344.0,41.0,343.0,2541,2021-10-29 17:45:32.000000,0.12.0,33.0,112.0,34,True,conda-forge/prometheus_client,prometheus_client,,23167261.0,1996.0,,https://pypi.org/project/prometheus_client,2019-06-20 13:35:09.000000,1996.0,23093203.0,https://anaconda.org/conda-forge/prometheus_client,2021-10-29 20:13:50.743000,4665661.0,2.0,,,,,,,,,,,
83,mysqlclient,PyMySQL/mysqlclient,MySQL database connector for Python (with Python 3 support).,,db-clients,https://github.com/PyMySQL/mysqlclient,https://github.com/PyMySQL/mysqlclient,GPL-2.0,2014-04-28 05:09:06.000000,2022-01-10 01:44:50.000000,2022-01-10 01:44:49.000000,1012.0,14.0,353,54.0,240.0,14.0,263.0,2001,2021-11-18 05:51:35.000000,2.1.0,33.0,69.0,34,True,conda-forge/mysqlclient,mysqlclient,5196.0,3291908.0,7073.0,,https://pypi.org/project/mysqlclient,2021-11-18 05:51:35.000000,7073.0,3288495.0,https://anaconda.org/conda-forge/mysqlclient,2021-12-09 05:23:34.339000,129973.0,2.0,,,,,,,,,,,
84,pyrsistent,tobgu/pyrsistent,Persistent/Immutable/Functional data structures for Python.,,data-structures,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,MIT,2013-06-20 14:11:13.000000,2022-01-12 20:35:38.000000,2022-01-12 20:34:30.000000,651.0,8.0,118,42.0,93.0,15.0,130.0,1636,2021-06-28 19:33:04.000000,0.18.0,70.0,60.0,34,True,conda-forge/pyrsistent,pyrsistent,,29468798.0,124454.0,122409.0,https://pypi.org/project/pyrsistent,2021-06-28 19:33:04.000000,2045.0,29276628.0,https://anaconda.org/conda-forge/pyrsistent,2021-11-04 19:24:33.848000,7494631.0,1.0,,,,,,,,,,,
85,typing,python/typing,Python static typing home. Contains the source for typing_extensions and the documentation. Also hosts a user help..,,compatibility,https://github.com/python/typing,https://github.com/python/typing,Python-2.0,2014-09-29 16:54:42.000000,2022-01-10 11:13:45.000000,2022-01-09 18:18:44.000000,610.0,32.0,177,57.0,323.0,86.0,556.0,1108,2019-06-19 22:31:20.000000,3.7.4,16.0,77.0,34,True,conda-forge/typing,typing,,6638999.0,5632.0,,https://pypi.org/project/typing,2021-05-01 18:03:55.000000,5632.0,6627639.0,https://anaconda.org/conda-forge/typing,2021-05-01 20:36:02.905000,795227.0,2.0,,,,,,,,,,,
86,SQLAlchemy-Utils,kvesteri/sqlalchemy-utils,Various utility functions and datatypes for SQLAlchemy.,,db-clients,https://github.com/kvesteri/sqlalchemy-utils,https://github.com/kvesteri/sqlalchemy-utils,BSD-3-Clause,2013-02-18 16:48:22.000000,2022-01-05 17:37:32.000000,2021-12-29 08:54:31.000000,1260.0,11.0,261,22.0,255.0,198.0,163.0,869,2021-12-29 08:55:33.000000,0.38.2,208.0,102.0,34,True,conda-forge/sqlalchemy-utils,sqlalchemy-utils,,2411725.0,14888.0,12900.0,https://pypi.org/project/sqlalchemy-utils,2021-12-29 08:55:33.000000,1988.0,2406270.0,https://anaconda.org/conda-forge/sqlalchemy-utils,2021-12-15 04:58:01.393000,349165.0,2.0,,,,,,,,,,,
87,sh,amoffat/sh,Python process launching.,,process-utils,https://github.com/amoffat/sh,https://github.com/amoffat/sh,MIT,2012-01-15 05:52:06.000000,2021-12-15 13:53:10.388000,2021-11-12 16:35:27.000000,1250.0,3.0,451,142.0,190.0,12.0,395.0,5977,2021-05-15 03:40:51.000000,1.14.2,36.0,82.0,33,True,conda-forge/sh,sh,,1981716.0,10809.0,8263.0,https://pypi.org/project/sh,2021-12-15 13:53:10.388000,2546.0,1979916.0,https://anaconda.org/conda-forge/sh,2021-11-05 19:07:52.071000,115205.0,3.0,,,,,,,,,,,
88,xmltodict,martinblech/xmltodict,Python module that makes working with XML feel like you are working with JSON.,,data-loading,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,MIT,2012-04-17 14:38:21.000000,2022-01-06 11:13:30.000000,2020-04-26 05:15:03.000000,205.0,,441,108.0,83.0,84.0,136.0,4646,2019-02-11 07:00:26.000000,0.12.0,28.0,41.0,33,False,conda-forge/xmltodict,xmltodict,,12573092.0,39687.0,34644.0,https://pypi.org/project/xmltodict,2021-12-15 15:05:02.202000,5043.0,12552738.0,https://anaconda.org/conda-forge/xmltodict,2019-02-11 11:53:14.803000,1323024.0,2.0,,,,,,,,,,,
89,Elasticsearch DSL,elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch.,,db-clients,https://github.com/elastic/elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,Apache-2.0,2014-03-05 16:19:39.000000,2022-01-12 18:58:17.000000,2022-01-05 14:05:07.000000,1014.0,1.0,707,382.0,339.0,91.0,1119.0,3402,2021-07-15 15:37:49.000000,7.4.0,33.0,126.0,33,True,,elasticsearch-dsl,110.0,1645763.0,6385.0,5453.0,https://pypi.org/project/elasticsearch-dsl,2021-07-15 15:35:04.000000,932.0,1645757.0,,,,2.0,,,,,,,,,,,
90,phonenumbers,daviddrysdale/python-phonenumbers,Python port of Googles libphonenumber.,,text,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2022-01-11 19:29:34.045000,2022-01-11 16:36:18.000000,1456.0,25.0,371,91.0,95.0,5.0,132.0,2910,2022-01-11 16:40:02.000000,8.12.41,192.0,25.0,33,True,conda-forge/phonenumbers,phonenumbers,,2640259.0,1325.0,,https://pypi.org/project/phonenumbers,2022-01-11 16:40:02.000000,1325.0,2632660.0,https://anaconda.org/conda-forge/phonenumbers,2022-01-11 19:29:34.045000,509189.0,1.0,,,,,,,,,,,
91,cerberus,pyeve/cerberus,"Lightweight, extensible data validation library for Python.",,data-validation,https://github.com/pyeve/cerberus,https://github.com/pyeve/cerberus,ISC,2012-10-10 10:03:49.000000,2021-12-10 19:41:57.511000,2021-05-05 20:47:21.000000,1145.0,,214,50.0,257.0,39.0,290.0,2649,2021-05-05 20:38:00.000000,1.3.4,25.0,62.0,33,True,conda-forge/cerberus,cerberus,,2432393.0,11582.0,10535.0,https://pypi.org/project/cerberus,2021-05-05 20:38:00.000000,1047.0,2429735.0,https://anaconda.org/conda-forge/cerberus,2021-12-10 19:41:57.511000,172830.0,2.0,,,,,,,,,,,
92,AWS Data Wrangler,awslabs/aws-data-wrangler,"Pandas on AWS - Easy integration with Athena, Glue, Redshift, Timestream, QuickSight, Chime, CloudWatchLogs, DynamoDB,..",,db-clients,https://github.com/awslabs/aws-data-wrangler,https://github.com/awslabs/aws-data-wrangler,Apache-2.0,2019-02-26 01:39:02.000000,2022-01-13 13:28:36.000000,2022-01-13 13:28:33.000000,1429.0,49.0,397,61.0,519.0,35.0,541.0,2446,2021-12-03 20:09:37.000000,2.13.0,116.0,89.0,33,True,,awswrangler,113587.0,5489088.0,22.0,,https://pypi.org/project/awswrangler,2021-12-03 19:58:25.000000,22.0,5485302.0,,,,2.0,,,,['pandas'],,,,,,,
93,plumbum,tomerfiliba/plumbum,Plumbum: Shell Combinators.,,infrastructure,https://github.com/tomerfiliba/plumbum,https://github.com/tomerfiliba/plumbum,MIT,2012-04-27 08:51:34.000000,2022-01-10 13:54:35.000000,2022-01-10 13:54:25.000000,1192.0,19.0,169,50.0,248.0,118.0,214.0,2322,2021-12-23 19:57:40.000000,1.7.2,25.0,101.0,33,True,conda-forge/plumbum,plumbum,,1132136.0,437.0,,https://pypi.org/project/plumbum,2021-12-23 19:58:48.000000,437.0,1121336.0,https://anaconda.org/conda-forge/plumbum,2021-12-23 22:31:56.509000,658801.0,3.0,,,,,,,,,,,
94,pyodbc,mkleehammer/pyodbc,Python ODBC bridge.,,db-clients,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,MIT,2008-10-03 15:19:37.000000,2022-01-12 15:12:18.000000,2021-12-16 21:41:44.000000,390.0,6.0,473,114.0,174.0,90.0,756.0,2285,2021-08-19 20:25:00.000000,4.0.32,51.0,47.0,33,True,conda-forge/pyodbc,pyodbc,,15521325.0,1959.0,,https://pypi.org/project/pyodbc,2021-08-19 20:25:00.000000,1959.0,15510371.0,https://anaconda.org/conda-forge/pyodbc,2021-11-05 04:20:24.876000,580591.0,2.0,,,,,,,,,,,
95,Motor,mongodb/motor,Motor - the async Python driver for MongoDB and Tornado or asyncio.,,db-clients,https://github.com/mongodb/motor,https://github.com/mongodb/motor,Apache-2.0,2013-01-11 21:34:44.000000,2021-12-23 18:33:44.000000,2021-12-23 18:33:43.000000,1657.0,4.0,169,79.0,138.0,,,1850,2021-08-19 20:21:17.000000,2.5.1,38.0,36.0,33,True,conda-forge/motor,motor,,1183395.0,18434.0,17382.0,https://pypi.org/project/motor,2021-08-19 20:14:26.000000,1052.0,1182936.0,https://anaconda.org/conda-forge/motor,2021-12-02 18:54:21.443000,16993.0,2.0,,,,,,,,,,,
96,PynamoDB,pynamodb/PynamoDB,A pythonic interface to Amazons DynamoDB.,,db-clients,https://github.com/pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,MIT,2014-01-20 02:18:35.000000,2022-01-11 19:56:06.000000,2022-01-10 19:32:28.000000,770.0,17.0,387,41.0,545.0,245.0,291.0,1807,2022-01-04 23:07:43.000000,5.2.0,76.0,93.0,33,True,conda-forge/pynamodb,pynamodb,,874477.0,1030.0,884.0,https://pypi.org/project/pynamodb,2022-01-04 23:07:43.000000,146.0,869433.0,https://anaconda.org/conda-forge/pynamodb,2022-01-05 02:04:49.127000,146298.0,2.0,,,,,,,,,,,
97,Ibis,ibis-project/ibis,"A pandas-like deferred expression system, with first-class SQL support.",,db-clients,https://github.com/ibis-project/ibis,https://github.com/ibis-project/ibis,Apache-2.0,2015-04-17 20:43:46.000000,2022-01-13 13:35:59.000000,2022-01-13 13:21:45.000000,1827.0,251.0,299,72.0,1626.0,141.0,1530.0,1641,2022-01-12 23:12:38.000000,2.1.1,27.0,93.0,33,True,conda-forge/ibis-framework,ibis-framework,,115249.0,36.0,,https://pypi.org/project/ibis-framework,2022-01-12 23:12:31.000000,36.0,112141.0,https://anaconda.org/conda-forge/ibis-framework,2022-01-10 18:03:59.591000,214487.0,2.0,,,,,,,,,,,
98,deepdiff,seperman/deepdiff,Deep Difference and search of any Python object/data.,,inspect,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,MIT,2014-09-26 03:21:47.000000,2021-12-19 12:48:17.000000,2021-12-17 19:31:44.000000,857.0,12.0,159,23.0,116.0,35.0,141.0,1235,2021-12-17 19:33:00.000000,5.7.0,62.0,59.0,33,True,conda-forge/deepdiff,deepdiff,,6306818.0,3308.0,2705.0,https://pypi.org/project/deepdiff,2021-12-17 19:33:00.000000,603.0,6305414.0,https://anaconda.org/conda-forge/deepdiff,2021-12-17 22:25:12.630000,71613.0,1.0,,,,,,,,,,,
99,cachetools,tkem/cachetools,Extensible memoizing collections and decorators.,,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14.000000,2022-01-03 09:57:37.000000,2021-12-22 15:26:02.000000,236.0,11.0,121,25.0,39.0,12.0,189.0,1188,2021-12-21 20:27:26.000000,5.0.0,40.0,7.0,33,True,conda-forge/cachetools,cachetools,,49331448.0,2882.0,,https://pypi.org/project/cachetools,2021-12-21 20:27:26.000000,2882.0,49269778.0,https://anaconda.org/conda-forge/cachetools,2021-12-28 10:24:53.479000,3885257.0,1.0,,,,,,,,,,,
100,py4j,bartdag/py4j,Py4J enables Python programs to dynamically access arbitrary Java objects.,,others,https://github.com/bartdag/py4j,https://github.com/bartdag/py4j,BSD-3-Clause,2010-11-02 20:58:18.000000,2021-12-15 05:25:12.713000,2021-11-20 15:22:15.000000,755.0,11.0,163,40.0,74.0,145.0,246.0,913,2020-01-25 14:40:31.000000,0.10.9,27.0,31.0,33,True,conda-forge/py4j,py4j,,18096271.0,8971.0,8325.0,https://pypi.org/project/py4j,2021-11-20 15:28:27.000000,646.0,18077413.0,https://anaconda.org/conda-forge/py4j,2021-12-15 05:25:12.713000,1225808.0,2.0,,,,,,,,,,,
101,pluggy,pytest-dev/pluggy,A minimalist production ready plugin system.,,others,https://github.com/pytest-dev/pluggy,https://github.com/pytest-dev/pluggy,MIT,2015-04-28 15:32:26.000000,2022-01-13 13:22:05.000000,2022-01-13 13:22:05.000000,548.0,21.0,106,21.0,196.0,43.0,101.0,715,2021-08-25 16:25:59.000000,1.0.0,18.0,41.0,33,True,conda-forge/pluggy,pluggy,,28506583.0,9976.0,,https://pypi.org/project/pluggy,2021-08-25 16:25:59.000000,9976.0,28354135.0,https://anaconda.org/conda-forge/pluggy,2021-11-02 06:17:54.658000,8689577.0,2.0,,,,,,,,,,,
102,decorator,micheles/decorator,Decorators for Humans.,,others,https://github.com/micheles/decorator,https://github.com/micheles/decorator,BSD-2-Clause,2013-11-24 05:55:49.000000,2022-01-07 11:42:17.811000,2022-01-07 07:51:31.000000,378.0,6.0,86,20.0,49.0,3.0,88.0,643,2022-01-07 08:20:03.000000,5.1.1,38.0,26.0,33,True,conda-forge/decorator,decorator,,33937385.0,290805.0,266760.0,https://pypi.org/project/decorator,2022-01-07 08:20:03.000000,24045.0,33782436.0,https://anaconda.org/conda-forge/decorator,2022-01-07 11:42:17.811000,10226682.0,2.0,,,,,,,,,,,
103,boltons,mahmoud/boltons,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",,utilities,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,BSD-3-Clause,2013-02-20 06:17:12.000000,2022-01-09 11:01:28.000000,2021-10-11 06:26:24.000000,1498.0,,315,151.0,169.0,49.0,91.0,5682,2021-05-17 01:20:20.000000,21.0.0,50.0,72.0,32,True,conda-forge/boltons,boltons,23.0,1294575.0,2290.0,1910.0,https://pypi.org/project/boltons,2021-05-17 01:20:20.000000,380.0,1286644.0,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359000,539375.0,2.0,,,,,,,,,,,
104,pendulum,sdispater/pendulum,Python datetimes made easy.,,date-time-utils,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53.000000,2022-01-06 21:41:08.000000,2022-01-06 21:41:08.000000,712.0,12.0,263,64.0,189.0,209.0,230.0,4656,2020-07-24 18:17:05.000000,2.1.2,52.0,71.0,32,True,conda-forge/pendulum,pendulum,,6300936.0,850.0,,https://pypi.org/project/pendulum,2020-07-24 18:16:40.000000,850.0,6293391.0,https://anaconda.org/conda-forge/pendulum,2020-11-08 21:57:25.850000,414999.0,2.0,,,,,,,,,,,
